Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jacob Gilyard,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
17.0,16.0,2022-11-20,29-123,MEM,BRK,1.0,28.633333333333333,7.0,10.0,0.7,0.0,0.0,,1.0,8.0,0.125,4.0,6.0,10.0,2.0,3.0,0.0,5.0,2.0,15.0,11.2,3.0,10.0,7.0,0.7,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,7.0,57.0,3.5625,10.8,75.89999999999999,4.74375,0.0376551580264942,L (-12),L (-12)
18.0,17.0,2022-11-22,29-125,MEM,SAC,1.0,30.183333333333334,2.0,5.0,0.4,0.0,0.0,,1.0,4.0,0.25,5.0,11.0,16.0,0.0,0.0,1.0,3.0,3.0,5.0,4.4,1.0,5.0,2.0,0.4,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,10.0,68.0,4.25,4.000000000000001,75.6,4.725,0.0376551580264942,L (-4),L (-4)
19.0,18.0,2022-11-25,29-128,MEM,NOP,1.0,25.03333333333333,7.0,10.0,0.7,0.0,0.0,,1.0,2.0,0.5,4.0,7.0,11.0,1.0,1.0,0.0,2.0,1.0,15.0,14.6,26.0,10.0,7.0,0.7,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,14.0,68.0,4.25,14.200000000000005,84.10000000000001,5.2562500000000005,0.0376551580264942,W (+21),W (+21)
20.0,19.0,2022-11-27,29-130,MEM,NYK,1.0,31.33333333333333,6.0,9.0,0.667,0.0,0.0,,4.0,9.0,0.444,7.0,3.0,10.0,2.0,0.0,1.0,0.0,1.0,16.0,17.6,2.0,9.0,6.0,0.6666666666666666,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,11.0,78.0,4.875,15.999999999999991,80.5,5.03125,0.0376551580264942,W (+4),W (+4)
21.0,20.0,2022-11-30,29-133,MEM,MIN,1.0,29.316666666666663,3.0,8.0,0.375,0.0,1.0,0.0,2.0,2.0,1.0,6.0,6.0,12.0,2.0,1.0,1.0,0.0,1.0,8.0,12.3,-3.0,7.0,3.0,0.4285714285714285,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,14.0,41.0,2.5625,11.499999999999996,46.79999999999998,2.924999999999999,0.0376551580264942,,
22.0,21.0,2022-12-02,29-135,MEM,PHI,1.0,33.516666666666666,4.0,11.0,0.364,0.0,0.0,,1.0,2.0,0.5,10.0,6.0,16.0,6.0,3.0,3.0,3.0,4.0,9.0,16.0,-1.0,11.0,4.0,0.3636363636363636,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,21.0,73.0,4.5625,15.6,75.70000000000002,4.731250000000001,0.0376551580264942,L (-8),L (-8)
23.0,,2022-12-04,29-137,MEM,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,76.0,4.75,0.0,92.5,5.78125,0.0376551580264942,W (+8),W (+8)
24.0,22.0,2022-12-05,29-138,MEM,MIA,1.0,27.85,4.0,6.0,0.667,0.0,0.0,,0.0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,1.0,2.0,8.0,5.9,-2.0,6.0,4.0,0.6666666666666666,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,6.0,66.0,4.125,5.9,72.19999999999999,4.512499999999999,0.0376551580264942,W (+10),W (+10)
25.0,23.0,2022-12-07,29-140,MEM,OKC,1.0,20.85,4.0,4.0,1.0,0.0,0.0,,0.0,1.0,0.0,2.0,3.0,5.0,2.0,0.0,2.0,1.0,0.0,8.0,10.5,10.0,4.0,4.0,1.0,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,11.0,102.0,6.375,10.500000000000002,98.6,6.1625,0.0376551580264942,W (+8),W (+8)
26.0,24.0,2022-12-09,29-142,MEM,DET,1.0,23.0,5.0,8.0,0.625,0.0,0.0,,0.0,2.0,0.0,3.0,5.0,8.0,4.0,1.0,1.0,2.0,1.0,10.0,11.3,17.0,8.0,5.0,0.625,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,12.0,68.0,4.25,11.3,79.0,4.9375,0.0376551580264942,W (+21),W (+21)
27.0,,2022-12-12,29-145,MEM,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,116.0,7.25,0.0,112.2,7.0125,0.0376551580264942,W (+11),W (+11)
28.0,25.0,2022-12-15,29-148,MEM,MIL,1.0,20.633333333333333,4.0,8.0,0.5,0.0,0.0,,2.0,2.0,1.0,5.0,1.0,6.0,1.0,1.0,5.0,1.0,2.0,10.0,13.2,21.0,8.0,4.0,0.5,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,12.0,106.0,6.625,12.399999999999997,110.1,6.88125,0.0376551580264942,W (+25),W (+25)
29.0,26.0,2022-12-17,29-150,MEM,OKC,1.0,28.633333333333333,3.0,5.0,0.6,0.0,0.0,,3.0,5.0,0.6,2.0,5.0,7.0,2.0,2.0,2.0,2.0,6.0,9.0,9.2,7.0,5.0,3.0,0.6,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,10.0,57.0,3.5625,7.999999999999998,58.7,3.66875,0.0376551580264942,W (+41),W (+41)
