Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jacob Gilyard,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
51,50,31,2023-01-29,24-017,MEM,,IND,W (+12),0,25:11,4.0,7.0,.571,0.0,0.0,,1,2.0,.500,8.0,3.0,11.0,2.0,0.0,0.0,0.0,1.0,9.0,12.8,-1,7.0,4.0,0.5714285714285714,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,13.0,76.0,4.222222222222222,12.399999999999997,84.50000000000001,4.6944444444444455
52,51,32,2023-02-01,24-020,MEM,,POR,L (-10),1,27:53,1.0,4.0,.250,0.0,0.0,,2,3.0,.667,4.0,6.0,10.0,5.0,4.0,0.0,2.0,2.0,4.0,10.5,+12,4.0,1.0,0.25,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,14.0,57.0,3.1666666666666665,9.7,77.80000000000001,4.322222222222223
53,52,33,2023-02-02,24-021,MEM,@,CLE,L (-15),1,27:02,3.0,3.0,1.000,0.0,0.0,,0,0.0,,2.0,4.0,6.0,3.0,0.0,2.0,0.0,1.0,6.0,10.8,+13,3.0,3.0,1.0,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,14.0,69.0,3.8333333333333335,10.8,73.0,4.055555555555555
54,53,34,2023-02-05,24-024,MEM,,TOR,L (-3),1,31:52,4.0,7.0,.571,0.0,0.0,,4,7.0,.571,4.0,5.0,9.0,3.0,1.0,0.0,2.0,2.0,12.0,12.1,0,7.0,4.0,0.5714285714285714,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,9.0,74.0,4.111111111111111,10.5,67.4,3.744444444444445
55,54,35,2023-02-07,24-026,MEM,,CHI,W (+15),1,22:30,3.0,4.0,.750,0.0,0.0,,0,2.0,.000,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,6.0,3.1,0,4.0,3.0,0.75,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,2.0,66.0,3.6666666666666665,3.1000000000000005,73.10000000000001,4.061111111111112
56,55,36,2023-02-10,24-029,MEM,,MIN,W (+21),1,25:05,4.0,6.0,.667,0.0,0.0,,1,3.0,.333,2.0,4.0,6.0,3.0,2.0,0.0,1.0,3.0,9.0,10.1,+5,6.0,4.0,0.6666666666666666,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,10.0,90.0,5.0,9.7,94.6,5.2555555555555555
57,56,37,2023-02-12,24-031,MEM,@,BOS,L (-10),1,24:23,3.0,3.0,1.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,6.0,6.3,+2,3.0,3.0,1.0,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,7.0,72.0,4.0,6.3,69.9,3.8833333333333337
58,57,38,2023-02-15,24-034,MEM,,UTA,W (+6),0,12:17,1.0,3.0,.333,0.0,0.0,,1,2.0,.500,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2.2,-5,3.0,1.0,0.3333333333333333,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,1.0,84.0,4.666666666666667,1.8000000000000005,85.29999999999998,4.738888888888888
59,58,39,2023-02-23,24-042,MEM,@,PHI,L (-5),0,32:12,2.0,6.0,.333,0.0,0.0,,4,6.0,.667,3.0,9.0,12.0,2.0,2.0,1.0,1.0,5.0,8.0,9.7,-4,6.0,2.0,0.3333333333333333,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,12.0,52.0,2.888888888888889,8.1,57.49999999999999,3.194444444444444
60,59,40,2023-02-25,24-044,MEM,,DEN,W (+18),1,25:15,6.0,6.0,1.000,0.0,0.0,,0,0.0,,1.0,6.0,7.0,4.0,0.0,1.0,1.0,3.0,12.0,14.0,+25,6.0,6.0,1.0,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,17.0,66.0,3.6666666666666665,14.0,67.39999999999998,3.744444444444443
61,60,41,2023-02-28,24-047,MEM,,LAL,W (+12),1,32:30,9.0,17.0,.529,0.0,1.0,.000,0,0.0,,7.0,4.0,11.0,2.0,2.0,1.0,1.0,2.0,18.0,18.1,+10,16.0,9.0,0.5625,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,16.0,74.0,4.111111111111111,18.1,78.9,4.383333333333334
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,42,2023-03-01,24-048,MEM,@,HOU,W (+14),1,26:40,1.0,3.0,.333,0.0,1.0,.000,2,2.0,1.000,1.0,4.0,5.0,3.0,0.0,2.0,1.0,4.0,4.0,5.1,+5,2.0,1.0,0.5,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,8.0,97.0,5.388888888888889,4.300000000000001,100.4,5.577777777777778
64,62,43,2023-03-03,24-050,MEM,@,DEN,L (-16),1,29:33,4.0,8.0,.500,1.0,1.0,1.000,2,3.0,.667,2.0,8.0,10.0,4.0,0.0,0.0,0.0,4.0,11.0,11.6,-17,7.0,3.0,0.4285714285714285,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,14.0,35.0,1.9444444444444444,10.8,48.00000000000001,2.666666666666667
65,63,44,2023-03-05,24-052,MEM,@,LAC,L (-6),1,34:20,6.0,14.0,.429,0.0,2.0,.000,1,3.0,.333,0.0,5.0,5.0,3.0,2.0,0.0,3.0,2.0,13.0,6.6,+4,12.0,6.0,0.5,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,3.0,97.0,5.388888888888889,6.199999999999999,97.6,5.422222222222222
66,64,45,2023-03-07,24-054,MEM,@,LAL,L (-9),1,32:02,5.0,9.0,.556,0.0,0.0,,1,2.0,.500,4.0,6.0,10.0,2.0,4.0,1.0,0.0,2.0,11.0,16.2,-10,9.0,5.0,0.5555555555555556,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,17.0,29.0,1.6111111111111112,15.799999999999995,43.49999999999999,2.416666666666666
67,65,46,2023-03-09,24-056,MEM,,GSW,W (+21),1,22:15,5.0,7.0,.714,0.0,0.0,,0,0.0,,1.0,7.0,8.0,2.0,1.0,0.0,2.0,4.0,10.0,8.7,+9,7.0,5.0,0.7142857142857143,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,12.0,81.0,4.5,8.700000000000001,91.4,5.077777777777778
68,66,47,2023-03-11,24-058,MEM,,DAL,W (+4),1,27:36,6.0,8.0,.750,0.0,0.0,,0,0.0,,6.0,2.0,8.0,2.0,1.0,1.0,3.0,1.0,12.0,13.3,-8,8.0,6.0,0.75,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,13.0,77.0,4.277777777777778,13.300000000000004,69.49999999999999,3.8611111111111103
69,67,48,2023-03-13,24-060,MEM,@,DAL,W (+16),1,24:30,3.0,4.0,.750,0.0,0.0,,2,3.0,.667,1.0,4.0,5.0,2.0,3.0,1.0,0.0,1.0,8.0,12.6,+11,4.0,3.0,0.75,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,12.0,86.0,4.777777777777778,11.8,79.3,4.405555555555555
70,68,49,2023-03-15,24-062,MEM,@,MIA,L (-19),1,22:51,4.0,6.0,.667,0.0,0.0,,0,0.0,,1.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0,8.0,8.0,-10,6.0,4.0,0.6666666666666666,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,8.0,77.0,4.277777777777778,7.999999999999999,72.7,4.038888888888889
71,69,50,2023-03-17,24-064,MEM,@,SAS,W (+6),1,21:03,5.0,8.0,.625,0.0,0.0,,2,2.0,1.000,3.0,3.0,6.0,3.0,0.0,0.0,1.0,2.0,12.0,11.7,-11,8.0,5.0,0.625,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,10.0,90.0,5.0,10.9,83.39999999999999,4.633333333333333
72,70,51,2023-03-18,24-065,MEM,,GSW,W (+14),1,32:29,6.0,10.0,.600,0.0,0.0,,2,2.0,1.000,3.0,7.0,10.0,5.0,2.0,0.0,1.0,2.0,14.0,17.3,+25,10.0,6.0,0.6,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,18.0,91.0,5.055555555555555,16.5,93.1,5.172222222222222
73,71,52,2023-03-20,24-067,MEM,,DAL,W (+4),1,26:07,1.0,4.0,.250,0.0,0.0,,1,2.0,.500,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.2,-9,4.0,1.0,0.25,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,2.0,55.0,3.055555555555556,1.7999999999999998,72.2,4.011111111111111
74,72,53,2023-03-22,24-069,MEM,,HOU,W (+5),1,19:20,2.0,3.0,.667,0.0,0.0,,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,4.0,0.8,-3,3.0,2.0,0.6666666666666666,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,2.0,84.0,4.666666666666667,0.7999999999999998,102.0,5.666666666666667
75,73,54,2023-03-24,24-071,MEM,,HOU,W (+37),1,21:09,4.0,4.0,1.000,0.0,0.0,,0,0.0,,1.0,3.0,4.0,0.0,2.0,0.0,1.0,2.0,8.0,8.6,+14,4.0,4.0,1.0,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,9.0,104.0,5.777777777777778,8.599999999999998,114.3,6.35
76,74,55,2023-03-26,24-073,MEM,@,ATL,W (+4),1,30:50,7.0,10.0,.700,0.0,0.0,,1,2.0,.500,1.0,7.0,8.0,3.0,3.0,2.0,0.0,0.0,15.0,19.7,+5,10.0,7.0,0.7,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,19.0,73.0,4.055555555555555,19.3,78.39999999999999,4.355555555555555
77,75,56,2023-03-28,24-075,MEM,,ORL,W (+5),1,35:21,10.0,12.0,.833,0.0,0.0,,0,0.0,,2.0,7.0,9.0,1.0,1.0,0.0,0.0,1.0,20.0,20.4,+8,12.0,10.0,0.8333333333333334,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,19.0,57.0,3.1666666666666665,20.4,56.50000000000001,3.1388888888888893
78,76,57,2023-03-29,24-076,MEM,,LAC,L (-9),1,31:10,7.0,8.0,.875,0.0,0.0,,2,3.0,.667,5.0,4.0,9.0,5.0,1.0,1.0,1.0,5.0,16.0,19.7,-16,8.0,7.0,0.875,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,20.0,55.0,3.055555555555556,18.9,81.6,4.533333333333333
79,77,58,2023-03-31,24-078,MEM,,LAC,W (+14),1,32:13,7.0,11.0,.636,0.0,0.0,,0,1.0,.000,4.0,4.0,8.0,2.0,2.0,2.0,1.0,0.0,14.0,16.5,,11.0,7.0,0.6363636363636364,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,15.0,71.0,3.9444444444444446,16.5,86.79999999999998,4.822222222222221
80,78,59,2023-04-02,24-080,MEM,@,CHI,L (-21),1,29:58,2.0,2.0,1.000,0.0,0.0,,2,4.0,.500,2.0,6.0,8.0,1.0,0.0,0.0,2.0,4.0,6.0,4.9,-20,2.0,2.0,1.0,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,7.0,81.0,4.5,4.1,77.89999999999999,4.3277777777777775
81,79,60,2023-04-04,24-082,MEM,,POR,W (+10),1,13:00,0.0,4.0,.000,0.0,0.0,,0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1,-5,4.0,0.0,0.0,37,3,54,47,53,43,1,26,49,52,31,20,58,23,60,12,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,37.0,0.6607142857142857,0.2727272727272727,0.7714285714285715,0.8103448275862069,0.726027397260274,0.7049180327868853,1.0,0.7428571428571429,0.7777777777777778,0.7222222222222222,0.8611111111111112,0.8333333333333334,0.7532467532467533,0.5476190476190477,0.75,0.8,0.8108108108108109,20,59.0,73.0,0.3389830508474576,0.0,18,0.0,91.0,5.055555555555555,-1.0999999999999996,98.8,5.488888888888889
