Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Trae Young,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Trae Young,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,co_inf with Jacob Gilyard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
29.0,18.0,2022-12-12,26-171,LAC,BOS,0,25.73333333333333,5.0,9.0,.556,2.0,5.0,.400,0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,12.0,7.8,+2,4.0,3.0,0.75,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,5.0,62.0,2.0,7.799999999999999,58.7,1.8935483870967744,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+7),W (+7)
30.0,19.0,2022-12-14,26-173,LAC,MIN,0,22.58333333333333,5.0,8.0,.625,4.0,7.0,.571,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,16.0,12.3,+16,1.0,1.0,1.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,7.0,64.0,2.064516129032258,11.499999999999998,59.19999999999998,1.909677419354838,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+20),W (+20)
31.0,,2022-12-15,26-174,LAC,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,100.0,3.225806451612903,0.0,93.0,3.0,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+11),W (+11)
32.0,20.0,2022-12-17,26-176,LAC,WAS,0,29.383333333333333,7.0,12.0,.583,4.0,6.0,.667,2,3.0,.667,0.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,20.0,14.6,+7,6.0,3.0,0.5,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,9.0,55.0,1.7741935483870968,13.8,54.5,1.7580645161290325,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-16),L (-16)
33.0,21.0,2022-12-21,26-180,LAC,CHO,0,24.25,4.0,8.0,.500,4.0,8.0,.500,0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,12.0,9.6,+19,0.0,0.0,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,9.0,61.0,1.967741935483871,9.6,58.10000000000001,1.874193548387097,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+9),W (+9)
34.0,22.0,2022-12-23,26-182,LAC,PHI,0,21.45,2.0,6.0,.333,2.0,4.0,.500,2,2.0,1.000,0.0,2.0,2.0,3.0,1.0,1.0,0.0,3.0,8.0,7.8,+17,2.0,0.0,0.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,7.0,100.0,3.225806451612903,6.999999999999999,81.2,2.6193548387096777,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+21),W (+21)
35.0,23.0,2022-12-26,26-185,LAC,DET,0,32.43333333333333,6.0,12.0,.500,4.0,8.0,.500,2,2.0,1.000,0.0,5.0,5.0,1.0,1.0,0.0,0.0,2.0,18.0,14.4,+9,4.0,2.0,0.5,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,11.0,88.0,2.838709677419355,13.599999999999998,76.9,2.480645161290323,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-5),L (-5)
36.0,24.0,2022-12-27,26-186,LAC,TOR,0,17.5,0.0,4.0,.000,0.0,3.0,.000,0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,+4,1.0,0.0,0.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,1.0,88.0,2.838709677419355,0.2000000000000001,83.4,2.6903225806451614,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+11),W (+11)
37.0,25.0,2022-12-29,26-188,LAC,BOS,0,17.383333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,+2,0.0,0.0,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,2.0,104.0,3.3548387096774195,0.6,96.10000000000002,3.1000000000000005,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+11),W (+11)
38.0,26.0,2022-12-31,26-190,LAC,IND,0,19.683333333333334,2.0,5.0,.400,2.0,5.0,.400,1,1.0,1.000,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,7.0,4.9,+2,0.0,0.0,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,4.0,81.0,2.6129032258064515,4.499999999999999,89.89999999999999,2.9,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-6),L (-6)
39.0,27.0,2023-01-02,26-192,LAC,MIA,0,17.9,3.0,4.0,.750,2.0,2.0,1.000,3,3.0,1.000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,11.0,9.6,-11,2.0,1.0,0.5,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,5.0,91.0,2.935483870967742,8.399999999999999,101.0,3.2580645161290325,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-1),L (-1)
40.0,28.0,2023-01-05,26-195,LAC,DEN,0,23.73333333333333,2.0,9.0,.222,0.0,5.0,.000,0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,4.0,-1.2,-21,4.0,2.0,0.5,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,-3.0,85.0,2.7419354838709675,-1.1999999999999995,80.2,2.5870967741935487,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-10),L (-10)
41.0,29.0,2023-01-06,26-196,LAC,MIN,1,21.1,4.0,8.0,.500,1.0,2.0,.500,2,2.0,1.000,1.0,3.0,4.0,1.0,0.0,1.0,2.0,2.0,11.0,7.2,-26,6.0,3.0,0.5,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,5.0,86.0,2.774193548387097,6.399999999999997,83.8,2.703225806451613,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-31),L (-31)
42.0,,2023-01-08,26-198,LAC,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,108.0,3.4838709677419355,0.0,99.2,3.2,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,,
43.0,,2023-01-10,26-200,LAC,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,114.0,3.6774193548387095,0.0,105.6,3.4064516129032256,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-13),L (-13)
44.0,,2023-01-13,26-203,LAC,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,74.0,2.3870967741935485,0.0,73.60000000000001,2.374193548387097,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-4),L (-4)
45.0,,2023-01-15,26-205,LAC,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,79.0,2.548387096774193,0.0,62.09999999999999,2.0032258064516126,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+12),W (+12)
46.0,,2023-01-17,26-207,LAC,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,65.0,2.096774193548387,0.0,63.30000000000001,2.041935483870968,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-12),L (-12)
