Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jacob Gilyard,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
51,50,47,2023-01-29,22-019,MEM,,IND,W (+12),0,15:12,0.0,1.0,.000,0.0,1.0,.000,2,2.0,1.000,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,4.6,+4,0.0,0.0,,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,5.0,84.0,4.666666666666667,3.800000000000001,93.1,5.172222222222222
52,51,48,2023-02-01,22-022,MEM,,POR,L (-10),0,17:32,5.0,7.0,.714,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,7.7,-15,5.0,5.0,1.0,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,5.0,66.0,3.6666666666666665,7.7,79.80000000000001,4.433333333333334
53,52,49,2023-02-02,22-023,MEM,@,CLE,L (-15),1,33:59,7.0,15.0,.467,4.0,7.0,.571,3,3.0,1.000,0.0,10.0,10.0,1.0,1.0,0.0,3.0,3.0,21.0,13.8,-4,8.0,3.0,0.375,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,12.0,71.0,3.9444444444444446,12.6,71.2,3.9555555555555557
54,53,50,2023-02-05,22-026,MEM,,TOR,L (-3),1,32:01,5.0,11.0,.455,2.0,8.0,.250,3,3.0,1.000,0.0,6.0,6.0,4.0,0.0,2.0,3.0,0.0,15.0,12.3,+5,3.0,3.0,1.0,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,10.0,73.0,4.055555555555555,11.1,66.8,3.711111111111111
55,54,51,2023-02-07,22-028,MEM,,CHI,W (+15),0,16:50,2.0,6.0,.333,1.0,4.0,.250,0,0.0,,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,4.5,-1,2.0,1.0,0.5,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,6.0,62.0,3.4444444444444446,4.499999999999999,71.7,3.9833333333333334
56,55,52,2023-02-10,22-031,MEM,,MIN,W (+21),0,20:19,6.0,8.0,.750,3.0,5.0,.600,3,4.0,.750,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,+4,3.0,3.0,1.0,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,10.0,90.0,5.0,14.8,89.50000000000001,4.972222222222223
57,56,53,2023-02-12,22-033,MEM,@,BOS,L (-10),0,27:30,2.0,11.0,.182,2.0,9.0,.222,3,3.0,1.000,0.0,7.0,7.0,1.0,1.0,2.0,2.0,2.0,9.0,4.5,-17,2.0,0.0,0.0,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,4.0,75.0,4.166666666666667,3.3000000000000007,72.89999999999999,4.05
58,57,54,2023-02-15,22-036,MEM,,UTA,W (+6),0,21:24,4.0,8.0,.500,2.0,2.0,1.000,0,0.0,,2.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,10.0,11.1,+18,6.0,2.0,0.3333333333333333,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,9.0,76.0,4.222222222222222,11.1,75.99999999999999,4.222222222222221
59,58,55,2023-02-23,22-044,MEM,@,PHI,L (-5),0,15:10,2.0,5.0,.400,0.0,3.0,.000,2,4.0,.500,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,6.0,1.9,+6,2.0,2.0,1.0,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,-1.0,65.0,3.611111111111111,1.0999999999999992,64.49999999999999,3.5833333333333326
60,59,56,2023-02-25,22-046,MEM,,DEN,W (+18),0,22:50,2.0,6.0,.333,1.0,5.0,.200,0,0.0,,2.0,4.0,6.0,1.0,2.0,0.0,1.0,2.0,5.0,5.1,+14,1.0,1.0,1.0,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,7.0,76.0,4.222222222222222,5.099999999999999,76.29999999999998,4.238888888888888
61,60,57,2023-02-28,22-049,MEM,,LAL,W (+12),0,15:27,3.0,7.0,.429,0.0,2.0,.000,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,4.3,+14,5.0,3.0,0.6,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,3.0,87.0,4.833333333333333,4.3,92.7,5.15
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,58,2023-03-01,22-050,MEM,@,HOU,W (+14),0,20:49,4.0,6.0,.667,1.0,1.0,1.000,0,0.0,,0.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,9.0,8.9,-11,5.0,3.0,0.6,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,10.0,95.0,5.277777777777778,8.899999999999999,95.8,5.322222222222222
64,62,59,2023-03-03,22-052,MEM,@,DEN,L (-16),0,23:27,0.0,4.0,.000,0.0,3.0,.000,1,2.0,.500,0.0,4.0,4.0,2.0,0.0,1.0,2.0,3.0,1.0,-2.1,-14,1.0,0.0,0.0,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,0.0,49.0,2.7222222222222223,-2.5,61.30000000000001,3.4055555555555563
65,63,60,2023-03-05,22-054,MEM,@,LAC,L (-6),0,19:40,4.0,8.0,.500,1.0,3.0,.333,0,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,3.4,-13,5.0,3.0,0.6,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,0.0,100.0,5.555555555555555,3.3999999999999995,100.4,5.577777777777778
66,64,61,2023-03-07,22-056,MEM,@,LAL,L (-9),0,26:28,4.0,8.0,.500,2.0,4.0,.500,1,2.0,.500,0.0,5.0,5.0,1.0,0.0,1.0,1.0,5.0,11.0,6.5,0,4.0,2.0,0.5,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,7.0,39.0,2.1666666666666665,6.099999999999998,53.19999999999999,2.955555555555555
67,65,62,2023-03-09,22-058,MEM,,GSW,W (+21),0,29:33,5.0,9.0,.556,3.0,5.0,.600,2,2.0,1.000,2.0,5.0,7.0,1.0,0.0,0.0,1.0,0.0,15.0,13.3,+16,4.0,2.0,0.5,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,11.0,82.0,4.555555555555555,12.499999999999996,87.6,4.866666666666666
68,66,63,2023-03-11,22-060,MEM,,DAL,W (+4),0,22:37,5.0,10.0,.500,0.0,4.0,.000,0,0.0,,2.0,3.0,5.0,1.0,0.0,1.0,1.0,2.0,10.0,6.9,+6,6.0,5.0,0.8333333333333334,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,6.0,84.0,4.666666666666667,6.9,75.89999999999999,4.216666666666666
69,67,64,2023-03-13,22-062,MEM,@,DAL,W (+16),0,21:30,3.0,5.0,.600,0.0,1.0,.000,4,4.0,1.000,0.0,9.0,9.0,3.0,0.0,0.0,3.0,2.0,10.0,8.7,+11,4.0,3.0,0.75,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,10.0,88.0,4.888888888888889,7.099999999999998,84.00000000000001,4.666666666666668
70,68,65,2023-03-15,22-064,MEM,@,MIA,L (-19),0,20:47,2.0,8.0,.250,0.0,5.0,.000,1,2.0,.500,3.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,5.0,-8,3.0,2.0,0.6666666666666666,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,3.0,82.0,4.555555555555555,4.6000000000000005,76.10000000000001,4.227777777777778
71,69,66,2023-03-17,22-066,MEM,@,SAS,W (+6),0,17:13,1.0,8.0,.125,1.0,4.0,.250,0,0.0,,3.0,2.0,5.0,0.0,0.0,1.0,1.0,2.0,3.0,-0.6,-5,4.0,0.0,0.0,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,0.0,100.0,5.555555555555555,-0.5999999999999999,94.9,5.272222222222222
72,70,67,2023-03-18,22-067,MEM,,GSW,W (+14),0,18:03,2.0,3.0,.667,0.0,0.0,,0,0.0,,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,4.0,5.0,-10,3.0,2.0,0.6666666666666666,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,6.0,103.0,5.722222222222222,5.0,104.6,5.811111111111111
73,71,68,2023-03-20,22-069,MEM,,DAL,W (+4),0,27:52,6.0,12.0,.500,2.0,6.0,.333,8,9.0,.889,5.0,9.0,14.0,2.0,0.0,0.0,0.0,1.0,22.0,22.8,+4,6.0,4.0,0.6666666666666666,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,17.0,40.0,2.2222222222222223,19.6,54.400000000000006,3.0222222222222226
74,72,69,2023-03-22,22-071,MEM,,HOU,W (+5),0,21:05,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,3.9,+9,2.0,1.0,0.5,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,3.0,83.0,4.611111111111111,3.9,98.89999999999998,5.494444444444444
75,73,70,2023-03-24,22-073,MEM,,HOU,W (+37),0,26:16,2.0,2.0,1.000,2.0,2.0,1.000,2,2.0,1.000,1.0,5.0,6.0,2.0,1.0,0.0,2.0,1.0,8.0,9.6,+28,0.0,0.0,,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,11.0,102.0,5.666666666666667,8.799999999999999,114.1,6.338888888888889
76,74,71,2023-03-26,22-075,MEM,@,ATL,W (+4),0,18:34,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,-1.0,+8,0.0,0.0,,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,2.0,90.0,5.0,-0.9999999999999998,98.7,5.483333333333333
77,75,72,2023-03-28,22-077,MEM,,ORL,W (+5),0,23:56,3.0,5.0,.600,1.0,1.0,1.000,2,2.0,1.000,1.0,4.0,5.0,1.0,2.0,1.0,2.0,2.0,9.0,9.2,+4,4.0,2.0,0.5,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,9.0,67.0,3.7222222222222223,8.399999999999995,68.5,3.8055555555555554
78,76,73,2023-03-29,22-078,MEM,,LAC,L (-9),1,32:38,6.0,7.0,.857,2.0,2.0,1.000,3,4.0,.750,3.0,5.0,8.0,1.0,1.0,1.0,2.0,2.0,17.0,17.3,-1,5.0,4.0,0.8,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,15.0,60.0,3.333333333333333,16.099999999999998,84.4,4.688888888888889
79,77,74,2023-03-31,22-080,MEM,,LAC,W (+14),0,16:20,4.0,9.0,.444,0.0,1.0,.000,5,5.0,1.000,2.0,6.0,8.0,0.0,0.0,1.0,2.0,2.0,13.0,9.4,,8.0,4.0,0.5,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,6.0,80.0,4.444444444444445,7.399999999999999,95.9,5.327777777777778
80,78,75,2023-04-02,22-082,MEM,@,CHI,L (-21),0,17:34,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0,2.1,-12,1.0,0.0,0.0,54,3,65,56,69,57,1,32,59,67,32,20,39,76,11,58,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,42.0,80.0,15.0,61.0,37.0,0.9642857142857144,0.2727272727272727,0.9285714285714286,0.9655172413793104,0.9452054794520548,0.9344262295081968,1.0,0.9142857142857144,0.9365079365079364,0.9305555555555556,0.8888888888888888,0.8333333333333334,0.9285714285714286,0.95,0.7333333333333333,0.9508196721311476,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,4.0,84.0,4.666666666666667,2.1000000000000005,79.89999999999999,4.438888888888888
