Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Jacob Gilyard,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,10.0,2022-11-07,23-089,MEM,BOS,1.0,35.31666666666667,10.0,24.0,0.417,5.0,12.0,0.417,5.0,9.0,0.556,0.0,8.0,8.0,9.0,2.0,1.0,4.0,4.0,30.0,21.4,14.0,12.0,5.0,0.4166666666666667,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,13.0,68.0,3.7777777777777777,19.4,61.5,3.4166666666666665,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,L (-3),L (-3)
12.0,11.0,2022-11-09,23-091,MEM,SAS,1.0,39.55,14.0,25.0,0.56,2.0,5.0,0.4,2.0,3.0,0.667,0.0,5.0,5.0,5.0,1.0,0.0,3.0,1.0,32.0,22.3,11.0,20.0,12.0,0.6,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,12.0,75.0,4.166666666666667,21.500000000000004,77.8,4.322222222222222,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+2),W (+2)
13.0,12.0,2022-11-11,23-093,MEM,MIN,1.0,33.666666666666664,11.0,25.0,0.44,2.0,10.0,0.2,4.0,7.0,0.571,3.0,7.0,10.0,8.0,2.0,0.0,4.0,4.0,28.0,19.9,-2.0,15.0,9.0,0.6,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,12.0,63.0,3.5,18.3,72.10000000000001,4.005555555555556,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+11),W (+11)
14.0,,2022-11-13,23-095,MEM,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,,66.0,3.6666666666666665,0.0,61.79999999999999,3.4333333333333327,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,L (-10),L (-10)
15.0,13.0,2022-11-15,23-097,MEM,NOP,1.0,36.03333333333333,13.0,27.0,0.481,2.0,6.0,0.333,8.0,11.0,0.727,3.0,5.0,8.0,4.0,3.0,0.0,3.0,1.0,36.0,27.1,5.0,21.0,11.0,0.5238095238095238,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,10.0,59.0,3.2777777777777777,23.90000000000001,45.7,2.538888888888889,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,L (-11),L (-11)
16.0,14.0,2022-11-18,23-100,MEM,OKC,1.0,32.016666666666666,5.0,20.0,0.25,0.0,2.0,0.0,9.0,10.0,0.9,2.0,5.0,7.0,11.0,0.0,1.0,2.0,1.0,19.0,15.5,6.0,18.0,5.0,0.2777777777777778,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,6.0,83.0,4.611111111111111,11.899999999999997,78.4,4.355555555555556,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+11),W (+11)
17.0,,2022-11-20,23-102,MEM,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,,64.0,3.555555555555556,0.0,86.7,4.816666666666666,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,L (-12),L (-12)
18.0,15.0,2022-11-22,23-104,MEM,SAC,1.0,33.833333333333336,12.0,21.0,0.571,1.0,3.0,0.333,9.0,15.0,0.6,1.0,6.0,7.0,6.0,2.0,0.0,5.0,2.0,34.0,24.6,1.0,18.0,11.0,0.6111111111111112,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,8.0,70.0,3.888888888888889,21.0,58.59999999999999,3.255555555555554,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,L (-4),L (-4)
19.0,16.0,2022-11-25,23-107,MEM,NOP,1.0,27.98333333333333,8.0,16.0,0.5,2.0,6.0,0.333,5.0,10.0,0.5,2.0,2.0,4.0,11.0,0.0,0.0,2.0,1.0,23.0,20.3,24.0,10.0,6.0,0.6,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,10.0,72.0,4.0,18.3,80.00000000000001,4.4444444444444455,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+21),W (+21)
20.0,17.0,2022-11-27,23-109,MEM,NYK,1.0,35.233333333333334,9.0,20.0,0.45,0.0,3.0,0.0,9.0,11.0,0.818,1.0,9.0,10.0,14.0,1.0,0.0,4.0,3.0,27.0,24.8,7.0,17.0,9.0,0.5294117647058824,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,17.0,72.0,4.0,21.2,75.29999999999998,4.183333333333333,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+4),W (+4)
21.0,18.0,2022-11-30,23-112,MEM,MIN,1.0,34.38333333333333,8.0,20.0,0.4,2.0,4.0,0.5,6.0,11.0,0.545,2.0,3.0,5.0,6.0,2.0,0.0,7.0,2.0,24.0,11.9,-9.0,16.0,6.0,0.375,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,-1.0,56.0,3.111111111111111,9.499999999999996,48.8,2.711111111111111,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,,
22.0,19.0,2022-12-02,23-114,MEM,PHI,1.0,35.5,10.0,28.0,0.357,2.0,8.0,0.25,6.0,8.0,0.75,1.0,7.0,8.0,3.0,0.0,0.0,1.0,3.0,28.0,14.3,-8.0,20.0,8.0,0.4,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,2.0,92.0,5.111111111111111,11.90000000000001,79.4,4.411111111111111,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,L (-8),L (-8)
23.0,20.0,2022-12-04,23-116,MEM,DET,1.0,34.983333333333334,12.0,23.0,0.522,3.0,7.0,0.429,6.0,8.0,0.75,1.0,4.0,5.0,10.0,1.0,0.0,4.0,2.0,33.0,26.0,21.0,16.0,9.0,0.5625,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,14.0,62.0,3.4444444444444446,23.600000000000005,68.9,3.827777777777778,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+8),W (+8)
24.0,,2022-12-05,23-117,MEM,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,,72.0,4.0,0.0,78.1,4.338888888888889,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+10),W (+10)
25.0,21.0,2022-12-07,23-119,MEM,OKC,1.0,30.15,8.0,16.0,0.5,2.0,3.0,0.667,8.0,10.0,0.8,3.0,10.0,13.0,11.0,2.0,0.0,3.0,2.0,26.0,28.2,11.0,13.0,6.0,0.4615384615384615,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,23.0,90.0,5.0,25.0,92.4,5.133333333333334,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+8),W (+8)
