Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-07,20-052,MEM,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,81.0,5.0625,0.0,80.89999999999999,5.05625,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,L (-3),L (-3)
12.0,,2022-11-09,20-054,MEM,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,87.0,5.4375,0.0,99.3,6.20625,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+2),W (+2)
13.0,,2022-11-11,20-056,MEM,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,75.0,4.6875,0.0,90.39999999999998,5.649999999999999,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+11),W (+11)
14.0,6.0,2022-11-13,20-058,MEM,WAS,0,11.75,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,5.0,3.6,-6,2.0,1.0,0.5,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,4.0,62.0,3.875,3.6,58.19999999999999,3.6374999999999993,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,L (-10),L (-10)
15.0,,2022-11-15,20-060,MEM,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,69.0,4.3125,0.0,69.60000000000001,4.3500000000000005,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,L (-11),L (-11)
16.0,,2022-11-18,20-063,MEM,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,89.0,5.5625,0.0,90.3,5.64375,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+11),W (+11)
17.0,7.0,2022-11-20,20-065,MEM,BRK,0,13.65,2.0,5.0,.400,0.0,1.0,.000,2,3.0,.667,0.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,6.0,6.5,-7,4.0,2.0,0.5,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,5.0,59.0,3.6875,5.699999999999998,81.0,5.0625,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,L (-12),L (-12)
18.0,,2022-11-22,20-067,MEM,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,78.0,4.875,0.0,79.6,4.975,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,L (-4),L (-4)
19.0,8.0,2022-11-25,20-070,MEM,NOP,0,7.783333333333333,0.0,3.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.1,-7,3.0,0.0,0.0,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,-1.0,83.0,5.1875,-1.0999999999999996,99.4,6.2125,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+21),W (+21)
20.0,,2022-11-27,20-072,MEM,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,89.0,5.5625,0.0,96.5,6.03125,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+4),W (+4)
21.0,,2022-11-30,20-075,MEM,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,55.0,3.4375,0.0,58.29999999999998,3.643749999999999,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,,
22.0,,2022-12-02,20-077,MEM,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,94.0,5.875,0.0,91.3,5.70625,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,L (-8),L (-8)
23.0,,2022-12-04,20-079,MEM,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,76.0,4.75,0.0,92.5,5.78125,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+8),W (+8)
24.0,9.0,2022-12-05,20-080,MEM,MIA,0,25.73333333333333,4.0,11.0,.364,1.0,4.0,.250,0,0.0,,0.0,3.0,3.0,5.0,2.0,1.0,1.0,0.0,9.0,9.0,+18,7.0,3.0,0.4285714285714285,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,8.0,64.0,4.0,9.0,69.1,4.31875,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+10),W (+10)
25.0,,2022-12-07,20-082,MEM,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,113.0,7.0625,0.0,117.4,7.3375,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+8),W (+8)
26.0,10.0,2022-12-09,20-084,MEM,DET,0,1.05,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-2,0.0,0.0,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,1.0,79.0,4.9375,0.3,90.0,5.625,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+21),W (+21)
