Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jacob Gilyard,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
59.0,59.0,2023-02-25,26-291,MEM,DEN,0,19.516666666666666,6.0,12.0,.500,5.0,10.0,.500,0,0.0,,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,17.0,15.1,+9,2.0,1.0,0.5,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,12.0,71.0,3.9444444444444446,15.1,66.29999999999998,3.683333333333332,0.0858454156670491,W (+6),W (+6)
60.0,60.0,2023-02-28,26-294,MEM,LAL,0,13.566666666666666,3.0,6.0,.500,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,7.0,9.1,-2,3.0,2.0,0.6666666666666666,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,8.0,82.0,4.555555555555555,9.1,87.90000000000002,4.883333333333335,0.0858454156670491,L (-5),L (-5)
61.0,61.0,2023-03-01,26-295,MEM,HOU,0,21.48333333333333,3.0,9.0,.333,2.0,6.0,.333,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,8.0,4.3,-1,3.0,1.0,0.3333333333333333,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,2.0,103.0,5.722222222222222,4.3,100.4,5.577777777777778,0.0858454156670491,W (+18),W (+18)
62.0,62.0,2023-03-03,26-297,MEM,DEN,0,12.45,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6,-3,1.0,0.0,0.0,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,2.0,47.0,2.611111111111111,0.6000000000000001,58.2,3.2333333333333334,0.0858454156670491,W (+12),W (+12)
63.0,63.0,2023-03-05,26-299,MEM,LAC,1,36.48333333333333,9.0,14.0,.643,5.0,7.0,.714,2,2.0,1.000,0.0,3.0,3.0,12.0,5.0,0.0,0.0,0.0,25.0,33.1,+3,7.0,4.0,0.5714285714285714,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,29.0,71.0,3.9444444444444446,32.300000000000004,71.49999999999999,3.972222222222221,0.0858454156670491,,
64.0,64.0,2023-03-07,26-301,MEM,LAL,1,33.916666666666664,6.0,14.0,.429,1.0,3.0,.333,3,3.0,1.000,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,16.0,12.0,-13,11.0,5.0,0.4545454545454545,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,5.0,41.0,2.2777777777777777,10.799999999999995,48.49999999999999,2.694444444444444,0.0858454156670491,W (+14),W (+14)
65.0,65.0,2023-03-09,26-303,MEM,GSW,1,33.2,8.0,17.0,.471,3.0,9.0,.333,3,4.0,.750,0.0,4.0,4.0,11.0,3.0,0.0,3.0,1.0,22.0,21.4,+20,8.0,5.0,0.625,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,16.0,77.0,4.277777777777778,20.2,79.89999999999999,4.438888888888888,0.0858454156670491,L (-16),L (-16)
66.0,66.0,2023-03-11,26-305,MEM,DAL,1,33.016666666666666,3.0,9.0,.333,1.0,5.0,.200,4,4.0,1.000,0.0,4.0,4.0,10.0,1.0,0.0,0.0,0.0,11.0,15.1,-1,4.0,2.0,0.5,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,13.0,77.0,4.277777777777778,13.499999999999998,69.3,3.85,0.0858454156670491,L (-6),L (-6)
67.0,67.0,2023-03-13,26-307,MEM,DAL,1,32.416666666666664,6.0,12.0,.500,1.0,3.0,.333,0,0.0,,0.0,5.0,5.0,3.0,0.0,0.0,3.0,0.0,13.0,7.6,+6,9.0,5.0,0.5555555555555556,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,6.0,92.0,5.111111111111111,7.600000000000001,83.5,4.638888888888889,0.0858454156670491,L (-9),L (-9)
68.0,68.0,2023-03-15,26-309,MEM,MIA,1,28.266666666666666,5.0,10.0,.500,1.0,4.0,.250,0,0.0,,0.0,4.0,4.0,5.0,0.0,0.0,3.0,1.0,11.0,7.3,-23,6.0,4.0,0.6666666666666666,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,7.0,78.0,4.333333333333333,7.299999999999999,73.4,4.077777777777778,0.0858454156670491,W (+21),W (+21)
69.0,69.0,2023-03-17,26-311,MEM,SAS,1,42.4,7.0,15.0,.467,3.0,7.0,.429,3,4.0,.750,2.0,8.0,10.0,10.0,2.0,0.0,2.0,2.0,20.0,21.9,+19,8.0,4.0,0.5,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,21.0,79.0,4.388888888888889,20.699999999999992,73.60000000000001,4.0888888888888895,0.0858454156670491,W (+4),W (+4)
70.0,70.0,2023-03-18,26-312,MEM,GSW,1,30.2,6.0,11.0,.545,1.0,3.0,.333,0,2.0,.000,0.0,2.0,2.0,14.0,0.0,0.0,0.0,0.0,13.0,17.3,+12,8.0,5.0,0.625,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,16.0,93.0,5.166666666666667,17.299999999999997,92.3,5.127777777777777,0.0858454156670491,W (+16),W (+16)
71.0,71.0,2023-03-20,26-314,MEM,DAL,1,35.416666666666664,7.0,10.0,.700,2.0,4.0,.500,0,0.0,,0.0,2.0,2.0,6.0,1.0,0.0,1.0,0.0,16.0,16.6,+7,6.0,5.0,0.8333333333333334,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,14.0,43.0,2.388888888888889,16.6,57.400000000000006,3.188888888888889,0.0858454156670491,L (-19),L (-19)
72.0,72.0,2023-03-22,26-316,MEM,HOU,1,26.8,5.0,12.0,.417,3.0,6.0,.500,1,1.0,1.000,1.0,2.0,3.0,7.0,0.0,0.0,0.0,1.0,14.0,13.4,-4,6.0,2.0,0.3333333333333333,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,11.0,75.0,4.166666666666667,13.0,89.79999999999998,4.988888888888888,0.0858454156670491,W (+6),W (+6)
73.0,73.0,2023-03-24,26-318,MEM,HOU,1,23.15,4.0,8.0,.500,3.0,4.0,.750,0,0.0,,0.0,3.0,3.0,9.0,0.0,0.0,1.0,0.0,11.0,13.2,+15,4.0,1.0,0.25,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,14.0,99.0,5.5,13.2,109.7,6.094444444444445,0.0858454156670491,W (+14),W (+14)
74.0,74.0,2023-03-26,26-320,MEM,ATL,0,22.58333333333333,5.0,8.0,.625,2.0,3.0,.667,1,2.0,.500,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,13.0,13.5,+3,5.0,3.0,0.6,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,10.0,82.0,4.555555555555555,13.1,84.6,4.699999999999999,0.0858454156670491,W (+4),W (+4)
75.0,75.0,2023-03-28,26-322,MEM,ORL,1,33.81666666666667,3.0,12.0,.250,0.0,7.0,.000,1,2.0,.500,0.0,6.0,6.0,8.0,2.0,0.0,2.0,0.0,7.0,6.8,-5,5.0,3.0,0.6,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,7.0,69.0,3.8333333333333335,6.400000000000002,70.5,3.9166666666666665,0.0858454156670491,W (+5),W (+5)
76.0,,2023-03-29,26-323,MEM,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,,75.0,4.166666666666667,0.0,100.5,5.583333333333333,0.0858454156670491,W (+37),W (+37)
77.0,76.0,2023-03-31,26-325,MEM,LAC,0,22.366666666666667,3.0,10.0,.300,1.0,5.0,.200,0,0.0,,1.0,1.0,2.0,6.0,2.0,1.0,0.0,0.0,7.0,9.1,,5.0,2.0,0.4,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,8.0,78.0,4.333333333333333,9.099999999999998,94.2,5.233333333333333,0.0858454156670491,W (+4),W (+4)
78.0,77.0,2023-04-02,26-327,MEM,CHI,0,17.116666666666667,2.0,5.0,.400,2.0,4.0,.500,0,0.0,,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,6.0,6.4,-1,1.0,0.0,0.0,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,6.0,82.0,4.555555555555555,6.399999999999999,75.6,4.199999999999999,0.0858454156670491,W (+5),W (+5)
79.0,78.0,2023-04-04,26-329,MEM,POR,0,21.766666666666666,0.0,6.0,.000,0.0,6.0,.000,2,2.0,1.000,0.0,3.0,3.0,5.0,1.0,0.0,1.0,0.0,2.0,2.2,-10,0.0,0.0,,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,2.0,89.0,4.944444444444445,1.4000000000000012,96.3,5.35,0.0858454156670491,L (-9),L (-9)
80.0,79.0,2023-04-05,26-330,MEM,NOP,1,42.81666666666667,5.0,9.0,.556,1.0,4.0,.250,2,2.0,1.000,0.0,8.0,8.0,12.0,4.0,1.0,3.0,1.0,13.0,20.8,-25,5.0,4.0,0.8,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,24.0,83.0,4.611111111111111,20.0,93.79999999999998,5.21111111111111,0.0858454156670491,W (+14),W (+14)
81.0,80.0,2023-04-07,26-332,MEM,MIL,0,22.266666666666666,4.0,9.0,.444,2.0,4.0,.500,0,0.0,,0.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,10.0,12.2,+10,5.0,2.0,0.4,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,11.0,112.0,6.222222222222222,12.199999999999998,103.6,5.755555555555556,0.0858454156670491,L (-21),L (-21)
82.0,,2023-04-09,26-334,MEM,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,,50.0,2.7777777777777777,0.0,68.19999999999999,3.788888888888888,0.0858454156670491,W (+10),W (+10)
