Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
66,64,61,2023-03-03,22-258,NOP,@,GSW,L (-9),1,37:48,6.0,14.0,.429,3.0,9.0,.333,0,0.0,,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,15.0,10.2,-5,5.0,3.0,0.6,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,49.0,3.0625,10.199999999999998,53.2,3.325
67,65,62,2023-03-06,22-261,NOP,@,SAC,L (-15),1,36:46,6.0,11.0,.545,4.0,9.0,.444,1,1.0,1.000,1.0,4.0,5.0,4.0,2.0,2.0,1.0,0.0,17.0,18.8,-10,2.0,2.0,1.0,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,17.0,92.0,5.75,18.4,70.39999999999999,4.3999999999999995
68,66,63,2023-03-08,22-263,NOP,,DAL,W (+7),1,37:47,5.0,9.0,.556,3.0,5.0,.600,3,3.0,1.000,1.0,5.0,6.0,2.0,1.0,2.0,0.0,2.0,16.0,16.9,-4,4.0,2.0,0.5,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,15.0,72.0,4.5,15.699999999999996,73.8,4.6125
69,67,64,2023-03-11,22-266,NOP,,OKC,L (-14),1,40:50,5.0,12.0,.417,2.0,7.0,.286,3,4.0,.750,2.0,2.0,4.0,2.0,0.0,1.0,1.0,4.0,15.0,9.7,-11,5.0,3.0,0.6,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,5.0,66.0,4.125,8.5,56.0,3.5
70,68,65,2023-03-12,22-267,NOP,,POR,W (+17),1,29:47,13.0,20.0,.650,9.0,14.0,.643,6,6.0,1.000,1.0,6.0,7.0,1.0,1.0,1.0,1.0,2.0,41.0,35.3,+44,6.0,4.0,0.6666666666666666,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,24.0,67.0,4.1875,32.90000000000001,56.39999999999999,3.5249999999999995
71,69,66,2023-03-14,22-269,NOP,,LAL,L (-15),1,37:44,7.0,14.0,.500,4.0,7.0,.571,2,3.0,.667,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,20.0,15.9,-24,7.0,3.0,0.4285714285714285,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,9.0,62.0,3.875,15.100000000000003,61.7,3.85625
72,70,67,2023-03-17,22-272,NOP,@,HOU,L (-2),1,37:06,4.0,11.0,.364,4.0,10.0,.400,1,1.0,1.000,0.0,4.0,4.0,2.0,1.0,0.0,0.0,2.0,13.0,9.7,+19,1.0,0.0,0.0,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,73.0,4.5625,9.299999999999995,75.60000000000002,4.725000000000001
73,71,68,2023-03-19,22-274,NOP,@,HOU,W (+10),1,37:55,5.0,13.0,.385,3.0,10.0,.300,1,1.0,1.000,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,14.0,8.2,+9,3.0,2.0,0.6666666666666666,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,4.0,95.0,5.9375,7.799999999999997,88.80000000000001,5.550000000000001
74,72,69,2023-03-21,22-276,NOP,,SAS,W (+35),1,30:56,6.0,12.0,.500,3.0,9.0,.333,2,2.0,1.000,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,17.0,12.2,+11,3.0,3.0,1.0,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,79.0,4.9375,11.399999999999997,76.3,4.76875
75,73,70,2023-03-23,22-278,NOP,,CHO,W (+19),1,33:11,7.0,14.0,.500,4.0,8.0,.500,1,1.0,1.000,0.0,2.0,2.0,1.0,4.0,0.0,2.0,0.0,19.0,15.3,+10,6.0,3.0,0.5,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,9.0,78.0,4.875,14.900000000000006,78.99999999999999,4.937499999999999
76,74,71,2023-03-25,22-280,NOP,@,LAC,W (+21),1,37:04,11.0,14.0,.786,10.0,12.0,.833,0,0.0,,0.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,32.0,29.4,+19,2.0,1.0,0.5,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,24.0,101.0,6.3125,29.40000000000001,88.10000000000001,5.5062500000000005
77,75,72,2023-03-27,22-282,NOP,@,POR,W (+34),1,27:34,5.0,11.0,.455,1.0,7.0,.143,5,5.0,1.000,0.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,16.0,9.4,+10,4.0,4.0,1.0,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,2.0,110.0,6.875,7.400000000000002,93.7,5.85625
78,76,73,2023-03-28,22-283,NOP,@,GSW,L (-11),1,37:43,6.0,9.0,.667,4.0,6.0,.667,5,5.0,1.000,0.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,21.0,20.3,-18,3.0,2.0,0.6666666666666666,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,15.0,53.0,3.3125,18.3,54.99999999999999,3.4374999999999996
79,77,74,2023-03-30,22-285,NOP,@,DEN,W (+19),1,39:24,5.0,14.0,.357,3.0,10.0,.300,2,2.0,1.000,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,15.0,11.9,+26,4.0,2.0,0.5,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,78.0,4.875,11.1,66.39999999999999,4.1499999999999995
80,78,75,2023-04-01,22-287,NOP,,LAC,W (+8),1,38:47,4.0,8.0,.500,2.0,5.0,.400,9,11.0,.818,1.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,19.0,18.1,+10,3.0,2.0,0.6666666666666666,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,54.0,3.375,14.499999999999996,78.39999999999999,4.8999999999999995
81,79,76,2023-04-04,22-290,NOP,,SAC,L (-18),1,35:35,6.0,12.0,.500,3.0,8.0,.375,2,3.0,.667,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,17.0,12.8,-9,4.0,3.0,0.75,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,57.0,3.5625,12.0,59.8,3.7375
82,80,77,2023-04-05,22-291,NOP,,MEM,W (+7),1,46:18,9.0,18.0,.500,7.0,13.0,.538,5,6.0,.833,0.0,2.0,2.0,4.0,3.0,0.0,0.0,3.0,30.0,25.8,+3,5.0,2.0,0.4,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,15.0,76.0,4.75,23.8,84.30000000000003,5.268750000000002
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,,0.0,0.0,0.0,0.0,0.0
84,81,78,2023-04-07,22-293,NOP,,NYK,W (+8),1,39:03,10.0,21.0,.476,3.0,10.0,.300,8,8.0,1.000,2.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,31.0,24.3,+26,11.0,7.0,0.6363636363636364,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,9.0,85.0,5.3125,21.1,64.69999999999999,4.043749999999999
85,82,79,2023-04-09,22-295,NOP,@,MIN,L (-5),1,40:05,6.0,10.0,.600,1.0,4.0,.250,7,8.0,.875,0.0,4.0,4.0,0.0,2.0,0.0,1.0,2.0,20.0,16.4,-10,6.0,5.0,0.8333333333333334,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,48.0,3.0,13.599999999999998,58.3,3.64375
