Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
53,52,50,2023-01-29,21-225,CLE,,LAC,W (+23),1,26:47,4.0,9.0,.444,1.0,1.0,1.000,0,0.0,,0.0,9.0,9.0,3.0,1.0,3.0,0.0,4.0,9.0,10.6,+36,8.0,3.0,0.375,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,16.0,103.0,6.4375,10.6,117.2,7.325
54,53,51,2023-01-31,21-227,CLE,,MIA,L (-3),1,38:21,9.0,15.0,.600,0.0,2.0,.000,1,2.0,.500,1.0,6.0,7.0,4.0,0.0,2.0,0.0,3.0,19.0,17.2,+16,13.0,9.0,0.6923076923076923,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,15.0,69.0,4.3125,16.8,73.89999999999999,4.6187499999999995
55,54,52,2023-02-02,21-229,CLE,,MEM,W (+15),1,33:24,7.0,17.0,.412,0.0,2.0,.000,3,5.0,.600,4.0,10.0,14.0,5.0,1.0,2.0,3.0,3.0,17.0,14.6,+1,15.0,7.0,0.4666666666666667,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,14.0,91.0,5.6875,13.400000000000002,116.1,7.25625
56,55,53,2023-02-05,21-232,CLE,@,IND,W (+19),1,30:56,7.0,12.0,.583,0.0,1.0,.000,3,4.0,.750,1.0,9.0,10.0,4.0,1.0,3.0,0.0,4.0,17.0,18.7,+18,11.0,7.0,0.6363636363636364,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,19.0,90.0,5.625,17.5,99.4,6.2125
57,56,54,2023-02-06,21-233,CLE,@,WAS,W (+23),1,28:26,7.0,13.0,.538,0.0,0.0,,2,3.0,.667,4.0,1.0,5.0,2.0,2.0,2.0,1.0,3.0,16.0,15.0,+23,13.0,7.0,0.5384615384615384,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,10.0,88.0,5.5,14.200000000000005,95.6,5.975
58,57,55,2023-02-08,21-235,CLE,,DET,W (+28),1,32:03,7.0,14.0,.500,0.0,0.0,,5,6.0,.833,3.0,5.0,8.0,3.0,0.0,0.0,3.0,1.0,19.0,13.9,+21,14.0,7.0,0.5,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,7.0,86.0,5.375,11.900000000000002,95.8,5.9875
59,58,56,2023-02-10,21-237,CLE,@,NOP,W (+11),1,36:32,13.0,18.0,.722,0.0,0.0,,2,3.0,.667,3.0,10.0,13.0,2.0,3.0,2.0,0.0,3.0,28.0,29.9,+18,18.0,13.0,0.7222222222222222,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,27.0,77.0,4.8125,29.1,89.9,5.61875
60,59,57,2023-02-11,21-238,CLE,,CHI,W (+8),1,35:39,6.0,13.0,.462,2.0,4.0,.500,0,0.0,,1.0,5.0,6.0,3.0,2.0,0.0,2.0,4.0,14.0,10.0,+2,9.0,4.0,0.4444444444444444,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,10.0,49.0,3.0625,9.999999999999996,63.20000000000001,3.9500000000000006
61,60,58,2023-02-13,21-240,CLE,,SAS,W (+8),1,37:42,5.0,10.0,.500,0.0,1.0,.000,5,8.0,.625,2.0,7.0,9.0,1.0,1.0,2.0,3.0,2.0,15.0,11.6,+3,9.0,5.0,0.5555555555555556,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,7.0,84.0,5.25,9.599999999999998,104.10000000000002,6.506250000000001
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,0.0,0.0,0.0,0.0,0.0
63,61,59,2023-02-15,21-242,CLE,@,PHI,L (-6),1,35:30,9.0,19.0,.474,0.0,4.0,.000,5,7.0,.714,1.0,8.0,9.0,1.0,0.0,0.0,2.0,4.0,23.0,12.7,-8,15.0,9.0,0.6,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,5.0,78.0,4.875,10.7,101.30000000000004,6.3312500000000025
64,62,60,2023-02-23,21-250,CLE,,DEN,L (-6),1,37:50,12.0,19.0,.632,2.0,4.0,.500,5,5.0,1.000,2.0,7.0,9.0,1.0,1.0,1.0,1.0,4.0,31.0,25.8,0,15.0,10.0,0.6666666666666666,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,18.0,51.0,3.1875,23.800000000000004,67.0,4.1875
65,63,61,2023-02-24,21-251,CLE,@,ATL,L (-17),1,29:49,6.0,11.0,.545,0.0,0.0,,1,2.0,.500,0.0,4.0,4.0,2.0,1.0,1.0,4.0,3.0,13.0,6.4,-8,11.0,6.0,0.5454545454545454,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,4.0,81.0,5.0625,6.0,110.4,6.9
66,64,62,2023-02-26,21-253,CLE,,TOR,W (+25),1,33:22,7.0,14.0,.500,2.0,6.0,.333,2,4.0,.500,3.0,6.0,9.0,4.0,1.0,1.0,2.0,2.0,18.0,15.8,+22,8.0,5.0,0.625,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,13.0,81.0,5.0625,14.999999999999996,87.0,5.4375
67,65,63,2023-03-01,21-256,CLE,@,BOS,L (-4),1,39:11,6.0,15.0,.400,0.0,2.0,.000,0,2.0,.000,2.0,11.0,13.0,1.0,1.0,0.0,0.0,3.0,12.0,8.3,-1,13.0,6.0,0.4615384615384615,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,10.0,70.0,4.375,8.3,97.8,6.1125
68,66,64,2023-03-04,21-259,CLE,,DET,W (+24),1,29:36,7.0,14.0,.500,0.0,1.0,.000,2,4.0,.500,3.0,8.0,11.0,6.0,1.0,4.0,3.0,1.0,16.0,17.3,+28,13.0,7.0,0.5384615384615384,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,17.0,72.0,4.5,16.5,87.79999999999998,5.487499999999999
69,67,65,2023-03-06,21-261,CLE,,BOS,W (+4),1,41:19,10.0,14.0,.714,1.0,4.0,.250,4,7.0,.571,5.0,12.0,17.0,1.0,0.0,3.0,3.0,5.0,25.0,22.9,+9,10.0,9.0,0.9,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,22.0,66.0,4.125,21.300000000000008,79.1,4.94375
70,68,66,2023-03-08,21-263,CLE,@,MIA,W (+4),1,31:52,5.0,9.0,.556,0.0,2.0,.000,5,6.0,.833,2.0,4.0,6.0,6.0,1.0,2.0,3.0,3.0,15.0,15.3,-1,7.0,5.0,0.7142857142857143,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,12.0,55.0,3.4375,13.299999999999994,72.4,4.525
71,69,67,2023-03-10,21-265,CLE,@,MIA,L (-4),1,28:24,4.0,10.0,.400,1.0,3.0,.333,3,4.0,.750,0.0,4.0,4.0,2.0,0.0,1.0,0.0,4.0,12.0,7.9,-18,7.0,3.0,0.4285714285714285,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,5.0,60.0,3.75,6.699999999999999,77.19999999999999,4.824999999999999
72,70,68,2023-03-12,21-267,CLE,@,CHO,W (+6),1,39:07,6.0,13.0,.462,0.0,0.0,,6,11.0,.545,2.0,7.0,9.0,3.0,1.0,0.0,0.0,3.0,18.0,14.7,+15,13.0,6.0,0.4615384615384615,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,7.0,53.0,3.3125,12.299999999999995,72.10000000000001,4.5062500000000005
73,71,69,2023-03-14,21-269,CLE,@,CHO,W (+16),1,30:45,10.0,15.0,.667,0.0,0.0,,6,6.0,1.000,1.0,5.0,6.0,2.0,1.0,1.0,0.0,2.0,26.0,24.0,+14,15.0,10.0,0.6666666666666666,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,15.0,70.0,4.375,21.600000000000005,89.69999999999999,5.606249999999999
74,72,70,2023-03-15,21-270,CLE,,PHI,L (-9),1,39:13,5.0,10.0,.500,0.0,1.0,.000,3,7.0,.429,5.0,7.0,12.0,5.0,1.0,2.0,1.0,2.0,13.0,16.1,-15,9.0,5.0,0.5555555555555556,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,15.0,40.0,2.5,14.9,62.70000000000001,3.9187500000000006
75,73,71,2023-03-17,21-272,CLE,,WAS,W (+23),1,35:31,8.0,15.0,.533,0.0,0.0,,4,6.0,.667,1.0,7.0,8.0,3.0,0.0,4.0,2.0,3.0,20.0,16.4,+16,15.0,8.0,0.5333333333333333,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,12.0,74.0,4.625,14.8,84.6,5.2875
76,74,72,2023-03-21,21-276,CLE,@,BRK,W (+6),1,36:05,8.0,12.0,.667,1.0,2.0,.500,0,0.0,,0.0,4.0,4.0,3.0,1.0,0.0,3.0,3.0,17.0,11.9,+6,10.0,7.0,0.7,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,10.0,65.0,4.0625,11.900000000000002,86.90000000000002,5.431250000000001
77,75,73,2023-03-23,21-278,CLE,@,BRK,W (+2),1,39:58,11.0,18.0,.611,0.0,1.0,.000,4,6.0,.667,5.0,11.0,16.0,3.0,1.0,4.0,0.0,1.0,26.0,29.3,+16,17.0,11.0,0.6470588235294118,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,26.0,47.0,2.9375,27.7,69.1,4.31875
78,76,74,2023-03-26,21-281,CLE,,HOU,W (+17),1,39:46,8.0,12.0,.667,0.0,1.0,.000,3,6.0,.500,3.0,4.0,7.0,5.0,1.0,3.0,3.0,1.0,19.0,19.1,+21,11.0,8.0,0.7272727272727273,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,14.0,79.0,4.9375,17.9,106.9,6.68125
79,77,75,2023-03-28,21-283,CLE,@,ATL,L (-2),1,40:11,10.0,13.0,.769,0.0,0.0,,0,2.0,.000,5.0,10.0,15.0,6.0,1.0,4.0,0.0,3.0,20.0,27.4,+12,13.0,10.0,0.7692307692307693,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,31.0,53.0,3.3125,27.4,80.60000000000002,5.037500000000001
80,78,76,2023-03-31,21-286,CLE,,NYK,L (-14),1,41:04,6.0,8.0,.750,0.0,0.0,,2,3.0,.667,0.0,7.0,7.0,5.0,0.0,3.0,0.0,1.0,14.0,17.7,-6,8.0,6.0,0.75,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,18.0,76.0,4.75,16.900000000000002,90.0,5.625
81,79,77,2023-04-02,21-288,CLE,,IND,W (+10),1,39:09,7.0,17.0,.412,0.0,1.0,.000,0,0.0,,5.0,11.0,16.0,4.0,0.0,4.0,0.0,3.0,14.0,16.1,+15,16.0,7.0,0.4375,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,21.0,61.0,3.8125,16.100000000000005,87.1,5.44375
82,80,78,2023-04-04,21-290,CLE,@,ORL,W (+4),1,35:23,5.0,10.0,.500,1.0,2.0,.500,3,4.0,.750,1.0,6.0,7.0,4.0,1.0,1.0,0.0,3.0,14.0,14.4,0,8.0,4.0,0.5,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,13.0,66.0,4.125,13.2,88.2,5.5125
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-06,21-292,CLE,@,ORL,W (+24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,67.0,4.1875,0.0,71.8,4.4875
85,82,79,2023-04-09,21-295,CLE,,CHO,L (-11),1,12:00,3.0,7.0,.429,0.0,0.0,,0,0.0,,2.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,3.6,+8,7.0,3.0,0.4285714285714285,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,3.0,54.0,3.375,3.6000000000000005,58.49999999999999,3.6562499999999996
