Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
52,51,32,2023-01-27,30-253,CLE,@,OKC,L (-12),0,11:39,2.0,3.0,.667,1.0,2.0,.500,2,2.0,1.000,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,7.0,6.3,-6,1.0,1.0,1.0,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,4.0,85.0,5.3125,5.500000000000001,106.1,6.63125
53,52,33,2023-01-29,30-255,CLE,,LAC,W (+23),0,8:07,1.0,1.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,6.1,0,1.0,1.0,1.0,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,5.0,114.0,7.125,5.3,122.5,7.65625
54,53,,2023-01-31,30-257,CLE,,MIA,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,,84.0,5.25,0.0,90.7,5.66875
55,54,34,2023-02-02,30-259,CLE,,MEM,W (+15),0,1:51,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-6,0.0,0.0,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,0.0,105.0,6.5625,-0.4,129.90000000000003,8.118750000000002
56,55,35,2023-02-05,30-262,CLE,@,IND,W (+19),0,2:24,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-5,0.0,0.0,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,1.0,108.0,6.75,0.3,116.6,7.2875
57,56,36,2023-02-06,30-263,CLE,@,WAS,W (+23),0,9:17,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.9,-5,1.0,1.0,1.0,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,2.0,96.0,6.0,0.8999999999999999,108.90000000000002,6.806250000000001
58,57,37,2023-02-08,30-265,CLE,,DET,W (+28),1,35:42,5.0,11.0,.455,1.0,4.0,.250,3,3.0,1.000,0.0,0.0,0.0,8.0,4.0,0.0,1.0,5.0,14.0,14.9,+23,7.0,4.0,0.5714285714285714,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,11.0,82.0,5.125,13.700000000000005,94.0,5.875
59,58,38,2023-02-10,30-267,CLE,@,NOP,W (+11),0,2:54,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-8,1.0,0.0,0.0,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,-1.0,105.0,6.5625,-0.7,119.7,7.48125
60,59,,2023-02-11,30-268,CLE,,CHI,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,,59.0,3.6875,0.0,73.19999999999999,4.574999999999999
61,60,,2023-02-13,30-270,CLE,,SAS,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,,91.0,5.6875,0.0,113.70000000000002,7.106250000000001
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,,0.0,0.0,0.0,0.0,0.0
63,61,39,2023-02-15,30-272,CLE,@,PHI,L (-6),0,9:52,0.0,1.0,.000,0.0,0.0,,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.2,-1,1.0,0.0,0.0,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,0.0,83.0,5.1875,0.3999999999999998,111.60000000000002,6.975000000000001
64,62,,2023-02-23,30-280,CLE,,DEN,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,,69.0,4.3125,0.0,90.8,5.675
65,63,40,2023-02-24,30-281,CLE,@,ATL,L (-17),0,10:29,3.0,5.0,.600,1.0,1.0,1.000,0,0.0,,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,7.0,8.1,-1,4.0,2.0,0.5,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,8.0,77.0,4.8125,8.1,108.3,6.76875
66,64,41,2023-02-26,30-283,CLE,,TOR,W (+25),0,4:42,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.2,-1,0.0,0.0,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,2.0,92.0,5.75,-0.2,102.2,6.3875
67,65,,2023-03-01,30-286,CLE,@,BOS,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,,80.0,5.0,0.0,106.10000000000002,6.631250000000001
68,66,42,2023-03-04,30-289,CLE,,DET,W (+24),0,8:28,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-8,0.0,0.0,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,-1.0,90.0,5.625,-0.7,105.0,6.5625
69,67,,2023-03-06,30-291,CLE,,BOS,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,,88.0,5.5,0.0,100.4,6.275
70,68,,2023-03-08,30-293,CLE,@,MIA,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,,67.0,4.1875,0.0,85.7,5.35625
71,69,,2023-03-10,30-295,CLE,@,MIA,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,,65.0,4.0625,0.0,83.9,5.24375
72,70,,2023-03-12,30-297,CLE,@,CHO,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,,60.0,3.75,0.0,84.4,5.275
73,71,43,2023-03-14,30-299,CLE,@,CHO,W (+16),0,5:40,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.1,-2,0.0,0.0,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,1.0,84.0,5.25,0.0999999999999996,111.20000000000002,6.950000000000001
74,72,44,2023-03-15,30-300,CLE,,PHI,L (-9),0,13:24,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.2,+5,2.0,2.0,1.0,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,2.0,53.0,3.3125,2.2,75.39999999999999,4.7124999999999995
75,73,45,2023-03-17,30-302,CLE,,WAS,W (+23),0,3:55,2.0,2.0,1.000,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5.4,+3,2.0,2.0,1.0,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,3.0,83.0,5.1875,4.999999999999999,94.4,5.9
76,74,,2023-03-21,30-306,CLE,@,BRK,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,,75.0,4.6875,0.0,98.80000000000004,6.1750000000000025
77,75,,2023-03-23,30-308,CLE,@,BRK,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,,73.0,4.5625,0.0,96.8,6.05
78,76,,2023-03-26,30-311,CLE,,HOU,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,,93.0,5.8125,0.0,124.79999999999998,7.799999999999999
79,77,,2023-03-28,30-313,CLE,@,ATL,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,,84.0,5.25,0.0,108.00000000000004,6.750000000000003
80,78,46,2023-03-31,30-316,CLE,,NYK,L (-14),0,9:41,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.6,-7,0.0,0.0,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,4.0,90.0,5.625,1.5999999999999996,105.3,6.58125
81,79,,2023-04-02,30-318,CLE,,IND,W (+10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,,82.0,5.125,0.0,103.2,6.45
82,80,,2023-04-04,30-320,CLE,@,ORL,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,,79.0,4.9375,0.0,101.4,6.3375
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,41,45,36,29,35,2,45,45,11,38,22,38,18,14,29,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,33.0,37.0,5.0,0.5540540540540541,0.5844155844155844,0.5217391304347826,0.6590909090909091,0.5147058823529411,0.6666666666666666,0.569620253164557,0.5921052631578947,0.9166666666666666,0.5588235294117647,0.3548387096774194,0.6129032258064516,0.8181818181818182,0.4242424242424242,0.7837837837837838,0.0,4,11.0,74.0,0.3636363636363636,0.0,16,,0.0,0.0,0.0,0.0,0.0
