Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Shared Games with Willie Cauley-Stein,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Eric Gordon,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein
10,11,11,2022-11-07,26-014,HOU,@,ORL,W (+7),0,8.116666666666667,2.0,2.0,1.000,2.0,2.0,1.000,0,0,,0,0,0,0,0,0,0,1,6,5.0,-11,0.0,0.0,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
11,12,12,2022-11-09,26-016,HOU,@,TOR,L (-7),0,3.85,0.0,3.0,.000,0.0,3.0,.000,0,0,,0,0,0,0,0,0,0,0,0,-2.1,-8,0.0,0.0,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
12,13,,2022-11-12,26-019,HOU,@,NOP,L (-13),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
13,14,13,2022-11-14,26-021,HOU,,LAC,L (-16),0,4.25,0.0,1.0,.000,0.0,1.0,.000,0,0,,0,1,1,0,1,0,0,0,0,0.6,+6,0.0,0.0,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
14,15,,2022-11-16,26-023,HOU,@,DAL,W (+9),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
15,16,14,2022-11-18,26-025,HOU,,IND,L (-8),0,14.483333333333333,1.0,4.0,.250,1.0,3.0,.333,0,0,,0,0,0,0,1,0,0,2,3,0.8,-8,1.0,0.0,0.0,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
16,17,,2022-11-20,26-027,HOU,,GSW,L (-7),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
17,18,15,2022-11-25,26-032,HOU,,ATL,W (+6),0,22.75,4.0,6.0,.667,3.0,5.0,.600,9,9,1.000,1,3,4,2,2,0,1,3,20,20.2,+5,1.0,1.0,1.0,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
18,19,16,2022-11-26,26-033,HOU,,OKC,W (+13),0,18.0,3.0,4.0,.750,3.0,4.0,.750,2,3,.667,0,2,2,0,0,0,0,3,11,8.4,+2,0.0,0.0,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
19,20,17,2022-11-28,26-035,HOU,@,DEN,L (-16),0,14.966666666666667,1.0,6.0,.167,1.0,6.0,.167,0,0,,0,2,2,0,1,0,0,2,3,0.0,0,0.0,0.0,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
20,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
21,21,18,2022-11-30,26-037,HOU,@,DEN,L (-20),0,20.6,2.0,4.0,.500,2.0,4.0,.500,0,0,,0,1,1,0,0,0,0,2,6,3.5,0,0.0,0.0,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
22,22,19,2022-12-02,26-039,HOU,@,PHO,W (+1),0,11.516666666666667,1.0,1.0,1.000,1.0,1.0,1.000,0,0,,0,2,2,0,1,0,0,3,3,3.1,+14,0.0,0.0,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
23,23,20,2022-12-03,26-040,HOU,@,GSW,L (-19),0,18.516666666666666,1.0,3.0,.333,1.0,3.0,.333,3,3,1.000,0,1,1,2,1,0,1,0,6,6.0,+9,0.0,0.0,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
24,24,21,2022-12-05,26-042,HOU,,PHI,W (+9),0,10.8,1.0,5.0,.200,1.0,5.0,.200,2,3,.667,1,0,1,0,2,0,0,1,5,3.8,-7,0.0,0.0,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
25,25,,2022-12-08,26-045,HOU,@,SAS,L (-9),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
26,26,22,2022-12-11,26-048,HOU,,MIL,W (+5),0,10.366666666666667,2.0,4.0,.500,1.0,3.0,.333,0,0,,0,1,1,0,0,2,0,0,5,4.7,+10,1.0,1.0,1.0,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
27,27,23,2022-12-13,26-050,HOU,,PHO,W (+14),0,16.733333333333334,2.0,5.0,.400,1.0,4.0,.250,3,3,1.000,2,2,4,1,0,0,0,1,8,7.6,+5,1.0,1.0,1.0,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
28,28,24,2022-12-15,26-052,HOU,,MIA,L (-3),0,7.466666666666667,1.0,2.0,.500,1.0,2.0,.500,2,2,1.000,0,0,0,0,1,0,0,0,5,5.0,-10,0.0,0.0,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
29,29,,2022-12-17,26-054,HOU,,POR,L (-12),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
30,30,,2022-12-19,26-056,HOU,,SAS,L (-19),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
31,31,,2022-12-21,26-058,HOU,,ORL,L (-6),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
32,32,25,2022-12-23,26-060,HOU,,DAL,L (-6),0,12.266666666666667,0.0,1.0,.000,0.0,1.0,.000,0,0,,0,1,1,2,1,0,0,0,0,2.0,-16,0.0,0.0,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
33,33,26,2022-12-26,26-063,HOU,@,CHI,W (+15),0,4.5,0.0,0.0,,0.0,0.0,,0,0,,0,0,0,1,0,0,0,1,0,0.3,+6,0.0,0.0,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
34,34,27,2022-12-27,26-064,HOU,@,BOS,L (-24),0,16.533333333333335,2.0,6.0,.333,2.0,6.0,.333,0,0,,0,1,1,1,2,0,1,1,6,4.2,-5,0.0,0.0,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
35,35,28,2022-12-29,26-066,HOU,@,DAL,L (-15),0,15.883333333333333,1.0,3.0,.333,1.0,3.0,.333,2,2,1.000,0,3,3,1,1,0,0,2,5,5.1,-5,0.0,0.0,,40,12,32,32,0,38,42,15,41,31,45,33,45,1,15,39,0,75.0,31.0,39.0,57.0,4.0,69.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5333333333333333,0.3870967741935484,0.8205128205128205,0.5614035087719298,0.0,0.5507246376811594,0.5316455696202531,0.4838709677419355,0.5394736842105263,0.484375,0.5487804878048781,0.559322033898305,0.5487804878048781,0.2,0.4838709677419355,0.52,
