Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Shared Games with Justin Holiday,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with John Wall,co_inf with Jarrett Culver,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
49.0,,2023-01-26,27-090,HOU,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,50.0,2.7777777777777777,0.0,58.99999999999999,3.277777777777777,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,W (+5),W (+5)
50.0,13.0,2023-01-28,27-092,HOU,DET,0,20.066666666666663,6.0,10.0,.600,0.0,0.0,,1,1.0,1.000,3.0,0.0,3.0,2.0,0.0,0.0,3.0,4.0,13.0,7.3,+6,10.0,6.0,0.6,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,4.0,48.0,2.6666666666666665,6.899999999999999,50.900000000000006,2.827777777777778,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-5),L (-5)
51.0,14.0,2023-02-01,27-096,HOU,OKC,0,20.23333333333333,2.0,6.0,.333,0.0,1.0,.000,0,0.0,,1.0,5.0,6.0,3.0,0.0,0.0,2.0,5.0,4.0,0.9,+4,5.0,2.0,0.4,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,5.0,52.0,2.888888888888889,0.9000000000000004,58.3,3.238888888888889,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-18),L (-18)
52.0,15.0,2023-02-03,27-098,HOU,TOR,0,16.783333333333335,1.0,5.0,.200,0.0,0.0,,1,4.0,.250,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,-2.1,-23,5.0,1.0,0.2,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,-5.0,46.0,2.555555555555556,-2.500000000000001,56.89999999999999,3.1611111111111105,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,W (+3),W (+3)
53.0,,2023-02-04,27-099,HOU,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,53.0,2.9444444444444446,0.0,76.09999999999998,4.227777777777777,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,W (+6),W (+6)
54.0,16.0,2023-02-06,27-101,HOU,SAC,0,21.383333333333333,4.0,7.0,.571,0.0,1.0,.000,1,2.0,.500,2.0,2.0,4.0,3.0,0.0,1.0,0.0,3.0,9.0,8.9,-6,6.0,4.0,0.6666666666666666,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,8.0,47.0,2.611111111111111,8.5,62.6,3.477777777777778,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-6),L (-6)
55.0,17.0,2023-02-08,27-103,HOU,SAC,0,25.2,7.0,14.0,.500,1.0,2.0,.500,1,1.0,1.000,4.0,2.0,6.0,2.0,0.0,0.0,3.0,2.0,16.0,10.0,-5,12.0,6.0,0.5,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,6.0,58.0,3.2222222222222223,9.6,74.8,4.155555555555555,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-32),L (-32)
56.0,18.0,2023-02-10,27-105,HOU,MIA,1,24.433333333333334,2.0,7.0,.286,0.0,0.0,,1,3.0,.333,2.0,2.0,4.0,1.0,0.0,0.0,1.0,4.0,5.0,0.2,-13,7.0,2.0,0.2857142857142857,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,-1.0,57.0,3.1666666666666665,-0.2000000000000015,64.4,3.577777777777778,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-20),L (-20)
57.0,19.0,2023-02-13,27-108,HOU,PHI,1,24.25,2.0,3.0,.667,0.0,1.0,.000,2,2.0,1.000,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,5.3,-12,2.0,2.0,1.0,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,4.0,36.0,2.0,4.499999999999997,59.49999999999999,3.305555555555556,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-2),L (-2)
58.0,20.0,2023-02-15,27-110,HOU,OKC,1,18.766666666666666,4.0,7.0,.571,1.0,2.0,.500,2,5.0,.400,1.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,11.0,4.6,-23,5.0,3.0,0.6,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,0.0,25.0,1.3888888888888888,3.799999999999999,34.5,1.9166666666666667,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-2),L (-2)
59.0,21.0,2023-02-24,27-119,HOU,GSW,1,28.466666666666665,6.0,12.0,.500,1.0,3.0,.333,1,1.0,1.000,0.0,3.0,3.0,4.0,3.0,0.0,1.0,3.0,14.0,12.5,-7,9.0,5.0,0.5555555555555556,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,10.0,59.0,3.2777777777777777,12.099999999999998,68.9,3.827777777777778,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-19),L (-19)
60.0,22.0,2023-02-26,27-121,HOU,POR,1,25.216666666666665,7.0,11.0,.636,0.0,2.0,.000,3,4.0,.750,1.0,1.0,2.0,2.0,0.0,0.0,1.0,5.0,17.0,11.1,-7,9.0,7.0,0.7777777777777778,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,5.0,52.0,2.888888888888889,9.9,66.99999999999999,3.722222222222221,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-37),L (-37)
61.0,,2023-02-28,27-123,HOU,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,74.0,4.111111111111111,0.0,87.59999999999998,4.866666666666665,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-15),L (-15)
62.0,23.0,2023-03-01,27-124,HOU,MEM,0,18.25,4.0,9.0,.444,0.0,2.0,.000,3,4.0,.750,1.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,11.0,6.7,-3,7.0,4.0,0.5714285714285714,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,2.0,46.0,2.555555555555556,5.499999999999997,57.3,3.183333333333333,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-17),L (-17)
63.0,,2023-03-04,27-127,HOU,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,85.0,4.722222222222222,0.0,98.0,5.444444444444445,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,,
64.0,24.0,2023-03-05,27-128,HOU,SAS,0,22.85,5.0,7.0,.714,1.0,1.0,1.000,5,5.0,1.000,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,16.0,15.7,+10,6.0,4.0,0.6666666666666666,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,9.0,93.0,5.166666666666667,13.7,106.0,5.888888888888889,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-21),L (-21)
65.0,25.0,2023-03-07,27-130,HOU,BRK,0,22.45,4.0,7.0,.571,1.0,2.0,.500,2,2.0,1.000,1.0,4.0,5.0,1.0,1.0,0.0,2.0,4.0,11.0,7.7,+2,5.0,3.0,0.6,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,7.0,30.0,1.6666666666666667,6.9,42.6,2.3666666666666667,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-14),L (-14)
66.0,26.0,2023-03-09,27-132,HOU,IND,0,29.03333333333333,5.0,11.0,.455,0.0,1.0,.000,3,4.0,.750,2.0,6.0,8.0,3.0,0.0,1.0,0.0,6.0,13.0,10.5,-9,10.0,5.0,0.5,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,10.0,53.0,2.9444444444444446,9.299999999999995,74.50000000000001,4.138888888888889,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,W (+12),W (+12)
67.0,27.0,2023-03-11,27-134,HOU,CHI,0,22.98333333333333,3.0,10.0,.300,1.0,3.0,.333,2,2.0,1.000,0.0,5.0,5.0,6.0,1.0,0.0,3.0,2.0,9.0,6.1,+10,7.0,2.0,0.2857142857142857,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,6.0,61.0,3.388888888888889,5.299999999999997,76.2,4.233333333333333,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,W (+32),W (+32)
68.0,28.0,2023-03-13,27-136,HOU,BOS,0,24.1,4.0,10.0,.400,0.0,3.0,.000,3,4.0,.750,0.0,2.0,2.0,2.0,2.0,0.0,3.0,6.0,11.0,3.8,-6,7.0,4.0,0.5714285714285714,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,0.0,70.0,3.888888888888889,2.599999999999998,81.9,4.550000000000001,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-22),L (-22)
69.0,29.0,2023-03-15,27-138,HOU,LAL,0,20.85,6.0,7.0,.857,0.0,1.0,.000,1,1.0,1.000,1.0,3.0,4.0,4.0,0.0,0.0,2.0,5.0,13.0,10.9,+3,6.0,6.0,1.0,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,11.0,59.0,3.2777777777777777,10.500000000000002,68.0,3.7777777777777777,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-9),L (-9)
70.0,30.0,2023-03-17,27-140,HOU,NOP,0,21.28333333333333,4.0,6.0,.667,1.0,2.0,.500,3,5.0,.600,1.0,5.0,6.0,5.0,0.0,1.0,0.0,1.0,12.0,14.6,+17,4.0,3.0,0.75,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,13.0,61.0,3.388888888888889,13.399999999999997,73.7,4.094444444444445,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-8),L (-8)
71.0,31.0,2023-03-19,27-142,HOU,NOP,0,22.05,1.0,4.0,.250,0.0,0.0,,0,0.0,,1.0,0.0,1.0,4.0,2.0,0.0,2.0,4.0,2.0,1.5,-7,4.0,1.0,0.25,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,3.0,35.0,1.9444444444444444,1.4999999999999996,58.6,3.2555555555555555,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,W (+2),W (+2)
72.0,,2023-03-20,27-143,HOU,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,45.0,2.5,0.0,69.0,3.8333333333333335,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,W (+4),W (+4)
73.0,,2023-03-22,27-145,HOU,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,77.0,4.277777777777778,0.0,93.3,5.183333333333334,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,W (+2),W (+2)
74.0,,2023-03-24,27-147,HOU,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,64.0,3.555555555555556,0.0,84.9,4.716666666666667,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-10),L (-10)
75.0,,2023-03-26,27-149,HOU,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,8,8,13,4,16,15,29,26,28,31,14,31,3,14,27,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.2051282051282051,0.2280701754385964,1.0,0.2318840579710145,0.2777777777777778,0.3670886075949367,0.3421052631578947,0.4375,0.3780487804878049,0.2372881355932203,0.3780487804878049,0.6,0.4516129032258064,0.36,,6,10,36.0,10.0,34.0,0.1666666666666666,0.0,0.0,18,,40.0,2.2222222222222223,0.0,53.3,2.961111111111111,12.2,0.7,-3.5,-2.8,-0.7,0.0311639687259112,0.546,0.201,0.301,-0.3,0.4,L (-13),L (-13)
