Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Bruno Fernando,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Alperen Şengün,Boban Marjanović,Daishen Nix,Darius Days,Frank Kaminsky,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Jarrett Culver,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Daishen Nix,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Jarrett Culver,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Darius Days,co_inf with Frank Kaminsky,co_inf with Trevor Hudgins,co_inf with Willie Cauley-Stein,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-07,32-062,LAC,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,74.0,4.111111111111111,0.0,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,W (+2),W (+2)
12.0,9.0,2022-11-09,32-064,LAC,LAL,0.0,23.23333333333333,3.0,10.0,0.3,1.0,5.0,0.2,3.0,3.0,1.0,1.0,3.0,4.0,6.0,2.0,1.0,0.0,1.0,10.0,12.3,9.0,5.0,2.0,0.4,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,10.0,73.0,4.055555555555555,11.1,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,W (+13),W (+13)
13.0,10.0,2022-11-12,32-067,LAC,BRK,0.0,24.416666666666668,5.0,11.0,0.455,2.0,4.0,0.5,2.0,3.0,0.667,0.0,1.0,1.0,6.0,1.0,0.0,3.0,2.0,14.0,9.6,-12.0,7.0,3.0,0.4285714285714285,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,5.0,60.0,3.333333333333333,8.8,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,L (-15),L (-15)
14.0,,2022-11-14,32-069,LAC,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,50.0,2.7777777777777777,0.0,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,W (+16),W (+16)
15.0,11.0,2022-11-15,32-070,LAC,DAL,0.0,26.35,6.0,11.0,0.545,1.0,3.0,0.333,4.0,6.0,0.667,0.0,6.0,6.0,4.0,1.0,0.0,3.0,4.0,17.0,11.9,11.0,8.0,5.0,0.625,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,8.0,84.0,4.666666666666667,10.3,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,L (-2),L (-2)
16.0,12.0,2022-11-17,32-072,LAC,DET,0.0,13.4,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,4.0,0.0,0.0,6.0,1.0,3.0,-2.7,-4.0,2.0,0.0,0.0,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,-2.0,22.0,1.2222222222222223,-2.7,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,W (+5),W (+5)
17.0,13.0,2022-11-19,32-074,LAC,SAS,0.0,23.766666666666666,2.0,8.0,0.25,0.0,3.0,0.0,1.0,2.0,0.5,0.0,4.0,4.0,15.0,4.0,0.0,1.0,1.0,5.0,14.1,21.0,5.0,2.0,0.4,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,17.0,70.0,3.888888888888889,13.7,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,W (+22),W (+22)
18.0,14.0,2022-11-21,32-076,LAC,UTA,0.0,22.25,5.0,10.0,0.5,2.0,4.0,0.5,1.0,1.0,1.0,2.0,3.0,5.0,8.0,0.0,1.0,8.0,1.0,13.0,8.2,0.0,6.0,3.0,0.5,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,8.0,61.0,3.388888888888889,7.799999999999999,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,W (+7),W (+7)
19.0,15.0,2022-11-23,32-078,LAC,GSW,0.0,20.633333333333333,2.0,7.0,0.286,0.0,3.0,0.0,5.0,8.0,0.625,0.0,4.0,4.0,3.0,0.0,0.0,3.0,0.0,9.0,4.0,-25.0,4.0,2.0,0.5,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,-2.0,72.0,4.0,1.9999999999999991,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,L (-17),L (-17)
20.0,16.0,2022-11-25,32-080,LAC,DEN,0.0,23.866666666666667,8.0,10.0,0.8,2.0,2.0,1.0,5.0,8.0,0.625,0.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,23.0,17.8,-14.0,8.0,6.0,0.75,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,7.0,53.0,2.9444444444444446,15.799999999999995,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,L (-10),L (-10)
