Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Bruno Fernando,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Alperen Şengün,Boban Marjanović,Daishen Nix,Darius Days,Frank Kaminsky,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Jarrett Culver,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Daishen Nix,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Jarrett Culver,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Darius Days,co_inf with Frank Kaminsky,co_inf with Trevor Hudgins,co_inf with Willie Cauley-Stein,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
43.0,33.0,2023-01-10,32-126,LAC,DAL,0.0,15.283333333333331,2.0,11.0,0.182,0.0,2.0,0.0,1.0,2.0,0.5,0.0,3.0,3.0,4.0,0.0,0.0,2.0,3.0,5.0,-1.8,-4.0,9.0,2.0,0.2222222222222222,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,-3.0,45.0,2.5,-2.2,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,L (-13),L (-13)
44.0,34.0,2023-01-13,32-129,LAC,DEN,0.0,29.366666666666667,6.0,12.0,0.5,2.0,4.0,0.5,2.0,2.0,1.0,0.0,7.0,7.0,4.0,1.0,0.0,4.0,4.0,16.0,10.3,-5.0,8.0,4.0,0.5,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,10.0,64.0,3.555555555555556,9.500000000000002,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,L (-4),L (-4)
45.0,,2023-01-15,32-131,LAC,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,64.0,3.555555555555556,0.0,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,W (+12),W (+12)
46.0,,2023-01-17,32-133,LAC,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,49.0,2.7222222222222223,0.0,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,L (-12),L (-12)
47.0,,2023-01-18,32-134,LAC,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,54.0,3.0,0.0,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,W (+21),W (+21)
48.0,,2023-01-20,32-136,LAC,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,68.0,3.7777777777777777,0.0,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,L (-10),L (-10)
49.0,,2023-01-22,32-138,LAC,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,50.0,2.7777777777777777,0.0,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,L (-23),L (-23)
50.0,,2023-01-24,32-140,LAC,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,52.0,2.888888888888889,0.0,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,W (+5),W (+5)
51.0,,2023-01-26,32-142,LAC,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,57.0,3.1666666666666665,0.0,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,W (+14),W (+14)
52.0,,2023-01-28,32-144,LAC,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,41.0,2.2777777777777777,0.0,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,W (+18),W (+18)
53.0,,2023-01-29,32-145,LAC,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,53.0,2.9444444444444446,0.0,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,W (+38),W (+38)
54.0,,2023-01-31,32-147,LAC,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,55.0,3.055555555555556,0.0,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,W (+7),W (+7)
55.0,,2023-02-02,32-149,LAC,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,64.0,3.555555555555556,0.0,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,L (-23),L (-23)
56.0,,2023-02-04,32-151,LAC,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,56.0,3.111111111111111,0.0,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,W (+5),W (+5)
57.0,,2023-02-06,32-153,LAC,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,40.0,2.2222222222222223,0.0,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,L (-1),L (-1)
58.0,,2023-02-08,32-155,LAC,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,25.0,1.3888888888888888,0.0,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,W (+6),W (+6)
59.0,,2023-02-10,32-157,HOU,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,69.0,3.8333333333333335,0.0,0,0.0,13.6,0.3,-1.2,-0.8,-0.4,0.0414429890487438,0.498,0.322,0.334,0.1,-0.4,W (+8),W (+8)
