Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Shared Games with Justin Holiday,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with John Wall,co_inf with Jarrett Culver,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-07,20-271,HOU,ORL,1.0,37.91666666666666,12.0,18.0,0.667,5.0,11.0,0.455,5.0,7.0,0.714,0.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,34.0,26.9,13.0,7.0,7.0,1.0,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,15.0,59.0,3.2777777777777777,24.9,59.1,3.283333333333333,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,W (+7),W (+7)
12.0,12.0,2022-11-09,20-273,HOU,TOR,1.0,40.45,8.0,14.0,0.571,2.0,6.0,0.333,3.0,4.0,0.75,1.0,5.0,6.0,6.0,0.0,0.0,4.0,1.0,21.0,16.0,-8.0,8.0,6.0,0.75,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,11.0,72.0,4.0,14.799999999999995,67.1,3.7277777777777774,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-7),L (-7)
13.0,13.0,2022-11-12,20-276,HOU,NOP,1.0,38.21666666666667,11.0,20.0,0.55,5.0,10.0,0.5,6.0,6.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,5.0,0.0,33.0,23.2,-12.0,10.0,6.0,0.6,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,10.0,55.0,3.055555555555556,20.800000000000004,41.5,2.305555555555556,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-13),L (-13)
14.0,14.0,2022-11-14,20-278,HOU,LAC,1.0,35.36666666666667,10.0,19.0,0.526,3.0,8.0,0.375,2.0,2.0,1.0,0.0,6.0,6.0,7.0,1.0,0.0,3.0,0.0,25.0,20.4,-16.0,11.0,7.0,0.6363636363636364,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,15.0,35.0,1.9444444444444444,19.600000000000005,49.39999999999999,2.744444444444444,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-16),L (-16)
15.0,15.0,2022-11-16,20-280,HOU,DAL,1.0,35.93333333333333,5.0,15.0,0.333,1.0,4.0,0.25,6.0,7.0,0.857,1.0,6.0,7.0,6.0,0.0,1.0,5.0,2.0,17.0,9.7,9.0,11.0,4.0,0.3636363636363636,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,4.0,88.0,4.888888888888889,7.299999999999997,68.8,3.822222222222222,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,W (+9),W (+9)
16.0,16.0,2022-11-18,20-282,HOU,IND,1.0,31.666666666666668,2.0,10.0,0.2,0.0,4.0,0.0,12.0,15.0,0.8,0.0,5.0,5.0,5.0,2.0,0.0,6.0,4.0,16.0,8.0,0.0,6.0,2.0,0.3333333333333333,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-3.0,23.0,1.2777777777777777,3.200000000000001,23.4,1.2999999999999998,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-8),L (-8)
17.0,17.0,2022-11-20,20-284,HOU,GSW,1.0,37.9,4.0,15.0,0.267,1.0,8.0,0.125,7.0,8.0,0.875,2.0,3.0,5.0,4.0,2.0,0.0,0.0,1.0,16.0,13.4,-24.0,7.0,3.0,0.4285714285714285,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,4.0,83.0,4.611111111111111,10.6,75.80000000000001,4.211111111111112,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-7),L (-7)
18.0,18.0,2022-11-25,20-289,HOU,ATL,1.0,32.93333333333333,10.0,17.0,0.588,3.0,9.0,0.333,7.0,9.0,0.778,0.0,5.0,5.0,5.0,0.0,0.0,6.0,6.0,30.0,17.9,6.0,8.0,7.0,0.875,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,8.0,61.0,3.388888888888889,15.1,54.5,3.0277777777777777,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,W (+6),W (+6)
19.0,19.0,2022-11-26,20-290,HOU,OKC,1.0,34.36666666666667,11.0,19.0,0.579,6.0,9.0,0.667,0.0,0.0,,0.0,2.0,2.0,9.0,0.0,0.0,4.0,1.0,28.0,21.6,17.0,10.0,5.0,0.5,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,16.0,54.0,3.0,21.6,48.9,2.716666666666667,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,W (+13),W (+13)
20.0,20.0,2022-11-28,20-292,HOU,DEN,1.0,30.73333333333333,5.0,15.0,0.333,1.0,7.0,0.143,6.0,8.0,0.75,0.0,2.0,2.0,7.0,0.0,0.0,5.0,2.0,17.0,7.4,-14.0,8.0,4.0,0.5,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-2.0,62.0,3.4444444444444446,5.0,61.7,3.427777777777778,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-16),L (-16)
21.0,21.0,2022-11-30,20-294,HOU,DEN,1.0,34.9,6.0,16.0,0.375,1.0,7.0,0.143,3.0,5.0,0.6,1.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,16.0,7.4,-16.0,9.0,5.0,0.5555555555555556,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-1.0,55.0,3.055555555555556,6.1999999999999975,53.39999999999999,2.9666666666666663,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,,
22.0,22.0,2022-12-02,20-296,HOU,PHO,1.0,37.35,8.0,24.0,0.333,2.0,7.0,0.286,12.0,16.0,0.75,1.0,2.0,3.0,2.0,3.0,0.0,5.0,2.0,30.0,14.7,-8.0,17.0,6.0,0.3529411764705882,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-7.0,56.0,3.111111111111111,9.900000000000007,51.39999999999999,2.855555555555555,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-20),L (-20)
23.0,23.0,2022-12-03,20-297,HOU,GSW,1.0,30.766666666666666,6.0,19.0,0.316,0.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,13.0,3.5,-18.0,14.0,6.0,0.4285714285714285,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-4.0,55.0,3.055555555555556,3.100000000000005,54.6,3.033333333333333,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,W (+1),W (+1)
24.0,24.0,2022-12-05,20-299,HOU,PHI,1.0,44.23333333333333,9.0,20.0,0.45,0.0,7.0,0.0,9.0,10.0,0.9,2.0,2.0,4.0,7.0,1.0,0.0,7.0,2.0,27.0,16.3,12.0,13.0,9.0,0.6923076923076923,70,29,28,51,3,43,41,73,26,58,76,59,76,4,26,71,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.9333333333333332,0.935483870967742,0.717948717948718,0.8947368421052632,0.75,0.6231884057971014,0.7592592592592593,0.9240506329113924,0.8387096774193549,0.90625,0.926829268292683,1.0,0.926829268292683,0.8,0.8387096774193549,0.9466666666666668,,7,31,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,2.0,52.0,2.888888888888889,12.7,52.60000000000001,2.9222222222222225,14.5,1.8,-2.1,0.5,-2.6,0.1853320118929633,0.538,0.408,0.341,0.0,1.4,L (-19),L (-19)
