Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Shared Games with Justin Holiday,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with John Wall,co_inf with Jarrett Culver,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-07,20-334,HOU,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,,74.0,4.111111111111111,0.0,84.00000000000001,4.666666666666668,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,W (+7),W (+7)
12.0,,2022-11-09,20-336,HOU,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,,83.0,4.611111111111111,0.0,81.89999999999998,4.549999999999999,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-7),L (-7)
13.0,9.0,2022-11-12,20-339,HOU,NOP,0,6.066666666666666,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.1,-4,1.0,0.0,0.0,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,-1.0,66.0,3.6666666666666665,-1.1,63.400000000000006,3.5222222222222226,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-13),L (-13)
14.0,10.0,2022-11-14,20-341,HOU,LAC,0,10.25,3.0,7.0,.429,2.0,2.0,1.000,0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,2.0,5.0,8.0,2.4,-6,5.0,1.0,0.2,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,2.0,48.0,2.6666666666666665,2.3999999999999995,66.6,3.7,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-16),L (-16)
15.0,11.0,2022-11-16,20-343,HOU,DAL,0,4.55,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-4,0.0,0.0,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,1.0,91.0,5.055555555555555,0.3,75.79999999999998,4.21111111111111,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,W (+9),W (+9)
16.0,12.0,2022-11-18,20-345,HOU,IND,0,3.5166666666666666,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,-8,1.0,1.0,1.0,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,2.0,18.0,1.0,2.3999999999999995,24.2,1.3444444444444443,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-8),L (-8)
17.0,,2022-11-20,20-347,HOU,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,,87.0,4.833333333333333,0.0,86.4,4.800000000000001,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-7),L (-7)
18.0,13.0,2022-11-25,20-352,HOU,ATL,0,5.316666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.1,-10,0.0,0.0,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,0.0,69.0,3.8333333333333335,-1.1,70.69999999999999,3.927777777777777,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,W (+6),W (+6)
19.0,14.0,2022-11-26,20-353,HOU,OKC,0,2.4166666666666665,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,-0.4,-9,2.0,1.0,0.5,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,-1.0,71.0,3.9444444444444446,-0.4,70.9,3.938888888888889,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,W (+13),W (+13)
20.0,15.0,2022-11-28,20-355,HOU,DEN,0,6.116666666666666,1.0,2.0,.500,0.0,0.0,,2,2.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,3.7,+4,2.0,1.0,0.5,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,2.0,58.0,3.2222222222222223,2.8999999999999995,63.8,3.5444444444444443,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-16),L (-16)
21.0,16.0,2022-11-30,20-357,HOU,DEN,0,3.1,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.4,+3,2.0,2.0,1.0,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,2.0,52.0,2.888888888888889,3.4000000000000004,56.19999999999999,3.122222222222222,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,,
22.0,,2022-12-02,20-359,HOU,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,,49.0,2.7222222222222223,0.0,61.3,3.4055555555555554,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-20),L (-20)
23.0,17.0,2022-12-03,20-360,HOU,GSW,0,11.166666666666666,2.0,4.0,.500,0.0,0.0,,2,2.0,1.000,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,6.4,+4,4.0,2.0,0.5,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,3.0,48.0,2.6666666666666665,5.6,52.1,2.8944444444444444,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,W (+1),W (+1)
24.0,,2022-12-05,20-362,HOU,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,,54.0,3.0,0.0,65.29999999999998,3.627777777777777,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,L (-19),L (-19)
25.0,18.0,2022-12-08,21-000,HOU,SAS,0,4.5,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.6,+11,2.0,1.0,0.5,58,27,20,44,4,29,31,61,28,58,64,41,64,5,25,57,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.7733333333333333,0.8709677419354839,0.5128205128205128,0.7719298245614035,1.0,0.4202898550724637,0.5740740740740741,0.7721518987341772,0.9032258064516128,0.7631578947368421,0.7804878048780488,0.6949152542372882,0.7804878048780488,1.0,0.8064516129032258,0.76,,9,26,36.0,10.0,34.0,0.25,0.0,0.0,18,2.0,56.0,3.111111111111111,1.5999999999999996,59.89999999999999,3.327777777777777,11.5,0.0,-4.3,-3.0,-1.4,0.0409646514701024,0.523,0.271,0.182,-0.5,-0.3,W (+9),W (+9)
