Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Jay Huff,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Rui Hachimura,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Marcus Smart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11,6,2022-11-07,37-136,WAS,CHO,0,5.166666666666667,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,+3,1.0,0.0,0.0,33,31,46,46,30,47,3,2,4,18,37,37,41,38,5,16,4,23,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,11.0,56.0,10.0,0.559322033898305,0.62,0.6216216216216216,0.5897435897435898,0.6,0.618421052631579,0.5,0.3333333333333333,0.5714285714285714,0.6428571428571429,0.5967741935483871,0.0,0.5692307692307692,0.640625,0.6129032258064516,0.5555555555555556,0.2539682539682539,0.3636363636363636,0.4107142857142857,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,2.0,74.0,4.111111111111111,0.9999999999999996,76.39999999999999,4.244444444444444,11.4,0.8,-3.2,-3.6,0.5,0.0181053992887164,0.585,0.192,0.336,-0.1,0.4,W (+8),W (+8)
12,,2022-11-10,37-139,WAS,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,31,46,46,30,47,3,2,4,18,37,37,41,38,5,16,4,23,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,11.0,56.0,10.0,0.559322033898305,0.62,0.6216216216216216,0.5897435897435898,0.6,0.618421052631579,0.5,0.3333333333333333,0.5714285714285714,0.6428571428571429,0.5967741935483871,0.0,0.5692307692307692,0.640625,0.6129032258064516,0.5555555555555556,0.2539682539682539,0.3636363636363636,0.4107142857142857,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,94.0,5.222222222222222,0.0,82.30000000000001,4.572222222222223,11.4,0.8,-3.2,-3.6,0.5,0.0181053992887164,0.585,0.192,0.336,-0.1,0.4,W (+8),W (+8)
13,,2022-11-12,37-141,WAS,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,31,46,46,30,47,3,2,4,18,37,37,41,38,5,16,4,23,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,11.0,56.0,10.0,0.559322033898305,0.62,0.6216216216216216,0.5897435897435898,0.6,0.618421052631579,0.5,0.3333333333333333,0.5714285714285714,0.6428571428571429,0.5967741935483871,0.0,0.5692307692307692,0.640625,0.6129032258064516,0.5555555555555556,0.2539682539682539,0.3636363636363636,0.4107142857142857,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,92.0,5.111111111111111,0.0,102.09999999999998,5.672222222222221,11.4,0.8,-3.2,-3.6,0.5,0.0181053992887164,0.585,0.192,0.336,-0.1,0.4,W (+9),W (+9)
14,,2022-11-13,37-142,WAS,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,31,46,46,30,47,3,2,4,18,37,37,41,38,5,16,4,23,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,11.0,56.0,10.0,0.559322033898305,0.62,0.6216216216216216,0.5897435897435898,0.6,0.618421052631579,0.5,0.3333333333333333,0.5714285714285714,0.6428571428571429,0.5967741935483871,0.0,0.5692307692307692,0.640625,0.6129032258064516,0.5555555555555556,0.2539682539682539,0.3636363636363636,0.4107142857142857,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,68.0,3.7777777777777777,0.0,75.89999999999999,4.216666666666666,11.4,0.8,-3.2,-3.6,0.5,0.0181053992887164,0.585,0.192,0.336,-0.1,0.4,W (+10),W (+10)
15,,2022-11-16,37-145,WAS,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,31,46,46,30,47,3,2,4,18,37,37,41,38,5,16,4,23,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,11.0,56.0,10.0,0.559322033898305,0.62,0.6216216216216216,0.5897435897435898,0.6,0.618421052631579,0.5,0.3333333333333333,0.5714285714285714,0.6428571428571429,0.5967741935483871,0.0,0.5692307692307692,0.640625,0.6129032258064516,0.5555555555555556,0.2539682539682539,0.3636363636363636,0.4107142857142857,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,84.0,4.666666666666667,0.0,94.20000000000002,5.233333333333334,11.4,0.8,-3.2,-3.6,0.5,0.0181053992887164,0.585,0.192,0.336,-0.1,0.4,L (-1),L (-1)
16,7,2022-11-18,37-147,WAS,MIA,0,16.233333333333334,0.0,2.0,.000,0.0,0.0,,0,0.0,,3.0,5.0,8.0,1.0,1.0,2.0,1.0,4.0,0.0,2.7,+12,2.0,0.0,0.0,33,31,46,46,30,47,3,2,4,18,37,37,41,38,5,16,4,23,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,11.0,56.0,10.0,0.559322033898305,0.62,0.6216216216216216,0.5897435897435898,0.6,0.618421052631579,0.5,0.3333333333333333,0.5714285714285714,0.6428571428571429,0.5967741935483871,0.0,0.5692307692307692,0.640625,0.6129032258064516,0.5555555555555556,0.2539682539682539,0.3636363636363636,0.4107142857142857,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,9.0,70.0,3.888888888888889,2.699999999999999,74.20000000000002,4.122222222222224,11.4,0.8,-3.2,-3.6,0.5,0.0181053992887164,0.585,0.192,0.336,-0.1,0.4,W (+1),W (+1)
17,8,2022-11-20,37-149,WAS,CHO,0,5.833333333333333,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,+2,2.0,1.0,0.5,33,31,46,46,30,47,3,2,4,18,37,37,41,38,5,16,4,23,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,11.0,56.0,10.0,0.559322033898305,0.62,0.6216216216216216,0.5897435897435898,0.6,0.618421052631579,0.5,0.3333333333333333,0.5714285714285714,0.6428571428571429,0.5967741935483871,0.0,0.5692307692307692,0.640625,0.6129032258064516,0.5555555555555556,0.2539682539682539,0.3636363636363636,0.4107142857142857,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,68.0,3.7777777777777777,0.4999999999999998,76.39999999999999,4.244444444444444,11.4,0.8,-3.2,-3.6,0.5,0.0181053992887164,0.585,0.192,0.336,-0.1,0.4,W (+4),W (+4)
18,9,2022-11-23,37-152,WAS,MIA,0,4.916666666666667,2.0,3.0,.667,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.7,+5,3.0,2.0,0.6666666666666666,33,31,46,46,30,47,3,2,4,18,37,37,41,38,5,16,4,23,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,11.0,56.0,10.0,0.559322033898305,0.62,0.6216216216216216,0.5897435897435898,0.6,0.618421052631579,0.5,0.3333333333333333,0.5714285714285714,0.6428571428571429,0.5967741935483871,0.0,0.5692307692307692,0.640625,0.6129032258064516,0.5555555555555556,0.2539682539682539,0.3636363636363636,0.4107142857142857,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,79.0,4.388888888888889,2.7,87.20000000000002,4.844444444444445,11.4,0.8,-3.2,-3.6,0.5,0.0181053992887164,0.585,0.192,0.336,-0.1,0.4,L (-8),L (-8)
19,,2022-11-25,37-154,WAS,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,31,46,46,30,47,3,2,4,18,37,37,41,38,5,16,4,23,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,11.0,56.0,10.0,0.559322033898305,0.62,0.6216216216216216,0.5897435897435898,0.6,0.618421052631579,0.5,0.3333333333333333,0.5714285714285714,0.6428571428571429,0.5967741935483871,0.0,0.5692307692307692,0.640625,0.6129032258064516,0.5555555555555556,0.2539682539682539,0.3636363636363636,0.4107142857142857,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,86.0,4.777777777777778,0.0,98.5,5.472222222222222,11.4,0.8,-3.2,-3.6,0.5,0.0181053992887164,0.585,0.192,0.336,-0.1,0.4,L (-3),L (-3)
20,10,2022-11-27,37-156,WAS,BOS,0,12.3,4.0,6.0,.667,0.0,1.0,.000,4,4.0,1.000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,12.0,9.6,+7,5.0,4.0,0.8,33,31,46,46,30,47,3,2,4,18,37,37,41,38,5,16,4,23,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,11.0,56.0,10.0,0.559322033898305,0.62,0.6216216216216216,0.5897435897435898,0.6,0.618421052631579,0.5,0.3333333333333333,0.5714285714285714,0.6428571428571429,0.5967741935483871,0.0,0.5692307692307692,0.640625,0.6129032258064516,0.5555555555555556,0.2539682539682539,0.3636363636363636,0.4107142857142857,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,3.0,62.0,3.4444444444444446,8.0,89.5,4.972222222222222,11.4,0.8,-3.2,-3.6,0.5,0.0181053992887164,0.585,0.192,0.336,-0.1,0.4,L (-9),L (-9)
