Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Stanley Umude,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Mfiondu Kabengele,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Shared Games with James Wiseman,Shared Games with Aaron Holiday,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Bruno Fernando,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Garrison Mathews,Jalen Johnson,Jarrett Culver,John Collins,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,co_inf with Aaron Holiday,co_inf with Bruno Fernando,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
45.0,41.0,2023-01-11,23-277,DET,MIN,1.0,37.93333333333333,10.0,16.0,0.625,4.0,6.0,0.667,7.0,8.0,0.875,1.0,5.0,6.0,1.0,1.0,0.0,4.0,1.0,31.0,22.9,2.0,10.0,6.0,0.6,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,11.0,79.0,2.1944444444444446,20.10000000000001,103.39999999999998,2.872222222222222,14.6,3.9,-0.3,0.9,-1.2,0.0852404643449419,0.564,0.5,0.285,0.9,2.6,L (-12),L (-12)
46.0,42.0,2023-01-13,23-279,DET,NOP,1.0,30.75,5.0,14.0,0.357,1.0,4.0,0.25,9.0,10.0,0.9,3.0,7.0,10.0,3.0,1.0,1.0,2.0,2.0,20.0,17.0,-14.0,10.0,4.0,0.4,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,9.0,87.0,2.4166666666666665,13.400000000000002,120.5,3.3472222222222223,14.6,3.9,-0.3,0.9,-1.2,0.0852404643449419,0.564,0.5,0.285,0.9,2.6,L (-31),L (-31)
47.0,43.0,2023-01-15,23-281,DET,NYK,1.0,36.03333333333333,6.0,14.0,0.429,5.0,10.0,0.5,4.0,4.0,1.0,1.0,5.0,6.0,1.0,1.0,0.0,1.0,3.0,21.0,15.3,-20.0,4.0,1.0,0.25,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,10.0,79.0,2.1944444444444446,13.7,93.1,2.586111111111111,14.6,3.9,-0.3,0.9,-1.2,0.0852404643449419,0.564,0.5,0.285,0.9,2.6,W (+17),W (+17)
48.0,44.0,2023-01-19,23-285,DET,CHI,1.0,28.433333333333334,6.0,16.0,0.375,2.0,5.0,0.4,2.0,2.0,1.0,3.0,6.0,9.0,1.0,3.0,1.0,1.0,0.0,16.0,14.5,-13.0,11.0,4.0,0.3636363636363636,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,11.0,57.0,1.5833333333333333,13.7,73.5,2.0416666666666665,14.6,3.9,-0.3,0.9,-1.2,0.0852404643449419,0.564,0.5,0.285,0.9,2.6,L (-6),L (-6)
49.0,45.0,2023-01-23,23-289,DET,MIL,1.0,28.516666666666666,6.0,14.0,0.429,2.0,6.0,0.333,7.0,9.0,0.778,1.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,21.0,14.3,-11.0,8.0,4.0,0.5,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,3.0,81.0,2.25,11.499999999999996,112.4,3.1222222222222222,14.6,3.9,-0.3,0.9,-1.2,0.0852404643449419,0.564,0.5,0.285,0.9,2.6,L (-13),L (-13)
50.0,46.0,2023-01-26,23-292,DET,BRK,1.0,31.83333333333333,10.0,19.0,0.526,5.0,8.0,0.625,0.0,0.0,,6.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,25.0,22.9,7.0,11.0,5.0,0.4545454545454545,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,18.0,75.0,2.083333333333333,22.90000000000001,98.4,2.7333333333333334,14.6,3.9,-0.3,0.9,-1.2,0.0852404643449419,0.564,0.5,0.285,0.9,2.6,L (-18),L (-18)
51.0,47.0,2023-01-28,23-294,DET,HOU,1.0,27.25,4.0,11.0,0.364,1.0,7.0,0.143,1.0,1.0,1.0,0.0,6.0,6.0,2.0,0.0,0.0,1.0,2.0,10.0,5.3,-10.0,4.0,3.0,0.75,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,5.0,72.0,2.0,4.9,102.7,2.852777777777778,14.6,3.9,-0.3,0.9,-1.2,0.0852404643449419,0.564,0.5,0.285,0.9,2.6,L (-20),L (-20)
52.0,48.0,2023-01-30,23-296,DET,DAL,1.0,32.083333333333336,5.0,15.0,0.333,5.0,11.0,0.455,3.0,4.0,0.75,0.0,5.0,5.0,2.0,3.0,0.0,1.0,3.0,18.0,12.8,-3.0,4.0,0.0,0.0,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,8.0,95.0,2.638888888888889,11.599999999999998,103.0,2.861111111111111,14.6,3.9,-0.3,0.9,-1.2,0.0852404643449419,0.564,0.5,0.285,0.9,2.6,W (+8),W (+8)
53.0,49.0,2023-02-03,23-300,DET,CHO,0.0,30.03333333333333,8.0,16.0,0.5,3.0,8.0,0.375,3.0,4.0,0.75,3.0,5.0,8.0,2.0,0.0,0.0,1.0,4.0,22.0,16.0,6.0,8.0,5.0,0.625,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,11.0,83.0,2.305555555555556,14.799999999999995,104.3,2.897222222222222,14.6,3.9,-0.3,0.9,-1.2,0.0852404643449419,0.564,0.5,0.285,0.9,2.6,L (-3),L (-3)
54.0,50.0,2023-02-04,23-301,DET,PHO,0.0,34.21666666666667,7.0,12.0,0.583,4.0,8.0,0.5,7.0,7.0,1.0,2.0,3.0,5.0,4.0,2.0,0.0,1.0,0.0,25.0,25.5,-8.0,4.0,3.0,0.75,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,16.0,62.0,1.7222222222222223,22.699999999999992,82.6,2.2944444444444443,14.6,3.9,-0.3,0.9,-1.2,0.0852404643449419,0.564,0.5,0.285,0.9,2.6,L (-6),L (-6)
55.0,51.0,2023-02-06,23-303,DET,BOS,0.0,30.45,5.0,15.0,0.333,1.0,5.0,0.2,3.0,3.0,1.0,3.0,3.0,6.0,4.0,2.0,1.0,1.0,4.0,14.0,11.4,5.0,10.0,4.0,0.4,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,8.0,67.0,1.8611111111111112,10.2,84.50000000000001,2.3472222222222228,14.6,3.9,-0.3,0.9,-1.2,0.0852404643449419,0.564,0.5,0.285,0.9,2.6,W (+6),W (+6)
56.0,52.0,2023-02-08,23-305,DET,CLE,0.0,22.966666666666665,1.0,6.0,0.167,1.0,4.0,0.25,4.0,4.0,1.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,7.0,5.7,-28.0,2.0,0.0,0.0,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,4.0,72.0,2.0,4.1,79.69999999999999,2.213888888888889,14.6,3.9,-0.3,0.9,-1.2,0.0852404643449419,0.564,0.5,0.285,0.9,2.6,L (-16),L (-16)
57.0,,2023-02-11,23-308,ATL,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,,76.0,2.111111111111111,0.0,104.8,2.911111111111111,14.6,3.9,-0.3,0.9,-1.2,0.0852404643449419,0.564,0.5,0.285,0.9,2.6,L (-12),L (-12)
58.0,53.0,2023-02-13,23-310,ATL,CHO,1.0,20.766666666666666,4.0,9.0,0.444,3.0,5.0,0.6,1.0,1.0,1.0,1.0,4.0,5.0,0.0,0.0,1.0,2.0,0.0,12.0,7.9,0.0,4.0,1.0,0.25,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,6.0,68.0,1.8888888888888888,7.499999999999998,104.1,2.8916666666666666,14.6,3.9,-0.3,0.9,-1.2,0.0852404643449419,0.564,0.5,0.285,0.9,2.6,L (-28),L (-28)
59.0,54.0,2023-02-15,23-312,ATL,NYK,0.0,18.48333333333333,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,,2.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,2.2,-1.0,3.0,1.0,0.3333333333333333,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,4.0,40.0,1.1111111111111112,2.2,65.1,1.808333333333333,14.6,3.9,-0.3,0.9,-1.2,0.0852404643449419,0.564,0.5,0.285,0.9,2.6,W (+19),W (+19)
60.0,55.0,2023-02-24,23-321,ATL,CLE,1.0,28.05,6.0,9.0,0.667,5.0,8.0,0.625,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,19.0,17.8,20.0,1.0,1.0,1.0,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,13.0,78.0,2.1666666666666665,16.999999999999996,95.1,2.6416666666666666,14.6,3.9,-0.3,0.9,-1.2,0.0852404643449419,0.564,0.5,0.285,0.9,2.6,L (-6),L (-6)
61.0,56.0,2023-02-26,23-323,ATL,BRK,0.0,31.716666666666665,2.0,6.0,0.333,2.0,3.0,0.667,0.0,0.0,,0.0,4.0,4.0,0.0,1.0,0.0,1.0,4.0,6.0,2.2,13.0,3.0,0.0,0.0,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,4.0,49.0,1.3611111111111112,2.2000000000000006,89.80000000000001,2.494444444444445,14.6,3.9,-0.3,0.9,-1.2,0.0852404643449419,0.564,0.5,0.285,0.9,2.6,L (-21),L (-21)
