Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Derrick Favors,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci
10,11,11,2022-11-09,33-218,ATL,,UTA,L (-6),0,19.1,4.0,9.0,.444,2.0,6.0,.333,0,0,,0,2,2,0,0,0,2,2,10,3.1,-14,3.0,2.0,0.6666666666666666,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
11,12,12,2022-11-10,33-219,ATL,,PHI,W (+9),0,22.65,2.0,4.0,.500,2.0,4.0,.500,0,0,,1,3,4,0,0,0,3,1,6,2.2,+11,0.0,0.0,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
12,13,13,2022-11-12,33-221,ATL,@,PHI,L (-12),0,15.466666666666667,0.0,2.0,.000,0.0,1.0,.000,0,0,,0,3,3,1,0,1,1,2,0,-0.9,+3,1.0,0.0,0.0,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
13,14,,2022-11-14,33-223,ATL,@,MIL,W (+15),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
14,15,14,2022-11-16,33-225,ATL,,BOS,L (-25),0,6.7,0.0,1.0,.000,0.0,1.0,.000,0,0,,0,0,0,0,0,1,0,1,0,-0.4,-2,0.0,0.0,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
15,16,15,2022-11-19,33-228,ATL,,TOR,W (+2),0,7.266666666666667,2.0,5.0,.400,1.0,3.0,.333,0,0,,0,0,0,0,0,0,1,0,5,1.3,-6,2.0,1.0,0.5,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
16,17,16,2022-11-21,33-230,ATL,@,CLE,L (-12),0,15.516666666666667,0.0,3.0,.000,0.0,3.0,.000,0,0,,0,0,0,1,0,0,0,2,0,-2.2,-2,0.0,0.0,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
17,18,,2022-11-23,33-232,ATL,,SAC,W (+9),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
18,19,17,2022-11-25,33-234,ATL,@,HOU,L (-6),0,1.4166666666666667,0.0,0.0,,0.0,0.0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1,0.0,0.0,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
19,20,,2022-11-27,33-236,ATL,,MIA,L (-8),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
20,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
21,21,18,2022-11-28,33-237,ATL,@,PHI,L (-3),0,20.516666666666666,6.0,8.0,.750,4.0,5.0,.800,0,0,,0,1,1,1,0,0,1,2,16,12.0,-13,3.0,2.0,0.6666666666666666,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
22,22,,2022-11-30,33-239,ATL,@,ORL,W (+17),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
23,23,,2022-12-02,33-241,ATL,,DEN,W (+8),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
24,24,,2022-12-05,33-244,ATL,,OKC,L (-7),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
25,25,19,2022-12-07,33-246,ATL,@,NYK,L (-24),0,23.916666666666668,2.0,7.0,.286,1.0,3.0,.333,0,0,,0,1,1,0,1,1,1,1,5,1.5,-17,4.0,1.0,0.25,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
26,26,20,2022-12-09,33-248,ATL,@,BRK,L (-4),0,10.65,0.0,1.0,.000,0.0,1.0,.000,0,0,,0,1,1,0,0,1,1,1,0,-1.1,+4,0.0,0.0,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
27,27,21,2022-12-11,33-250,ATL,,CHI,W (+1),0,4.616666666666667,0.0,1.0,.000,0.0,1.0,.000,0,0,,0,0,0,0,0,1,0,0,0,0.0,-2,0.0,0.0,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
28,28,22,2022-12-12,33-251,ATL,@,MEM,L (-25),0,18.916666666666668,2.0,7.0,.286,2.0,6.0,.333,0,0,,0,0,0,1,0,0,0,1,6,2.2,+2,1.0,0.0,0.0,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
29,29,23,2022-12-14,33-253,ATL,@,ORL,L (-11),0,20.483333333333334,1.0,1.0,1.000,0.0,0.0,,0,0,,0,0,0,2,0,1,0,2,2,3.0,+3,1.0,1.0,1.0,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
30,30,,2022-12-16,33-255,ATL,@,CHO,W (+19),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
31,31,,2022-12-19,33-258,ATL,,ORL,W (+1),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
32,32,,2022-12-21,33-260,ATL,,CHI,L (-2),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
33,33,24,2022-12-23,33-262,ATL,,DET,W (+25),0,3.3666666666666667,1.0,1.0,1.000,1.0,1.0,1.000,0,0,,0,1,1,0,0,0,0,0,3,3.0,+1,0.0,0.0,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
34,34,25,2022-12-27,33-266,ATL,@,IND,L (-15),0,6.85,1.0,5.0,.200,1.0,3.0,.333,0,0,,1,1,2,1,0,0,0,0,3,1.6,-8,2.0,0.0,0.0,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
35,35,26,2022-12-28,33-267,ATL,,BRK,L (-1),0,8.35,0.0,1.0,.000,0.0,1.0,.000,0,0,,0,0,0,2,0,1,0,0,0,1.4,+14,0.0,0.0,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
