Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Derrick Favors,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci
72,70,39,2023-03-17,33-346,DAL,@,LAL,W (+1),0,16.133333333333333,1.0,1.0,1.000,0.0,0.0,,0,0,,1,1,2,1,2,2,1,1,2,5.4,+3,1.0,1.0,1.0,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
73,71,,2023-03-20,33-349,DAL,@,MEM,L (-4),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
74,72,40,2023-03-22,33-351,DAL,,GSW,L (-2),0,23.0,2.0,6.0,.333,1.0,5.0,.200,0,0,,0,2,2,1,0,0,0,4,5,1.3,-2,1.0,1.0,1.0,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
75,73,41,2023-03-24,33-353,DAL,,CHO,L (-8),0,0.95,0.0,2.0,.000,0.0,1.0,.000,0,0,,0,0,0,0,0,0,0,2,0,-2.2,-8,1.0,0.0,0.0,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
76,74,42,2023-03-26,33-355,DAL,@,CHO,L (-6),0,13.933333333333334,0.0,2.0,.000,0.0,2.0,.000,0,0,,0,1,1,1,0,0,0,1,0,-0.8,+7,0.0,0.0,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
77,75,43,2023-03-27,33-356,DAL,@,IND,W (+23),0,9.083333333333334,1.0,2.0,.500,0.0,1.0,.000,2,2,1.000,0,2,2,0,0,0,1,0,4,2.6,-6,1.0,1.0,1.0,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
78,76,,2023-03-29,33-358,DAL,@,PHI,L (-8),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
79,77,44,2023-04-01,33-361,DAL,@,MIA,L (-7),0,4.216666666666667,0.0,1.0,.000,0.0,1.0,.000,3,3,1.000,0,0,0,0,0,0,0,0,3,2.3,0,0.0,0.0,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
80,78,,2023-04-02,33-362,DAL,@,ATL,L (-2),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
81,79,,2023-04-05,34-000,DAL,,SAC,W (+4),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
82,80,45,2023-04-07,34-002,DAL,,CHI,L (-3),0,26.45,5.0,11.0,.455,1.0,6.0,.167,0,1,.000,1,5,6,3,2,1,1,2,11,10.1,+12,5.0,4.0,0.8,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
83,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
84,81,46,2023-04-09,34-004,DAL,,SAS,L (-21),0,23.3,2.0,9.0,.222,1.0,5.0,.200,0,0,,0,2,2,0,1,0,0,3,5,-0.1,-15,4.0,1.0,0.25,26,24,9,23,23,24,0,1,13,27,5,23,27,25,13,9,12,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.4126984126984127,0.3333333333333333,0.1666666666666666,0.3538461538461538,0.3432835820895522,0.3243243243243243,,0.5,0.3611111111111111,0.3857142857142857,0.5,0.323943661971831,0.3375,0.3424657534246575,0.5652173913043478,0.5625,0.4137931034482758
