Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Bogdan Bogdanović,Shared Games with Saddiq Bey,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
55.0,30.0,2023-02-07,30-173,ATL,NOP,0.0,30.883333333333333,7.0,13.0,0.538,5.0,9.0,0.556,3.0,5.0,0.6,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,22.0,17.2,2.0,4.0,2.0,0.5,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,75.0,3.75,16.0,94.70000000000002,4.735000000000001,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+7),W (+7)
56.0,31.0,2023-02-09,30-175,ATL,PHO,0.0,22.08333333333333,2.0,12.0,0.167,2.0,9.0,0.222,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,6.0,-1.8,-1.0,3.0,0.0,0.0,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,76.0,3.8,-1.7999999999999994,83.79999999999998,4.19,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-20),L (-20)
57.0,32.0,2023-02-11,30-177,ATL,SAS,0.0,26.85,5.0,9.0,0.556,3.0,3.0,1.0,0.0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,13.0,11.4,0.0,6.0,2.0,0.3333333333333333,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,76.0,3.8,11.4,104.8,5.24,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-9),L (-9)
58.0,33.0,2023-02-13,30-179,ATL,CHO,0.0,31.366666666666667,4.0,11.0,0.364,3.0,5.0,0.6,0.0,0.0,,1.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,11.0,8.8,-3.0,6.0,1.0,0.1666666666666666,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,74.0,3.7,8.799999999999997,111.6,5.58,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+9),W (+9)
59.0,34.0,2023-02-15,30-181,ATL,NYK,0.0,23.616666666666667,3.0,5.0,0.6,1.0,3.0,0.333,1.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,8.0,9.6,-8.0,2.0,2.0,1.0,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,44.0,2.2,9.199999999999998,67.30000000000001,3.3650000000000007,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+19),W (+19)
60.0,35.0,2023-02-24,30-190,ATL,CLE,0.0,22.383333333333333,4.0,5.0,0.8,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,10.0,7.4,8.0,2.0,2.0,1.0,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,91.0,4.55,7.399999999999999,112.10000000000002,5.605000000000001,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-6),L (-6)
61.0,36.0,2023-02-26,30-192,ATL,BRK,0.0,28.28333333333333,7.0,11.0,0.636,5.0,8.0,0.625,3.0,3.0,1.0,0.0,6.0,6.0,3.0,3.0,0.0,2.0,1.0,22.0,21.6,28.0,3.0,2.0,0.6666666666666666,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,53.0,2.65,20.40000000000001,92.0,4.6,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-21),L (-21)
62.0,37.0,2023-02-28,30-194,ATL,WAS,0.0,19.516666666666666,4.0,7.0,0.571,4.0,5.0,0.8,4.0,4.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,16.0,12.7,-2.0,2.0,0.0,0.0,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,62.0,3.1,11.100000000000003,86.10000000000001,4.305000000000001,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+17),W (+17)
63.0,38.0,2023-03-03,30-197,ATL,POR,0.0,23.016666666666666,3.0,9.0,0.333,1.0,5.0,0.2,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,7.0,3.8,13.0,4.0,2.0,0.5,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,90.0,4.5,3.8000000000000007,106.5,5.325,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,,
64.0,39.0,2023-03-04,30-198,ATL,MIA,0.0,26.1,4.0,9.0,0.444,3.0,5.0,0.6,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,4.0,13.0,6.1,0.0,4.0,1.0,0.25,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,54.0,2.7,5.299999999999999,74.5,3.725,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+2),W (+2)
65.0,40.0,2023-03-06,30-200,ATL,MIA,0.0,24.416666666666668,4.0,8.0,0.5,2.0,5.0,0.4,2.0,3.0,0.667,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,12.0,10.6,-3.0,3.0,2.0,0.6666666666666666,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,67.0,3.35,9.8,95.29999999999998,4.764999999999999,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-3),L (-3)
66.0,41.0,2023-03-08,30-202,ATL,WAS,0.0,24.416666666666668,5.0,7.0,0.714,2.0,3.0,0.667,2.0,2.0,1.0,1.0,7.0,8.0,5.0,2.0,0.0,0.0,1.0,14.0,19.0,7.0,4.0,3.0,0.75,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,58.0,2.9,18.200000000000003,99.0,4.95,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+18),W (+18)
67.0,42.0,2023-03-10,30-204,ATL,WAS,0.0,22.3,5.0,11.0,0.455,4.0,8.0,0.5,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,15.0,8.8,10.0,3.0,1.0,0.3333333333333333,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,64.0,3.2,8.400000000000002,84.2,4.21,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-8),L (-8)
68.0,,2023-03-11,30-205,ATL,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,77.0,3.85,0.0,95.1,4.755,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-2),L (-2)
69.0,43.0,2023-03-13,30-207,ATL,MIN,0.0,20.066666666666663,1.0,8.0,0.125,0.0,4.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,-2.9,-8.0,4.0,1.0,0.25,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,59.0,2.95,-2.9,73.99999999999999,3.6999999999999993,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+2),W (+2)
70.0,44.0,2023-03-17,30-211,ATL,GSW,0.0,25.58333333333333,5.0,11.0,0.455,4.0,8.0,0.5,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,14.0,9.9,8.0,3.0,1.0,0.3333333333333333,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,72.0,3.6,9.9,100.0,5.0,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+7),W (+7)
71.0,45.0,2023-03-19,30-213,ATL,SAS,0.0,22.45,4.0,8.0,0.5,2.0,4.0,0.5,3.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,13.0,9.1,1.0,4.0,2.0,0.5,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,63.0,3.15,7.899999999999999,85.79999999999998,4.289999999999999,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-9),L (-9)
72.0,46.0,2023-03-21,30-215,ATL,DET,1.0,27.266666666666666,5.0,11.0,0.455,4.0,9.0,0.444,4.0,5.0,0.8,0.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,18.0,11.5,17.0,2.0,1.0,0.5,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,84.0,4.2,9.9,104.59999999999998,5.229999999999999,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-21),L (-21)
73.0,47.0,2023-03-22,30-216,ATL,MIN,1.0,30.78333333333333,5.0,11.0,0.455,1.0,6.0,0.167,0.0,0.0,,0.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,11.0,7.6,1.0,5.0,4.0,0.8,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,80.0,4.0,7.6,102.4,5.12,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+8),W (+8)
74.0,48.0,2023-03-25,30-219,ATL,IND,1.0,31.866666666666667,4.0,8.0,0.5,1.0,2.0,0.5,0.0,0.0,,1.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,9.0,6.5,-5.0,6.0,3.0,0.5,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,89.0,4.45,6.499999999999999,116.0,5.8,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-8),L (-8)
75.0,49.0,2023-03-26,30-220,ATL,MEM,0.0,22.366666666666667,4.0,9.0,0.444,2.0,7.0,0.286,0.0,0.0,,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,10.0,8.3,-9.0,2.0,2.0,1.0,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,63.0,3.15,8.299999999999999,88.4,4.42,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+22),W (+22)
76.0,50.0,2023-03-28,30-222,ATL,CLE,0.0,22.216666666666665,4.0,8.0,0.5,3.0,6.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,12.0,11.0,10.0,2.0,1.0,0.5,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,62.0,3.1,10.6,88.79999999999998,4.44,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-1),L (-1)
77.0,51.0,2023-03-31,30-225,ATL,BRK,0.0,23.75,4.0,7.0,0.571,2.0,5.0,0.4,2.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,0.0,1.0,2.0,12.0,12.7,8.0,2.0,2.0,1.0,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,49.0,2.45,11.9,76.69999999999999,3.835,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+13),W (+13)
78.0,52.0,2023-04-02,30-227,ATL,DAL,0.0,25.25,6.0,14.0,0.429,4.0,10.0,0.4,0.0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,16.0,11.0,-6.0,4.0,2.0,0.5,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,82.0,4.1,10.999999999999998,105.6,5.279999999999999,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-4),L (-4)
79.0,53.0,2023-04-04,30-229,ATL,CHI,1.0,33.483333333333334,9.0,15.0,0.6,5.0,10.0,0.5,3.0,3.0,1.0,0.0,4.0,4.0,5.0,0.0,0.0,1.0,2.0,26.0,22.0,16.0,5.0,4.0,0.8,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,70.0,3.5,20.8,93.6,4.68,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+2),W (+2)
80.0,,2023-04-05,30-230,ATL,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,88.0,4.4,0.0,106.8,5.34,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,L (-17),L (-17)
81.0,54.0,2023-04-07,30-232,ATL,PHI,0.0,18.183333333333334,3.0,6.0,0.5,2.0,4.0,0.5,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,9.0,6.3,9.0,2.0,1.0,0.5,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,95.0,4.75,5.899999999999999,126.6,6.33,14.2,2.8,0.5,1.1,-0.7,,0.586,0.589,0.126,0.9,1.8,W (+2),W (+2)
