Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Clint Capela,Shared Games with Saddiq Bey,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
56,55,39,2023-02-07,28-265,ATL,@,NOP,L (-9),1,23:02,5.0,7.0,.714,0.0,0.0,,3,5.0,.600,2.0,6.0,8.0,0.0,0.0,0.0,0.0,2.0,13.0,11.7,-19,7.0,5.0,0.7142857142857143,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,9.0,75.0,3.75,10.5,94.70000000000002,4.735000000000001
57,56,40,2023-02-09,28-267,ATL,,PHO,W (+9),1,25:19,3.0,8.0,.375,0.0,0.0,,1,2.0,.500,8.0,9.0,17.0,1.0,2.0,1.0,2.0,4.0,7.0,10.3,+11,8.0,3.0,0.375,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,16.0,76.0,3.8,9.9,83.8,4.1899999999999995
58,57,41,2023-02-11,28-269,ATL,,SAS,W (+19),1,29:03,7.0,12.0,.583,0.0,0.0,,0,0.0,,6.0,6.0,12.0,1.0,0.0,3.0,0.0,1.0,14.0,16.8,+27,12.0,7.0,0.5833333333333334,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,18.0,76.0,3.8,16.800000000000004,104.8,5.24
59,58,42,2023-02-13,28-271,ATL,@,CHO,L (-6),1,29:15,11.0,17.0,.647,0.0,0.0,,0,0.0,,5.0,2.0,7.0,3.0,1.0,0.0,1.0,2.0,22.0,19.9,+2,17.0,11.0,0.6470588235294118,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,15.0,74.0,3.7,19.9,111.6,5.58
60,59,43,2023-02-15,28-273,ATL,,NYK,L (-21),1,25:46,5.0,8.0,.625,0.0,0.0,,0,0.0,,2.0,6.0,8.0,1.0,1.0,1.0,0.0,3.0,10.0,10.8,-15,8.0,5.0,0.625,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,13.0,44.0,2.2,10.799999999999995,67.3,3.3649999999999998
61,60,44,2023-02-24,28-282,ATL,,CLE,W (+17),1,20:56,5.0,7.0,.714,0.0,0.0,,0,0.0,,0.0,4.0,4.0,2.0,0.0,3.0,1.0,4.0,10.0,9.2,+8,7.0,5.0,0.7142857142857143,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,11.0,91.0,4.55,9.2,112.1,5.6049999999999995
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,,0.0,0.0,0.0,0.0,0.0
63,61,45,2023-02-26,28-284,ATL,,BRK,W (+2),1,19:29,2.0,6.0,.333,0.0,0.0,,2,6.0,.333,6.0,6.0,12.0,0.0,0.0,1.0,1.0,0.0,6.0,6.7,-16,6.0,2.0,0.3333333333333333,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,6.0,53.0,2.65,5.9,92.0,4.6
64,62,46,2023-02-28,28-286,ATL,,WAS,L (-3),1,35:14,6.0,8.0,.750,0.0,0.0,,1,2.0,.500,6.0,9.0,15.0,3.0,2.0,3.0,0.0,2.0,13.0,21.7,+2,8.0,6.0,0.75,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,26.0,62.0,3.1,21.3,86.1,4.305
65,63,47,2023-03-03,28-289,ATL,,POR,W (+18),1,25:20,5.0,7.0,.714,0.0,0.0,,1,2.0,.500,4.0,8.0,12.0,3.0,1.0,1.0,1.0,0.0,11.0,15.7,-3,7.0,5.0,0.7142857142857143,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,18.0,90.0,4.5,15.299999999999995,106.5,5.325
66,64,48,2023-03-04,28-290,ATL,@,MIA,L (-8),1,24:56,8.0,10.0,.800,0.0,0.0,,0,0.0,,5.0,8.0,13.0,0.0,1.0,1.0,0.0,3.0,16.0,18.6,-14,10.0,8.0,0.8,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,21.0,54.0,2.7,18.6,74.5,3.725
67,65,49,2023-03-06,28-292,ATL,@,MIA,L (-2),1,33:47,6.0,6.0,1.000,0.0,0.0,,0,2.0,.000,3.0,7.0,10.0,1.0,0.0,0.0,2.0,3.0,12.0,11.1,-6,6.0,6.0,1.0,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,13.0,67.0,3.35,11.1,95.29999999999998,4.764999999999999
68,66,50,2023-03-08,28-294,ATL,@,WAS,W (+2),1,25:27,4.0,7.0,.571,0.0,0.0,,5,6.0,.833,1.0,2.0,3.0,1.0,1.0,1.0,0.0,4.0,13.0,11.4,-2,7.0,4.0,0.5714285714285714,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,6.0,58.0,2.9,9.4,99.0,4.95
69,67,51,2023-03-10,28-296,ATL,@,WAS,W (+7),1,29:26,4.0,10.0,.400,0.0,0.0,,0,0.0,,5.0,5.0,10.0,0.0,0.0,1.0,3.0,2.0,8.0,4.5,-5,10.0,4.0,0.4,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,6.0,64.0,3.2,4.499999999999999,84.19999999999999,4.209999999999999
70,68,52,2023-03-11,28-297,ATL,,BOS,L (-9),1,21:01,6.0,6.0,1.000,0.0,0.0,,0,0.0,,4.0,5.0,9.0,0.0,0.0,0.0,1.0,2.0,12.0,12.7,-20,6.0,6.0,1.0,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,14.0,77.0,3.85,12.7,95.1,4.755
71,69,53,2023-03-13,28-299,ATL,,MIN,L (-21),1,21:35,5.0,7.0,.714,0.0,0.0,,0,0.0,,5.0,5.0,10.0,0.0,1.0,2.0,0.0,0.0,10.0,14.5,-11,7.0,5.0,0.7142857142857143,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,16.0,59.0,2.95,14.5,74.0,3.7
72,70,54,2023-03-17,28-303,ATL,,GSW,W (+8),1,22:23,3.0,4.0,.750,0.0,0.0,,0,2.0,.000,4.0,5.0,9.0,2.0,0.0,2.0,0.0,0.0,6.0,10.7,+11,4.0,3.0,0.75,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,13.0,72.0,3.6,10.7,100.0,5.0
73,71,55,2023-03-19,28-305,ATL,@,SAS,L (-8),1,27:53,7.0,9.0,.778,0.0,0.0,,1,1.0,1.000,3.0,9.0,12.0,1.0,1.0,1.0,1.0,2.0,15.0,16.9,-6,9.0,7.0,0.7777777777777778,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,19.0,63.0,3.15,16.499999999999996,85.8,4.29
74,72,56,2023-03-21,28-307,ATL,,DET,W (+22),1,25:17,6.0,7.0,.857,0.0,0.0,,0,2.0,.000,4.0,12.0,16.0,0.0,2.0,2.0,0.0,2.0,12.0,17.7,+23,7.0,6.0,0.8571428571428571,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,23.0,84.0,4.2,17.699999999999996,104.59999999999998,5.229999999999999
75,73,57,2023-03-22,28-308,ATL,@,MIN,L (-1),1,29:04,5.0,6.0,.833,0.0,0.0,,1,1.0,1.000,3.0,5.0,8.0,3.0,0.0,0.0,0.0,2.0,11.0,13.7,-6,6.0,5.0,0.8333333333333334,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,15.0,80.0,4.0,13.300000000000002,102.4,5.12
76,74,58,2023-03-25,28-311,ATL,,IND,W (+13),1,30:06,5.0,5.0,1.000,0.0,0.0,,7,8.0,.875,5.0,12.0,17.0,2.0,0.0,1.0,2.0,0.0,17.0,22.3,-2,5.0,5.0,1.0,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,22.0,89.0,4.45,19.5,116.0,5.8
77,75,59,2023-03-26,28-312,ATL,,MEM,L (-4),1,28:42,8.0,11.0,.727,0.0,0.0,,2,2.0,1.000,6.0,10.0,16.0,1.0,1.0,4.0,1.0,2.0,18.0,23.4,+3,11.0,8.0,0.7272727272727273,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,26.0,63.0,3.15,22.6,88.39999999999999,4.42
78,76,60,2023-03-28,28-314,ATL,,CLE,W (+2),1,27:28,6.0,10.0,.600,0.0,0.0,,0,1.0,.000,3.0,7.0,10.0,2.0,0.0,0.0,2.0,3.0,12.0,9.4,-14,10.0,6.0,0.6,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,11.0,62.0,3.1,9.4,88.8,4.4399999999999995
79,77,61,2023-03-31,28-317,ATL,@,BRK,L (-17),1,19:52,3.0,6.0,.500,0.0,0.0,,0,0.0,,2.0,4.0,6.0,0.0,1.0,0.0,0.0,2.0,6.0,5.8,-12,6.0,3.0,0.5,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,7.0,49.0,2.45,5.8,76.69999999999997,3.8349999999999986
80,78,62,2023-04-02,28-319,ATL,,DAL,W (+2),1,32:19,6.0,9.0,.667,0.0,0.0,,2,2.0,1.000,1.0,10.0,11.0,1.0,2.0,0.0,1.0,4.0,14.0,13.9,0,9.0,6.0,0.6666666666666666,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,16.0,82.0,4.1,13.099999999999996,105.59999999999998,5.279999999999999
81,79,63,2023-04-04,28-321,ATL,@,CHI,W (+18),1,25:56,5.0,6.0,.833,0.0,0.0,,3,4.0,.750,1.0,13.0,14.0,0.0,0.0,0.0,2.0,2.0,13.0,12.2,+15,6.0,5.0,0.8333333333333334,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,15.0,70.0,3.5,10.999999999999998,93.6,4.68
82,80,64,2023-04-05,28-322,ATL,,WAS,W (+18),1,15:06,3.0,5.0,.600,0.0,0.0,,3,4.0,.750,4.0,4.0,8.0,0.0,1.0,3.0,1.0,4.0,9.0,10.8,+16,5.0,3.0,0.6,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,11.0,88.0,4.4,9.599999999999998,106.8,5.34
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,,0.0,0.0,0.0,0.0,0.0
84,81,65,2023-04-07,28-324,ATL,,PHI,L (-5),1,32:29,5.0,6.0,.833,0.0,0.0,,2,6.0,.333,0.0,4.0,4.0,1.0,1.0,2.0,0.0,1.0,12.0,12.1,-13,6.0,5.0,0.8333333333333334,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,8.0,95.0,4.75,11.299999999999995,126.6,6.33
85,82,,2023-04-09,28-326,ATL,@,BOS,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,47,55,42,53,60,1,21,53,8,57,33,63,60,17,12,24,63.0,72.0,54.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.746031746031746,0.7638888888888888,0.7777777777777778,0.7910447761194029,0.8108108108108109,,0.5,0.5833333333333334,0.7571428571428571,0.8,0.8028169014084507,0.717391304347826,0.7875,0.821917808219178,0.7391304347826086,0.75,0.8275862068965517,65,24,8,9,39.0,54.0,77.0,0.3116883116883117,0.2051282051282051,0.1666666666666666,20,,61.0,3.05,0.0,67.69999999999999,3.3849999999999993
