Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with De'Andre Hunter,Shared Games with Saddiq Bey,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-09,24-342,ATL,UTA,1,32.56666666666667,9.0,15.0,.600,1.0,6.0,.167,3,3.0,1.000,0.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,22.0,15.6,+10,9.0,8.0,0.8888888888888888,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,7.0,85.0,4.25,14.4,106.09999999999998,5.304999999999999,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-6),L (-6)
12.0,12.0,2022-11-10,24-343,ATL,PHI,1,31.933333333333334,6.0,13.0,.462,1.0,3.0,.333,1,2.0,.500,2.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,14.0,6.1,-4,10.0,5.0,0.5,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,1.0,52.0,2.6,5.699999999999998,69.0,3.45,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,W (+9),W (+9)
13.0,13.0,2022-11-12,24-345,ATL,PHI,1,26.633333333333333,4.0,12.0,.333,0.0,3.0,.000,7,8.0,.875,1.0,3.0,4.0,0.0,0.0,0.0,1.0,4.0,15.0,6.8,-12,9.0,4.0,0.4444444444444444,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,-2.0,39.0,1.95,4.0,65.8,3.29,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-12),L (-12)
14.0,14.0,2022-11-14,24-347,ATL,MIL,1,35.18333333333333,6.0,15.0,.400,2.0,3.0,.667,10,10.0,1.000,0.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,24.0,16.0,+10,12.0,4.0,0.3333333333333333,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,3.0,67.0,3.35,11.999999999999996,89.3,4.465,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,W (+15),W (+15)
15.0,15.0,2022-11-16,24-349,ATL,BOS,1,34.46666666666667,4.0,13.0,.308,2.0,6.0,.333,3,3.0,1.000,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,6.3,-21,7.0,2.0,0.2857142857142857,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,1.0,55.0,2.75,5.099999999999999,73.2,3.66,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-25),L (-25)
16.0,16.0,2022-11-19,24-352,ATL,TOR,1,45.3,5.0,14.0,.357,1.0,3.0,.333,11,14.0,.786,1.0,4.0,5.0,1.0,0.0,0.0,3.0,3.0,22.0,11.4,+3,11.0,4.0,0.3636363636363636,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,-3.0,79.0,3.95,6.9999999999999964,95.0,4.75,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,W (+2),W (+2)
17.0,,2022-11-21,24-354,ATL,CLE,Inactive,0.0,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,,57.0,2.85,0.0,71.5,3.575,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-12),L (-12)
18.0,17.0,2022-11-23,24-356,ATL,SAC,1,34.5,5.0,12.0,.417,1.0,4.0,.250,2,2.0,1.000,2.0,8.0,10.0,3.0,1.0,1.0,2.0,1.0,13.0,11.8,+1,8.0,4.0,0.5,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,12.0,87.0,4.35,10.999999999999998,104.9,5.245,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,W (+9),W (+9)
19.0,18.0,2022-11-25,24-358,ATL,HOU,1,38.06666666666667,3.0,12.0,.250,0.0,6.0,.000,2,2.0,1.000,1.0,4.0,5.0,0.0,0.0,0.0,1.0,4.0,8.0,0.1,-1,6.0,3.0,0.5,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,-2.0,53.0,2.65,-0.7000000000000008,82.50000000000001,4.125000000000001,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-6),L (-6)
20.0,19.0,2022-11-27,24-360,ATL,MIA,1,35.28333333333333,6.0,14.0,.429,2.0,4.0,.500,4,4.0,1.000,0.0,3.0,3.0,2.0,2.0,0.0,1.0,2.0,18.0,13.1,-9,10.0,4.0,0.4,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,6.0,54.0,2.7,11.499999999999996,68.2,3.41,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-8),L (-8)
21.0,20.0,2022-11-28,24-361,ATL,PHI,1,34.016666666666666,7.0,11.0,.636,2.0,2.0,1.000,2,3.0,.667,0.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,18.0,12.5,+4,9.0,5.0,0.5555555555555556,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,8.0,63.0,3.15,11.7,66.29999999999998,3.314999999999999,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,,
22.0,21.0,2022-11-30,24-363,ATL,ORL,1,7.25,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.3,+5,1.0,1.0,1.0,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,1.0,108.0,5.4,1.2999999999999998,127.0,6.35,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-3),L (-3)
23.0,,2022-12-02,25-000,ATL,DEN,Inactive,0.0,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,,89.0,4.45,0.0,106.5,5.325,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,W (+17),W (+17)
24.0,,2022-12-05,25-003,ATL,OKC,Inactive,0.0,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,,66.0,3.3,0.0,85.79999999999998,4.289999999999999,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,W (+8),W (+8)
25.0,,2022-12-07,25-005,ATL,NYK,Inactive,0.0,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,50,57,41,53,60,2,27,56,6,60,31,66,61,17,13,21,63.0,72.0,54.0,65.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.7936507936507936,0.7916666666666666,0.7592592592592593,0.8153846153846154,0.8108108108108109,,1.0,0.75,0.8,0.6,0.8450704225352113,0.6739130434782609,0.825,0.8356164383561644,0.7391304347826086,0.8125,0.7241379310344828,67,20,6,8,39.0,54.0,77.0,0.2597402597402597,0.1538461538461538,0.1481481481481481,20,,46.0,2.3,0.0,64.0,3.2,11.5,2.5,-3.3,-1.9,-1.4,0.105962311,0.563,0.348,0.252,-0.7,1.4,L (-7),L (-7)
