Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Saddiq Bey,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
48.0,,2023-01-23,22-043,ATL,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,,68.0,3.5789473684210527,0.0,87.20000000000002,4.589473684210527,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+15),W (+15)
49.0,47.0,2023-01-25,22-045,ATL,OKC,0.0,20.4,4.0,5.0,0.8,0.0,0.0,,0.0,0.0,,1.0,4.0,5.0,2.0,1.0,2.0,3.0,4.0,8.0,7.2,21.0,5.0,4.0,0.8,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,10.0,74.0,3.8947368421052633,7.199999999999999,116.7,6.142105263157895,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-4),L (-4)
50.0,48.0,2023-01-28,22-048,ATL,LAC,0.0,20.05,3.0,5.0,0.6,0.0,0.0,,0.0,0.0,,4.0,5.0,9.0,0.0,1.0,0.0,0.0,4.0,6.0,7.4,-7.0,5.0,3.0,0.6,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,11.0,82.0,4.315789473684211,7.4,113.9,5.994736842105263,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-11),L (-11)
51.0,49.0,2023-01-30,22-050,ATL,POR,0.0,19.28333333333333,4.0,4.0,1.0,0.0,0.0,,0.0,0.0,,2.0,5.0,7.0,1.0,1.0,0.0,0.0,3.0,8.0,10.2,-3.0,4.0,4.0,1.0,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,13.0,64.0,3.3684210526315788,10.2,97.4,5.126315789473685,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+5),W (+5)
52.0,50.0,2023-02-01,22-052,ATL,PHO,0.0,19.95,7.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,4.0,17.0,15.7,24.0,6.0,6.0,1.0,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,13.0,90.0,4.7368421052631575,14.9,99.7,5.247368421052632,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-7),L (-7)
53.0,51.0,2023-02-03,22-054,ATL,UTA,0.0,22.266666666666666,6.0,9.0,0.667,0.0,1.0,0.0,3.0,3.0,1.0,3.0,8.0,11.0,2.0,0.0,0.0,1.0,4.0,15.0,14.4,4.0,8.0,6.0,0.75,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,15.0,79.0,4.157894736842105,13.199999999999998,105.9,5.5736842105263165,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-4),L (-4)
54.0,52.0,2023-02-04,22-055,ATL,DEN,0.0,19.0,3.0,7.0,0.429,0.0,0.0,,0.0,0.0,,2.0,4.0,6.0,1.0,0.0,3.0,0.0,4.0,6.0,6.1,-1.0,7.0,3.0,0.4285714285714285,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,9.0,69.0,3.631578947368421,6.099999999999998,99.2,5.221052631578948,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+32),W (+32)
55.0,53.0,2023-02-07,22-058,ATL,NOP,0.0,19.8,3.0,4.0,0.75,0.0,0.0,,2.0,3.0,0.667,3.0,2.0,5.0,2.0,0.0,3.0,1.0,3.0,8.0,10.0,3.0,4.0,3.0,0.75,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,10.0,65.0,3.421052631578948,9.2,85.5,4.5,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+7),W (+7)
56.0,54.0,2023-02-09,22-060,ATL,PHO,0.0,22.683333333333334,4.0,6.0,0.667,0.0,0.0,,3.0,4.0,0.75,4.0,7.0,11.0,0.0,1.0,1.0,0.0,3.0,11.0,13.4,-2.0,6.0,4.0,0.6666666666666666,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,14.0,62.0,3.263157894736842,12.2,71.6,3.768421052631578,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-20),L (-20)
57.0,55.0,2023-02-11,22-062,ATL,SAS,0.0,18.95,3.0,6.0,0.5,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,6.0,5.3,-8.0,6.0,3.0,0.5,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,5.0,71.0,3.736842105263158,5.300000000000001,99.5,5.2368421052631575,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-9),L (-9)
58.0,56.0,2023-02-13,22-064,ATL,CHO,0.0,18.75,5.0,8.0,0.625,0.0,0.0,,2.0,2.0,1.0,5.0,2.0,7.0,1.0,3.0,2.0,0.0,4.0,12.0,16.0,-8.0,8.0,5.0,0.625,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,15.0,59.0,3.1052631578947367,15.2,96.4,5.0736842105263165,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+9),W (+9)
59.0,57.0,2023-02-15,22-066,ATL,NYK,0.0,18.516666666666666,3.0,9.0,0.333,0.0,0.0,,1.0,2.0,0.5,1.0,3.0,4.0,1.0,0.0,1.0,0.0,4.0,7.0,2.9,-8.0,9.0,3.0,0.3333333333333333,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,2.0,42.0,2.210526315789474,2.499999999999998,64.8,3.4105263157894736,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+19),W (+19)
60.0,58.0,2023-02-24,22-075,ATL,CLE,0.0,25.016666666666666,6.0,7.0,0.857,0.0,0.0,,1.0,2.0,0.5,1.0,10.0,11.0,2.0,2.0,3.0,1.0,2.0,13.0,17.5,15.0,7.0,6.0,0.8571428571428571,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,21.0,70.0,3.684210526315789,17.1,95.0,5.0,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-6),L (-6)
61.0,59.0,2023-02-26,22-077,ATL,BRK,0.0,28.4,3.0,5.0,0.6,0.0,0.0,,4.0,4.0,1.0,3.0,4.0,7.0,1.0,0.0,0.0,1.0,5.0,10.0,8.7,16.0,5.0,3.0,0.6,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,8.0,45.0,2.3684210526315788,7.099999999999998,84.9,4.468421052631579,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-21),L (-21)
62.0,60.0,2023-02-28,22-079,ATL,WAS,0.0,12.766666666666667,1.0,4.0,0.25,0.0,0.0,,1.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,-5.0,4.0,1.0,0.25,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,6.0,56.0,2.9473684210526314,2.5999999999999988,83.5,4.394736842105263,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+17),W (+17)
63.0,61.0,2023-03-03,22-082,ATL,POR,0.0,22.666666666666668,3.0,5.0,0.6,1.0,1.0,1.0,0.0,0.0,,1.0,3.0,4.0,0.0,3.0,1.0,4.0,2.0,7.0,5.2,21.0,4.0,2.0,0.5,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,6.0,84.0,4.421052631578948,5.1999999999999975,101.3,5.3315789473684205,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,,
64.0,62.0,2023-03-04,22-083,ATL,MIA,0.0,23.066666666666663,4.0,5.0,0.8,0.0,0.0,,7.0,8.0,0.875,1.0,3.0,4.0,1.0,0.0,0.0,1.0,5.0,15.0,12.0,6.0,5.0,4.0,0.8,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,6.0,48.0,2.526315789473684,9.2,65.3,3.4368421052631577,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+2),W (+2)
65.0,63.0,2023-03-06,22-085,ATL,MIA,0.0,14.133333333333333,2.0,5.0,0.4,0.0,0.0,,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,6.0,2.1,0.0,5.0,2.0,0.4,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,0.0,67.0,3.526315789473684,1.2999999999999998,94.0,4.947368421052632,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-3),L (-3)
66.0,64.0,2023-03-08,22-087,ATL,WAS,0.0,20.58333333333333,4.0,7.0,0.571,0.0,1.0,0.0,1.0,5.0,0.2,2.0,2.0,4.0,3.0,0.0,2.0,1.0,4.0,9.0,7.0,7.0,6.0,4.0,0.6666666666666666,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,5.0,53.0,2.789473684210526,6.6,92.4,4.863157894736842,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+18),W (+18)
67.0,65.0,2023-03-10,22-089,ATL,WAS,0.0,18.566666666666663,1.0,4.0,0.25,0.0,0.0,,2.0,4.0,0.5,1.0,7.0,8.0,1.0,2.0,1.0,0.0,3.0,4.0,5.8,12.0,4.0,1.0,0.25,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,8.0,56.0,2.9473684210526314,4.999999999999999,79.2,4.16842105263158,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-8),L (-8)
68.0,66.0,2023-03-11,22-090,ATL,BOS,0.0,22.866666666666667,4.0,5.0,0.8,0.0,0.0,,3.0,3.0,1.0,5.0,3.0,8.0,2.0,0.0,1.0,0.0,1.0,11.0,15.2,12.0,5.0,4.0,0.8,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,14.0,63.0,3.3157894736842106,13.999999999999998,81.1,4.268421052631578,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-2),L (-2)
69.0,67.0,2023-03-13,22-092,ATL,MIN,0.0,24.616666666666667,6.0,7.0,0.857,0.0,0.0,,4.0,4.0,1.0,9.0,5.0,14.0,0.0,1.0,1.0,3.0,1.0,16.0,19.6,-12.0,7.0,6.0,0.8571428571428571,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,18.0,41.0,2.1578947368421053,18.0,55.99999999999999,2.9473684210526314,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+2),W (+2)
70.0,68.0,2023-03-17,22-096,ATL,GSW,0.0,23.916666666666668,8.0,9.0,0.889,0.0,0.0,,3.0,4.0,0.75,3.0,4.0,7.0,1.0,1.0,2.0,0.0,2.0,19.0,21.1,-1.0,9.0,8.0,0.8888888888888888,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,17.0,55.0,2.894736842105264,19.89999999999999,80.10000000000001,4.215789473684211,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+7),W (+7)
71.0,69.0,2023-03-19,22-098,ATL,SAS,0.0,20.116666666666667,6.0,8.0,0.75,0.0,0.0,,5.0,5.0,1.0,4.0,3.0,7.0,0.0,1.0,1.0,1.0,2.0,17.0,17.4,-2.0,8.0,6.0,0.75,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,12.0,51.0,2.6842105263157894,15.399999999999997,70.39999999999999,3.705263157894736,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-9),L (-9)
72.0,70.0,2023-03-21,22-100,ATL,DET,0.0,19.85,3.0,5.0,0.6,0.0,0.0,,1.0,2.0,0.5,7.0,1.0,8.0,1.0,1.0,3.0,0.0,2.0,7.0,12.5,4.0,5.0,3.0,0.6,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,13.0,71.0,3.736842105263158,12.099999999999994,92.5,4.868421052631579,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-21),L (-21)
73.0,71.0,2023-03-22,22-101,ATL,MIN,0.0,18.883333333333333,6.0,10.0,0.6,0.0,1.0,0.0,2.0,3.0,0.667,1.0,6.0,7.0,1.0,0.0,3.0,2.0,5.0,14.0,10.3,5.0,9.0,6.0,0.6666666666666666,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,10.0,70.0,3.684210526315789,9.499999999999996,92.9,4.889473684210526,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,W (+8),W (+8)
74.0,72.0,2023-03-25,22-104,ATL,IND,0.0,17.9,3.0,5.0,0.6,0.0,0.0,,6.0,6.0,1.0,4.0,2.0,6.0,3.0,3.0,1.0,1.0,2.0,12.0,17.1,15.0,5.0,3.0,0.6,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,13.0,76.0,4.0,14.7,101.3,5.3315789473684205,19.4,7.1,0.8,0.0,0.8,0.081454021,0.678,0.026,0.394,1.3,4.7,L (-8),L (-8)
