Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Max Christie,Shared Games with Patrick Beverley,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Thomas Bryant,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Lonnie Walker IV,Max Christie,Patrick Beverley,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Max Christie,co_inf with Patrick Beverley,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Shared Games with Davon Reed,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Mike Conley,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Nickeil Alexander-Walker,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,Anthony Edwards,Austin Rivers,Bryn Forbes,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Mike Conley,Nathan Knight,Naz Reid,Nickeil Alexander-Walker,Rudy Gobert,Taurean Prince,Vit Krejci,Wendell Moore Jr.,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Mike Conley,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Nickeil Alexander-Walker,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Vit Krejci,co_inf with Wendell Moore Jr.,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
28,28,,2022-12-21,25-248,MIN,,DAL,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,59.0,1.7352941176470589,0.0,71.2,2.0941176470588236
29,29,18,2022-12-23,25-250,MIN,@,BOS,L (-12),0,1:12,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,+4,0.0,0.0,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,1.0,79.0,2.323529411764706,0.7,102.6,3.0176470588235293
30,30,19,2022-12-26,25-253,MIN,@,MIA,L (-3),0,13:57,2.0,4.0,.500,2.0,4.0,.500,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,6.0,5.2,-4,0.0,0.0,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,6.0,116.0,3.411764705882353,5.199999999999998,128.3,3.7735294117647062
31,31,,2022-12-28,25-255,MIN,@,NOP,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,67.0,1.9705882352941173,0.0,82.29999999999998,2.420588235294117
32,32,20,2022-12-30,25-257,MIN,@,MIL,L (-9),0,17:18,3.0,10.0,.300,2.0,6.0,.333,2,2.0,1.000,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,10.0,4.8,+7,4.0,1.0,0.25,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,1.0,67.0,1.9705882352941173,3.999999999999999,79.20000000000002,2.329411764705883
33,33,21,2022-12-31,25-258,MIN,,DET,L (-12),0,11:23,1.0,4.0,.250,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.3,-2,1.0,1.0,1.0,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,-1.0,61.0,1.7941176470588236,0.2999999999999998,66.39999999999999,1.952941176470588
34,34,22,2023-01-02,25-260,MIN,,DEN,W (+13),0,21:04,2.0,5.0,.400,1.0,4.0,.250,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.3,+5,1.0,1.0,1.0,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,-1.0,77.0,2.264705882352941,1.2999999999999998,80.89999999999999,2.379411764705882
35,35,,2023-01-04,25-262,MIN,,POR,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,63.0,1.8529411764705883,0.0,74.79999999999998,2.1999999999999993
36,36,23,2023-01-06,25-264,MIN,,LAC,W (+13),0,2:30,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,-4,0.0,0.0,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,2.0,61.0,1.7941176470588236,2.7,82.10000000000001,2.4147058823529415
37,37,,2023-01-08,25-266,MIN,@,HOU,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,51.0,1.5,0.0,53.6,1.576470588235294
38,38,24,2023-01-11,25-269,MIN,@,DET,L (-17),0,9:53,2.0,3.0,.667,2.0,2.0,1.000,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,5.9,-1,1.0,0.0,0.0,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,3.0,89.0,2.617647058823529,5.100000000000001,107.1,3.15
39,39,,2023-01-13,25-271,MIN,,PHO,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,60.0,1.7647058823529411,0.0,74.5,2.1911764705882355
40,40,,2023-01-14,25-272,MIN,,CLE,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,78.0,2.294117647058824,0.0,92.29999999999998,2.714705882352941
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-16,25-274,MIN,,UTA,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,68.0,2.0,0.0,71.99999999999999,2.117647058823529
43,42,,2023-01-18,25-276,MIN,@,DEN,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,52.0,1.5294117647058822,0.0,68.0,2.0
44,43,25,2023-01-19,25-277,MIN,,TOR,W (+2),0,5:49,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.7,-3,0.0,0.0,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,4.0,83.0,2.4411764705882355,3.7,95.09999999999998,2.797058823529411
45,44,,2023-01-21,25-279,MIN,,HOU,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,76.0,2.235294117647059,0.0,94.8,2.788235294117647
