Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Khem Birch,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Khem Birch,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Shared Games with Jakob Poeltl,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
60,59,49,2023-02-14,28-318,TOR,,ORL,W (+10),1,41:19,10.0,15.0,.667,2.0,4.0,.500,4,6.0,.667,0.0,4.0,4.0,6.0,2.0,0.0,3.0,1.0,26.0,22.7,+8,11.0,8.0,0.7272727272727273,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,14.0,84.0,4.666666666666667,21.10000000000001,81.0,4.5
61,60,50,2023-02-23,28-327,TOR,,NOP,W (+5),1,38:01,9.0,21.0,.429,1.0,5.0,.200,7,8.0,.875,1.0,3.0,4.0,5.0,0.0,0.0,1.0,2.0,26.0,17.8,+8,16.0,8.0,0.5,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,5.0,51.0,2.833333333333333,15.000000000000004,56.49999999999999,3.1388888888888884
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,51,2023-02-25,28-329,TOR,@,DET,W (+4),1,35:14,9.0,19.0,.474,1.0,2.0,.500,10,13.0,.769,0.0,8.0,8.0,5.0,3.0,2.0,0.0,1.0,29.0,28.0,+8,17.0,8.0,0.4705882352941176,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,15.0,35.0,1.9444444444444444,24.000000000000004,42.7,2.3722222222222222
64,62,52,2023-02-26,28-330,TOR,@,CLE,L (-25),1,32:54,10.0,24.0,.417,4.0,7.0,.571,1,1.0,1.000,2.0,6.0,8.0,5.0,0.0,0.0,4.0,2.0,25.0,14.1,-18,17.0,6.0,0.3529411764705882,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,9.0,24.0,1.3333333333333333,13.7,39.79999999999999,2.2111111111111104
65,63,53,2023-02-28,28-332,TOR,,CHI,W (+6),1,34:17,7.0,18.0,.389,1.0,5.0,.200,5,6.0,.833,3.0,5.0,8.0,3.0,1.0,0.0,1.0,3.0,20.0,14.3,+3,13.0,6.0,0.4615384615384615,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,7.0,81.0,4.5,12.299999999999995,83.79999999999998,4.655555555555555
66,64,54,2023-03-02,28-334,TOR,@,WAS,L (-11),1,39:22,6.0,16.0,.375,1.0,5.0,.200,0,0.0,,3.0,8.0,11.0,6.0,0.0,1.0,4.0,5.0,13.0,7.6,-10,11.0,5.0,0.4545454545454545,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,11.0,39.0,2.1666666666666665,7.599999999999998,55.50000000000001,3.083333333333334
67,65,55,2023-03-04,28-336,TOR,@,WAS,W (+7),1,37:28,5.0,10.0,.500,0.0,1.0,.000,5,5.0,1.000,1.0,3.0,4.0,8.0,4.0,0.0,4.0,5.0,15.0,15.2,-4,9.0,5.0,0.5555555555555556,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,12.0,73.0,4.055555555555555,13.199999999999996,87.69999999999999,4.872222222222222
68,66,56,2023-03-06,28-338,TOR,@,DEN,L (-5),1,36:34,8.0,18.0,.444,1.0,2.0,.500,2,2.0,1.000,2.0,2.0,4.0,4.0,0.0,1.0,3.0,1.0,19.0,11.7,-2,16.0,7.0,0.4375,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,5.0,68.0,3.7777777777777777,10.9,63.8,3.5444444444444443
69,67,57,2023-03-08,28-340,TOR,@,LAC,L (-8),1,41:07,9.0,21.0,.429,1.0,3.0,.333,1,2.0,.500,2.0,4.0,6.0,5.0,2.0,0.0,3.0,3.0,20.0,12.4,-12,18.0,8.0,0.4444444444444444,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,7.0,52.0,2.888888888888889,12.0,65.1,3.6166666666666663
70,68,58,2023-03-10,28-342,TOR,@,LAL,L (-10),1,37:05,5.0,13.0,.385,2.0,5.0,.400,0,0.0,,0.0,4.0,4.0,2.0,0.0,1.0,1.0,3.0,12.0,6.0,+9,8.0,3.0,0.375,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,5.0,71.0,3.9444444444444446,5.999999999999997,79.20000000000002,4.400000000000001
71,69,59,2023-03-14,28-346,TOR,,DEN,W (+15),1,39:21,6.0,16.0,.375,0.0,3.0,.000,0,1.0,.000,1.0,7.0,8.0,4.0,1.0,0.0,3.0,4.0,12.0,4.8,+17,13.0,6.0,0.4615384615384615,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,5.0,74.0,4.111111111111111,4.800000000000001,93.20000000000002,5.177777777777779
72,70,60,2023-03-16,28-348,TOR,,OKC,W (+17),1,33:44,9.0,19.0,.474,3.0,5.0,.600,4,8.0,.500,5.0,9.0,14.0,8.0,0.0,0.0,0.0,2.0,25.0,24.7,+6,14.0,6.0,0.4285714285714285,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,20.0,84.0,4.666666666666667,23.10000000000001,87.0,4.833333333333333
73,71,61,2023-03-18,28-350,TOR,,MIN,W (+15),1,35:25,11.0,22.0,.500,1.0,6.0,.167,4,6.0,.667,2.0,8.0,10.0,6.0,0.0,0.0,3.0,4.0,27.0,18.6,+18,16.0,10.0,0.625,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,12.0,61.0,3.388888888888889,16.999999999999993,70.8,3.933333333333333
74,72,62,2023-03-19,28-351,TOR,@,MIL,L (-7),1,38:28,5.0,14.0,.357,1.0,5.0,.200,2,2.0,1.000,1.0,11.0,12.0,7.0,2.0,0.0,1.0,1.0,13.0,14.7,-12,9.0,4.0,0.4444444444444444,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,17.0,70.0,3.888888888888889,13.9,81.5,4.527777777777778
75,73,63,2023-03-22,28-354,TOR,,IND,L (-4),1,39:49,11.0,17.0,.647,0.0,2.0,.000,9,11.0,.818,3.0,7.0,10.0,7.0,0.0,1.0,1.0,5.0,31.0,29.5,0,15.0,11.0,0.7333333333333333,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,20.0,38.0,2.111111111111111,25.90000000000001,41.400000000000006,2.3000000000000003
76,74,64,2023-03-24,28-356,TOR,,DET,W (+21),1,38:07,12.0,19.0,.632,2.0,6.0,.333,6,10.0,.600,0.0,5.0,5.0,9.0,1.0,0.0,2.0,3.0,32.0,27.5,+26,13.0,10.0,0.7692307692307693,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,16.0,58.0,3.2222222222222223,25.1,66.4,3.688888888888889
77,75,65,2023-03-26,28-358,TOR,,WAS,W (+10),1,33:34,7.0,17.0,.412,1.0,3.0,.333,4,4.0,1.000,2.0,9.0,11.0,2.0,1.0,0.0,3.0,3.0,19.0,12.2,-3,14.0,6.0,0.4285714285714285,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,9.0,69.0,3.8333333333333335,10.599999999999998,70.7,3.927777777777778
78,76,66,2023-03-28,28-360,TOR,,MIA,W (+14),1,37:18,10.0,20.0,.500,0.0,5.0,.000,6,6.0,1.000,3.0,6.0,9.0,5.0,0.0,1.0,3.0,2.0,26.0,20.3,+6,15.0,10.0,0.6666666666666666,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,12.0,88.0,4.888888888888889,17.900000000000002,88.09999999999998,4.894444444444443
79,77,67,2023-03-31,28-363,TOR,@,PHI,L (-7),1,41:37,5.0,15.0,.333,1.0,3.0,.333,3,4.0,.750,0.0,4.0,4.0,7.0,0.0,0.0,2.0,2.0,14.0,8.4,,12.0,4.0,0.3333333333333333,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,4.0,68.0,3.7777777777777777,7.1999999999999975,79.5,4.416666666666667
80,78,68,2023-04-02,29-000,TOR,@,CHO,W (+20),1,38:06,16.0,24.0,.667,2.0,7.0,.286,2,2.0,1.000,2.0,5.0,7.0,7.0,2.0,0.0,0.0,1.0,36.0,35.0,+16,17.0,14.0,0.8235294117647058,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,26.0,74.0,4.111111111111111,34.2,77.5,4.305555555555555
81,79,69,2023-04-04,29-002,TOR,@,CHO,W (+20),1,34:52,8.0,16.0,.500,0.0,2.0,.000,6,7.0,.857,3.0,11.0,14.0,4.0,2.0,2.0,2.0,4.0,22.0,21.6,+5,14.0,8.0,0.5714285714285714,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,19.0,55.0,3.055555555555556,19.19999999999999,65.8,3.6555555555555554
82,80,70,2023-04-05,29-003,TOR,@,BOS,L (-4),1,34:51,10.0,17.0,.588,0.0,1.0,.000,8,8.0,1.000,2.0,9.0,11.0,4.0,2.0,0.0,1.0,3.0,28.0,26.8,+1,16.0,10.0,0.625,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,19.0,39.0,2.1666666666666665,23.6,39.400000000000006,2.188888888888889
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,,0.0,0.0,0.0,0.0,0.0
84,81,71,2023-04-07,29-005,TOR,@,BOS,L (-19),1,29:44,8.0,15.0,.533,1.0,3.0,.333,2,2.0,1.000,1.0,2.0,3.0,2.0,4.0,0.0,1.0,3.0,19.0,16.2,-17,12.0,7.0,0.5833333333333334,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,10.0,44.0,2.4444444444444446,15.4,56.89999999999999,3.1611111111111105
85,82,,2023-04-09,29-007,TOR,,MIL,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,,89.0,4.944444444444445,0.0,84.7,4.705555555555556
