Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Juancho Hernangómez,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Luke Kornet,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Luke Kornet,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
48,47,38,2023-01-23,27-100,SAS,@,POR,L (-20),1,15:45,6.0,8.0,.750,0.0,0.0,,2,2.0,1.000,4.0,3.0,7.0,2.0,1.0,0.0,1.0,5.0,14.0,13.9,-7,8.0,6.0,0.75,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,13.0,84.0,2.8,13.099999999999998,85.00000000000001,2.833333333333334
49,48,39,2023-01-25,27-102,SAS,@,LAL,L (-9),1,22:53,1.0,4.0,.250,0.0,0.0,,3,4.0,.750,3.0,5.0,8.0,4.0,1.0,0.0,1.0,2.0,5.0,7.8,-6,4.0,1.0,0.25,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,9.0,78.0,2.6,6.6000000000000005,99.9,3.33
50,49,40,2023-01-26,27-103,SAS,@,LAC,L (-38),1,22:10,5.0,9.0,.556,0.0,0.0,,0,2.0,.000,0.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,10.0,5.8,-23,9.0,5.0,0.5555555555555556,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,3.0,92.0,3.066666666666667,5.799999999999999,99.6,3.32
51,50,41,2023-01-28,27-105,SAS,,PHO,L (-10),1,33:27,4.0,8.0,.500,0.0,0.0,,0,0.0,,4.0,9.0,13.0,6.0,0.0,3.0,4.0,3.0,8.0,10.6,-3,8.0,4.0,0.5,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,18.0,64.0,2.1333333333333333,10.599999999999998,83.5,2.783333333333333
52,51,42,2023-01-30,27-107,SAS,,WAS,L (-21),1,21:39,2.0,5.0,.400,0.0,0.0,,3,4.0,.750,2.0,3.0,5.0,2.0,0.0,1.0,2.0,2.0,7.0,5.5,-14,5.0,2.0,0.4,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,4.0,92.0,3.066666666666667,4.3,101.80000000000004,3.393333333333335
53,52,43,2023-02-01,27-109,SAS,,SAC,L (-10),1,28:57,9.0,13.0,.692,0.0,0.0,,0,0.0,,4.0,8.0,12.0,3.0,1.0,1.0,5.0,3.0,18.0,15.3,-14,13.0,9.0,0.6923076923076923,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,17.0,72.0,2.4,15.3,76.2,2.54
54,53,44,2023-02-03,27-111,SAS,,PHI,L (-12),1,24:20,8.0,11.0,.727,0.0,0.0,,0,0.0,,3.0,7.0,10.0,5.0,0.0,0.0,3.0,3.0,16.0,15.0,-5,11.0,8.0,0.7272727272727273,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,17.0,78.0,2.6,15.0,101.7,3.39
55,54,45,2023-02-06,27-114,SAS,@,CHI,L (-24),1,29:40,6.0,11.0,.545,0.0,1.0,.000,2,3.0,.667,4.0,5.0,9.0,4.0,0.0,2.0,3.0,2.0,14.0,13.0,-9,10.0,6.0,0.6,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,12.0,71.0,2.3666666666666667,12.2,87.3,2.9099999999999997
56,55,46,2023-02-08,27-116,SAS,@,TOR,L (-14),1,27:49,4.0,11.0,.364,0.0,0.0,,4,4.0,1.000,3.0,4.0,7.0,3.0,2.0,0.0,2.0,3.0,12.0,10.1,-11,11.0,4.0,0.3636363636363636,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,7.0,72.0,2.4,8.5,77.59999999999998,2.586666666666666
57,56,47,2023-02-10,27-118,TOR,,UTA,L (-6),0,16:41,2.0,2.0,1.000,0.0,0.0,,2,7.0,.286,1.0,3.0,4.0,2.0,0.0,0.0,3.0,5.0,6.0,1.4,0,2.0,2.0,1.0,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,0.0,81.0,2.7,0.5999999999999996,85.1,2.8366666666666664
58,57,48,2023-02-12,27-120,TOR,,DET,W (+1),1,25:04,3.0,5.0,.600,0.0,0.0,,0,0.0,,2.0,3.0,5.0,1.0,2.0,3.0,0.0,6.0,6.0,8.4,+11,5.0,3.0,0.6,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,12.0,69.0,2.3,8.399999999999999,79.39999999999999,2.6466666666666665
59,58,49,2023-02-14,27-122,TOR,,ORL,W (+10),1,36:55,15.0,17.0,.882,0.0,0.0,,0,0.0,,5.0,4.0,9.0,2.0,1.0,6.0,2.0,5.0,30.0,31.4,+18,17.0,15.0,0.8823529411764706,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,29.0,50.0,1.6666666666666667,31.4,76.2,2.54
60,59,50,2023-02-23,27-131,TOR,,NOP,W (+5),1,30:27,9.0,11.0,.818,0.0,0.0,,3,7.0,.429,7.0,11.0,18.0,2.0,3.0,1.0,0.0,5.0,21.0,26.6,+4,11.0,9.0,0.8181818181818182,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,27.0,71.0,2.3666666666666667,25.4,76.7,2.5566666666666666
61,60,51,2023-02-25,27-133,TOR,@,DET,W (+4),1,26:54,3.0,8.0,.375,0.0,0.0,,3,6.0,.500,6.0,8.0,14.0,4.0,2.0,1.0,0.0,1.0,9.0,15.1,+2,8.0,3.0,0.375,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,16.0,40.0,1.3333333333333333,13.899999999999997,57.60000000000001,1.9200000000000004
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,,0.0,0.0,0.0,0.0,0.0
63,61,52,2023-02-26,27-134,TOR,@,CLE,L (-25),1,27:14,5.0,6.0,.833,0.0,0.0,,3,3.0,1.000,0.0,9.0,9.0,3.0,2.0,1.0,0.0,0.0,13.0,18.3,-16,6.0,5.0,0.8333333333333334,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,19.0,31.0,1.0333333333333334,17.099999999999998,49.6,1.6533333333333333
64,62,53,2023-02-28,27-136,TOR,,CHI,W (+6),1,26:16,6.0,9.0,.667,0.0,0.0,,2,4.0,.500,1.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,14.0,15.4,+13,9.0,6.0,0.6666666666666666,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,10.0,23.0,0.7666666666666667,14.599999999999996,38.89999999999999,1.2966666666666664
65,63,54,2023-03-02,27-138,TOR,@,WAS,L (-11),1,31:31,8.0,9.0,.889,0.0,0.0,,7,7.0,1.000,4.0,9.0,13.0,4.0,3.0,2.0,1.0,3.0,23.0,30.4,+9,9.0,8.0,0.8888888888888888,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,28.0,60.0,2.0,27.6,68.49999999999999,2.2833333333333328
66,64,55,2023-03-04,27-140,TOR,@,WAS,W (+7),1,24:21,6.0,8.0,.750,0.0,0.0,,2,3.0,.667,1.0,4.0,5.0,0.0,1.0,0.0,2.0,4.0,14.0,9.7,0,8.0,6.0,0.75,11,17,22,4,42,18,30,41,36,35,41,33,25,22,42,37,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.4857142857142857,0.5789473684210527,0.1428571428571428,0.65625,0.5806451612903226,0.7142857142857143,0.7321428571428571,0.0,0.5538461538461539,0.0,0.5223880597014925,0.6507936507936508,0.5,0.5813953488372093,0.7333333333333333,0.6176470588235294,0.5873015873015873,26,13,6,23,17,11,2,14,22,26,23,5,24,11,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,69.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3421052631578947,0.2241379310344827,0.1935483870967742,0.3333333333333333,0.2575757575757575,0.44,0.0,0.0476190476190476,0.0,0.2641509433962264,0.3283582089552239,0.0,0.3661971830985915,0.4181818181818181,0.5555555555555556,0.3116883116883117,0.2037037037037037,30,7.0,43.0,1.4333333333333331,8.899999999999997,54.2,1.8066666666666669
