Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Bismack Biyombo,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Kevin Durant,Shared Games with Landry Shamet,Shared Games with T.J. Warren,Shared Games with Terrence Ross,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Payne,Chris Paul,Damion Lee,Deandre Ayton,Devin Booker,Ish Wainright,Jaylen Brown,Jock Landale,Josh Okogie,Kevin Durant,Landry Shamet,Saben Lee,T.J. Warren,Terrence Ross,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Ish Wainright,co_inf with Jaylen Brown,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Kevin Durant,co_inf with Landry Shamet,co_inf with Saben Lee,co_inf with T.J. Warren,co_inf with Terrence Ross,co_inf with Torrey Craig,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
30.0,,2022-12-17,22-188,OKC,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,,78.0,2.689655172413793,0.0,103.3,3.5620689655172413,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,L (-2),L (-2)
31.0,,2022-12-19,22-190,OKC,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,,115.0,3.965517241379312,0.0,125.8,4.337931034482758,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,W (+6),W (+6)
32.0,,2022-12-21,22-192,OKC,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,,92.0,3.1724137931034484,0.0,103.0,3.5517241379310347,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,W (+2),W (+2)
33.0,22.0,2022-12-23,22-194,OKC,NOP,0,4.05,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-6,0.0,0.0,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,1.0,73.0,2.5172413793103448,0.3,82.7,2.8517241379310345,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,W (+3),W (+3)
34.0,23.0,2022-12-27,22-198,OKC,SAS,0,21.75,2.0,4.0,.500,1.0,2.0,.500,2,6.0,.333,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,7.0,2.7,-8,2.0,1.0,0.5,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,-2.0,122.0,4.206896551724138,1.9,129.9,4.479310344827587,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,L (-3),L (-3)
35.0,,2022-12-29,22-200,OKC,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,,101.0,3.4827586206896552,0.0,96.9,3.341379310344828,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,W (+16),W (+16)
36.0,24.0,2022-12-31,22-202,OKC,PHI,0,14.266666666666667,2.0,4.0,.500,1.0,1.0,1.000,1,2.0,.500,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,2.2,-20,3.0,1.0,0.3333333333333333,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,0.0,61.0,2.103448275862069,1.7999999999999998,70.69999999999999,2.4379310344827583,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,L (-8),L (-8)
37.0,25.0,2023-01-03,22-205,OKC,BOS,0,8.666666666666666,1.0,3.0,.333,0.0,0.0,,2,4.0,.500,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.1,-7,3.0,1.0,0.3333333333333333,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,-2.0,102.0,3.5172413793103448,0.3000000000000007,90.5,3.1206896551724137,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,L (-19),L (-19)
38.0,,2023-01-04,22-206,OKC,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,,76.0,2.6206896551724137,0.0,88.00000000000001,3.03448275862069,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,W (+33),W (+33)
39.0,,2023-01-06,22-208,OKC,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,,80.0,2.7586206896551726,0.0,87.7,3.024137931034483,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,L (-11),L (-11)
40.0,,2023-01-08,22-210,OKC,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,,61.0,2.103448275862069,0.0,64.89999999999999,2.2379310344827585,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,W (+17),W (+17)
41.0,,2023-01-10,22-212,OKC,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,,37.0,1.2758620689655171,0.0,48.9,1.686206896551724,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,W (+11),W (+11)
42.0,26.0,2023-01-12,22-214,OKC,PHI,0,14.166666666666666,1.0,4.0,.250,0.0,2.0,.000,4,4.0,1.000,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,6.0,5.1,+3,2.0,1.0,0.5,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,3.0,66.0,2.2758620689655173,3.5,44.7,1.5413793103448277,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,,
43.0,27.0,2023-01-13,22-215,OKC,CHI,0,22.03333333333333,4.0,8.0,.500,1.0,2.0,.500,5,7.0,.714,1.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0,14.0,15.2,+18,6.0,3.0,0.5,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,8.0,48.0,1.6551724137931034,13.199999999999998,59.7,2.0586206896551724,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,L (-1),L (-1)
44.0,28.0,2023-01-15,22-217,OKC,BRK,0,17.7,3.0,6.0,.500,0.0,1.0,.000,0,0.0,,2.0,4.0,6.0,3.0,0.0,1.0,1.0,0.0,6.0,7.4,+13,5.0,3.0,0.6,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,9.0,48.0,1.6551724137931034,7.399999999999999,52.60000000000001,1.813793103448276,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,W (+19),W (+19)
45.0,29.0,2023-01-18,22-220,OKC,IND,0,5.616666666666667,0.0,2.0,.000,0.0,1.0,.000,1,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.8,-10,1.0,0.0,0.0,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,-4.0,54.0,1.862068965517241,-2.2,57.5,1.9827586206896552,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,W (+14),W (+14)
46.0,,2023-01-20,22-222,OKC,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,,35.0,1.206896551724138,0.0,34.29999999999999,1.1827586206896548,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,W (+10),W (+10)
47.0,30.0,2023-01-22,22-224,OKC,DEN,0,15.5,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,2.5,-5,0.0,0.0,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,7.0,70.0,2.413793103448276,2.5000000000000004,58.8,2.027586206896552,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,W (+20),W (+20)
48.0,31.0,2023-01-25,22-227,OKC,ATL,0,15.95,2.0,3.0,.667,0.0,0.0,,0,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.9,-2,3.0,2.0,0.6666666666666666,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,0.0,41.0,1.4137931034482758,1.9000000000000004,40.8,1.406896551724138,13.1,1.0,-1.0,-2.0,1.0,0.0030046142289945,0.524,0.29,0.383,0.2,0.1,L (-5),L (-5)
