Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario ?ari?,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario Šarić,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Mikal Bridges,Torrey Craig,Shared Games with Dario Šarić,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Mikal Bridges,co_inf with Torrey Craig,co_inf with Dario Šarić,Shared Games with Darius Bazley,Shared Games with Kevin Durant,Shared Games with Saben Lee,Shared Games with T.J. Warren,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Kevin Durant,co_inf with Saben Lee,co_inf with T.J. Warren,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,9.0,2022/11/9,25-241,PHO,MIN,0,18.933333333333334,5.0,7.0,0.714,2.0,3.0,0.667,4,4.0,1,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,16.0,10,8,4.0,3.0,0.75,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,3.0,84.0,4.2,8.4,88.6,4.43,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,W (+12),W (+12)
12.0,,2022/11/11,25-243,PHO,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,,97.0,4.85,0.0,89.19999999999999,4.459999999999999,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-17),L (-17)
13.0,,2022/11/14,25-246,PHO,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,,83.0,4.15,0.0,93.19999999999996,4.659999999999998,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-1),L (-1)
14.0,,2022/11/16,25-248,PHO,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,,96.0,4.8,0.0,99.6,4.98,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,W (+11),W (+11)
15.0,,2022/11/18,25-250,PHO,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,,82.0,4.1,0.0,104.1,5.205,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-1),L (-1)
16.0,,2022/11/20,25-252,PHO,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,,112.0,5.6,0.0,111.0,5.55,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,W (+21),W (+21)
17.0,,2022/11/22,25-254,PHO,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,,80.0,4.0,0.0,88.69999999999999,4.435,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,W (+10),W (+10)
18.0,,2022/11/25,25-257,PHO,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,,100.0,5.0,0.0,100.4,5.0200000000000005,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,W (+6),W (+6)
19.0,10.0,2022/11/26,25-258,PHO,UTA,0,14.916666666666666,1.0,2.0,0.5,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,-0.1,-2,2.0,1.0,0.5,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,0.0,109.0,5.45,-0.1000000000000003,114.0,5.7,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,W (+1),W (+1)
20.0,11.0,2022/11/28,25-260,PHO,SAC,0,18.216666666666665,2.0,5.0,0.4,2.0,5.0,0.4,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,6.0,2.1,2,0.0,0.0,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,2.0,89.0,4.45,2.1,101.69999999999996,5.084999999999998,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,W (+5),W (+5)
21.0,12.0,2022/11/30,25-262,PHO,CHI,0,18.55,4.0,7.0,0.571,4.0,7.0,0.571,0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,12.0,10.3,6,0.0,0.0,,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,9.0,90.0,4.5,10.3,106.79999999999998,5.339999999999999,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,,
22.0,13.0,2022/12/2,25-264,PHO,HOU,0,18.58333333333333,1.0,5.0,0.2,1.0,4.0,0.25,2,2.0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,5.0,1.7,-7,1.0,0.0,0.0,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,0.0,108.0,5.4,0.9000000000000008,121.7,6.085,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,W (+19),W (+19)
23.0,14.0,2022/12/4,25-266,PHO,SAS,0,13.683333333333334,3.0,8.0,0.375,2.0,7.0,0.286,2,2.0,1,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,10.0,5.6,9,1.0,1.0,1.0,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,2.0,103.0,5.15,4.8,106.9,5.345000000000001,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,L (-1),L (-1)
24.0,15.0,2022/12/5,25-267,PHO,DAL,0,18.9,4.0,9.0,0.444,3.0,6.0,0.5,2,2.0,1,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,13.0,8,-12,3.0,1.0,0.333333333,32,6,27,29,35,23,30,28,14,27,34,34,30,37,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,83.0,79.0,17,0.5245901639344263,0.1428571428571428,0.5625,0.4915254237288136,0.4729729729729729,0.4477611940298507,0.5283018867924528,0.4516129032258064,0.45,0.0,0.4927536231884058,0.4722222222222222,0.3614457831325301,0.4683544303797468,0.2982456140350877,3,3,16,5,8,43.0,67.0,47.0,25.0,42.0,63.0,0.0697674418604651,0.0,0.0638297872340425,0.64,0.119047619047619,0.1269841269841269,20,3.0,116.0,5.8,7.199999999999999,115.4,5.7700000000000005,10.9,1.2,-1.4,-1.1,-0.3,0.0371284472582895,0.537,0.663,0.17,0.1,0.5,W (+38),W (+38)
