Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario Šarić,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario Šarić,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Dario Šarić,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,Shared Games with Kevin Durant,Shared Games with T.J. Warren,Shared Games with Darius Bazley,Shared Games with Saben Lee,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Kevin Durant,co_inf with T.J. Warren,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Saben Lee,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-09,31-325,PHO,MIN,1.0,26.05,2.0,5.0,0.4,2.0,3.0,0.667,0.0,0.0,,2.0,3.0,5.0,1.0,1.0,0.0,2.0,4.0,6.0,3.7,-6.0,2.0,0.0,0.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,6.0,81.0,4.2631578947368425,3.6999999999999993,93.3,4.910526315789474,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+12),W (+12)
12.0,12.0,2022-11-11,31-327,PHO,ORL,1.0,34.96666666666667,3.0,8.0,0.375,1.0,4.0,0.25,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,7.2,-19.0,4.0,2.0,0.5,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,5.0,92.0,4.842105263157895,6.399999999999998,82.8,4.3578947368421055,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-17),L (-17)
13.0,13.0,2022-11-14,31-330,PHO,MIA,1.0,32.68333333333333,4.0,10.0,0.4,1.0,3.0,0.333,1.0,2.0,0.5,7.0,2.0,9.0,2.0,1.0,1.0,1.0,4.0,10.0,10.2,-7.0,7.0,3.0,0.4285714285714285,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,10.0,73.0,3.842105263157895,9.8,83.39999999999998,4.389473684210525,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-1),L (-1)
14.0,14.0,2022-11-16,31-332,PHO,GSW,1.0,29.6,5.0,8.0,0.625,3.0,6.0,0.5,0.0,0.0,,1.0,9.0,10.0,2.0,2.0,1.0,1.0,1.0,13.0,15.5,10.0,2.0,2.0,1.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,19.0,77.0,4.052631578947368,15.5,84.1,4.426315789473684,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+11),W (+11)
15.0,15.0,2022-11-18,31-334,PHO,UTA,1.0,27.53333333333333,6.0,10.0,0.6,3.0,5.0,0.6,1.0,1.0,1.0,2.0,4.0,6.0,2.0,1.0,0.0,1.0,5.0,16.0,13.4,-8.0,5.0,3.0,0.6,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,13.0,69.0,3.631578947368421,12.999999999999996,91.1,4.794736842105263,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-1),L (-1)
16.0,16.0,2022-11-20,31-336,PHO,NYK,1.0,25.15,5.0,9.0,0.556,2.0,4.0,0.5,2.0,2.0,1.0,1.0,3.0,4.0,3.0,0.0,2.0,1.0,4.0,14.0,12.2,0.0,5.0,3.0,0.6,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,11.0,101.0,5.315789473684211,11.399999999999991,99.6,5.242105263157894,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+21),W (+21)
17.0,17.0,2022-11-22,31-338,PHO,LAL,1.0,29.58333333333333,3.0,7.0,0.429,2.0,4.0,0.5,0.0,0.0,,1.0,4.0,5.0,0.0,3.0,2.0,0.0,2.0,8.0,9.8,0.0,3.0,1.0,0.3333333333333333,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,11.0,69.0,3.631578947368421,9.799999999999995,78.89999999999999,4.152631578947368,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+10),W (+10)
18.0,18.0,2022-11-25,31-341,PHO,DET,1.0,33.13333333333333,1.0,7.0,0.143,0.0,4.0,0.0,0.0,0.0,,2.0,5.0,7.0,1.0,0.0,2.0,1.0,3.0,2.0,0.3,6.0,3.0,1.0,0.3333333333333333,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,4.0,96.0,5.052631578947368,0.3000000000000007,100.1,5.268421052631578,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+6),W (+6)
19.0,19.0,2022-11-26,31-342,PHO,UTA,1.0,26.85,4.0,8.0,0.5,0.0,2.0,0.0,2.0,2.0,1.0,3.0,4.0,7.0,1.0,0.0,2.0,1.0,4.0,10.0,8.8,2.0,6.0,4.0,0.6666666666666666,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,9.0,100.0,5.2631578947368425,7.9999999999999964,105.9,5.5736842105263165,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+1),W (+1)
20.0,20.0,2022-11-28,31-344,PHO,SAC,1.0,31.53333333333333,5.0,10.0,0.5,1.0,3.0,0.333,0.0,0.0,,4.0,2.0,6.0,3.0,0.0,0.0,0.0,1.0,11.0,11.1,-1.0,7.0,4.0,0.5714285714285714,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,10.0,81.0,4.2631578947368425,11.1,92.69999999999996,4.87894736842105,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+5),W (+5)
21.0,21.0,2022-11-30,31-346,PHO,CHI,1.0,29.516666666666666,3.0,7.0,0.429,1.0,4.0,0.25,0.0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,7.0,4.1,12.0,3.0,2.0,0.6666666666666666,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,4.0,95.0,5.0,4.1,113.0,5.947368421052632,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,,
22.0,,2022-12-02,31-348,PHO,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,,108.0,5.684210526315789,0.0,122.6,6.4526315789473685,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+19),W (+19)
23.0,,2022-12-04,31-350,PHO,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,,105.0,5.526315789473684,0.0,111.7,5.878947368421053,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-1),L (-1)
24.0,,2022-12-05,31-351,PHO,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,,119.0,6.2631578947368425,0.0,122.6,6.4526315789473685,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+38),W (+38)
