Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario Šarić,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario Šarić,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Dario Šarić,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,Shared Games with Kevin Durant,Shared Games with T.J. Warren,Shared Games with Darius Bazley,Shared Games with Saben Lee,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Kevin Durant,co_inf with T.J. Warren,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Saben Lee,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
50.0,47.0,2023-01-26,32-038,PHO,DAL,1.0,28.35,2.0,6.0,0.333,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,4.0,4.0,0.0,1.0,1.0,3.0,5.0,4.5,8.0,3.0,1.0,0.3333333333333333,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,7.0,46.0,2.421052631578948,4.499999999999999,39.3,2.068421052631579,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+2),W (+2)
51.0,48.0,2023-01-28,32-040,PHO,SAS,1.0,30.73333333333333,3.0,7.0,0.429,2.0,3.0,0.667,0.0,0.0,,2.0,4.0,6.0,1.0,1.0,1.0,0.0,1.0,8.0,8.9,4.0,4.0,1.0,0.25,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,10.0,67.0,3.526315789473684,8.899999999999997,62.89999999999999,3.310526315789473,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+31),W (+31)
52.0,49.0,2023-01-30,32-042,PHO,TOR,1.0,26.15,1.0,5.0,0.2,0.0,1.0,0.0,0.0,0.0,,3.0,5.0,8.0,4.0,0.0,0.0,2.0,3.0,2.0,2.1,4.0,4.0,1.0,0.25,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,7.0,64.0,3.3684210526315788,2.1000000000000005,64.39999999999999,3.3894736842105258,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-4),L (-4)
53.0,50.0,2023-02-01,32-044,PHO,ATL,1.0,22.933333333333334,3.0,5.0,0.6,1.0,3.0,0.333,0.0,0.0,,4.0,4.0,8.0,1.0,2.0,1.0,3.0,2.0,7.0,8.3,-19.0,2.0,2.0,1.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,11.0,32.0,1.6842105263157894,8.299999999999997,35.10000000000001,1.847368421052632,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+10),W (+10)
54.0,51.0,2023-02-03,32-046,PHO,BOS,1.0,19.066666666666663,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,2.0,3.0,5.0,0.0,1.0,1.0,1.0,4.0,2.0,1.7,-5.0,2.0,1.0,0.5,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,5.0,63.0,3.3157894736842106,1.6999999999999995,66.89999999999999,3.521052631578947,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+8),W (+8)
55.0,52.0,2023-02-04,32-047,PHO,DET,1.0,27.53333333333333,5.0,8.0,0.625,4.0,4.0,1.0,0.0,0.0,,2.0,3.0,5.0,3.0,0.0,0.0,1.0,1.0,14.0,13.4,9.0,4.0,1.0,0.25,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,13.0,52.0,2.736842105263158,13.4,59.900000000000006,3.1526315789473687,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-32),L (-32)
56.0,53.0,2023-02-07,32-050,PHO,BRK,0.0,25.1,1.0,3.0,0.333,0.0,2.0,0.0,1.0,4.0,0.25,2.0,2.0,4.0,0.0,0.0,2.0,3.0,2.0,3.0,-0.3,2.0,1.0,1.0,1.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,-1.0,57.0,3.0,-0.7000000000000011,65.29999999999998,3.436842105263157,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+12),W (+12)
57.0,54.0,2023-02-09,32-052,PHO,ATL,1.0,34.61666666666667,1.0,6.0,0.167,0.0,3.0,0.0,0.0,0.0,,2.0,3.0,5.0,4.0,0.0,0.0,2.0,2.0,2.0,0.5,-3.0,3.0,1.0,0.3333333333333333,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,3.0,62.0,3.263157894736842,0.5,82.7,4.352631578947369,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+16),W (+16)
58.0,55.0,2023-02-10,32-053,PHO,IND,1.0,35.95,5.0,7.0,0.714,1.0,3.0,0.333,0.0,0.0,,5.0,7.0,12.0,3.0,0.0,1.0,2.0,2.0,11.0,13.7,23.0,4.0,4.0,1.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,18.0,68.0,3.5789473684210527,13.700000000000005,88.10000000000001,4.636842105263159,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+4),W (+4)
59.0,56.0,2023-02-14,32-057,PHO,SAC,1.0,30.03333333333333,2.0,6.0,0.333,2.0,3.0,0.667,0.0,0.0,,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,6.0,3.5,7.0,3.0,0.0,0.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,5.0,88.0,4.631578947368421,3.499999999999999,98.9,5.205263157894737,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-9),L (-9)
60.0,57.0,2023-02-16,32-059,PHO,LAC,1.0,26.53333333333333,2.0,6.0,0.333,2.0,3.0,0.667,0.0,0.0,,1.0,5.0,6.0,0.0,0.0,0.0,0.0,3.0,6.0,3.6,-12.0,3.0,0.0,0.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,6.0,68.0,3.5789473684210527,3.6000000000000005,66.5,3.5,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+13),W (+13)
61.0,58.0,2023-02-24,32-067,PHO,OKC,1.0,23.366666666666667,3.0,5.0,0.6,1.0,2.0,0.5,0.0,0.0,,0.0,7.0,7.0,1.0,1.0,1.0,0.0,2.0,7.0,8.4,0.0,3.0,2.0,0.6666666666666666,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,12.0,82.0,4.315789473684211,8.399999999999997,96.9,5.1000000000000005,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+11),W (+11)
62.0,59.0,2023-02-26,32-069,PHO,MIL,1.0,26.683333333333334,1.0,7.0,0.143,1.0,2.0,0.5,0.0,0.0,,6.0,4.0,10.0,4.0,0.0,1.0,1.0,3.0,3.0,5.2,-4.0,5.0,0.0,0.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,10.0,64.0,3.3684210526315788,5.1999999999999975,78.6,4.136842105263158,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-9),L (-9)
63.0,60.0,2023-03-01,32-072,PHO,CHO,0.0,14.683333333333334,3.0,4.0,0.75,2.0,2.0,1.0,0.0,0.0,,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,8.0,8.0,-8.0,2.0,1.0,0.5,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,7.0,85.0,4.473684210526316,7.999999999999998,84.40000000000002,4.442105263157896,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,,
64.0,61.0,2023-03-03,32-074,PHO,CHI,0.0,20.98333333333333,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,2.0,2.0,4.0,0.0,0.0,1.0,1.0,3.0,0.0,-2.3,-3.0,0.0,0.0,,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,0.0,95.0,5.0,-2.3,105.29999999999998,5.542105263157894,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+9),W (+9)
65.0,62.0,2023-03-05,32-076,PHO,DAL,0.0,12.483333333333333,2.0,5.0,0.4,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,1.8,-3.0,1.0,1.0,1.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,1.0,82.0,4.315789473684211,1.7999999999999998,80.80000000000001,4.252631578947369,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-3),L (-3)
66.0,63.0,2023-03-08,32-079,PHO,OKC,1.0,21.516666666666666,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,2.0,1.0,1.0,3.0,3.9,26.0,1.0,0.0,0.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,7.0,104.0,5.473684210526316,3.9,92.79999999999998,4.884210526315789,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+14),W (+14)
67.0,64.0,2023-03-11,32-082,PHO,SAC,1.0,27.83333333333333,1.0,5.0,0.2,0.0,4.0,0.0,2.0,4.0,0.5,1.0,7.0,8.0,1.0,2.0,0.0,1.0,2.0,4.0,3.8,0.0,1.0,1.0,1.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,5.0,69.0,3.631578947368421,3.000000000000001,74.60000000000001,3.926315789473685,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+21),W (+21)
68.0,65.0,2023-03-13,32-084,PHO,GSW,1.0,28.383333333333333,1.0,4.0,0.25,0.0,3.0,0.0,0.0,0.0,,2.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,3.2,5.0,1.0,1.0,1.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,6.0,74.0,3.8947368421052633,3.2,81.6,4.294736842105263,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+4),W (+4)
69.0,66.0,2023-03-14,32-085,PHO,MIL,1.0,21.616666666666667,2.0,5.0,0.4,2.0,4.0,0.5,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,6.0,4.5,-2.0,1.0,0.0,0.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,6.0,73.0,3.842105263157895,4.499999999999999,71.9,3.78421052631579,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+31),W (+31)
70.0,67.0,2023-03-16,32-087,PHO,ORL,1.0,25.45,3.0,6.0,0.5,3.0,5.0,0.6,0.0,0.0,,1.0,4.0,5.0,2.0,1.0,1.0,0.0,2.0,9.0,10.2,1.0,1.0,0.0,0.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,12.0,72.0,3.789473684210526,10.199999999999998,74.9,3.9421052631578952,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-9),L (-9)
71.0,68.0,2023-03-19,32-090,PHO,OKC,1.0,31.05,2.0,7.0,0.286,1.0,5.0,0.2,2.0,2.0,1.0,2.0,5.0,7.0,3.0,0.0,4.0,3.0,3.0,7.0,6.5,-8.0,2.0,1.0,0.5,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,9.0,95.0,5.0,5.699999999999999,104.0,5.473684210526316,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-11),L (-11)
72.0,69.0,2023-03-22,32-093,PHO,LAL,1.0,26.566666666666663,5.0,10.0,0.5,4.0,7.0,0.571,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,1.0,1.0,4.0,14.0,8.4,-10.0,3.0,1.0,0.3333333333333333,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,7.0,86.0,4.526315789473684,8.4,85.1,4.478947368421053,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-12),L (-12)
73.0,70.0,2023-03-24,32-095,PHO,SAC,1.0,25.866666666666667,1.0,6.0,0.167,0.0,3.0,0.0,0.0,0.0,,1.0,3.0,4.0,1.0,0.0,3.0,1.0,2.0,2.0,0.8,-14.0,3.0,1.0,0.3333333333333333,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,3.0,79.0,4.157894736842105,0.7999999999999996,76.6,4.031578947368421,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,W (+3),W (+3)
74.0,71.0,2023-03-25,32-096,PHO,PHI,1.0,18.65,2.0,5.0,0.4,2.0,3.0,0.667,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,6.0,1.0,2.0,0.0,0.0,58,17,45,59,71,34,64,50,30,57,66,70,37,53,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,0.9508196721311476,0.4047619047619047,0.9375,1.0,0.9594594594594594,0.5964912280701754,0.9552238805970148,0.9433962264150944,0.967741935483871,0.95,0.0,0.9565217391304348,0.9722222222222222,0.925,0.6385542168674698,8,16,7,20,21,43.0,67.0,47.0,25.0,42.0,63.0,0.1702127659574468,0.3809523809523809,0.1627906976744186,0.0,0.8,0.3333333333333333,19,6.0,83.0,4.368421052631579,5.999999999999998,86.6,4.557894736842105,11.6,4.0,-0.6,-1.3,0.7,0.063096898808885,0.566,0.506,0.09,0.7,1.5,L (-4),L (-4)
