Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario ?ari?,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario ?ari?,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Dario ?ari?,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,Shared Games with Kevin Durant,Shared Games with T.J. Warren,Shared Games with Darius Bazley,Shared Games with Saben Lee,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Kevin Durant,co_inf with T.J. Warren,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Saben Lee,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
52.0,45.0,2023/1/30,24-151,PHO,TOR,0,5.833333333333333,1.0,2.0,0.5,0.0,0.0,,1,2.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,1.2,2,2.0,1.0,0.5,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,0.0,71.0,3.736842105263158,0.7999999999999996,65.7,3.4578947368421056,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-4),L (-4)
53.0,46.0,2023/2/1,24-153,PHO,ATL,0,15.366666666666667,0.0,4.0,0,0.0,2.0,0,2,4.0,0.5,2.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,2.8,-10,2.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,1.0,42.0,2.210526315789474,2.0,41.400000000000006,2.1789473684210527,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+10),W (+10)
54.0,,2023/2/3,24-155,PHO,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,,68.0,3.5789473684210527,0.0,68.6,3.610526315789474,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+8),W (+8)
55.0,,2023/2/4,24-156,PHO,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,,65.0,3.421052631578948,0.0,73.30000000000001,3.857894736842106,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-32),L (-32)
56.0,,2023/2/7,24-159,PHO,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,,56.0,2.9473684210526314,0.0,64.59999999999998,3.399999999999999,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+12),W (+12)
57.0,47.0,2023/2/9,24-161,PHO,ATL,0,32.016666666666666,9.0,17.0,0.529,3.0,6.0,0.5,4,4.0,1,2.0,2.0,4.0,3.0,3.0,1.0,0.0,4.0,25.0,22.9,8,11.0,6.0,0.545454545,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,15.0,50.0,2.631578947368421,21.300000000000004,61.9,3.2578947368421054,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+16),W (+16)
58.0,48.0,2023/2/10,24-162,PHO,IND,1,35.333333333333336,5.0,10.0,0.5,3.0,5.0,0.6,4,6.0,0.667,3.0,3.0,6.0,0.0,3.0,0.0,0.0,3.0,17.0,16,11,5.0,2.0,0.4,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,10.0,76.0,4.0,14.4,87.40000000000002,4.600000000000001,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+4),W (+4)
59.0,49.0,2023/2/14,24-166,PHO,SAC,1,39.43333333333333,8.0,13.0,0.615,3.0,4.0,0.75,0,1.0,0,2.0,4.0,6.0,3.0,0.0,0.0,2.0,3.0,19.0,14.2,11,9.0,5.0,0.555555556,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,12.0,81.0,4.2631578947368425,14.2,88.2,4.642105263157895,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-9),L (-9)
60.0,50.0,2023/2/16,24-168,PHO,LAC,1,41.05,9.0,16.0,0.563,6.0,12.0,0.5,0,0.0,,2.0,3.0,5.0,1.0,3.0,0.0,1.0,1.0,24.0,21,-3,4.0,3.0,0.75,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,16.0,58.0,3.0526315789473686,21.000000000000004,49.1,2.5842105263157897,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+13),W (+13)
61.0,51.0,2023/2/24,24-176,PHO,OKC,1,31.98333333333333,4.0,10.0,0.4,2.0,7.0,0.286,5,6.0,0.833,1.0,6.0,7.0,2.0,0.0,0.0,3.0,3.0,15.0,8.9,7,3.0,2.0,0.666666667,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,5.0,89.0,4.684210526315789,6.899999999999999,98.39999999999998,5.178947368421052,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+11),W (+11)
62.0,52.0,2023/2/26,24-178,PHO,MIL,1,32.75,4.0,7.0,0.571,1.0,3.0,0.333,2,4.0,0.5,4.0,3.0,7.0,0.0,3.0,0.0,1.0,0.0,11.0,12.6,-5,4.0,3.0,0.75,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,9.0,65.0,3.421052631578948,11.8,71.99999999999999,3.7894736842105257,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-9),L (-9)
63.0,53.0,2023/3/1,24-181,PHO,CHO,1,33.4,0.0,4.0,0,0.0,2.0,0,4,4.0,1,0.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,3.1,11,2.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,1.0,91.0,4.789473684210527,1.5000000000000009,90.90000000000002,4.784210526315791,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,,
64.0,54.0,2023/3/3,24-183,PHO,CHI,1,32.03333333333333,7.0,15.0,0.467,5.0,10.0,0.5,6,6.0,1,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,25.0,17.9,15,5.0,2.0,0.4,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,7.0,88.0,4.631578947368421,15.5,87.5,4.605263157894737,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+9),W (+9)
65.0,55.0,2023/3/5,24-185,PHO,DAL,1,21.78333333333333,3.0,13.0,0.231,0.0,8.0,0,3,4.0,0.75,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,9.0,1.6,1,5.0,3.0,0.6,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,-6.0,89.0,4.684210526315789,0.3999999999999988,82.2,4.326315789473685,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-3),L (-3)
66.0,56.0,2023/3/8,24-188,PHO,OKC,1,20.916666666666668,2.0,6.0,0.333,1.0,3.0,0.333,0,0.0,,3.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,5.0,5.8,26,3.0,1.0,0.333333333,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,6.0,105.0,5.526315789473684,5.799999999999999,90.9,4.78421052631579,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+14),W (+14)
67.0,57.0,2023/3/11,24-191,PHO,SAC,1,34.95,4.0,10.0,0.4,3.0,6.0,0.5,4,5.0,0.8,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0,9.8,1,4.0,1.0,0.25,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,2.0,72.0,3.789473684210526,8.200000000000001,69.4,3.6526315789473687,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+21),W (+21)
68.0,58.0,2023/3/13,24-193,PHO,GSW,1,32.05,3.0,9.0,0.333,2.0,5.0,0.4,3,6.0,0.5,3.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,11.0,5,-10,4.0,1.0,0.25,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,-1.0,81.0,4.2631578947368425,3.799999999999998,81.0,4.2631578947368425,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+4),W (+4)
69.0,59.0,2023/3/14,24-194,PHO,MIL,1,35.03333333333333,1.0,5.0,0.2,0.0,1.0,0,6,8.0,0.75,2.0,5.0,7.0,4.0,2.0,0.0,1.0,3.0,8.0,9.6,-3,4.0,1.0,0.25,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,7.0,72.0,3.789473684210526,7.200000000000003,69.19999999999999,3.642105263157894,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+31),W (+31)
70.0,60.0,2023/3/16,24-196,PHO,ORL,1,30.416666666666668,4.0,14.0,0.286,2.0,10.0,0.2,5,5.0,1,1.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,15.0,13.9,2,4.0,2.0,0.5,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,8.0,76.0,4.0,11.900000000000004,73.2,3.852631578947368,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-9),L (-9)
71.0,61.0,2023/3/19,24-199,PHO,OKC,1,20.633333333333333,3.0,5.0,0.6,1.0,2.0,0.5,1,1.0,1,1.0,2.0,3.0,3.0,0.0,0.0,0.0,5.0,8.0,7.1,-3,3.0,2.0,0.666666667,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,8.0,96.0,5.052631578947368,6.6999999999999975,103.0,5.421052631578948,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-11),L (-11)
72.0,62.0,2023/3/22,24-202,PHO,LAL,1,19.883333333333333,0.0,5.0,0,0.0,3.0,0,5,6.0,0.833,1.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,5.0,2.7,-3,2.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,-1.0,94.0,4.947368421052632,0.6999999999999982,92.8,4.88421052631579,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-12),L (-12)
73.0,63.0,2023/3/24,24-204,PHO,SAC,1,20.5,1.0,2.0,0.5,0.0,1.0,0,2,2.0,1,1.0,3.0,4.0,2.0,0.0,2.0,1.0,3.0,4.0,5.2,-6,1.0,1.0,1.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,7.0,75.0,3.947368421052632,4.4,73.0,3.842105263157895,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+3),W (+3)
74.0,64.0,2023/3/25,24-205,PHO,PHI,1,24.8,2.0,9.0,0.222,2.0,4.0,0.5,1,2.0,0.5,1.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,7.0,5.2,4,5.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,3.0,86.0,4.526315789473684,4.8,87.8,4.621052631578947,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-4),L (-4)
75.0,65.0,2023/3/27,24-207,PHO,UTA,1,21.383333333333333,3.0,6.0,0.5,1.0,3.0,0.333,2,4.0,0.5,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,9.0,8.6,-12,3.0,2.0,0.666666667,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,4.0,114.0,6.0,7.800000000000001,107.3,5.647368421052631,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-11),L (-11)
76.0,66.0,2023/3/29,24-209,PHO,MIN,1,32.78333333333333,4.0,10.0,0.4,1.0,3.0,0.333,1,2.0,0.5,3.0,6.0,9.0,0.0,2.0,1.0,0.0,3.0,10.0,9.6,12,7.0,3.0,0.428571429,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,10.0,69.0,3.631578947368421,9.2,94.3,4.963157894736842,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,L (-8),L (-8)
77.0,67.0,2023/3/31,24-211,PHO,DEN,1,28.716666666666665,5.0,8.0,0.625,4.0,5.0,0.8,0,0.0,,2.0,3.0,5.0,0.0,1.0,0.0,1.0,2.0,14.0,11.9,,3.0,1.0,0.333333333,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,11.0,64.0,3.3684210526315788,11.899999999999997,44.7,2.3526315789473684,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+20),W (+20)
78.0,68.0,2023/4/2,24-213,PHO,OKC,1,26.45,1.0,2.0,0.5,0.0,1.0,0,2,4.0,0.5,0.0,3.0,3.0,2.0,0.0,1.0,1.0,3.0,4.0,3,2,1.0,1.0,1.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,3.0,76.0,4.0,2.200000000000002,92.0,4.842105263157895,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+14),W (+14)
79.0,69.0,2023/4/4,24-215,PHO,SAS,1,20.23333333333333,0.0,2.0,0,0.0,1.0,0,1,2.0,0.5,1.0,3.0,4.0,3.0,0.0,0.0,0.0,2.0,1.0,2.1,-9,1.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,4.0,87.0,4.578947368421052,1.699999999999999,103.70000000000002,5.457894736842106,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+7),W (+7)
80.0,70.0,2023/4/6,24-217,PHO,DEN,1,21.816666666666663,1.0,4.0,0.25,0.0,2.0,0,3,6.0,0.5,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,5.4,3,2.0,1.0,0.5,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,2.0,63.0,3.3157894736842106,4.199999999999998,68.60000000000001,3.610526315789474,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+7),W (+7)
81.0,71.0,2023/4/7,24-218,PHO,LAL,1,29.416666666666668,3.0,10.0,0.3,2.0,6.0,0.333,8,8.0,1,2.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,16.0,14.2,-2,4.0,1.0,0.25,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,6.0,46.0,2.421052631578948,10.999999999999996,52.7,2.773684210526316,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+10),W (+10)
82.0,72.0,2023/4/9,24-220,PHO,LAC,1,30.433333333333334,4.0,13.0,0.308,2.0,5.0,0.4,3,4.0,0.75,3.0,4.0,7.0,3.0,2.0,0.0,1.0,1.0,13.0,11.1,4,8.0,2.0,0.25,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,7.0,36.0,1.894736842105263,9.9,34.39999999999999,1.810526315789473,13.3,2.8,-0.2,-0.8,0.5,0.0567657473977894,0.531,0.476,0.464,0.6,1.1,W (+21),W (+21)
