Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with RaiQuan Gray,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jae Crowder,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Torrey Craig,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Moses Brown,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Darius Bazley,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Landry Shamet,Shared Games with Terrence Ross,Bismack Biyombo,Cameron Payne,Chris Paul,Damion Lee,Darius Bazley,Deandre Ayton,Devin Booker,Ish Wainright,Jaylen Brown,Jock Landale,Josh Okogie,Landry Shamet,Saben Lee,Terrence Ross,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Ish Wainright,co_inf with Jaylen Brown,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Torrey Craig,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Darius Bazley,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Landry Shamet,co_inf with Saben Lee,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
71.0,,2023/3/24,34-176,PHO,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,104.0,2.888888888888889,0.0,109.7,3.0472222222222225,25.9,6.8,7.1,6.0,1.2,0.0223199914153879,0.677,0.267,0.387,3.9,4.7,W (+3),W (+3)
72.0,,2023/3/25,34-177,PHO,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,93.0,2.583333333333333,0.0,93.5,2.5972222222222223,25.9,6.8,7.1,6.0,1.2,0.0223199914153879,0.677,0.267,0.387,3.9,4.7,L (-4),L (-4)
73.0,,2023/3/27,34-179,PHO,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,82.0,2.2777777777777777,0.0,77.4,2.1500000000000004,25.9,6.8,7.1,6.0,1.2,0.0223199914153879,0.677,0.267,0.387,3.9,4.7,L (-11),L (-11)
74.0,43.0,2023/3/29,34-181,PHO,MIN,1,28.883333333333333,5.0,18.0,0.278,2.0,4.0,0.5,4,5.0,0.8,1.0,7.0,8.0,4.0,0.0,0.0,2.0,0.0,16.0,8.6,-1,14.0,3.0,0.214285714,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,3.0,86.0,2.388888888888889,7.000000000000002,85.6,2.3777777777777778,25.9,6.8,7.1,6.0,1.2,0.0223199914153879,0.677,0.267,0.387,3.9,4.7,L (-8),L (-8)
75.0,44.0,2023/3/31,34-183,PHO,DEN,1,33.18333333333333,11.0,15.0,0.733,2.0,3.0,0.667,6,7.0,0.857,0.0,4.0,4.0,2.0,1.0,2.0,3.0,0.0,30.0,25.5,,12.0,9.0,0.75,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,14.0,104.0,2.888888888888889,23.1,92.0,2.555555555555556,25.9,6.8,7.1,6.0,1.2,0.0223199914153879,0.677,0.267,0.387,3.9,4.7,W (+20),W (+20)
76.0,45.0,2023/4/2,34-185,PHO,OKC,1,34.8,13.0,21.0,0.619,3.0,7.0,0.429,6,6.0,1,0.0,5.0,5.0,5.0,0.0,2.0,2.0,1.0,35.0,29.5,5,14.0,10.0,0.714285714,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,18.0,61.0,1.6944444444444444,27.1,76.4,2.1222222222222222,25.9,6.8,7.1,6.0,1.2,0.0223199914153879,0.677,0.267,0.387,3.9,4.7,W (+14),W (+14)
77.0,46.0,2023/4/4,34-187,PHO,SAS,1,33.6,6.0,14.0,0.429,2.0,4.0,0.5,4,6.0,0.667,1.0,4.0,5.0,2.0,0.0,1.0,3.0,1.0,18.0,10.4,23,10.0,4.0,0.4,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,3.0,72.0,2.0,8.799999999999995,47.8,1.3277777777777775,25.9,6.8,7.1,6.0,1.2,0.0223199914153879,0.677,0.267,0.387,3.9,4.7,W (+7),W (+7)
78.0,47.0,2023/4/6,34-189,PHO,DEN,1,40.63333333333333,9.0,18.0,0.5,6.0,10.0,0.6,5,7.0,0.714,0.0,7.0,7.0,4.0,0.0,1.0,4.0,0.0,29.0,20.8,-3,8.0,3.0,0.375,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,12.0,67.0,1.8611111111111112,18.8,75.39999999999999,2.094444444444444,25.9,6.8,7.1,6.0,1.2,0.0223199914153879,0.677,0.267,0.387,3.9,4.7,W (+7),W (+7)
79.0,,2023/4/7,34-190,PHO,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,91.0,2.5277777777777777,0.0,105.4,2.927777777777778,25.9,6.8,7.1,6.0,1.2,0.0223199914153879,0.677,0.267,0.387,3.9,4.7,W (+10),W (+10)
80.0,,2023/4/9,34-192,PHO,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30,26,13,19,32,33,12,30,18,37,24,1,37,28,22,26,1,42,57,23,48,53,74,36,60,35,76,40,1,76,61,42,58,0,0.714285714,0.456140351,0.565217391,0.395833333,0.603773585,0.445945946,0.333333333,0.5,0.514285714,0.486842105,0.6,1,0.486842105,0.459016393,0.523809524,0.448275862,5,10,12,6,3,4,8,8,19,23,6,12,8,8,4,3,7,8,3,6,61,48,59,74,43,67,53,60,67,69,72,40,25,63,79,0.081967213,0.1,0,0.057971014,0.111111111,0.101265823,0.166666667,0.13559322,0.054054054,0.069767442,0.104477612,0.150943396,0.075,0,0.095238095,36,,65.0,1.805555555555556,0.0,72.8,2.022222222222222,25.9,6.8,7.1,6.0,1.2,0.0223199914153879,0.677,0.267,0.387,3.9,4.7,W (+21),W (+21)
