Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario ?ari?,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario ?ari?,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Dario ?ari?,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,Shared Games with Darius Bazley,Shared Games with Kevin Durant,Shared Games with Saben Lee,Shared Games with T.J. Warren,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Kevin Durant,co_inf with Saben Lee,co_inf with T.J. Warren,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
62.0,53.0,2023/2/26,24-218,PHO,MIL,1,35.416666666666664,11.0,21.0,0.524,0.0,0.0,,0,0.0,,3.0,8.0,11.0,0.0,0.0,2.0,1.0,3.0,22.0,15.4,-1,21.0,11.0,0.523809524,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,13.0,61.0,3.210526315789474,15.4,68.39999999999998,3.5999999999999988,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-9),L (-9)
63.0,54.0,2023/3/1,24-221,PHO,CHO,1,33.333333333333336,7.0,10.0,0.7,0.0,0.0,,2,2.0,1,1.0,15.0,16.0,4.0,0.0,1.0,1.0,5.0,16.0,17.5,9,10.0,7.0,0.7,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,24.0,68.0,3.5789473684210527,16.7,75.70000000000002,3.984210526315791,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,,
64.0,55.0,2023/3/3,24-223,PHO,CHI,1,27.433333333333334,2.0,4.0,0.5,0.0,0.0,,3,4.0,0.75,1.0,2.0,3.0,0.0,1.0,0.0,0.0,4.0,7.0,5.3,11,4.0,2.0,0.5,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,3.0,92.0,4.842105263157895,4.1,98.9,5.205263157894737,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+9),W (+9)
65.0,56.0,2023/3/5,24-225,PHO,DAL,1,33.9,4.0,6.0,0.667,0.0,0.0,,1,2.0,0.5,2.0,14.0,16.0,0.0,1.0,1.0,2.0,5.0,9.0,9.3,4,6.0,4.0,0.666666667,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,17.0,66.0,3.473684210526316,8.899999999999999,73.69999999999999,3.878947368421052,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-3),L (-3)
66.0,57.0,2023/3/8,24-228,PHO,OKC,1,24.066666666666663,5.0,9.0,0.556,0.0,0.0,,2,2.0,1,1.0,7.0,8.0,2.0,0.0,1.0,0.0,0.0,12.0,12.6,29,9.0,5.0,0.555555556,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,12.0,99.0,5.2105263157894735,11.799999999999995,84.89999999999998,4.4684210526315775,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+14),W (+14)
67.0,58.0,2023/3/11,24-231,PHO,SAC,1,37.1,9.0,15.0,0.6,0.0,0.0,,4,5.0,0.8,2.0,10.0,12.0,0.0,1.0,2.0,1.0,2.0,22.0,19.7,0,15.0,9.0,0.6,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,16.0,58.0,3.0526315789473686,18.1,59.500000000000014,3.1315789473684217,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+21),W (+21)
68.0,59.0,2023/3/13,24-233,PHO,GSW,1,35.083333333333336,13.0,19.0,0.684,0.0,0.0,,1,1.0,1,3.0,9.0,12.0,1.0,1.0,0.0,3.0,0.0,27.0,22.4,-8,19.0,13.0,0.684210526,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,18.0,62.0,3.263157894736842,22.00000000000001,62.8,3.305263157894737,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+4),W (+4)
69.0,60.0,2023/3/14,24-234,PHO,MIL,1,25.416666666666668,8.0,19.0,0.421,0.0,1.0,0,0,0.0,,2.0,6.0,8.0,0.0,0.0,0.0,2.0,5.0,16.0,5.1,-15,18.0,8.0,0.444444444,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,3.0,76.0,4.0,5.1,71.30000000000001,3.752631578947369,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+31),W (+31)
70.0,61.0,2023/3/16,24-236,PHO,ORL,1,34.86666666666667,6.0,12.0,0.5,0.0,0.0,,4,4.0,1,0.0,7.0,7.0,0.0,0.0,1.0,1.0,3.0,16.0,10.6,1,12.0,6.0,0.5,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,7.0,77.0,4.052631578947368,9.0,76.10000000000001,4.0052631578947375,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-9),L (-9)
71.0,,2023/3/19,24-239,PHO,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,,104.0,5.473684210526316,0.0,109.7,5.773684210526316,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-11),L (-11)
72.0,,2023/3/22,24-242,PHO,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,,93.0,4.894736842105263,0.0,93.5,4.921052631578948,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-12),L (-12)
73.0,,2023/3/24,24-244,PHO,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,,82.0,4.315789473684211,0.0,77.39999999999999,4.073684210526316,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+3),W (+3)
74.0,,2023/3/25,24-245,PHO,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,,89.0,4.684210526315789,0.0,92.6,4.873684210526315,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-4),L (-4)
75.0,62.0,2023/3/27,24-247,PHO,UTA,1,30.2,5.0,10.0,0.5,0.0,0.0,,4,4.0,1,2.0,6.0,8.0,0.0,0.0,0.0,1.0,1.0,14.0,10.8,-3,10.0,5.0,0.5,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,7.0,111.0,5.842105263157895,9.2,105.9,5.5736842105263165,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-11),L (-11)
76.0,63.0,2023/3/29,24-249,PHO,MIN,1,28.683333333333334,5.0,9.0,0.556,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,1.0,3.0,1.0,4.0,10.0,7.1,-1,9.0,5.0,0.555555556,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,7.0,72.0,3.789473684210526,7.1,96.4,5.0736842105263165,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-8),L (-8)
77.0,64.0,2023/3/31,24-251,PHO,DEN,1,28.3,4.0,11.0,0.364,0.0,0.0,,0,2.0,0,1.0,9.0,10.0,1.0,1.0,0.0,2.0,5.0,8.0,2.2,,11.0,4.0,0.363636364,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,5.0,70.0,3.684210526315789,2.1999999999999984,54.39999999999999,2.8631578947368417,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+20),W (+20)
78.0,65.0,2023/4/2,24-253,PHO,OKC,1,30.666666666666668,8.0,12.0,0.667,0.0,0.0,,3,4.0,0.75,2.0,9.0,11.0,0.0,0.0,0.0,1.0,1.0,19.0,16.1,1,12.0,8.0,0.666666667,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,13.0,66.0,3.473684210526316,14.899999999999997,79.3,4.173684210526315,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+14),W (+14)
79.0,66.0,2023/4/4,24-255,PHO,SAS,1,28.666666666666668,6.0,9.0,0.667,0.0,0.0,,7,7.0,1,4.0,7.0,11.0,1.0,1.0,1.0,3.0,2.0,19.0,18.6,2,9.0,6.0,0.666666667,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,14.0,77.0,4.052631578947368,15.799999999999995,89.60000000000001,4.715789473684211,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+7),W (+7)
80.0,67.0,2023/4/6,24-257,PHO,DEN,1,31.8,7.0,9.0,0.778,0.0,0.0,,2,2.0,1,2.0,3.0,5.0,2.0,0.0,2.0,1.0,4.0,16.0,15,3,9.0,7.0,0.777777778,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,13.0,52.0,2.736842105263158,14.199999999999994,58.600000000000016,3.08421052631579,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+7),W (+7)
81.0,,2023/4/7,24-258,PHO,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,,52.0,2.736842105263158,0.0,63.7,3.3526315789473684,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+10),W (+10)
82.0,,2023/4/9,24-260,PHO,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,,43.0,2.263157894736842,0.0,44.29999999999999,2.3315789473684205,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+21),W (+21)
