Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario ?ari?,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario ?ari?,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Dario ?ari?,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,Shared Games with Darius Bazley,Shared Games with Kevin Durant,Shared Games with Saben Lee,Shared Games with T.J. Warren,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Kevin Durant,co_inf with Saben Lee,co_inf with T.J. Warren,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,9.0,2022/11/9,24-109,PHO,MIN,1,32.96666666666667,4.0,10.0,0.4,0.0,0.0,,1,2.0,0.5,2.0,4.0,6.0,2.0,0.0,0.0,2.0,1.0,9.0,4.8,16,10.0,4.0,0.4,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,3.0,84.0,4.421052631578948,4.4,92.6,4.873684210526315,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+12),W (+12)
12.0,10.0,2022/11/11,24-111,PHO,ORL,1,26.383333333333333,7.0,12.0,0.583,0.0,1.0,0,0,0.0,,1.0,4.0,5.0,1.0,2.0,1.0,1.0,0.0,14.0,12.7,-23,11.0,7.0,0.636363636,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,10.0,87.0,4.578947368421052,12.7,76.5,4.026315789473684,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-17),L (-17)
13.0,11.0,2022/11/14,24-114,PHO,MIA,1,34.36666666666667,8.0,10.0,0.8,0.0,1.0,0,0,0.0,,8.0,4.0,12.0,2.0,1.0,0.0,3.0,5.0,16.0,16.4,-8,9.0,8.0,0.888888889,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,18.0,65.0,3.421052631578948,16.399999999999995,76.79999999999998,4.042105263157894,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-1),L (-1)
14.0,12.0,2022/11/16,24-116,PHO,GSW,1,31.516666666666666,7.0,14.0,0.5,0.0,0.0,,0,0.0,,2.0,5.0,7.0,2.0,0.0,0.0,4.0,3.0,14.0,6.1,16,14.0,7.0,0.5,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,5.0,91.0,4.789473684210527,6.099999999999998,93.5,4.921052631578948,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+11),W (+11)
15.0,13.0,2022/11/18,24-118,PHO,UTA,1,36.63333333333333,7.0,12.0,0.583,0.0,1.0,0,3,3.0,1,5.0,5.0,10.0,8.0,0.0,3.0,2.0,3.0,17.0,20.9,0,11.0,7.0,0.636363636,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,21.0,61.0,3.210526315789474,19.700000000000003,84.39999999999999,4.442105263157894,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-1),L (-1)
16.0,14.0,2022/11/20,24-120,PHO,NYK,1,26.8,6.0,9.0,0.667,0.0,1.0,0,1,5.0,0.2,4.0,7.0,11.0,4.0,1.0,0.0,0.0,3.0,13.0,15,6,8.0,6.0,0.75,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,15.0,97.0,5.105263157894737,14.6,96.4,5.0736842105263165,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+21),W (+21)
17.0,15.0,2022/11/22,24-122,PHO,LAL,1,31.55,7.0,11.0,0.636,0.0,1.0,0,0,0.0,,1.0,14.0,15.0,2.0,1.0,0.0,0.0,4.0,14.0,14.8,9,10.0,7.0,0.7,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,21.0,59.0,3.1052631578947367,14.8,73.89999999999999,3.8894736842105258,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+10),W (+10)
18.0,16.0,2022/11/25,24-125,PHO,DET,1,29.966666666666665,11.0,13.0,0.846,0.0,0.0,,6,7.0,0.857,2.0,10.0,12.0,1.0,0.0,2.0,0.0,0.0,28.0,29.4,13,13.0,11.0,0.846153846,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,23.0,77.0,4.052631578947368,27.0,73.4,3.8631578947368426,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+6),W (+6)
19.0,17.0,2022/11/26,24-126,PHO,UTA,1,34.13333333333333,11.0,19.0,0.579,0.0,0.0,,7,9.0,0.778,9.0,12.0,21.0,3.0,1.0,2.0,2.0,1.0,29.0,31.3,-4,19.0,11.0,0.578947368,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,26.0,83.0,4.368421052631579,28.5,85.39999999999998,4.494736842105262,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+1),W (+1)
20.0,18.0,2022/11/28,24-128,PHO,SAC,1,34.75,8.0,10.0,0.8,0.0,0.0,,1,2.0,0.5,3.0,9.0,12.0,1.0,0.0,0.0,1.0,3.0,17.0,16.1,7,10.0,8.0,0.8,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,17.0,74.0,3.8947368421052633,15.699999999999996,88.09999999999998,4.636842105263157,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+5),W (+5)
21.0,19.0,2022/11/30,24-130,PHO,CHI,1,31.48333333333333,11.0,17.0,0.647,0.0,1.0,0,8,9.0,0.889,2.0,12.0,14.0,3.0,0.0,2.0,1.0,4.0,30.0,28,17,16.0,11.0,0.6875,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,22.0,77.0,4.052631578947368,24.8,92.29999999999998,4.857894736842105,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,,
22.0,20.0,2022/12/2,24-132,PHO,HOU,1,29.866666666666667,4.0,7.0,0.571,0.0,0.0,,0,0.0,,2.0,4.0,6.0,2.0,1.0,1.0,5.0,3.0,8.0,4.2,3,7.0,4.0,0.571428571,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,6.0,102.0,5.368421052631579,4.199999999999999,118.4,6.231578947368422,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+19),W (+19)
23.0,21.0,2022/12/4,24-134,PHO,SAS,1,25.28333333333333,10.0,14.0,0.714,1.0,1.0,1,4,5.0,0.8,2.0,8.0,10.0,3.0,0.0,0.0,2.0,1.0,25.0,22.3,30,13.0,9.0,0.692307692,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,17.0,88.0,4.631578947368421,20.700000000000003,91.0,4.789473684210527,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-1),L (-1)
24.0,22.0,2022/12/5,24-135,PHO,DAL,1,26.8,9.0,11.0,0.818,0.0,0.0,,2,4.0,0.5,1.0,7.0,8.0,1.0,0.0,3.0,1.0,2.0,20.0,18.9,-15,11.0,9.0,0.818181818,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,16.0,103.0,5.421052631578948,18.1,104.5,5.5,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,W (+38),W (+38)
25.0,23.0,2022/12/7,24-137,PHO,BOS,1,24.466666666666665,4.0,7.0,0.571,0.0,0.0,,0,0.0,,2.0,5.0,7.0,2.0,1.0,0.0,4.0,1.0,8.0,5.6,-28,7.0,4.0,0.571428571,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,7.0,66.0,3.473684210526316,5.6,76.30000000000001,4.015789473684211,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-19),L (-19)
26.0,24.0,2022/12/9,24-139,PHO,NOP,1,39.65,11.0,15.0,0.733,0.0,0.0,,3,5.0,0.6,4.0,10.0,14.0,2.0,1.0,1.0,3.0,3.0,25.0,22.8,-11,15.0,11.0,0.733333333,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,20.0,90.0,4.7368421052631575,21.6,90.2,4.747368421052632,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-27),L (-27)
27.0,25.0,2022/12/11,24-141,PHO,NOP,1,32.833333333333336,13.0,18.0,0.722,0.0,0.0,,2,3.0,0.667,6.0,6.0,12.0,5.0,0.0,1.0,1.0,6.0,28.0,27,-17,18.0,13.0,0.722222222,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,24.0,86.0,4.526315789473684,26.200000000000003,89.49999999999999,4.710526315789473,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-11),L (-11)
28.0,26.0,2022/12/13,24-143,PHO,HOU,1,14.5,2.0,10.0,0.2,0.0,1.0,0,1,1.0,1,3.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,5.0,-0.9,-17,9.0,2.0,0.222222222,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,-4.0,85.0,4.473684210526316,-1.3000000000000007,84.59999999999998,4.452631578947368,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-5),L (-5)
29.0,,2022/12/15,24-145,PHO,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47,13,41,49,62,31,45,26,49,54,58,30,47,64,61,42,48,59,74,57,53,31,60,18,69,72,40,83,79,0.770491803,0.30952381,0.854166667,0.830508475,0.837837838,0.543859649,0.849056604,0.838709677,0.816666667,0,0.782608696,0.805555556,0.75,0.56626506,0.810126582,6,7,21,12,17,43,67,47,25,42,63,0.139534884,0,0.14893617,0.84,0.285714286,0.26984127,19,,130.0,6.842105263157895,0.0,117.1,6.163157894736842,19.9,6.2,0.9,0.9,0.0,0.1290911041957291,0.617,0.027,0.225,1.5,3.3,L (-14),L (-14)
