Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,James Wiseman,JaMychal Green,Jonathan Kuminga,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11,2022-11-07,23-141,GSW,SAC,0,21.816666666666663,1.0,4.0,0.25,0.0,2.0,0.0,0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,2.0,-1.8,-11,2.0,1.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-2.0,82.0,5.125,-1.8000000000000005,87.0,5.4375,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+3),W (+3)
12.0,12,2022-11-11,23-145,GSW,CLE,0,33.5,6.0,13.0,0.462,4.0,8.0,0.5,2,2.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,3.0,2.0,18.0,10.8,1,5.0,2.0,0.4,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,7.0,72.0,4.5,9.999999999999996,68.0,4.25,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+5),W (+5)
13.0,13,2022-11-13,23-147,GSW,SAC,0,20.35,6.0,14.0,0.429,3.0,7.0,0.429,3,3.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,4.0,3.0,18.0,8.0,-1,7.0,3.0,0.4285714285714285,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,70.0,4.375,6.799999999999997,73.1,4.56875,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-7),L (-7)
14.0,14,2022-11-14,23-148,GSW,SAS,1,29.133333333333333,13.0,20.0,0.65,5.0,10.0,0.5,5,6.0,0.833,0.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,36.0,32.1,33,10.0,8.0,0.8,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,18.0,86.0,5.375,30.10000000000001,80.79999999999998,5.049999999999999,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+37),W (+37)
15.0,15,2022-11-16,23-150,GSW,PHO,0,26.75,0.0,5.0,0.0,0.0,3.0,0.0,2,2.0,1.0,1.0,1.0,2.0,8.0,0.0,1.0,1.0,2.0,2.0,4.0,-2,2.0,0.0,0.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,66.0,4.125,3.2,77.7,4.85625,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-11),L (-11)
16.0,16,2022-11-18,23-152,GSW,NYK,0,26.15,5.0,17.0,0.294,3.0,8.0,0.375,0,0.0,,1.0,2.0,3.0,4.0,0.0,1.0,3.0,3.0,13.0,3.7,-15,9.0,2.0,0.2222222222222222,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,1.0,73.0,4.5625,3.700000000000002,78.19999999999999,4.887499999999999,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+10),W (+10)
17.0,17,2022-11-20,23-154,GSW,HOU,0,24.55,3.0,8.0,0.375,1.0,2.0,0.5,3,3.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,10.0,8.7,-6,6.0,2.0,0.3333333333333333,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,102.0,6.375,7.4999999999999964,99.2,6.2,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+7),W (+7)
18.0,18,2022-11-21,23-155,GSW,NOP,1,26.933333333333334,9.0,18.0,0.5,2.0,9.0,0.222,6,7.0,0.857,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,26.0,13.9,-25,9.0,7.0,0.7777777777777778,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-1.0,40.0,2.5,11.500000000000002,25.5,1.59375,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-45),L (-45)
19.0,19,2022-11-23,23-157,GSW,LAC,0,21.633333333333333,3.0,15.0,0.2,0.0,8.0,0.0,2,3.0,0.667,0.0,1.0,1.0,5.0,0.0,1.0,2.0,3.0,8.0,-0.4,19,7.0,3.0,0.4285714285714285,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-5.0,108.0,6.75,-1.200000000000001,105.9,6.61875,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+17),W (+17)
20.0,20,2022-11-25,23-159,GSW,UTA,0,25.55,7.0,15.0,0.467,2.0,8.0,0.25,3,3.0,1.0,0.0,4.0,4.0,6.0,0.0,0.0,3.0,1.0,19.0,13.3,4,7.0,5.0,0.7142857142857143,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,8.0,93.0,5.8125,12.1,93.9,5.86875,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+11),W (+11)
21.0,21,2022-11-27,23-161,GSW,MIN,0,26.866666666666667,9.0,17.0,0.529,3.0,9.0,0.333,3,4.0,0.75,1.0,3.0,4.0,6.0,0.0,0.0,4.0,4.0,24.0,15.5,9,8.0,6.0,0.75,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,9.0,101.0,6.3125,14.299999999999995,101.09999999999998,6.318749999999999,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,,
22.0,22,2022-11-29,23-163,GSW,DAL,0,26.866666666666667,3.0,9.0,0.333,1.0,6.0,0.167,2,2.0,1.0,0.0,2.0,2.0,9.0,1.0,0.0,5.0,4.0,9.0,5.2,14,3.0,2.0,0.6666666666666666,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,65.0,4.0625,4.399999999999997,73.4,4.5875,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+23),W (+23)
23.0,23,2022-12-02,23-166,GSW,CHI,0,23.4,11.0,18.0,0.611,7.0,13.0,0.538,1,2.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,30.0,20.0,-6,5.0,4.0,0.8,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,10.0,85.0,5.3125,19.6,65.2,4.075,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-3),L (-3)
24.0,24,2022-12-03,23-167,GSW,HOU,1,27.7,8.0,14.0,0.571,5.0,8.0,0.625,0,0.0,,0.0,2.0,2.0,5.0,1.0,0.0,2.0,4.0,21.0,15.9,25,6.0,3.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,13.0,91.0,5.6875,15.9,84.20000000000002,5.262500000000001,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+8),W (+8)
25.0,25,2022-12-05,23-169,GSW,IND,1,31.75,10.0,21.0,0.476,2.0,8.0,0.25,1,1.0,1.0,1.0,4.0,5.0,4.0,0.0,1.0,3.0,1.0,23.0,14.3,-6,13.0,8.0,0.6153846153846154,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,8.0,63.0,3.9375,13.900000000000002,59.6,3.725,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+19),W (+19)
26.0,26,2022-12-07,23-171,GSW,UTA,1,36.81666666666667,10.0,23.0,0.435,4.0,13.0,0.308,12,13.0,0.923,1.0,3.0,4.0,8.0,0.0,0.0,6.0,1.0,36.0,24.3,4,10.0,6.0,0.6,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,6.0,63.0,3.9375,19.500000000000007,67.39999999999998,4.212499999999999,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-8),L (-8)
27.0,27,2022-12-10,23-174,GSW,BOS,1,32.583333333333336,5.0,16.0,0.313,1.0,9.0,0.111,9,10.0,0.9,0.0,3.0,3.0,4.0,0.0,1.0,2.0,1.0,20.0,12.4,-1,7.0,4.0,0.5714285714285714,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,0.0,88.0,5.5,8.799999999999999,85.29999999999998,5.331249999999999,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-1),L (-1)
28.0,28,2022-12-13,23-177,GSW,MIL,1,31.883333333333333,6.0,17.0,0.353,3.0,7.0,0.429,3,3.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,4.0,2.0,18.0,6.4,-13,10.0,3.0,0.3,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-1.0,60.0,3.75,5.200000000000003,61.89999999999998,3.868749999999999,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+16),W (+16)
29.0,29,2022-12-14,23-178,GSW,IND,1,33.266666666666666,8.0,22.0,0.364,1.0,7.0,0.143,3,3.0,1.0,2.0,3.0,5.0,5.0,1.0,0.0,4.0,5.0,20.0,8.6,5,15.0,7.0,0.4666666666666667,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,65.0,4.0625,7.399999999999999,70.1,4.38125,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-17),L (-17)
30.0,30,2022-12-16,23-180,GSW,PHI,1,36.85,10.0,20.0,0.5,4.0,9.0,0.444,5,6.0,0.833,0.0,1.0,1.0,4.0,1.0,0.0,4.0,2.0,29.0,17.9,-9,11.0,6.0,0.5454545454545454,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,73.0,4.5625,15.899999999999997,60.7,3.79375,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-6),L (-6)
