Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,James Wiseman,JaMychal Green,Jonathan Kuminga,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
63.0,63,2023-03-02,23-256,GSW,LAC,1,31.5,9.0,20.0,0.45,5.0,12.0,0.417,11,12.0,0.917,2.0,2.0,4.0,3.0,2.0,0.0,3.0,1.0,34.0,25.9,19,8.0,4.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,8.0,87.0,5.4375,21.500000000000004,68.9,4.30625,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,,
64.0,64,2023-03-03,23-257,GSW,NOP,1,33.9,3.0,13.0,0.231,0.0,5.0,0.0,12,12.0,1.0,0.0,2.0,2.0,7.0,1.0,0.0,3.0,2.0,18.0,12.8,11,8.0,3.0,0.375,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,0.0,82.0,5.125,8.0,72.50000000000001,4.531250000000001,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+5),W (+5)
65.0,65,2023-03-05,23-259,GSW,LAL,0,28.316666666666663,3.0,11.0,0.273,3.0,10.0,0.3,1,2.0,0.5,1.0,2.0,3.0,4.0,0.0,0.0,2.0,1.0,10.0,4.8,4,1.0,0.0,0.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,65.0,4.0625,4.399999999999998,64.2,4.0125,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+18),W (+18)
66.0,66,2023-03-07,23-261,GSW,OKC,0,31.5,4.0,12.0,0.333,1.0,7.0,0.143,2,2.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,2.0,11.0,7.1,-3,5.0,3.0,0.6,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,4.0,86.0,5.375,6.3000000000000025,90.8,5.675,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+24),W (+24)
67.0,67,2023-03-09,23-263,GSW,MEM,1,34.166666666666664,5.0,10.0,0.5,2.0,5.0,0.4,10,10.0,1.0,1.0,2.0,3.0,4.0,1.0,0.0,4.0,1.0,22.0,17.7,-33,5.0,3.0,0.6,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,6.0,57.0,3.5625,13.700000000000005,61.3,3.83125,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+9),W (+9)
68.0,68,2023-03-11,23-265,GSW,MIL,0,25.0,4.0,13.0,0.308,2.0,5.0,0.4,3,3.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,4.0,1.0,13.0,5.9,-11,8.0,2.0,0.25,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,0.0,107.0,6.6875,4.700000000000001,99.5,6.21875,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-8),L (-8)
69.0,69,2023-03-13,23-267,GSW,PHO,0,30.85,8.0,16.0,0.5,4.0,8.0,0.5,0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,3.0,3.0,20.0,11.9,12,8.0,4.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,7.0,77.0,4.8125,11.900000000000002,86.7,5.41875,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-9),L (-9)
70.0,70,2023-03-15,23-269,GSW,LAC,0,24.966666666666665,6.0,11.0,0.545,3.0,5.0,0.6,4,5.0,0.8,0.0,1.0,1.0,5.0,0.0,0.0,4.0,3.0,19.0,11.9,-4,6.0,3.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,72.0,4.5,10.3,80.6,5.0375,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-21),L (-21)
71.0,71,2023-03-17,23-271,GSW,ATL,0,23.633333333333333,4.0,12.0,0.333,2.0,8.0,0.25,2,2.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0,12.0,5.4,-11,4.0,2.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,79.0,4.9375,4.6000000000000005,86.10000000000001,5.3812500000000005,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+9),W (+9)
72.0,72,2023-03-18,23-272,GSW,MEM,0,29.6,5.0,12.0,0.417,2.0,3.0,0.667,9,9.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,4.0,5.0,21.0,11.7,-4,9.0,3.0,0.3333333333333333,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,1.0,60.0,3.75,8.1,73.9,4.61875,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+11),W (+11)
73.0,73,2023-03-20,23-274,GSW,HOU,0,26.366666666666667,1.0,8.0,0.125,1.0,6.0,0.167,2,2.0,1.0,0.0,2.0,2.0,8.0,1.0,1.0,2.0,0.0,5.0,5.7,13,2.0,0.0,0.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,88.0,5.5,4.9,99.6,6.225,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-8),L (-8)
74.0,74,2023-03-22,23-276,GSW,DAL,0,26.08333333333333,6.0,13.0,0.462,0.0,4.0,0.0,4,5.0,0.8,1.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,16.0,13.0,-1,9.0,6.0,0.6666666666666666,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,90.0,5.625,11.399999999999997,95.6,5.975,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-8),L (-8)
75.0,75,2023-03-24,23-278,GSW,PHI,0,32.266666666666666,10.0,19.0,0.526,6.0,11.0,0.545,7,8.0,0.875,0.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,33.0,25.3,13,8.0,4.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,11.0,65.0,4.0625,22.500000000000004,64.3,4.01875,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-14),L (-14)
76.0,76,2023-03-26,23-280,GSW,MIN,0,30.516666666666666,8.0,16.0,0.5,3.0,8.0,0.375,8,9.0,0.889,0.0,4.0,4.0,2.0,2.0,0.0,3.0,2.0,27.0,19.4,-11,8.0,5.0,0.625,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,7.0,47.0,2.9375,16.199999999999996,47.0,2.9375,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+13),W (+13)
77.0,77,2023-03-28,23-282,GSW,NOP,0,29.4,8.0,15.0,0.533,2.0,6.0,0.333,3,4.0,0.75,0.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,21.0,16.5,16,9.0,6.0,0.6666666666666666,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,10.0,83.0,5.1875,15.299999999999995,83.39999999999999,5.2125,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+2),W (+2)
78.0,78,2023-03-31,23-285,GSW,SAS,0,27.383333333333333,8.0,17.0,0.471,6.0,13.0,0.462,5,6.0,0.833,1.0,1.0,2.0,6.0,1.0,1.0,3.0,4.0,27.0,20.2,15,4.0,2.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,11.0,95.0,5.9375,18.20000000000001,89.8,5.6125,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+8),W (+8)
79.0,79,2023-04-02,23-287,GSW,DEN,0,19.716666666666665,7.0,13.0,0.538,0.0,3.0,0.0,3,3.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,4.0,17.0,11.8,-6,10.0,7.0,0.7,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,6.0,73.0,4.5625,10.6,68.0,4.25,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-3),L (-3)
80.0,80,2023-04-04,23-289,GSW,OKC,1,30.616666666666667,8.0,19.0,0.421,5.0,12.0,0.417,9,11.0,0.818,0.0,2.0,2.0,4.0,0.0,1.0,4.0,3.0,30.0,18.0,5,7.0,3.0,0.4285714285714285,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,3.0,98.0,6.125,14.40000000000001,93.4,5.8375,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+11),W (+11)
81.0,81,2023-04-07,23-292,GSW,SAC,0,19.45,0.0,10.0,0.0,0.0,6.0,0.0,8,9.0,0.889,0.0,3.0,3.0,5.0,0.0,0.0,2.0,4.0,8.0,1.4,-9,4.0,0.0,0.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-5.0,103.0,6.4375,-1.7999999999999998,96.1,6.00625,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,W (+15),W (+15)
82.0,82,2023-04-09,23-294,GSW,POR,0,17.266666666666666,7.0,9.0,0.778,4.0,5.0,0.8,3,4.0,0.75,0.0,4.0,4.0,2.0,0.0,0.0,2.0,3.0,21.0,16.5,31,4.0,3.0,0.75,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,12.0,150.0,9.375,15.299999999999995,132.0,8.25,14.6,3.2,-1.9,-0.1,-1.8,0.1717420280939198,0.573,0.498,0.325,0.1,1.4,L (-2),L (-2)
