Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,James Wiseman,JaMychal Green,Jonathan Kuminga,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
56,55,,2023-02-08,20-253,GSW,@,POR,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,,90.0,5.625,0.0,101.30000000000004,6.3312500000000025
57,56,42,2023-02-11,20-256,GSW,,LAL,L (-6),0,2:20,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.1,-1,1.0,1.0,1.0,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,3.0,76.0,4.75,3.1,73.1,4.56875
58,57,43,2023-02-13,20-258,GSW,,WAS,W (+9),0,8:15,0.0,1.0,.000,0.0,1.0,.000,1,2.0,.500,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.5,+11,0.0,0.0,,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,1.0,105.0,6.5625,1.1,116.39999999999998,7.274999999999999
59,58,44,2023-02-14,20-259,GSW,@,LAC,L (-10),0,13:21,3.0,8.0,.375,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,3.6,+8,4.0,2.0,0.5,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,1.0,71.0,4.4375,3.6,85.99999999999999,5.374999999999999
60,59,45,2023-02-23,20-268,GSW,@,LAL,L (-13),0,10:01,2.0,5.0,.400,0.0,2.0,.000,4,4.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,8.0,6.2,+7,3.0,2.0,0.6666666666666666,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,2.0,60.0,3.75,4.6,71.4,4.4625
61,60,46,2023-02-24,20-269,GSW,,HOU,W (+15),0,12:53,1.0,4.0,.250,1.0,4.0,.250,1,1.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.3,+6,0.0,0.0,,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,-1.0,91.0,5.6875,0.9000000000000008,83.0,5.1875
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,,0.0,0.0,0.0,0.0,0.0
63,61,47,2023-02-26,20-271,GSW,,MIN,W (+5),0,4:18,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0,0.0,0.0,,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,1.0,77.0,4.8125,0.6000000000000001,81.69999999999999,5.106249999999999
64,62,48,2023-02-28,20-273,GSW,,POR,W (+18),0,2:39,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,0.0,85.0,5.3125,0.0,95.7,5.98125
65,63,49,2023-03-02,20-275,GSW,,LAC,W (+24),0,5:04,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,0,0.0,0.0,,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,2.0,93.0,5.8125,2.7,87.7,5.48125
66,64,50,2023-03-03,20-276,GSW,,NOP,W (+9),0,5:53,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.3,+7,0.0,0.0,,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,-1.0,83.0,5.1875,-1.3,81.80000000000001,5.112500000000001
67,65,,2023-03-05,20-278,GSW,@,LAL,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,,67.0,4.1875,0.0,68.60000000000001,4.2875000000000005
68,66,,2023-03-07,20-280,GSW,@,OKC,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,,90.0,5.625,0.0,97.10000000000002,6.068750000000001
69,67,,2023-03-09,20-282,GSW,@,MEM,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,,63.0,3.9375,0.0,75.0,4.6875
70,68,51,2023-03-11,20-284,GSW,,MIL,W (+9),0,6:27,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.2,+7,1.0,1.0,1.0,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,4.0,103.0,6.4375,2.2,102.0,6.375
71,69,52,2023-03-13,20-286,GSW,,PHO,W (+11),0,14:57,1.0,5.0,.200,0.0,1.0,.000,2,3.0,.667,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,4.0,1.8,+3,4.0,1.0,0.25,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,-1.0,85.0,5.3125,1.0,97.6,6.1
72,70,53,2023-03-15,20-288,GSW,@,LAC,L (-8),0,10:24,1.0,1.0,1.000,0.0,0.0,,1,2.0,.500,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,3.2,+3,1.0,1.0,1.0,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,3.0,74.0,4.625,2.8,88.1,5.50625
73,71,54,2023-03-17,20-290,GSW,@,ATL,L (-8),0,12:42,0.0,0.0,,0.0,0.0,,1,2.0,.500,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.9,0,0.0,0.0,,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,2.0,79.0,4.9375,1.4999999999999998,89.2,5.575
74,72,55,2023-03-18,20-291,GSW,@,MEM,L (-14),0,11:59,4.0,4.0,1.000,1.0,1.0,1.000,0,1.0,.000,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,9.0,9.1,+3,3.0,3.0,1.0,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,7.0,54.0,3.375,9.099999999999998,72.9,4.55625
75,73,56,2023-03-20,20-293,GSW,@,HOU,W (+13),0,8:06,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,4.3,0,0.0,0.0,,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,5.0,88.0,5.5,4.299999999999999,100.2,6.2625
76,74,57,2023-03-22,20-295,GSW,@,DAL,W (+2),0,6:52,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,-0.1,+4,1.0,1.0,1.0,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,0.0,95.0,5.9375,-0.1000000000000002,107.1,6.69375
77,75,58,2023-03-24,20-297,GSW,,PHI,W (+8),0,8:12,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,2.1,+6,0.0,0.0,,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,4.0,72.0,4.5,2.1,84.70000000000002,5.293750000000001
78,76,,2023-03-26,20-299,GSW,,MIN,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,,54.0,3.375,0.0,63.19999999999999,3.9499999999999993
79,77,59,2023-03-28,20-301,GSW,,NOP,W (+11),0,3:00,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,-7,1.0,1.0,1.0,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,1.0,92.0,5.75,1.7,97.0,6.0625
80,78,60,2023-03-31,20-304,GSW,,SAS,W (+15),0,1:28,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,-1,1.0,1.0,1.0,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,1.0,105.0,6.5625,1.7,106.3,6.64375
81,79,,2023-04-02,20-306,GSW,@,DEN,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,,79.0,4.9375,0.0,78.6,4.9125
82,80,61,2023-04-04,20-308,GSW,,OKC,W (+11),0,25:52,5.0,7.0,.714,3.0,5.0,.600,0,0.0,,1.0,4.0,5.0,1.0,0.0,1.0,2.0,4.0,13.0,9.8,+4,2.0,2.0,1.0,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,11.0,90.0,5.625,9.8,98.0,6.125
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,,0.0,0.0,0.0,0.0,0.0
84,81,62,2023-04-07,20-311,GSW,@,SAC,W (+22),0,9:57,1.0,3.0,.333,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-14,3.0,1.0,0.3333333333333333,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,0.0,98.0,6.125,1.0,93.3,5.83125
85,82,63,2023-04-09,20-313,GSW,@,POR,W (+56),0,29:07,10.0,14.0,.714,4.0,7.0,.571,1,1.0,1.000,0.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,25.0,21.6,+39,7.0,6.0,0.8571428571428571,4,25,48,53,54,21,46,51,63,63,50,29,12,38,40,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,31.0,12.0,56.0,45.0,0.5,0.6756756756756757,0.7741935483870968,0.7361111111111112,0.7397260273972602,0.4666666666666667,0.8070175438596491,0.7611940298507462,0.7682926829268293,0.7682926829268293,0.7246376811594203,0.0,0.935483870967742,1.0,0.6785714285714286,0.8888888888888888,5,22.0,70.0,0.2272727272727272,0.0,16,18.0,144.0,9.0,21.200000000000003,126.09999999999998,7.881249999999999
