Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Lester Quinones,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,JaMychal Green,Jonathan Kuminga,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome
67,65,29,2023-03-07,21-341,DET,,WAS,L (-2),1,34.266666666666666,10.0,13.0,.769,0.0,0.0,,1,2,.500,2,3,5,3,1,2,2,2,21,19.5,-10,13.0,10.0,0.7692307692307693,0,12,11,12,17,16,18,21,21,15,0,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777
68,66,30,2023-03-09,21-343,DET,,CHO,L (-10),1,26.783333333333335,8.0,13.0,.615,0.0,0.0,,0,0,,3,10,13,0,0,1,0,3,16,14.7,+13,13.0,8.0,0.6153846153846154,0,12,11,12,17,16,18,21,21,15,0,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777
69,67,31,2023-03-11,21-345,DET,,IND,L (-6),1,25.833333333333332,6.0,11.0,.545,1.0,3.0,.333,3,5,.600,3,6,9,0,0,1,2,4,16,10.9,+9,8.0,5.0,0.625,0,12,11,12,17,16,18,21,21,15,0,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777
70,68,32,2023-03-13,21-347,DET,,IND,W (+20),1,24.466666666666665,8.0,15.0,.533,0.0,1.0,.000,2,4,.500,5,9,14,1,0,3,2,2,18,16.1,-1,14.0,8.0,0.5714285714285714,0,12,11,12,17,16,18,21,21,15,0,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777
71,69,33,2023-03-14,21-348,DET,@,WAS,L (-20),1,30.9,4.0,15.0,.267,0.0,1.0,.000,4,4,1.000,5,5,10,1,1,1,0,1,12,10.1,-9,14.0,4.0,0.2857142857142857,0,12,11,12,17,16,18,21,21,15,0,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777
72,70,34,2023-03-16,21-350,DET,,DEN,L (-19),1,29.916666666666668,7.0,14.0,.500,0.0,0.0,,0,0,,3,6,9,1,0,0,2,3,14,8.4,-13,14.0,7.0,0.5,0,12,11,12,17,16,18,21,21,15,0,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777
73,71,35,2023-03-19,21-353,DET,,MIA,L (-12),1,33.06666666666667,10.0,13.0,.769,1.0,1.0,1.000,1,1,1.000,4,9,13,0,0,0,1,2,22,20.6,-5,12.0,9.0,0.75,0,12,11,12,17,16,18,21,21,15,0,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777
74,72,36,2023-03-21,21-355,DET,@,ATL,L (-22),1,19.116666666666667,2.0,6.0,.333,0.0,2.0,.000,2,2,1.000,2,3,5,0,0,0,1,6,6,1.5,-23,4.0,2.0,0.5,0,12,11,12,17,16,18,21,21,15,0,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777
75,73,37,2023-03-24,21-358,DET,@,TOR,L (-21),1,23.45,7.0,13.0,.538,0.0,0.0,,0,2,.000,0,4,4,1,0,1,2,1,14,7.1,-12,13.0,7.0,0.5384615384615384,0,12,11,12,17,16,18,21,21,15,0,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777
76,74,38,2023-03-27,21-361,DET,,MIL,L (-9),1,20.333333333333332,5.0,12.0,.417,0.0,1.0,.000,4,4,1.000,3,3,6,1,1,0,1,1,14,10.9,-18,11.0,5.0,0.4545454545454545,0,12,11,12,17,16,18,21,21,15,0,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777
77,75,39,2023-03-29,21-363,DET,@,OKC,L (-1),1,28.8,7.0,9.0,.778,0.0,0.0,,0,0,,2,9,11,0,0,0,3,3,14,10.4,-11,9.0,7.0,0.7777777777777778,0,12,11,12,17,16,18,21,21,15,0,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777
78,76,40,2023-03-31,22-000,DET,@,HOU,L (-6),1,23.5,4.0,10.0,.400,0.0,2.0,.000,0,0,,1,3,4,1,0,3,0,6,8,4.6,,8.0,4.0,0.5,0,12,11,12,17,16,18,21,21,15,0,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777
79,77,41,2023-04-02,22-002,DET,@,ORL,L (-26),1,22.533333333333335,4.0,8.0,.500,0.0,0.0,,4,4,1.000,1,9,10,1,0,0,0,3,12,10.9,-22,8.0,4.0,0.5,0,12,11,12,17,16,18,21,21,15,0,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777
80,78,42,2023-04-04,22-004,DET,,MIA,L (-13),1,29.683333333333334,6.0,14.0,.429,0.0,0.0,,2,4,.500,2,4,6,1,0,0,1,5,14,6.1,-10,14.0,6.0,0.4285714285714285,0,12,11,12,17,16,18,21,21,15,0,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777
81,79,43,2023-04-05,22-005,DET,,BRK,L (-15),1,29.033333333333335,5.0,10.0,.500,0.0,1.0,.000,6,7,.857,0,3,3,2,0,1,0,1,16,13.2,+6,9.0,5.0,0.5555555555555556,0,12,11,12,17,16,18,21,21,15,0,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777
82,80,44,2023-04-07,22-007,DET,@,IND,W (+7),1,7.516666666666667,1.0,2.0,.500,0.0,0.0,,1,2,.500,0,3,3,0,0,0,0,1,3,2.1,-14,2.0,1.0,0.5,0,12,11,12,17,16,18,21,21,15,0,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777
83,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,0,12,11,12,17,16,18,21,21,15,0,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777
84,81,45,2023-04-09,22-009,DET,@,CHI,L (-22),1,24.833333333333332,4.0,9.0,.444,0.0,0.0,,3,4,.750,6,6,12,0,0,1,4,2,11,7.8,-31,9.0,4.0,0.4444444444444444,0,12,11,12,17,16,18,21,21,15,0,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777
