Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-09,27-215,CLE,SAC,0,15.233333333333333,3.0,4.0,.750,1.0,1.0,1.000,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,7.0,6.3,+1,3.0,2.0,0.6666666666666666,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,7.0,64.0,4.0,6.3,86.0,5.375,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-7),L (-7)
12.0,12.0,2022-11-11,27-217,CLE,GSW,0,20.65,0.0,4.0,.000,0.0,2.0,.000,0,2.0,.000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-3.0,-9,2.0,0.0,0.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,-4.0,59.0,3.6875,-3.0,74.89999999999999,4.68125,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-5),L (-5)
13.0,13.0,2022-11-13,27-219,CLE,MIN,0,27.683333333333334,4.0,10.0,.400,2.0,4.0,.500,4,6.0,.667,0.0,4.0,4.0,2.0,0.0,0.0,1.0,4.0,14.0,7.8,-1,6.0,2.0,0.3333333333333333,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,3.0,59.0,3.6875,6.199999999999999,88.19999999999999,5.512499999999999,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-5),L (-5)
14.0,14.0,2022-11-16,27-222,CLE,MIL,0,13.2,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,4.0,-4,2.0,2.0,1.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,5.0,55.0,3.4375,3.9999999999999982,75.50000000000001,4.718750000000001,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-15),L (-15)
15.0,15.0,2022-11-18,27-224,CLE,CHO,0,7.4,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,+2,0.0,0.0,,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,2.0,76.0,4.75,0.6,99.9,6.24375,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+10),W (+10)
16.0,16.0,2022-11-20,27-226,CLE,MIA,0,37.0,8.0,17.0,.471,4.0,11.0,.364,0,0.0,,4.0,8.0,12.0,3.0,1.0,1.0,1.0,3.0,20.0,18.1,+39,6.0,4.0,0.6666666666666666,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,19.0,80.0,5.0,18.100000000000005,87.3,5.45625,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+26),W (+26)
17.0,17.0,2022-11-21,27-227,CLE,ATL,0,28.933333333333334,8.0,10.0,.800,3.0,4.0,.750,4,5.0,.800,0.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,23.0,17.1,+9,6.0,5.0,0.8333333333333334,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,10.0,71.0,4.4375,15.499999999999996,87.4,5.4625,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+12),W (+12)
18.0,18.0,2022-11-23,27-229,CLE,POR,0,27.116666666666667,1.0,6.0,.167,1.0,5.0,.200,0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,1.0,2.0,3.0,0.7,+17,1.0,0.0,0.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,3.0,74.0,4.625,0.7,95.1,5.94375,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+18),W (+18)
19.0,19.0,2022-11-25,27-231,CLE,MIL,0,32.13333333333333,3.0,8.0,.375,2.0,5.0,.400,0,0.0,,0.0,4.0,4.0,2.0,3.0,0.0,1.0,1.0,8.0,7.8,-13,3.0,1.0,0.3333333333333333,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,8.0,53.0,3.3125,7.799999999999999,83.6,5.225,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-15),L (-15)
20.0,20.0,2022-11-27,27-233,CLE,DET,0,26.683333333333334,4.0,8.0,.500,1.0,4.0,.250,1,1.0,1.000,0.0,3.0,3.0,0.0,0.0,1.0,3.0,2.0,10.0,3.8,+12,4.0,3.0,0.75,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,2.0,39.0,2.4375,3.3999999999999995,59.50000000000001,3.71875,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+8),W (+8)
21.0,21.0,2022-11-28,27-234,CLE,TOR,0,28.1,4.0,12.0,.333,1.0,8.0,.125,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,9.0,1.0,+6,4.0,3.0,0.75,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,-2.0,61.0,3.8125,1.0000000000000009,67.2,4.2,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,,
22.0,22.0,2022-11-30,27-236,CLE,PHI,0,28.816666666666663,3.0,7.0,.429,1.0,5.0,.200,2,3.0,.667,0.0,5.0,5.0,0.0,0.0,0.0,2.0,1.0,9.0,4.0,+8,2.0,2.0,1.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,2.0,98.0,6.125,3.2,111.4,6.9625,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-12),L (-12)
23.0,23.0,2022-12-02,27-238,CLE,ORL,0,20.433333333333334,2.0,5.0,.400,1.0,4.0,.250,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,3.9,+12,1.0,1.0,1.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,4.0,67.0,4.1875,3.899999999999999,94.00000000000004,5.875000000000003,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+28),W (+28)
24.0,24.0,2022-12-04,27-240,CLE,NYK,0,29.6,4.0,8.0,.500,1.0,3.0,.333,1,2.0,.500,0.0,4.0,4.0,4.0,3.0,0.0,1.0,0.0,10.0,11.6,+5,5.0,3.0,0.6,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,10.0,28.0,1.75,11.199999999999998,46.1,2.88125,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+11),W (+11)
25.0,25.0,2022-12-06,27-242,CLE,LAL,0,22.85,3.0,10.0,.300,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.9,-1,7.0,3.0,0.4285714285714285,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,-3.0,84.0,5.25,0.9000000000000004,96.70000000000002,6.043750000000001,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-11),L (-11)
26.0,26.0,2022-12-09,27-245,CLE,SAC,0,35.03333333333333,7.0,14.0,.500,3.0,8.0,.375,0,2.0,.000,0.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,17.0,12.2,-4,6.0,4.0,0.6666666666666666,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,9.0,33.0,2.0625,12.2,41.900000000000006,2.6187500000000004,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+14),W (+14)
27.0,27.0,2022-12-10,27-246,CLE,OKC,0,25.55,3.0,10.0,.300,0.0,4.0,.000,2,2.0,1.000,1.0,4.0,5.0,1.0,0.0,0.0,1.0,1.0,8.0,3.4,-4,6.0,3.0,0.5,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,1.0,70.0,4.375,2.599999999999997,82.39999999999999,5.15,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-11),L (-11)
