Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
60.0,14.0,2023-02-13,32-115,CLE,SAS,0,22.83333333333333,1.0,3.0,.333,0.0,1.0,.000,7,8.0,.875,1.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,9.0,11.2,+1,2.0,1.0,0.5,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,5.0,86.0,5.375,8.4,105.3,6.58125,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+11),W (+11)
61.0,,2023-02-15,32-117,CLE,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,83.0,5.1875,0.0,112.00000000000004,7.000000000000003,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+8),W (+8)
62.0,,2023-02-23,32-125,CLE,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,69.0,4.3125,0.0,90.8,5.675,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+8),W (+8)
63.0,15.0,2023-02-24,32-126,CLE,ATL,0,11.933333333333334,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.3,-10,3.0,1.0,0.3333333333333333,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,2.0,83.0,5.1875,2.3000000000000003,114.1,7.13125,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,,
64.0,16.0,2023-02-26,32-128,CLE,TOR,0,19.766666666666666,0.0,5.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,0.0,-5.1,+7,3.0,0.0,0.0,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,-4.0,98.0,6.125,-5.1,107.1,6.69375,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-6),L (-6)
65.0,17.0,2023-03-01,32-131,CLE,BOS,0,7.483333333333333,1.0,1.0,1.000,1.0,1.0,1.000,1,2.0,.500,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,5.3,0,0.0,0.0,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,5.0,75.0,4.6875,4.9,101.20000000000002,6.325000000000001,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-6),L (-6)
66.0,18.0,2023-03-04,32-134,CLE,DET,0,19.83333333333333,2.0,5.0,.400,1.0,2.0,.500,0,0.0,,2.0,3.0,5.0,3.0,2.0,2.0,0.0,1.0,5.0,9.7,+10,3.0,1.0,0.3333333333333333,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,12.0,77.0,4.8125,9.7,94.59999999999998,5.912499999999999,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-17),L (-17)
67.0,19.0,2023-03-06,32-136,CLE,BOS,0,6.983333333333333,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,-1.3,-6,1.0,1.0,1.0,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,-2.0,90.0,5.625,-1.3,101.7,6.35625,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+25),W (+25)
68.0,20.0,2023-03-08,32-138,CLE,MIA,0,22.9,2.0,7.0,.286,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,4.0,2.0,0.0,1.0,2.0,5.0,3.9,0,5.0,1.0,0.2,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,3.0,64.0,4.0,3.9,81.8,5.1125,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-4),L (-4)
69.0,21.0,2023-03-10,32-140,CLE,MIA,0,25.166666666666668,3.0,8.0,.375,2.0,7.0,.286,0,0.0,,0.0,3.0,3.0,8.0,0.0,0.0,3.0,3.0,8.0,5.9,-8,1.0,1.0,1.0,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,8.0,57.0,3.5625,5.899999999999999,78.0,4.875,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+24),W (+24)
70.0,22.0,2023-03-12,32-142,CLE,CHO,0,19.7,4.0,7.0,.571,0.0,1.0,.000,3,3.0,1.000,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,11.0,8.3,+17,6.0,4.0,0.6666666666666666,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,4.0,56.0,3.5,7.100000000000001,77.30000000000001,4.831250000000001,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+4),W (+4)
71.0,23.0,2023-03-14,32-144,CLE,CHO,0,20.683333333333334,5.0,11.0,.455,0.0,2.0,.000,1,1.0,1.000,0.0,5.0,5.0,4.0,0.0,1.0,3.0,3.0,11.0,6.1,+8,9.0,5.0,0.5555555555555556,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,6.0,79.0,4.9375,5.699999999999999,105.6,6.6,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+4),W (+4)
72.0,,2023-03-15,32-145,CLE,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,,55.0,3.4375,0.0,77.6,4.85,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-4),L (-4)
73.0,24.0,2023-03-17,32-147,CLE,WAS,0,21.216666666666665,3.0,4.0,.750,0.0,0.0,,2,3.0,.667,1.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,8.0,10.4,+15,4.0,3.0,0.75,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,9.0,77.0,4.8125,9.6,89.8,5.6125,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+6),W (+6)
74.0,25.0,2023-03-21,32-151,CLE,BRK,0,19.383333333333333,3.0,6.0,.500,0.0,2.0,.000,2,2.0,1.000,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,8.0,5.3,-4,4.0,3.0,0.75,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,1.0,74.0,4.625,4.499999999999999,94.30000000000004,5.8937500000000025,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+16),W (+16)
75.0,26.0,2023-03-23,32-153,CLE,BRK,0,19.65,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,3.4,-6,0.0,0.0,,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,6.0,67.0,4.1875,3.3999999999999995,93.4,5.8375,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-9),L (-9)
76.0,27.0,2023-03-26,32-156,CLE,HOU,0,15.516666666666667,0.0,4.0,.000,0.0,2.0,.000,2,2.0,1.000,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,-11,2.0,0.0,0.0,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,-1.0,94.0,5.875,-0.3000000000000006,125.1,7.81875,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+23),W (+23)
77.0,28.0,2023-03-28,32-158,CLE,ATL,0,19.216666666666665,4.0,7.0,.571,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,9.0,4.4,-5,5.0,3.0,0.6,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,4.0,80.0,5.0,4.399999999999999,103.60000000000002,6.475000000000001,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+6),W (+6)
78.0,29.0,2023-03-31,32-161,CLE,NYK,0,9.366666666666667,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.9,-8,1.0,1.0,1.0,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,1.0,93.0,5.8125,0.9000000000000001,106.0,6.625,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+2),W (+2)
79.0,30.0,2023-04-02,32-163,CLE,IND,0,14.05,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,5.0,1.0,0.0,1.0,2.0,0.0,2.3,+1,1.0,0.0,0.0,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,5.0,77.0,4.8125,2.3,100.9,6.30625,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+17),W (+17)
80.0,31.0,2023-04-04,32-165,CLE,ORL,0,11.266666666666667,1.0,6.0,.167,1.0,3.0,.333,0,0.0,,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,1.6,-9,3.0,0.0,0.0,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,1.0,78.0,4.875,1.600000000000001,99.8,6.2375,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-2),L (-2)
81.0,32.0,2023-04-06,32-167,CLE,ORL,1,20.466666666666665,2.0,7.0,.286,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,5.0,1.0,0.0,0.0,2.0,5.0,5.2,+15,5.0,1.0,0.2,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,6.0,61.0,3.8125,5.199999999999999,66.60000000000001,4.1625000000000005,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,L (-14),L (-14)
82.0,33.0,2023-04-09,32-170,CLE,CHO,1,26.4,2.0,11.0,.182,0.0,4.0,.000,2,2.0,1.000,1.0,4.0,5.0,7.0,0.0,0.0,3.0,1.0,6.0,2.5,+1,7.0,2.0,0.2857142857142857,29,31,29,22,26,3,32,27,3,27,6,29,7,14,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,37.0,5.0,0.3918918918918919,0.4025974025974026,0.4202898550724637,0.5,0.3823529411764705,1.0,0.4050632911392405,0.3552631578947368,0.25,0.3970588235294117,0.0967741935483871,0.4677419354838709,0.3181818181818182,0.2916666666666667,0.2702702702702703,0.0,5,11.0,74.0,0.4545454545454545,0.0,16,2.0,55.0,3.4375,1.6999999999999984,60.39999999999999,3.775,10.4,0.7,-2.8,-3.8,1.1,0.0185768604019554,0.442,0.461,0.197,-0.1,-0.2,W (+10),W (+10)
