Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Aaron Gordon,Bones Hyland,Christian Braun,Collin Gillespie,Davon Reed,DeAndre Jordan,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
51,50,49,2023-01-28,26-166,DEN,@,PHI,L (-7),0,21:53,3.0,8.0,.375,1.0,3.0,.333,0,0.0,,1.0,3.0,4.0,3.0,0.0,1.0,2.0,2.0,7.0,4.2,-9,5.0,2.0,0.4,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,5.0,87.0,5.117647058823529,4.199999999999998,100.6,5.917647058823529
52,51,50,2023-01-31,26-169,DEN,,NOP,W (+9),0,20:37,2.0,6.0,.333,1.0,4.0,.250,2,2.0,1.000,0.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,7.0,0.8,-12,2.0,1.0,0.5,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,-2.0,101.0,5.941176470588236,1.7763568394002505e-15,117.30000000000004,6.900000000000002
53,52,51,2023-02-02,26-171,DEN,,GSW,W (+17),0,30:54,6.0,9.0,.667,3.0,3.0,1.000,2,4.0,.500,0.0,4.0,4.0,2.0,1.0,0.0,1.0,2.0,17.0,14.1,+11,6.0,3.0,0.5,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,10.0,101.0,5.941176470588236,13.299999999999995,122.20000000000002,7.188235294117648
54,53,52,2023-02-04,26-173,DEN,,ATL,W (+20),0,23:52,2.0,10.0,.200,1.0,6.0,.167,3,4.0,.750,1.0,2.0,3.0,5.0,3.0,0.0,2.0,1.0,8.0,6.8,+5,4.0,1.0,0.25,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,3.0,109.0,6.411764705882353,5.600000000000001,119.10000000000002,7.005882352941178
55,54,53,2023-02-05,26-174,DEN,@,MIN,L (-30),1,28:03,4.0,9.0,.444,1.0,4.0,.250,7,8.0,.875,1.0,1.0,2.0,7.0,1.0,0.0,3.0,4.0,16.0,13.2,-16,5.0,3.0,0.6,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,6.0,40.0,2.3529411764705883,10.4,49.89999999999999,2.935294117647058
56,55,54,2023-02-07,26-176,DEN,,MIN,W (+34),1,21:44,4.0,6.0,.667,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,9.0,6.6,+10,5.0,3.0,0.6,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,5.0,125.0,7.352941176470588,6.6000000000000005,136.20000000000002,8.011764705882355
57,56,55,2023-02-09,26-178,DEN,@,ORL,L (-11),1,33:22,3.0,7.0,.429,0.0,3.0,.000,1,2.0,.500,0.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,7.0,5.9,+7,4.0,3.0,0.75,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,4.0,51.0,3.0,5.499999999999999,65.7,3.864705882352941
58,57,56,2023-02-11,26-180,DEN,@,CHO,W (+14),1,31:31,6.0,9.0,.667,2.0,4.0,.500,0,0.0,,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,14.0,12.8,+17,5.0,4.0,0.8,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,11.0,91.0,5.352941176470588,12.8,103.39999999999998,6.082352941176469
59,58,57,2023-02-13,26-182,DEN,@,MIA,W (+4),1,32:09,6.0,12.0,.500,3.0,7.0,.429,1,2.0,.500,0.0,2.0,2.0,3.0,0.0,0.0,2.0,4.0,16.0,8.7,+3,5.0,3.0,0.6,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,5.0,87.0,5.117647058823529,8.300000000000002,88.9,5.229411764705882
60,59,58,2023-02-15,26-184,DEN,,DAL,W (+9),1,29:18,5.0,10.0,.500,0.0,3.0,.000,0,0.0,,0.0,3.0,3.0,6.0,2.0,0.0,0.0,2.0,10.0,11.3,+13,7.0,5.0,0.7142857142857143,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,11.0,81.0,4.764705882352941,11.3,86.39999999999999,5.08235294117647
61,60,59,2023-02-23,26-192,DEN,@,CLE,W (+6),0,21:41,1.0,5.0,.200,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,-0.3,-3,3.0,1.0,0.3333333333333333,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,1.0,83.0,4.882352941176471,-0.2999999999999998,92.6,5.447058823529411
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,,0.0,0.0,0.0,0.0,0.0
63,61,60,2023-02-25,26-194,DEN,@,MEM,L (-18),0,24:47,4.0,12.0,.333,0.0,2.0,.000,0,0.0,,1.0,5.0,6.0,2.0,0.0,0.0,1.0,1.0,8.0,3.4,-19,10.0,4.0,0.4,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,3.0,40.0,2.3529411764705883,3.4000000000000004,49.8,2.929411764705882
64,62,61,2023-02-26,26-195,DEN,,LAC,W (+10),0,29:36,5.0,10.0,.500,1.0,3.0,.333,2,2.0,1.000,1.0,6.0,7.0,2.0,1.0,0.0,1.0,2.0,13.0,11.1,+6,7.0,4.0,0.5714285714285714,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,10.0,86.0,5.0588235294117645,10.299999999999995,98.0,5.764705882352941
65,63,62,2023-02-28,26-197,DEN,@,HOU,W (+21),0,27:02,6.0,11.0,.545,3.0,6.0,.500,0,0.0,,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,15.0,13.0,+3,5.0,3.0,0.6,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,10.0,92.0,5.411764705882353,12.999999999999996,102.7,6.041176470588235
66,64,63,2023-03-03,26-200,DEN,,MEM,W (+16),0,23:24,7.0,12.0,.583,1.0,3.0,.333,0,0.0,,1.0,5.0,6.0,1.0,0.0,1.0,0.0,0.0,15.0,13.0,+10,9.0,6.0,0.6666666666666666,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,11.0,83.0,4.882352941176471,13.0,92.6,5.447058823529411
67,65,64,2023-03-06,26-203,DEN,,TOR,W (+5),0,20:18,2.0,13.0,.154,0.0,5.0,.000,5,6.0,.833,2.0,2.0,4.0,1.0,2.0,0.0,2.0,3.0,9.0,1.8,-8,8.0,2.0,0.25,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,-5.0,82.0,4.823529411764706,-0.2000000000000001,100.3,5.8999999999999995
68,66,65,2023-03-08,26-205,DEN,,CHI,L (-21),0,22:47,4.0,5.0,.800,1.0,1.0,1.000,0,0.0,,3.0,5.0,8.0,2.0,1.0,0.0,2.0,4.0,9.0,9.5,-24,4.0,3.0,0.75,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,13.0,37.0,2.176470588235294,9.499999999999998,46.50000000000001,2.7352941176470593
69,67,66,2023-03-10,26-207,DEN,@,SAS,L (-8),0,25:13,3.0,8.0,.375,0.0,3.0,.000,2,2.0,1.000,0.0,1.0,1.0,1.0,2.0,0.0,2.0,4.0,8.0,3.0,-4,5.0,3.0,0.6,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,0.0,84.0,4.941176470588236,2.2,100.9,5.935294117647059
70,68,67,2023-03-12,26-209,DEN,,BRK,L (-2),0,30:23,3.0,10.0,.300,1.0,3.0,.333,2,2.0,1.000,2.0,7.0,9.0,3.0,0.0,2.0,2.0,4.0,9.0,6.6,-6,7.0,2.0,0.2857142857142857,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,9.0,64.0,3.764705882352941,5.799999999999999,82.80000000000001,4.870588235294118
71,69,68,2023-03-14,26-211,DEN,@,TOR,L (-15),0,22:00,5.0,7.0,.714,0.0,1.0,.000,2,2.0,1.000,0.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,12.0,9.2,-3,6.0,5.0,0.8333333333333334,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,7.0,66.0,3.882352941176471,8.399999999999999,83.89999999999999,4.935294117647058
72,70,69,2023-03-16,26-213,DEN,@,DET,W (+19),0,26:15,2.0,7.0,.286,0.0,1.0,.000,1,2.0,.500,0.0,5.0,5.0,4.0,3.0,2.0,1.0,3.0,5.0,7.0,+9,6.0,2.0,0.3333333333333333,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,9.0,81.0,4.764705882352941,6.6000000000000005,100.2,5.894117647058824
73,71,70,2023-03-18,26-215,DEN,@,NYK,L (-6),0,27:55,3.0,6.0,.500,0.0,1.0,.000,5,6.0,.833,1.0,3.0,4.0,6.0,0.0,0.0,2.0,3.0,11.0,10.2,-5,5.0,3.0,0.6,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,7.0,58.0,3.411764705882353,8.2,68.19999999999999,4.011764705882352
74,72,71,2023-03-19,26-216,DEN,@,BRK,W (+6),0,25:29,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,4.0,0.8,-1,4.0,2.0,0.5,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,1.0,77.0,4.529411764705882,0.7999999999999998,84.60000000000002,4.976470588235295
75,73,72,2023-03-22,26-219,DEN,@,WAS,W (+14),0,29:07,5.0,10.0,.500,0.0,1.0,.000,4,4.0,1.000,2.0,4.0,6.0,2.0,0.0,2.0,2.0,3.0,14.0,11.2,+5,9.0,5.0,0.5555555555555556,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,8.0,72.0,4.235294117647059,9.599999999999994,83.5,4.911764705882353
76,74,73,2023-03-25,26-222,DEN,,MIL,W (+23),0,28:39,4.0,6.0,.667,2.0,3.0,.667,1,3.0,.333,0.0,5.0,5.0,1.0,1.0,0.0,1.0,2.0,11.0,9.0,+15,3.0,2.0,0.6666666666666666,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,8.0,79.0,4.647058823529412,8.599999999999998,92.70000000000002,5.452941176470589
77,75,74,2023-03-27,26-224,DEN,,PHI,W (+5),0,29:01,5.0,10.0,.500,2.0,5.0,.400,6,7.0,.857,1.0,3.0,4.0,5.0,1.0,0.0,2.0,3.0,18.0,15.5,-7,5.0,3.0,0.6,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,9.0,78.0,4.588235294117647,13.099999999999998,85.29999999999998,5.0176470588235285
78,76,75,2023-03-30,26-227,DEN,,NOP,L (-19),0,27:53,7.0,13.0,.538,0.0,2.0,.000,5,8.0,.625,1.0,4.0,5.0,4.0,0.0,2.0,2.0,1.0,19.0,15.2,-5,11.0,7.0,0.6363636363636364,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,7.0,28.0,1.6470588235294117,13.199999999999998,39.3,2.3117647058823527
79,77,76,2023-03-31,26-228,DEN,@,PHO,L (-7),1,37:08,7.0,18.0,.389,0.0,2.0,.000,2,2.0,1.000,2.0,2.0,4.0,3.0,3.0,0.0,0.0,3.0,16.0,12.1,,16.0,7.0,0.4375,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,6.0,44.0,2.588235294117647,11.299999999999995,47.09999999999999,2.7705882352941167
80,78,77,2023-04-02,26-230,DEN,,GSW,W (+2),0,31:43,5.0,11.0,.455,0.0,1.0,.000,4,5.0,.800,3.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0,14.0,12.5,0,10.0,5.0,0.5,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,7.0,64.0,3.764705882352941,10.9,76.4,4.4941176470588236
81,79,78,2023-04-04,26-232,DEN,@,HOU,L (-21),0,29:23,2.0,6.0,.333,2.0,5.0,.400,0,0.0,,0.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,6.0,8.5,-14,1.0,0.0,0.0,67,41,74,34,38,41,17,64,55,74,60,67,22,58,51,68.0,56.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9852941176470588,0.7321428571428571,0.9736842105263158,,0.7906976744186046,0.9743589743589745,0.9534883720930232,1.0,0.9846153846153848,0.9821428571428572,0.9736842105263158,0.967741935483871,0.9710144927536232,0.9565217391304348,0.9666666666666668,0.9622641509433962,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,11.0,58.0,3.411764705882353,8.5,71.60000000000001,4.211764705882353
