Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Khem Birch,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Khem Birch,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,Shared Games with Jakob Poeltl,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,8.0,2022-11-07,34-139,TOR,CHI,0,10.4,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.7,-5,0.0,0.0,,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,2.0,69.0,3.8333333333333335,0.6999999999999997,74.4,4.133333333333334,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-14),L (-14)
12.0,9.0,2022-11-09,34-141,TOR,HOU,0,26.73333333333333,0.0,3.0,.000,0.0,0.0,,0,0.0,,3.0,5.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,3.6,+21,3.0,0.0,0.0,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,8.0,91.0,5.055555555555555,3.6000000000000005,105.1,5.838888888888889,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,W (+7),W (+7)
13.0,10.0,2022-11-11,34-143,TOR,OKC,0,9.25,1.0,1.0,1.000,0.0,0.0,,2,2.0,1.000,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,6.1,-10,1.0,1.0,1.0,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,5.0,63.0,3.5,5.300000000000001,86.4,4.800000000000001,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-19),L (-19)
14.0,11.0,2022-11-12,34-144,TOR,IND,1,34.016666666666666,6.0,10.0,.600,0.0,2.0,.000,3,4.0,.750,2.0,3.0,5.0,1.0,3.0,0.0,2.0,4.0,15.0,12.4,-13,8.0,6.0,0.75,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,8.0,48.0,2.6666666666666665,11.199999999999996,61.49999999999999,3.416666666666666,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-14),L (-14)
15.0,12.0,2022-11-14,34-146,TOR,DET,1,26.0,2.0,4.0,.500,0.0,1.0,.000,2,2.0,1.000,4.0,2.0,6.0,4.0,2.0,1.0,0.0,4.0,6.0,11.3,+5,3.0,2.0,0.6666666666666666,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,13.0,102.0,5.666666666666667,10.499999999999998,98.4,5.466666666666667,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,W (+4),W (+4)
16.0,13.0,2022-11-16,34-148,TOR,MIA,1,27.85,6.0,9.0,.667,0.0,0.0,,0,0.0,,5.0,3.0,8.0,2.0,0.0,0.0,2.0,4.0,12.0,10.3,+2,9.0,6.0,0.6666666666666666,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,11.0,70.0,3.888888888888889,10.299999999999995,76.60000000000001,4.255555555555556,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,W (+8),W (+8)
17.0,14.0,2022-11-19,34-151,TOR,ATL,1,35.03333333333333,9.0,12.0,.750,0.0,2.0,.000,0,0.0,,3.0,6.0,9.0,4.0,4.0,0.0,1.0,3.0,18.0,21.7,-6,10.0,9.0,0.9,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,22.0,67.0,3.7222222222222223,21.700000000000006,85.4,4.7444444444444445,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-2),L (-2)
18.0,15.0,2022-11-23,34-155,TOR,BRK,1,27.666666666666668,6.0,10.0,.600,0.0,2.0,.000,0,0.0,,3.0,5.0,8.0,5.0,2.0,0.0,1.0,1.0,12.0,15.1,-13,8.0,6.0,0.75,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,16.0,21.0,1.1666666666666667,15.1,45.59999999999998,2.5333333333333323,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-14),L (-14)
19.0,16.0,2022-11-26,34-158,TOR,DAL,1,27.28333333333333,1.0,6.0,.167,0.0,0.0,,2,2.0,1.000,4.0,2.0,6.0,4.0,2.0,0.0,3.0,5.0,4.0,3.4,+4,6.0,1.0,0.1666666666666666,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,5.0,73.0,4.055555555555555,2.6000000000000023,73.7,4.094444444444445,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,W (+5),W (+5)
20.0,17.0,2022-11-28,34-160,TOR,CLE,1,26.216666666666665,4.0,7.0,.571,0.0,0.0,,2,2.0,1.000,1.0,6.0,7.0,3.0,0.0,0.0,1.0,0.0,10.0,10.3,+13,7.0,4.0,0.5714285714285714,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,10.0,72.0,4.0,9.499999999999996,71.5,3.9722222222222223,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,W (+12),W (+12)
21.0,18.0,2022-11-30,34-162,TOR,NOP,1,14.816666666666666,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.6,-8,2.0,1.0,0.5,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,3.0,86.0,4.777777777777778,2.6,87.7,4.872222222222223,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,,
22.0,19.0,2022-12-02,34-164,TOR,BRK,0,4.05,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.6,-4,1.0,1.0,1.0,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,1.0,43.0,2.388888888888889,0.5999999999999996,61.3,3.4055555555555554,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-18),L (-18)
23.0,20.0,2022-12-03,34-165,TOR,ORL,0,14.416666666666666,3.0,5.0,.600,0.0,0.0,,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,6.0,2.2,-16,5.0,3.0,0.6,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,2.0,84.0,4.666666666666667,2.2,95.7,5.316666666666666,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-9),L (-9)
24.0,21.0,2022-12-05,34-167,TOR,BOS,0,15.683333333333334,2.0,6.0,.333,2.0,2.0,1.000,0,0.0,,4.0,2.0,6.0,2.0,0.0,0.0,1.0,1.0,6.0,6.0,0,4.0,0.0,0.0,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,7.0,51.0,2.833333333333333,6.0,68.5,3.8055555555555554,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,W (+13),W (+13)
25.0,22.0,2022-12-07,34-169,TOR,LAL,0,18.916666666666668,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,2.0,0.0,2.0,4.0,3.0,0.0,0.0,4.0,0.0,4.9,+8,0.0,0.0,,48,38,23,45,45,15,7,32,2,16,34,41,8,44,31,3,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,0.631578947368421,0.6551724137931034,0.7419354838709677,0.6521739130434783,0.6818181818181818,0.6,0.7777777777777778,0.7619047619047619,0.4,0.8,0.6415094339622641,0.6119402985074627,1.0,0.6197183098591549,0.5636363636363636,0.3333333333333333,0.6753246753246753,11,72.0,69.0,0.1527777777777778,0.0,18,8.0,77.0,4.277777777777778,4.9,89.3,4.961111111111111,14.1,1.8,0.1,-1.8,1.9,0.0259347309271666,0.573,0.172,0.131,0.4,0.7,L (-6),L (-6)
