Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Khem Birch,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Khem Birch,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Shared Games with Jakob Poeltl,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
53.0,,2023-02-01,25-267,TOR,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,,95.0,5.277777777777778,0.0,116.7,6.483333333333333,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,W (+18),W (+18)
54.0,,2023-02-03,25-269,TOR,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,,83.0,4.611111111111111,0.0,99.5,5.527777777777778,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,L (-8),L (-8)
55.0,,2023-02-05,25-271,TOR,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,,79.0,4.388888888888889,0.0,86.09999999999998,4.783333333333332,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,L (-3),L (-3)
56.0,,2023-02-08,25-274,TOR,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,,81.0,4.5,0.0,85.69999999999999,4.76111111111111,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,W (+6),W (+6)
57.0,,2023-02-10,25-276,TOR,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,,81.0,4.5,0.0,87.79999999999998,4.877777777777776,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,W (+3),W (+3)
58.0,,2023-02-12,25-278,TOR,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,,79.0,4.388888888888889,0.0,107.6,5.977777777777778,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,W (+14),W (+14)
59.0,15.0,2023-02-14,25-280,TOR,ORL,0,9.65,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.1,0,0.0,0.0,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,-1.0,99.0,5.5,-1.1,103.2,5.733333333333333,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,L (-6),L (-6)
60.0,16.0,2023-02-23,25-289,TOR,NOP,0,19.2,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,5.0,4.6,-1,2.0,1.0,0.5,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,5.0,51.0,2.833333333333333,4.6,66.89999999999999,3.7166666666666655,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,W (+1),W (+1)
61.0,17.0,2023-02-25,25-291,TOR,DET,0,19.916666666666668,2.0,5.0,.400,0.0,2.0,.000,0,1.0,.000,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,1.8,0,3.0,2.0,0.6666666666666666,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,0.0,50.0,2.7777777777777777,1.7999999999999998,64.9,3.605555555555556,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,W (+10),W (+10)
62.0,18.0,2023-02-26,25-292,TOR,CLE,0,17.75,3.0,7.0,.429,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,2.6,-10,6.0,2.0,0.3333333333333333,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,1.0,32.0,1.7777777777777777,2.6000000000000005,50.899999999999984,2.827777777777777,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,W (+5),W (+5)
63.0,,2023-02-28,25-294,TOR,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,,88.0,4.888888888888889,0.0,96.1,5.338888888888889,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,,
64.0,,2023-03-02,25-296,TOR,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,,50.0,2.7777777777777777,0.0,63.1,3.5055555555555555,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,W (+4),W (+4)
65.0,,2023-03-04,25-298,TOR,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,,85.0,4.722222222222222,0.0,100.9,5.605555555555556,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,L (-25),L (-25)
66.0,,2023-03-06,25-300,TOR,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,,73.0,4.055555555555555,0.0,74.69999999999999,4.15,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,W (+6),W (+6)
67.0,,2023-03-08,25-302,TOR,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,,59.0,3.2777777777777777,0.0,77.1,4.283333333333333,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,L (-11),L (-11)
68.0,,2023-03-10,25-304,TOR,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,,76.0,4.222222222222222,0.0,85.20000000000002,4.733333333333334,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,W (+7),W (+7)
69.0,,2023-03-14,25-308,TOR,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,,79.0,4.388888888888889,0.0,98.0,5.444444444444445,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,L (-5),L (-5)
70.0,,2023-03-16,25-310,TOR,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,,104.0,5.777777777777778,0.0,110.1,6.116666666666666,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,L (-8),L (-8)
71.0,,2023-03-18,25-312,TOR,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,,73.0,4.055555555555555,0.0,87.80000000000001,4.877777777777778,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,L (-10),L (-10)
72.0,,2023-03-19,25-313,TOR,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,,87.0,4.833333333333333,0.0,95.4,5.300000000000001,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,W (+15),W (+15)
73.0,19.0,2023-03-22,25-316,TOR,IND,0,6.366666666666666,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,-5,1.0,1.0,1.0,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,1.0,57.0,3.1666666666666665,1.7,65.60000000000002,3.6444444444444457,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,W (+17),W (+17)
74.0,20.0,2023-03-24,25-318,TOR,DET,0,28.9,3.0,7.0,.429,1.0,2.0,.500,2,3.0,.667,0.0,3.0,3.0,4.0,3.0,0.0,0.0,2.0,9.0,10.8,+10,5.0,2.0,0.4,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,9.0,65.0,3.611111111111111,10.0,81.5,4.527777777777778,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,W (+15),W (+15)
75.0,21.0,2023-03-26,25-320,TOR,WAS,0,19.2,1.0,2.0,.500,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,5.4,+14,1.0,0.0,0.0,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,7.0,71.0,3.9444444444444446,5.4,75.9,4.216666666666667,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,L (-7),L (-7)
76.0,22.0,2023-03-28,25-322,TOR,MIA,0,13.166666666666666,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,0,1.0,1.0,1.0,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,3.0,97.0,5.388888888888889,3.0,103.0,5.722222222222222,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,L (-4),L (-4)
77.0,23.0,2023-03-31,25-325,TOR,PHI,0,8.9,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,0.0,72.0,4.0,0.0,86.70000000000002,4.816666666666667,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,W (+21),W (+21)
78.0,24.0,2023-04-02,25-327,TOR,CHO,0,10.416666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.4,-3,0.0,0.0,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,4.0,96.0,5.333333333333333,2.4,109.3,6.072222222222222,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,W (+10),W (+10)
79.0,25.0,2023-04-04,25-329,TOR,CHO,0,12.4,0.0,1.0,.000,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.3,-2,1.0,0.0,0.0,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,1.0,73.0,4.055555555555555,1.9,83.09999999999998,4.616666666666665,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,W (+14),W (+14)
80.0,,2023-04-05,25-330,TOR,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,20,10,16,15,3,13,2,9,20,22,2,21,14,7,21,15,76.0,58.0,31.0,69.0,66.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.3157894736842105,0.3448275862068966,0.3225806451612903,0.2318840579710145,0.2272727272727272,0.3333333333333333,0.3095238095238095,0.4,0.45,0.3773584905660377,0.3283582089552239,0.25,0.2957746478873239,0.2545454545454545,0.7777777777777778,0.2727272727272727,0.2777777777777778,11,72.0,69.0,0.1527777777777778,0.0,18,,58.0,3.2222222222222223,0.0,63.0,3.5,9.9,0.4,-1.9,-2.8,0.9,0.0065917441106548,0.5,0.281,0.158,0.0,0.2,L (-7),L (-7)
