Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Khem Birch,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Khem Birch,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Shared Games with Jakob Poeltl,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,,2022-12-09,24-213,TOR,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,,70.0,3.888888888888889,0.0,77.99999999999999,4.333333333333332,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,W (+13),W (+13)
27.0,,2022-12-11,24-215,TOR,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,,36.0,2.0,0.0,56.1,3.1166666666666667,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,L (-4),L (-4)
28.0,,2022-12-14,24-218,TOR,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,,78.0,4.333333333333333,0.0,94.5,5.25,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,L (-12),L (-12)
29.0,17.0,2022-12-16,24-220,TOR,BRK,0,28.28333333333333,5.0,11.0,.455,2.0,5.0,.400,1,2.0,.500,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,13.0,6.5,+3,6.0,3.0,0.5,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,1.0,60.0,3.333333333333333,6.1,76.2,4.233333333333333,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,L (-1),L (-1)
30.0,18.0,2022-12-18,24-222,TOR,GSW,0,37.16666666666666,6.0,16.0,.375,4.0,8.0,.500,0,0.0,,4.0,2.0,6.0,2.0,1.0,0.0,0.0,1.0,16.0,12.6,-9,8.0,2.0,0.25,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,9.0,56.0,3.111111111111111,12.6,65.5,3.638888888888889,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,L (-3),L (-3)
31.0,19.0,2022-12-19,24-223,TOR,PHI,0,18.916666666666668,2.0,7.0,.286,1.0,4.0,.250,0,0.0,,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,5.0,2.5,-6,3.0,1.0,0.3333333333333333,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,2.0,63.0,3.5,2.5,70.4,3.911111111111112,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,L (-16),L (-16)
32.0,20.0,2022-12-21,24-225,TOR,NYK,0,25.85,3.0,8.0,.375,2.0,5.0,.400,0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,5.7,+16,3.0,1.0,0.3333333333333333,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,3.0,65.0,3.611111111111111,5.699999999999999,83.1,4.616666666666666,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,L (-3),L (-3)
33.0,21.0,2022-12-23,24-227,TOR,CLE,0,22.8,3.0,7.0,.429,3.0,6.0,.500,0,0.0,,0.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,9.0,8.9,+1,1.0,0.0,0.0,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,9.0,98.0,5.444444444444445,8.9,100.8,5.6,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,W (+7),W (+7)
34.0,22.0,2022-12-27,24-231,TOR,LAC,0,25.883333333333333,4.0,6.0,.667,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,10.0,6.9,+5,3.0,2.0,0.6666666666666666,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,5.0,69.0,3.8333333333333335,6.900000000000001,84.0,4.666666666666667,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,W (+11),W (+11)
35.0,23.0,2022-12-29,24-233,TOR,MEM,0,30.2,2.0,12.0,.167,1.0,7.0,.143,1,2.0,.500,2.0,6.0,8.0,5.0,0.0,0.0,0.0,2.0,6.0,3.9,+5,5.0,1.0,0.2,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,5.0,72.0,4.0,3.5000000000000018,85.90000000000002,4.772222222222223,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,L (-11),L (-11)
36.0,24.0,2022-12-30,24-234,TOR,PHO,0,18.23333333333333,0.0,4.0,.000,0.0,4.0,.000,0,0.0,,0.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,-2.6,-7,0.0,0.0,,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,0.0,84.0,4.666666666666667,-2.6,107.59999999999998,5.977777777777777,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,L (-13),L (-13)
37.0,25.0,2023-01-02,24-237,TOR,IND,0,8.933333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-2.5,-18,0.0,0.0,,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,-2.0,81.0,4.5,-2.5,92.70000000000002,5.150000000000001,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,W (+9),W (+9)
38.0,26.0,2023-01-04,24-239,TOR,MIL,0,11.583333333333334,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,-2.0,-6,1.0,0.0,0.0,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,1.0,50.0,2.7777777777777777,-2.0,66.79999999999998,3.7111111111111104,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,L (-8),L (-8)
39.0,27.0,2023-01-06,24-241,TOR,NYK,0,3.05,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-9,0.0,0.0,,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,1.0,90.0,5.0,0.7,95.2,5.288888888888889,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,L (-3),L (-3)
40.0,28.0,2023-01-08,24-243,TOR,POR,0,12.783333333333331,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,1.6,+2,1.0,1.0,1.0,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,2.0,72.0,4.0,1.6000000000000003,88.19999999999999,4.9,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,L (-4),L (-4)
41.0,29.0,2023-01-10,24-245,TOR,CHO,0,18.166666666666668,1.0,7.0,.143,1.0,4.0,.250,1,2.0,.500,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,4.0,1.0,+9,3.0,0.0,0.0,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,0.0,103.0,5.722222222222222,0.6000000000000001,118.5,6.583333333333333,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,W (+12),W (+12)
42.0,30.0,2023-01-12,24-247,TOR,CHO,0,13.5,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.6,+5,0.0,0.0,,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,3.0,96.0,5.333333333333333,1.5999999999999994,117.90000000000002,6.550000000000001,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,,
43.0,31.0,2023-01-14,24-249,TOR,ATL,0,19.28333333333333,3.0,5.0,.600,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,7.0,7.0,+2,3.0,2.0,0.6666666666666666,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,7.0,60.0,3.333333333333333,6.999999999999998,65.10000000000001,3.616666666666667,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,W (+12),W (+12)
44.0,32.0,2023-01-16,24-251,TOR,NYK,0,2.5666666666666664,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-2,0.0,0.0,,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,-1.0,91.0,5.055555555555555,-0.7,112.1,6.227777777777778,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,W (+10),W (+10)
45.0,,2023-01-17,24-252,TOR,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,,85.0,4.722222222222222,0.0,103.1,5.727777777777778,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,L (-11),L (-11)
46.0,,2023-01-19,24-254,TOR,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,,80.0,4.444444444444445,0.0,96.8,5.377777777777777,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,W (+2),W (+2)
47.0,33.0,2023-01-21,24-256,TOR,BOS,0,5.433333333333334,0.0,2.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5,-11,2.0,0.0,0.0,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,-1.0,98.0,5.444444444444445,-1.5,99.6,5.533333333333333,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,L (-8),L (-8)
48.0,,2023-01-22,24-257,TOR,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,,87.0,4.833333333333333,0.0,106.5,5.916666666666667,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,L (-2),L (-2)
49.0,,2023-01-25,24-260,TOR,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,,95.0,5.277777777777778,0.0,105.4,5.855555555555556,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,L (-2),L (-2)
50.0,,2023-01-27,24-262,TOR,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,,82.0,4.555555555555555,0.0,94.1,5.227777777777778,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,W (+9),W (+9)
51.0,34.0,2023-01-28,24-263,TOR,POR,0,10.383333333333333,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5,+1,1.0,0.0,0.0,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,-1.0,97.0,5.388888888888889,-1.4999999999999996,107.60000000000002,5.977777777777779,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,W (+18),W (+18)
52.0,35.0,2023-01-30,24-265,TOR,PHO,0,7.15,2.0,5.0,.400,2.0,5.0,.400,0,0.0,,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,5.4,-5,0.0,0.0,,50,44,23,43,40,20,7,33,3,14,41,5,45,32,9,48,34,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.6578947368421053,0.7586206896551724,0.7419354838709677,0.6231884057971014,0.6060606060606061,0.8,0.7777777777777778,0.7857142857142857,0.6,0.7,0.6119402985074627,0.625,0.6338028169014085,0.5818181818181818,1.0,0.6233766233766234,0.6296296296296297,14,72.0,69.0,0.1944444444444444,0.0,18,4.0,85.0,4.722222222222222,5.399999999999999,86.1,4.783333333333333,8.7,0.5,-4.1,-3.3,-0.8,0.0265830992003457,0.479,0.55,0.136,-0.4,0.0,L (-12),L (-12)
