Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Khem Birch,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Khem Birch,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Shared Games with Jakob Poeltl,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-07,22-140,TOR,CHI,1,21.05,2.0,8.0,.250,0.0,1.0,.000,1,2.0,.500,1.0,2.0,3.0,1.0,0.0,1.0,2.0,4.0,5.0,-1.1,+4,7.0,2.0,0.2857142857142857,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,-2.0,73.0,4.055555555555555,-1.4999999999999996,76.60000000000001,4.255555555555556,11.4,1.7,-3.5,-4.3,0.8,0.0196671709531013,0.517,0.08,0.393,-0.3,0.7,L (-14),L (-14)
12.0,12.0,2022-11-09,22-142,TOR,HOU,1,14.4,1.0,4.0,.250,0.0,0.0,,3,3.0,1.000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,2.0,+2,4.0,1.0,0.25,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,0.0,99.0,5.5,0.8000000000000007,107.9,5.9944444444444445,11.4,1.7,-3.5,-4.3,0.8,0.0196671709531013,0.517,0.08,0.393,-0.3,0.7,W (+7),W (+7)
13.0,13.0,2022-11-11,22-144,TOR,OKC,1,23.966666666666665,1.0,4.0,.250,0.0,0.0,,0,0.0,,3.0,1.0,4.0,1.0,1.0,0.0,1.0,3.0,2.0,1.5,0,4.0,1.0,0.25,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,3.0,65.0,3.611111111111111,1.5,90.20000000000002,5.011111111111112,11.4,1.7,-3.5,-4.3,0.8,0.0196671709531013,0.517,0.08,0.393,-0.3,0.7,L (-19),L (-19)
14.0,14.0,2022-11-12,22-145,TOR,IND,0,5.55,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.7,+1,1.0,1.0,1.0,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,3.0,53.0,2.9444444444444446,2.7,69.99999999999999,3.888888888888888,11.4,1.7,-3.5,-4.3,0.8,0.0196671709531013,0.517,0.08,0.393,-0.3,0.7,L (-14),L (-14)
15.0,15.0,2022-11-14,22-147,TOR,DET,0,16.966666666666665,2.0,2.0,1.000,0.0,0.0,,4,4.0,1.000,2.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,8.0,8.4,+2,2.0,2.0,1.0,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,5.0,110.0,6.111111111111111,6.8,102.1,5.672222222222222,11.4,1.7,-3.5,-4.3,0.8,0.0196671709531013,0.517,0.08,0.393,-0.3,0.7,W (+4),W (+4)
16.0,16.0,2022-11-16,22-149,TOR,MIA,0,13.0,2.0,2.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,3.6,+4,2.0,2.0,1.0,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,4.0,77.0,4.277777777777778,3.6000000000000005,83.3,4.627777777777777,11.4,1.7,-3.5,-4.3,0.8,0.0196671709531013,0.517,0.08,0.393,-0.3,0.7,W (+8),W (+8)
17.0,17.0,2022-11-19,22-152,TOR,ATL,0,30.3,2.0,4.0,.500,0.0,1.0,.000,3,6.0,.500,7.0,4.0,11.0,1.0,0.0,4.0,0.0,5.0,7.0,11.4,+5,3.0,2.0,0.6666666666666666,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,13.0,76.0,4.222222222222222,10.199999999999998,96.9,5.383333333333334,11.4,1.7,-3.5,-4.3,0.8,0.0196671709531013,0.517,0.08,0.393,-0.3,0.7,L (-2),L (-2)
18.0,18.0,2022-11-23,22-156,TOR,BRK,1,17.8,1.0,3.0,.333,0.0,0.0,,2,4.0,.500,4.0,1.0,5.0,0.0,0.0,1.0,1.0,2.0,4.0,3.5,-17,3.0,1.0,0.3333333333333333,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,2.0,35.0,1.9444444444444444,2.7,57.99999999999999,3.222222222222222,11.4,1.7,-3.5,-4.3,0.8,0.0196671709531013,0.517,0.08,0.393,-0.3,0.7,L (-14),L (-14)
19.0,19.0,2022-11-26,22-159,TOR,DAL,0,4.966666666666667,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,-1.2,+2,1.0,0.0,0.0,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,0.0,78.0,4.333333333333333,-1.2000000000000002,77.5,4.305555555555555,11.4,1.7,-3.5,-4.3,0.8,0.0196671709531013,0.517,0.08,0.393,-0.3,0.7,W (+5),W (+5)
20.0,20.0,2022-11-28,22-161,TOR,CLE,0,7.15,0.0,0.0,,0.0,0.0,,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.5,+1,0.0,0.0,,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,1.0,81.0,4.5,0.6999999999999997,80.3,4.461111111111111,11.4,1.7,-3.5,-4.3,0.8,0.0196671709531013,0.517,0.08,0.393,-0.3,0.7,W (+12),W (+12)
21.0,21.0,2022-11-30,22-163,TOR,NOP,0,17.55,3.0,3.0,1.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,6.0,6.7,-8,3.0,3.0,1.0,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,7.0,82.0,4.555555555555555,6.699999999999999,83.59999999999998,4.644444444444443,11.4,1.7,-3.5,-4.3,0.8,0.0196671709531013,0.517,0.08,0.393,-0.3,0.7,,
22.0,22.0,2022-12-02,22-165,TOR,BRK,1,22.416666666666668,2.0,8.0,.250,0.0,2.0,.000,1,1.0,1.000,4.0,5.0,9.0,0.0,1.0,1.0,1.0,0.0,5.0,5.2,-8,6.0,2.0,0.3333333333333333,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,6.0,38.0,2.111111111111111,4.799999999999999,57.1,3.1722222222222225,11.4,1.7,-3.5,-4.3,0.8,0.0196671709531013,0.517,0.08,0.393,-0.3,0.7,L (-18),L (-18)
23.0,23.0,2022-12-03,22-166,TOR,ORL,1,18.05,3.0,5.0,.600,0.0,0.0,,0,0.0,,2.0,3.0,5.0,0.0,0.0,1.0,0.0,3.0,6.0,5.5,+28,5.0,3.0,0.6,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,7.0,79.0,4.388888888888889,5.499999999999999,92.4,5.133333333333334,11.4,1.7,-3.5,-4.3,0.8,0.0196671709531013,0.517,0.08,0.393,-0.3,0.7,L (-9),L (-9)
24.0,24.0,2022-12-05,22-168,TOR,BOS,1,22.1,1.0,1.0,1.000,0.0,0.0,,3,4.0,.750,1.0,2.0,3.0,2.0,0.0,1.0,1.0,3.0,5.0,5.5,-7,1.0,1.0,1.0,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,5.0,53.0,2.9444444444444446,4.3,70.2,3.9,11.4,1.7,-3.5,-4.3,0.8,0.0196671709531013,0.517,0.08,0.393,-0.3,0.7,W (+13),W (+13)
25.0,25.0,2022-12-07,22-170,TOR,LAL,1,21.633333333333333,0.0,3.0,.000,0.0,1.0,.000,1,2.0,.500,2.0,2.0,4.0,0.0,1.0,4.0,0.0,6.0,1.0,1.9,+9,2.0,0.0,0.0,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,5.0,80.0,4.444444444444445,1.5,92.7,5.15,11.4,1.7,-3.5,-4.3,0.8,0.0196671709531013,0.517,0.08,0.393,-0.3,0.7,L (-6),L (-6)
26.0,26.0,2022-12-09,22-172,TOR,ORL,1,12.566666666666666,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3,-13,1.0,0.0,0.0,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,1.0,69.0,3.8333333333333335,0.2999999999999999,77.7,4.316666666666666,11.4,1.7,-3.5,-4.3,0.8,0.0196671709531013,0.517,0.08,0.393,-0.3,0.7,W (+13),W (+13)
