Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Khem Birch,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Khem Birch,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Shared Games with Jakob Poeltl,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
50.0,40.0,2023-01-27,28-300,TOR,GSW,1.0,39.81666666666667,8.0,26.0,0.308,1.0,6.0,0.167,4.0,5.0,0.8,2.0,5.0,7.0,3.0,0.0,0.0,0.0,4.0,21.0,9.0,-7.0,20.0,7.0,0.35,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,0.0,82.0,4.555555555555555,7.399999999999997,86.7,4.816666666666666,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+9),W (+9)
51.0,41.0,2023-01-28,28-301,TOR,POR,1.0,39.13333333333333,9.0,17.0,0.529,1.0,2.0,0.5,5.0,5.0,1.0,0.0,3.0,3.0,4.0,0.0,0.0,1.0,4.0,24.0,16.8,17.0,15.0,8.0,0.5333333333333333,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,8.0,88.0,4.888888888888889,14.800000000000002,91.3,5.072222222222222,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+18),W (+18)
52.0,42.0,2023-01-30,28-303,TOR,PHO,1.0,38.333333333333336,7.0,17.0,0.412,1.0,4.0,0.25,4.0,4.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,4.0,19.0,7.3,1.0,13.0,6.0,0.4615384615384615,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,-1.0,90.0,5.0,5.700000000000003,85.8,4.766666666666667,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-12),L (-12)
53.0,43.0,2023-02-01,28-305,TOR,UTA,1.0,39.46666666666667,9.0,22.0,0.409,0.0,0.0,,3.0,6.0,0.5,5.0,5.0,10.0,5.0,0.0,0.0,3.0,6.0,21.0,11.1,-8.0,22.0,9.0,0.4090909090909091,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,5.0,90.0,5.0,9.900000000000002,106.8,5.933333333333334,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+18),W (+18)
54.0,44.0,2023-02-03,28-307,TOR,HOU,1.0,36.36666666666667,10.0,20.0,0.5,1.0,3.0,0.333,2.0,3.0,0.667,2.0,4.0,6.0,4.0,2.0,0.0,3.0,5.0,23.0,15.0,-2.0,17.0,9.0,0.5294117647058824,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,9.0,74.0,4.111111111111111,14.2,85.3,4.738888888888889,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-8),L (-8)
55.0,45.0,2023-02-05,28-309,TOR,MEM,1.0,28.28333333333333,7.0,17.0,0.412,2.0,6.0,0.333,3.0,4.0,0.75,2.0,4.0,6.0,5.0,1.0,0.0,2.0,5.0,19.0,12.6,-13.0,11.0,5.0,0.4545454545454545,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,8.0,71.0,3.9444444444444446,11.4,74.69999999999999,4.15,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-3),L (-3)
56.0,46.0,2023-02-08,28-312,TOR,SAS,1.0,39.7,15.0,21.0,0.714,3.0,3.0,1.0,4.0,5.0,0.8,1.0,9.0,10.0,7.0,1.0,0.0,2.0,3.0,37.0,34.0,22.0,18.0,12.0,0.6666666666666666,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,27.0,54.0,3.0,32.400000000000006,53.3,2.961111111111111,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+6),W (+6)
57.0,47.0,2023-02-10,28-314,TOR,UTA,1.0,39.13333333333333,12.0,21.0,0.571,5.0,7.0,0.714,6.0,7.0,0.857,1.0,5.0,6.0,4.0,3.0,0.0,3.0,4.0,35.0,28.1,-6.0,14.0,7.0,0.5,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,17.0,64.0,3.555555555555556,25.699999999999992,62.1,3.45,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+3),W (+3)
58.0,48.0,2023-02-12,28-316,TOR,DET,1.0,38.333333333333336,10.0,19.0,0.526,1.0,3.0,0.333,7.0,10.0,0.7,1.0,3.0,4.0,6.0,0.0,2.0,2.0,2.0,28.0,21.9,6.0,16.0,9.0,0.5625,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,9.0,70.0,3.888888888888889,19.1,88.5,4.916666666666667,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+14),W (+14)
59.0,49.0,2023-02-14,28-318,TOR,ORL,1.0,41.31666666666667,10.0,15.0,0.667,2.0,4.0,0.5,4.0,6.0,0.667,0.0,4.0,4.0,6.0,2.0,0.0,3.0,1.0,26.0,22.7,8.0,11.0,8.0,0.7272727272727273,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,14.0,84.0,4.666666666666667,21.10000000000001,81.0,4.5,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-6),L (-6)
60.0,50.0,2023-02-23,28-327,TOR,NOP,1.0,38.016666666666666,9.0,21.0,0.429,1.0,5.0,0.2,7.0,8.0,0.875,1.0,3.0,4.0,5.0,0.0,0.0,1.0,2.0,26.0,17.8,8.0,16.0,8.0,0.5,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,5.0,51.0,2.833333333333333,15.000000000000004,56.49999999999999,3.1388888888888884,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+1),W (+1)
61.0,51.0,2023-02-25,28-329,TOR,DET,1.0,35.233333333333334,9.0,19.0,0.474,1.0,2.0,0.5,10.0,13.0,0.769,0.0,8.0,8.0,5.0,3.0,2.0,0.0,1.0,29.0,28.0,8.0,17.0,8.0,0.4705882352941176,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,15.0,35.0,1.9444444444444444,24.000000000000004,42.7,2.3722222222222222,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+10),W (+10)
62.0,52.0,2023-02-26,28-330,TOR,CLE,1.0,32.9,10.0,24.0,0.417,4.0,7.0,0.571,1.0,1.0,1.0,2.0,6.0,8.0,5.0,0.0,0.0,4.0,2.0,25.0,14.1,-18.0,17.0,6.0,0.3529411764705882,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,9.0,24.0,1.3333333333333333,13.7,39.79999999999999,2.2111111111111104,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+5),W (+5)
63.0,53.0,2023-02-28,28-332,TOR,CHI,1.0,34.28333333333333,7.0,18.0,0.389,1.0,5.0,0.2,5.0,6.0,0.833,3.0,5.0,8.0,3.0,1.0,0.0,1.0,3.0,20.0,14.3,3.0,13.0,6.0,0.4615384615384615,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,7.0,81.0,4.5,12.299999999999995,83.79999999999998,4.655555555555555,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,,
64.0,54.0,2023-03-02,28-334,TOR,WAS,1.0,39.36666666666667,6.0,16.0,0.375,1.0,5.0,0.2,0.0,0.0,,3.0,8.0,11.0,6.0,0.0,1.0,4.0,5.0,13.0,7.6,-10.0,11.0,5.0,0.4545454545454545,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,11.0,39.0,2.1666666666666665,7.599999999999998,55.50000000000001,3.083333333333334,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+4),W (+4)
65.0,55.0,2023-03-04,28-336,TOR,WAS,1.0,37.46666666666667,5.0,10.0,0.5,0.0,1.0,0.0,5.0,5.0,1.0,1.0,3.0,4.0,8.0,4.0,0.0,4.0,5.0,15.0,15.2,-4.0,9.0,5.0,0.5555555555555556,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,12.0,73.0,4.055555555555555,13.199999999999996,87.69999999999999,4.872222222222222,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-25),L (-25)
66.0,56.0,2023-03-06,28-338,TOR,DEN,1.0,36.56666666666667,8.0,18.0,0.444,1.0,2.0,0.5,2.0,2.0,1.0,2.0,2.0,4.0,4.0,0.0,1.0,3.0,1.0,19.0,11.7,-2.0,16.0,7.0,0.4375,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,5.0,68.0,3.7777777777777777,10.9,63.8,3.5444444444444443,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+6),W (+6)
67.0,57.0,2023-03-08,28-340,TOR,LAC,1.0,41.11666666666667,9.0,21.0,0.429,1.0,3.0,0.333,1.0,2.0,0.5,2.0,4.0,6.0,5.0,2.0,0.0,3.0,3.0,20.0,12.4,-12.0,18.0,8.0,0.4444444444444444,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,7.0,52.0,2.888888888888889,12.0,65.1,3.616666666666666,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-11),L (-11)
68.0,58.0,2023-03-10,28-342,TOR,LAL,1.0,37.083333333333336,5.0,13.0,0.385,2.0,5.0,0.4,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,1.0,1.0,3.0,12.0,6.0,9.0,8.0,3.0,0.375,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,5.0,71.0,3.9444444444444446,5.999999999999997,79.20000000000002,4.400000000000001,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+7),W (+7)
69.0,59.0,2023-03-14,28-346,TOR,DEN,1.0,39.35,6.0,16.0,0.375,0.0,3.0,0.0,0.0,1.0,0.0,1.0,7.0,8.0,4.0,1.0,0.0,3.0,4.0,12.0,4.8,17.0,13.0,6.0,0.4615384615384615,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,5.0,74.0,4.111111111111111,4.800000000000001,93.20000000000002,5.177777777777779,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-5),L (-5)
70.0,60.0,2023-03-16,28-348,TOR,OKC,1.0,33.733333333333334,9.0,19.0,0.474,3.0,5.0,0.6,4.0,8.0,0.5,5.0,9.0,14.0,8.0,0.0,0.0,0.0,2.0,25.0,24.7,6.0,14.0,6.0,0.4285714285714285,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,20.0,84.0,4.666666666666667,23.10000000000001,87.0,4.833333333333333,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-8),L (-8)
71.0,61.0,2023-03-18,28-350,TOR,MIN,1.0,35.416666666666664,11.0,22.0,0.5,1.0,6.0,0.167,4.0,6.0,0.667,2.0,8.0,10.0,6.0,0.0,0.0,3.0,4.0,27.0,18.6,18.0,16.0,10.0,0.625,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,12.0,61.0,3.388888888888889,16.999999999999993,70.8,3.933333333333333,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-10),L (-10)
72.0,62.0,2023-03-19,28-351,TOR,MIL,1.0,38.46666666666667,5.0,14.0,0.357,1.0,5.0,0.2,2.0,2.0,1.0,1.0,11.0,12.0,7.0,2.0,0.0,1.0,1.0,13.0,14.7,-12.0,9.0,4.0,0.4444444444444444,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,17.0,70.0,3.888888888888889,13.9,81.5,4.527777777777778,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+15),W (+15)
73.0,63.0,2023-03-22,28-354,TOR,IND,1.0,39.81666666666667,11.0,17.0,0.647,0.0,2.0,0.0,9.0,11.0,0.818,3.0,7.0,10.0,7.0,0.0,1.0,1.0,5.0,31.0,29.5,0.0,15.0,11.0,0.7333333333333333,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,20.0,38.0,2.111111111111111,25.90000000000001,41.400000000000006,2.3000000000000003,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+17),W (+17)
74.0,64.0,2023-03-24,28-356,TOR,DET,1.0,38.11666666666667,12.0,19.0,0.632,2.0,6.0,0.333,6.0,10.0,0.6,0.0,5.0,5.0,9.0,1.0,0.0,2.0,3.0,32.0,27.5,26.0,13.0,10.0,0.7692307692307693,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,16.0,58.0,3.2222222222222223,25.1,66.4,3.688888888888889,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,W (+15),W (+15)
75.0,65.0,2023-03-26,28-358,TOR,WAS,1.0,33.56666666666667,7.0,17.0,0.412,1.0,3.0,0.333,4.0,4.0,1.0,2.0,9.0,11.0,2.0,1.0,0.0,3.0,3.0,19.0,12.2,-3.0,14.0,6.0,0.4285714285714285,66,47,24,62,58,21,8,34,3,15,45,57,2,51,7,68,44,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,55.0,9.0,77.0,54.0,0.868421052631579,0.8103448275862069,0.7741935483870968,0.8985507246376812,0.8787878787878788,0.84,0.8888888888888888,0.8095238095238095,0.6,0.75,0.8490566037735849,0.8507462686567164,0.25,0.9272727272727272,0.7777777777777778,0.8831168831168831,0.8148148148148148,26,72.0,69.0,0.3611111111111111,0.0,18,9.0,69.0,3.8333333333333335,10.599999999999998,70.7,3.927777777777778,20.3,7.8,3.1,3.3,-0.1,0.1858655716446942,0.565,0.219,0.361,3.4,5.2,L (-7),L (-7)
