Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Khem Birch,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Khem Birch,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Shared Games with Jakob Poeltl,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
59.0,,2023-02-14,24-027,TOR,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,,98.0,5.444444444444445,0.0,102.1,5.672222222222222,0.124054462934947,L (-6),L (-6)
60.0,51.0,2023-02-23,24-036,TOR,NOP,1,37.06666666666667,6.0,16.0,.375,3.0,8.0,.375,3,3.0,1.000,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,18.0,9.5,+9,8.0,3.0,0.375,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,0.0,56.0,3.111111111111111,8.299999999999999,63.2,3.511111111111111,0.124054462934947,W (+1),W (+1)
61.0,52.0,2023-02-25,24-038,TOR,DET,1,36.3,7.0,20.0,.350,4.0,12.0,.333,1,1.0,1.000,0.0,1.0,1.0,4.0,2.0,0.0,2.0,0.0,19.0,10.9,0,8.0,3.0,0.375,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,3.0,47.0,2.611111111111111,10.500000000000002,56.2,3.1222222222222222,0.124054462934947,W (+10),W (+10)
62.0,53.0,2023-02-26,24-039,TOR,CLE,1,26.95,2.0,13.0,.154,1.0,5.0,.200,2,2.0,1.000,3.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0,2.4,-11,8.0,1.0,0.125,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,-1.0,34.0,1.8888888888888888,1.5999999999999983,51.89999999999999,2.883333333333333,0.124054462934947,W (+5),W (+5)
63.0,54.0,2023-02-28,24-041,TOR,CHI,0,27.75,6.0,13.0,.462,5.0,11.0,.455,2,2.0,1.000,1.0,4.0,5.0,1.0,2.0,0.0,2.0,2.0,19.0,14.1,0,2.0,1.0,0.5,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,10.0,78.0,4.333333333333333,13.299999999999995,82.79999999999998,4.599999999999999,0.124054462934947,,
64.0,55.0,2023-03-02,24-043,TOR,WAS,0,17.716666666666665,2.0,7.0,.286,0.0,2.0,.000,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.2,-26,5.0,2.0,0.4,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,0.0,50.0,2.7777777777777777,1.2000000000000002,61.9,3.4388888888888887,0.124054462934947,W (+4),W (+4)
65.0,56.0,2023-03-04,24-045,TOR,WAS,0,35.416666666666664,11.0,18.0,.611,4.0,7.0,.571,0,1.0,.000,0.0,5.0,5.0,4.0,2.0,0.0,0.0,2.0,26.0,22.9,-3,11.0,7.0,0.6363636363636364,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,18.0,67.0,3.7222222222222223,22.899999999999995,78.0,4.333333333333333,0.124054462934947,L (-25),L (-25)
66.0,57.0,2023-03-06,24-047,TOR,DEN,0,23.216666666666665,6.0,9.0,.667,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,13.0,8.6,-2,7.0,5.0,0.7142857142857143,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,5.0,68.0,3.7777777777777777,8.600000000000001,66.1,3.672222222222222,0.124054462934947,W (+6),W (+6)
67.0,58.0,2023-03-08,24-049,TOR,LAC,0,23.716666666666665,2.0,11.0,.182,1.0,5.0,.200,2,2.0,1.000,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,7.0,1.6,-7,6.0,1.0,0.1666666666666666,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,-2.0,61.0,3.388888888888889,0.8000000000000003,76.3,4.238888888888889,0.124054462934947,L (-11),L (-11)
68.0,59.0,2023-03-10,24-051,TOR,LAL,0,21.016666666666666,0.0,9.0,.000,0.0,3.0,.000,0,0.0,,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,-2.9,-27,6.0,0.0,0.0,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,-4.0,80.0,4.444444444444445,-2.9,88.10000000000002,4.894444444444446,0.124054462934947,W (+7),W (+7)
69.0,60.0,2023-03-14,24-055,TOR,DEN,0,25.33333333333333,3.0,9.0,.333,0.0,3.0,.000,5,5.0,1.000,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,11.0,9.2,-5,6.0,3.0,0.5,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,2.0,77.0,4.277777777777778,7.199999999999999,90.8,5.044444444444444,0.124054462934947,L (-5),L (-5)
70.0,61.0,2023-03-16,24-057,TOR,OKC,0,34.88333333333333,8.0,11.0,.727,4.0,6.0,.667,3,4.0,.750,1.0,4.0,5.0,2.0,2.0,0.0,0.0,3.0,23.0,22.2,+16,5.0,4.0,0.8,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,17.0,87.0,4.833333333333333,21.0,89.1,4.949999999999999,0.124054462934947,L (-8),L (-8)
71.0,62.0,2023-03-18,24-059,TOR,MIN,0,29.3,8.0,14.0,.571,2.0,5.0,.400,1,1.0,1.000,1.0,2.0,3.0,3.0,5.0,0.0,1.0,1.0,19.0,19.4,+17,9.0,6.0,0.6666666666666666,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,14.0,59.0,3.2777777777777777,19.000000000000007,68.79999999999998,3.822222222222221,0.124054462934947,L (-10),L (-10)
72.0,63.0,2023-03-19,24-060,TOR,MIL,0,33.31666666666667,6.0,18.0,.333,5.0,10.0,.500,1,2.0,.500,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,18.0,9.7,+3,8.0,1.0,0.125,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,2.0,85.0,4.722222222222222,9.3,86.1,4.783333333333333,0.124054462934947,W (+15),W (+15)
73.0,,2023-03-22,24-063,TOR,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,,58.0,3.2222222222222223,0.0,67.30000000000001,3.73888888888889,0.124054462934947,W (+17),W (+17)
74.0,,2023-03-24,24-065,TOR,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,,74.0,4.111111111111111,0.0,91.5,5.083333333333333,0.124054462934947,W (+15),W (+15)
75.0,,2023-03-26,24-067,TOR,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,,78.0,4.333333333333333,0.0,81.3,4.516666666666667,0.124054462934947,L (-7),L (-7)
76.0,,2023-03-28,24-069,TOR,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,,100.0,5.555555555555555,0.0,106.0,5.888888888888889,0.124054462934947,L (-4),L (-4)
77.0,,2023-03-31,24-072,TOR,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,,72.0,4.0,0.0,86.70000000000002,4.816666666666667,0.124054462934947,W (+21),W (+21)
78.0,,2023-04-02,24-074,TOR,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,,100.0,5.555555555555555,0.0,111.7,6.205555555555556,0.124054462934947,W (+10),W (+10)
79.0,,2023-04-04,24-076,TOR,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,,74.0,4.111111111111111,0.0,84.99999999999999,4.722222222222221,0.124054462934947,W (+14),W (+14)
80.0,64.0,2023-04-05,24-077,TOR,BOS,0,15.666666666666666,0.0,5.0,.000,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.3,-5,3.0,0.0,0.0,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,-4.0,62.0,3.4444444444444446,-4.3,67.30000000000001,3.73888888888889,0.124054462934947,L (-7),L (-7)
81.0,65.0,2023-04-07,24-079,TOR,BOS,0,21.366666666666667,4.0,10.0,.400,0.0,4.0,.000,1,2.0,.500,1.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,9.0,6.2,-13,6.0,4.0,0.6666666666666666,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,3.0,51.0,2.833333333333333,5.799999999999998,66.5,3.6944444444444446,0.124054462934947,W (+20),W (+20)
82.0,66.0,2023-04-09,24-081,TOR,MIL,1,27.066666666666663,7.0,13.0,.538,4.0,7.0,.571,5,5.0,1.000,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,23.0,19.1,+14,6.0,3.0,0.5,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,9.0,80.0,4.444444444444445,17.1,67.6,3.755555555555555,0.124054462934947,W (+20),W (+20)
