Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Michael Foster Jr.,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey
13,14,13,2022-11-13,25-254,PHI,,UTA,W (+7),1,27.45,1.0,2.0,.500,0.0,1.0,.000,0,0,,1,5,6,2,5,1,0,2,2,9.5,+18,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
14,15,14,2022-11-18,25-259,PHI,,MIL,W (+8),0,4.333333333333333,0.0,0.0,,0.0,0.0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-7,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
15,16,15,2022-11-19,25-260,PHI,,MIN,L (-3),0,4.933333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-6,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
16,17,16,2022-11-22,25-263,PHI,,BRK,W (+9),0,3.3666666666666667,1.0,3.0,.333,1.0,3.0,.333,0,0,,0,0,0,0,0,0,0,0,3,1.3,-5,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
17,18,,2022-11-23,25-264,PHI,@,CHO,L (-6),Did Not Dress,0.0,,,Did Not Dress,,,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
18,19,,2022-11-25,25-266,PHI,@,ORL,W (+8),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
19,20,,2022-11-27,25-268,PHI,@,ORL,W (+30),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
20,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
21,21,17,2022-11-28,25-269,PHI,,ATL,W (+3),0,7.566666666666666,2.0,2.0,1.000,0.0,0.0,,0,0,,0,0,0,0,1,0,0,2,4,3.6,+12,2.0,2.0,1.0,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
22,22,18,2022-11-30,25-271,PHI,@,CLE,L (-28),0,18.266666666666666,1.0,4.0,.250,1.0,2.0,.500,0,0,,0,2,2,0,1,0,1,2,3,0.4,+4,2.0,0.0,0.0,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
23,23,19,2022-12-02,25-273,PHI,@,MEM,L (-8),0,13.016666666666667,0.0,2.0,.000,0.0,1.0,.000,0,0,,1,0,1,0,1,0,0,1,0,-0.1,0,1.0,0.0,0.0,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
24,24,20,2022-12-05,25-276,PHI,@,HOU,L (-9),0,7.166666666666667,0.0,0.0,,0.0,0.0,,0,0,,1,0,1,0,0,0,0,0,0,0.7,-2,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
25,25,21,2022-12-09,25-280,PHI,,LAL,W (+11),0,13.416666666666666,4.0,7.0,.571,1.0,3.0,.333,0,0,,0,0,0,1,3,0,1,3,9,7.2,+11,4.0,3.0,0.75,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
26,26,22,2022-12-11,25-282,PHI,,CHO,W (+18),0,12.766666666666667,0.0,0.0,,0.0,0.0,,0,0,,1,1,2,0,0,0,1,2,0,-0.8,+1,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
27,27,23,2022-12-13,25-284,PHI,,SAC,W (+20),1,22.383333333333333,5.0,7.0,.714,3.0,4.0,.750,2,3,.667,0,2,2,0,0,0,0,4,15,10.7,+11,3.0,2.0,0.6666666666666666,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
28,28,24,2022-12-16,25-287,PHI,,GSW,W (+12),1,21.166666666666668,1.0,3.0,.333,1.0,3.0,.333,0,0,,1,1,2,0,1,1,0,1,3,3.6,+5,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
29,29,25,2022-12-19,25-290,PHI,,TOR,W (+3),0,6.8,1.0,3.0,.333,1.0,3.0,.333,0,0,,0,1,1,1,0,0,0,0,3,2.3,-4,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
30,30,26,2022-12-21,25-292,PHI,,DET,W (+20),0,13.033333333333333,3.0,5.0,.600,0.0,0.0,,0,0,,0,0,0,1,2,0,0,0,6,6.4,+14,5.0,3.0,0.6,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
31,31,27,2022-12-23,25-294,PHI,,LAC,W (+5),0,0.55,0.0,0.0,,0.0,0.0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
32,32,28,2022-12-25,25-296,PHI,@,NYK,W (+7),0,3.9,0.0,0.0,,0.0,0.0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,-1,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
33,33,29,2022-12-27,25-298,PHI,@,WAS,L (-5),0,4.866666666666667,0.0,0.0,,0.0,0.0,,0,0,,0,1,1,0,0,1,0,1,0,0.6,-3,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
34,34,30,2022-12-30,25-301,PHI,@,NOP,L (-11),0,7.95,0.0,0.0,,0.0,0.0,,0,0,,0,3,3,0,0,1,0,1,0,1.2,-4,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,0,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55
