Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with De'Anthony Melton,Shared Games with Georges Niang,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,co_inf with Jalen McDaniels,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2023-01-15,23-284,PHI,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,78.0,7.090909090909091,0.0,66.19999999999999,6.018181818181817,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+1),W (+1)
12.0,,2023-01-17,23-286,PHI,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,59.0,5.363636363636363,0.0,44.9,4.081818181818182,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+10),W (+10)
13.0,,2023-01-19,23-288,PHI,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,103.0,9.363636363636363,0.0,77.39999999999999,7.036363636363635,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+10),W (+10)
14.0,,2023-01-21,23-290,PHI,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,82.0,7.454545454545454,0.0,74.7,6.790909090909091,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+2),W (+2)
15.0,,2023-01-25,23-294,PHI,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,80.0,7.272727272727272,0.0,72.6,6.6,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+4),W (+4)
16.0,,2023-01-28,23-297,PHI,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,66.0,6.0,0.0,61.6,5.6000000000000005,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+7),W (+7)
17.0,,2023-01-30,23-299,PHI,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,89.0,8.090909090909092,0.0,83.9,7.627272727272728,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,L (-10),L (-10)
18.0,,2023-02-01,23-301,PHI,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,68.0,6.181818181818182,0.0,63.500000000000014,5.772727272727274,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+11),W (+11)
19.0,,2023-02-03,23-303,PHI,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,84.0,7.636363636363637,0.0,77.6,7.054545454545454,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+12),W (+12)
20.0,,2023-02-05,23-305,PHI,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,122.0,11.090909090909092,0.0,89.69999999999999,8.154545454545454,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,L (-11),L (-11)
21.0,,2023-02-08,23-308,PHI,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,89.0,8.090909090909092,0.0,66.7,6.063636363636364,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,,
22.0,,2023-02-10,23-310,PHI,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,41.0,3.727272727272727,0.0,41.59999999999999,3.781818181818181,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,L (-7),L (-7)
23.0,,2023-02-11,23-311,PHI,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,91.0,8.272727272727273,0.0,69.3,6.3,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+11),W (+11)
24.0,,2023-02-13,23-313,PHI,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,80.0,7.272727272727272,0.0,74.80000000000001,6.800000000000001,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+3),W (+3)
25.0,,2023-02-15,23-315,PHI,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,102.0,9.272727272727272,0.0,91.5,8.318181818181818,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+19),W (+19)
26.0,,2023-02-23,23-323,PHI,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,122.0,11.090909090909092,0.0,103.39999999999998,9.4,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+6),W (+6)
27.0,,2023-02-25,23-325,PHI,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,94.0,8.545454545454545,0.0,91.4,8.30909090909091,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+5),W (+5)
28.0,,2023-02-27,23-327,PHI,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,103.0,9.363636363636363,0.0,83.8,7.618181818181818,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,L (-3),L (-3)
29.0,,2023-03-01,23-329,PHI,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,67.0,6.090909090909091,0.0,54.19999999999999,4.927272727272726,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,L (-2),L (-2)
