Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
52.0,40.0,2023-02-05,28-326,PHI,NYK,1,36.3,6.0,16.0,.375,1.0,4.0,.250,18,19.0,.947,2.0,12.0,14.0,3.0,0.0,1.0,5.0,1.0,31.0,24.2,+18,12.0,5.0,0.4166666666666667,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,9.0,47.0,2.611111111111111,17.000000000000004,50.400000000000006,2.8000000000000003,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+11),W (+11)
53.0,41.0,2023-02-08,28-329,PHI,BOS,1,39.36666666666667,11.0,21.0,.524,1.0,3.0,.333,5,7.0,.714,0.0,7.0,7.0,1.0,2.0,1.0,2.0,3.0,28.0,19.2,-3,18.0,10.0,0.5555555555555556,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,9.0,48.0,2.6666666666666665,17.200000000000006,52.7,2.927777777777778,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+12),W (+12)
54.0,42.0,2023-02-10,28-331,PHI,NYK,1,37.75,14.0,18.0,.778,0.0,1.0,.000,7,10.0,.700,2.0,9.0,11.0,6.0,1.0,2.0,1.0,2.0,35.0,35.7,+7,17.0,14.0,0.8235294117647058,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,26.0,73.0,4.055555555555555,32.900000000000006,80.89999999999998,4.494444444444444,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-11),L (-11)
55.0,43.0,2023-02-11,28-332,PHI,BRK,1,37.38333333333333,12.0,18.0,.667,1.0,2.0,.500,12,13.0,.923,2.0,11.0,13.0,2.0,2.0,0.0,3.0,3.0,37.0,32.7,+5,16.0,11.0,0.6875,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,20.0,49.0,2.7222222222222223,27.899999999999988,41.0,2.2777777777777777,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-7),L (-7)
56.0,44.0,2023-02-13,28-334,PHI,HOU,1,30.683333333333334,8.0,14.0,.571,1.0,2.0,.500,6,6.0,1.000,0.0,6.0,6.0,4.0,1.0,0.0,3.0,3.0,23.0,17.8,+12,12.0,7.0,0.5833333333333334,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,11.0,81.0,4.5,15.400000000000002,81.1,4.505555555555556,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+11),W (+11)
57.0,45.0,2023-02-15,28-336,PHI,CLE,1,38.55,9.0,21.0,.429,0.0,2.0,.000,11,12.0,.917,1.0,13.0,14.0,5.0,2.0,1.0,2.0,3.0,29.0,25.1,+3,19.0,9.0,0.4736842105263157,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,16.0,63.0,3.5,20.700000000000006,66.1,3.672222222222222,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+3),W (+3)
58.0,46.0,2023-02-23,28-344,PHI,MEM,1,38.583333333333336,7.0,25.0,.280,0.0,5.0,.000,13,17.0,.765,2.0,17.0,19.0,6.0,1.0,6.0,2.0,4.0,27.0,23.0,+6,20.0,7.0,0.35,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,15.0,58.0,3.2222222222222223,17.8,58.3,3.238888888888889,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+19),W (+19)
59.0,47.0,2023-02-25,28-346,PHI,BOS,1,39.81666666666667,12.0,21.0,.571,0.0,1.0,.000,17,18.0,.944,1.0,11.0,12.0,5.0,0.0,3.0,3.0,1.0,41.0,36.9,+8,20.0,12.0,0.6,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,19.0,54.0,3.0,30.1,52.3,2.9055555555555554,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+6),W (+6)
60.0,48.0,2023-02-27,28-348,PHI,MIA,1,33.583333333333336,10.0,17.0,.588,0.0,1.0,.000,7,7.0,1.000,3.0,9.0,12.0,2.0,0.0,1.0,6.0,4.0,27.0,18.4,-2,16.0,10.0,0.625,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,12.0,41.0,2.2777777777777777,15.600000000000003,45.400000000000006,2.5222222222222226,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+5),W (+5)
61.0,,2023-03-01,28-350,PHI,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,,90.0,5.0,0.0,95.8,5.322222222222222,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-3),L (-3)
62.0,49.0,2023-03-02,28-351,PHI,DAL,1,35.733333333333334,13.0,21.0,.619,0.0,1.0,.000,9,13.0,.692,4.0,4.0,8.0,1.0,2.0,0.0,3.0,5.0,35.0,25.6,-16,20.0,13.0,0.65,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,9.0,71.0,3.9444444444444446,22.000000000000004,76.3,4.238888888888889,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-2),L (-2)
63.0,50.0,2023-03-04,28-353,PHI,MIL,1,37.1,11.0,22.0,.500,3.0,5.0,.600,6,10.0,.600,0.0,6.0,6.0,10.0,0.0,0.0,1.0,5.0,31.0,24.2,-7,17.0,8.0,0.4705882352941176,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,14.0,54.0,3.0,21.8,73.50000000000001,4.083333333333334,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,,
64.0,51.0,2023-03-06,28-355,PHI,IND,1,37.11666666666667,11.0,16.0,.688,1.0,2.0,.500,19,19.0,1.000,1.0,4.0,5.0,3.0,2.0,1.0,4.0,4.0,42.0,36.3,-4,14.0,10.0,0.7142857142857143,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,14.0,76.0,4.222222222222222,28.700000000000003,81.0,4.5,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+23),W (+23)
65.0,52.0,2023-03-07,28-356,PHI,MIN,1,27.98333333333333,13.0,22.0,.591,4.0,4.0,1.000,9,9.0,1.000,1.0,6.0,7.0,4.0,1.0,3.0,3.0,2.0,39.0,33.4,+18,18.0,9.0,0.5,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,20.0,71.0,3.9444444444444446,29.800000000000004,60.0,3.333333333333333,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-7),L (-7)
66.0,53.0,2023-03-10,28-359,PHI,POR,1,37.56666666666667,13.0,20.0,.650,0.0,1.0,.000,13,18.0,.722,1.0,6.0,7.0,4.0,2.0,3.0,4.0,2.0,39.0,32.8,+2,19.0,13.0,0.6842105263157895,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,13.0,77.0,4.277777777777778,27.6,73.2,4.066666666666666,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+3),W (+3)
67.0,54.0,2023-03-12,28-361,PHI,WAS,1,31.183333333333334,12.0,21.0,.571,0.0,3.0,.000,10,12.0,.833,3.0,5.0,8.0,4.0,1.0,4.0,1.0,1.0,34.0,32.1,+13,18.0,12.0,0.6666666666666666,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,17.0,80.0,4.444444444444445,28.1,73.5,4.083333333333333,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+4),W (+4)
68.0,55.0,2023-03-15,28-364,PHI,CLE,1,38.1,12.0,19.0,.632,2.0,5.0,.400,10,10.0,1.000,3.0,15.0,18.0,3.0,0.0,4.0,6.0,5.0,36.0,31.0,+15,14.0,10.0,0.7142857142857143,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,26.0,64.0,3.555555555555556,27.0,70.50000000000001,3.9166666666666674,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+23),W (+23)
69.0,56.0,2023-03-17,29-001,PHI,CHO,1,29.166666666666668,16.0,21.0,.762,0.0,0.0,,6,7.0,.857,1.0,12.0,13.0,5.0,0.0,4.0,3.0,1.0,38.0,36.5,+26,21.0,16.0,0.7619047619047619,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,29.0,68.0,3.7777777777777777,34.1,66.19999999999999,3.677777777777777,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+1),W (+1)
70.0,57.0,2023-03-18,29-002,PHI,IND,1,29.55,10.0,15.0,.667,1.0,3.0,.333,10,13.0,.769,2.0,5.0,7.0,7.0,0.0,2.0,1.0,2.0,31.0,30.7,+15,12.0,9.0,0.75,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,18.0,87.0,4.833333333333333,26.7,100.4,5.577777777777778,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+19),W (+19)
71.0,58.0,2023-03-20,29-004,PHI,CHI,1,44.03333333333333,11.0,22.0,.500,0.0,2.0,.000,15,17.0,.882,3.0,13.0,16.0,1.0,1.0,3.0,5.0,6.0,37.0,27.6,+8,20.0,11.0,0.55,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,14.0,61.0,3.388888888888889,21.6,52.6,2.9222222222222225,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+9),W (+9)
72.0,59.0,2023-03-22,29-006,PHI,CHI,1,16.3,5.0,7.0,.714,0.0,2.0,.000,2,2.0,1.000,0.0,7.0,7.0,7.0,1.0,1.0,4.0,1.0,12.0,13.4,+25,5.0,5.0,1.0,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,15.0,74.0,4.111111111111111,12.6,75.8,4.211111111111111,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+39),W (+39)
73.0,60.0,2023-03-24,29-008,PHI,GSW,1,37.8,13.0,23.0,.565,1.0,5.0,.200,19,22.0,.864,1.0,8.0,9.0,8.0,2.0,1.0,3.0,2.0,46.0,41.5,+13,18.0,12.0,0.6666666666666666,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,18.0,55.0,3.055555555555556,33.90000000000002,47.6,2.6444444444444444,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+20),W (+20)
74.0,61.0,2023-03-25,29-009,PHI,PHO,1,32.266666666666666,8.0,19.0,.421,1.0,4.0,.250,11,13.0,.846,2.0,8.0,10.0,4.0,0.0,2.0,3.0,1.0,28.0,21.7,-5,15.0,7.0,0.4666666666666667,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,9.0,56.0,3.111111111111111,17.3,58.20000000000001,3.233333333333334,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-4),L (-4)
75.0,,2023-03-27,29-011,PHI,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,,55.0,3.055555555555556,0.0,66.99999999999999,3.722222222222221,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+25),W (+25)
76.0,62.0,2023-03-29,29-013,PHI,DAL,1,33.13333333333333,8.0,17.0,.471,1.0,3.0,.333,8,9.0,.889,1.0,8.0,9.0,3.0,1.0,1.0,4.0,4.0,25.0,17.2,+10,14.0,7.0,0.5,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,9.0,72.0,4.0,14.0,77.4,4.300000000000001,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-8),L (-8)
77.0,63.0,2023-03-31,29-015,PHI,TOR,1,33.56666666666667,7.0,13.0,.538,0.0,2.0,.000,11,12.0,.917,1.0,11.0,12.0,1.0,0.0,1.0,5.0,3.0,25.0,17.5,,11.0,7.0,0.6363636363636364,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,9.0,67.0,3.7222222222222223,13.1,69.8,3.8777777777777778,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-20),L (-20)
