Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,7.0,2022-11-07,28-236,PHI,PHO,1,36.71666666666667,8.0,21.0,.381,1.0,4.0,.250,16,16.0,1.000,7.0,3.0,10.0,5.0,0.0,1.0,3.0,2.0,33.0,27.7,+10,17.0,7.0,0.4117647058823529,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,9.0,69.0,3.8333333333333335,21.3,63.19999999999999,3.51111111111111,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+12),W (+12)
12.0,8.0,2022-11-10,28-239,PHI,ATL,1,31.75,9.0,18.0,.500,0.0,3.0,.000,8,10.0,.800,0.0,13.0,13.0,2.0,0.0,1.0,8.0,5.0,26.0,12.2,+10,15.0,9.0,0.6,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,6.0,53.0,2.9444444444444446,9.0,54.1,3.0055555555555555,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-9),L (-9)
13.0,9.0,2022-11-12,28-241,PHI,ATL,1,40.016666666666666,14.0,25.0,.560,1.0,6.0,.167,13,16.0,.813,0.0,10.0,10.0,6.0,2.0,2.0,4.0,5.0,42.0,33.5,+22,19.0,13.0,0.6842105263157895,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,17.0,86.0,4.777777777777778,28.3,77.99999999999997,4.333333333333332,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+12),W (+12)
14.0,10.0,2022-11-13,28-242,PHI,UTA,1,36.68333333333333,19.0,28.0,.679,1.0,5.0,.200,20,24.0,.833,1.0,10.0,11.0,8.0,1.0,7.0,5.0,3.0,59.0,54.4,+25,23.0,18.0,0.782608695652174,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,29.0,53.0,2.9444444444444446,46.4,47.99999999999999,2.666666666666666,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+7),W (+7)
15.0,11.0,2022-11-18,28-247,PHI,MIL,1,36.833333333333336,12.0,26.0,.462,2.0,6.0,.333,6,8.0,.750,1.0,10.0,11.0,8.0,1.0,3.0,5.0,2.0,32.0,24.4,+8,20.0,10.0,0.5,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,16.0,64.0,3.555555555555556,22.000000000000004,68.89999999999999,3.8277777777777775,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+8),W (+8)
16.0,12.0,2022-11-19,28-248,PHI,MIN,1,35.85,6.0,15.0,.400,2.0,4.0,.500,18,20.0,.900,1.0,8.0,9.0,6.0,3.0,0.0,6.0,3.0,32.0,26.2,-2,11.0,4.0,0.3636363636363636,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,9.0,57.0,3.1666666666666665,19.000000000000004,50.1,2.783333333333333,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-3),L (-3)
17.0,,2022-11-22,28-251,PHI,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,,89.0,4.944444444444445,0.0,95.7,5.316666666666666,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+9),W (+9)
18.0,,2022-11-23,28-252,PHI,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,,68.0,3.7777777777777777,0.0,72.60000000000001,4.033333333333334,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-6),L (-6)
19.0,,2022-11-25,28-254,PHI,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,,84.0,4.666666666666667,0.0,96.1,5.338888888888889,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+8),W (+8)
20.0,,2022-11-27,28-256,PHI,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,,122.0,6.777777777777778,0.0,127.7,7.094444444444445,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+30),W (+30)
21.0,13.0,2022-11-28,28-257,PHI,ATL,1,35.483333333333334,9.0,18.0,.500,0.0,1.0,.000,12,13.0,.923,1.0,7.0,8.0,7.0,2.0,2.0,4.0,2.0,30.0,26.9,+4,17.0,9.0,0.5294117647058824,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,14.0,75.0,4.166666666666667,22.1,76.8,4.266666666666667,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,,
22.0,14.0,2022-11-30,28-259,PHI,CLE,1,28.516666666666666,6.0,16.0,.375,0.0,0.0,,7,9.0,.778,3.0,3.0,6.0,6.0,3.0,0.0,1.0,2.0,19.0,17.8,-12,16.0,6.0,0.375,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,8.0,33.0,1.8333333333333333,14.999999999999996,36.1,2.0055555555555555,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,W (+3),W (+3)
23.0,15.0,2022-12-02,28-261,PHI,MEM,1,40.5,13.0,26.0,.500,1.0,3.0,.333,8,9.0,.889,1.0,10.0,11.0,8.0,1.0,3.0,3.0,4.0,35.0,29.4,+9,23.0,12.0,0.5217391304347826,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,20.0,71.0,3.9444444444444446,26.200000000000003,62.59999999999998,3.4777777777777765,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-28),L (-28)
24.0,16.0,2022-12-05,28-264,PHI,HOU,1,35.36666666666667,12.0,21.0,.571,1.0,2.0,.500,14,17.0,.824,3.0,4.0,7.0,3.0,2.0,2.0,5.0,6.0,39.0,29.3,+8,19.0,11.0,0.5789473684210527,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,10.0,70.0,3.888888888888889,23.700000000000003,60.19999999999999,3.344444444444444,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-8),L (-8)
25.0,17.0,2022-12-09,28-268,PHI,LAL,1,46.05,14.0,19.0,.737,3.0,4.0,.750,7,8.0,.875,3.0,9.0,12.0,5.0,1.0,0.0,7.0,4.0,38.0,30.6,+20,15.0,11.0,0.7333333333333333,43,64,27,64,12,51,1,2,40,42,62,54,2,60,60,50,56.0,77.0,37.0,78.0,16.0,58.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.7678571428571429,0.8311688311688312,0.7297297297297297,0.8205128205128205,0.75,0.8793103448275862,0.0,1.0,1.0,0.5633802816901409,0.0,0.7368421052631579,0.8266666666666667,0.782608695652174,0.08,0.7894736842105263,0.8108108108108109,0.8333333333333334,18,7,38.0,79.0,80.0,0.225,0.1842105263157894,0.0,18,22.0,80.0,4.444444444444445,27.800000000000004,79.50000000000001,4.416666666666668,31.4,12.3,9.2,6.8,2.3,0.2310541913632514,0.655,0.151,0.581,6.4,8.4,L (-9),L (-9)
