Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with Joel Embiid,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-07,33-073,PHI,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,78.0,4.333333333333333,0.0,84.49999999999997,4.694444444444443,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+12),W (+12)
12.0,,2022-11-10,33-076,PHI,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,59.0,3.2777777777777777,0.0,63.1,3.5055555555555555,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-9),L (-9)
13.0,,2022-11-12,33-078,PHI,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,103.0,5.722222222222222,0.0,106.29999999999998,5.905555555555555,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+12),W (+12)
14.0,,2022-11-13,33-079,PHI,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,82.0,4.555555555555555,0.0,94.40000000000002,5.244444444444445,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+7),W (+7)
15.0,,2022-11-18,33-084,PHI,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,80.0,4.444444444444445,0.0,90.9,5.050000000000001,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+8),W (+8)
16.0,,2022-11-19,33-085,PHI,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,66.0,3.6666666666666665,0.0,69.1,3.838888888888889,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-3),L (-3)
17.0,,2022-11-22,33-088,PHI,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,89.0,4.944444444444445,0.0,95.7,5.316666666666666,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+9),W (+9)
18.0,,2022-11-23,33-089,PHI,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,68.0,3.7777777777777777,0.0,72.60000000000001,4.033333333333334,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-6),L (-6)
19.0,,2022-11-25,33-091,PHI,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,84.0,4.666666666666667,0.0,96.1,5.338888888888889,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+8),W (+8)
20.0,,2022-11-27,33-093,PHI,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,122.0,6.777777777777778,0.0,127.7,7.094444444444445,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+30),W (+30)
21.0,,2022-11-28,33-094,PHI,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,89.0,4.944444444444445,0.0,98.9,5.4944444444444445,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,,
22.0,,2022-11-30,33-096,PHI,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,41.0,2.2777777777777777,0.0,51.1,2.838888888888889,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+3),W (+3)
23.0,,2022-12-02,33-098,PHI,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,91.0,5.055555555555555,0.0,88.79999999999998,4.933333333333333,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-28),L (-28)
24.0,10.0,2022-12-05,33-101,PHI,HOU,1,38.4,4.0,19.0,.211,4.0,11.0,.364,9,10.0,.900,1.0,3.0,4.0,7.0,2.0,0.0,7.0,2.0,21.0,9.6,+4,8.0,0.0,0.0,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,-2.0,82.0,4.555555555555555,5.9999999999999964,77.9,4.327777777777778,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-8),L (-8)
25.0,11.0,2022-12-09,33-105,PHI,LAL,1,47.35,9.0,19.0,.474,3.0,8.0,.375,7,8.0,.875,1.0,3.0,4.0,12.0,2.0,1.0,5.0,2.0,28.0,24.8,+10,11.0,6.0,0.5454545454545454,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,15.0,87.0,4.833333333333333,22.000000000000007,85.30000000000001,4.73888888888889,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-9),L (-9)
