Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with Joel Embiid,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
52.0,36.0,2023-02-05,33-163,PHI,NYK,1,38.2,4.0,11.0,.364,0.0,4.0,.000,4,6.0,.667,0.0,8.0,8.0,12.0,2.0,1.0,2.0,3.0,12.0,15.4,+15,7.0,4.0,0.5714285714285714,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,16.0,40.0,2.2222222222222223,13.8,53.60000000000001,2.9777777777777783,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+11),W (+11)
53.0,37.0,2023-02-08,33-166,PHI,BOS,1,37.36666666666667,8.0,14.0,.571,3.0,7.0,.429,7,8.0,.875,0.0,3.0,3.0,11.0,1.0,1.0,1.0,2.0,26.0,27.5,+1,7.0,5.0,0.7142857142857143,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,19.0,38.0,2.111111111111111,24.700000000000003,45.2,2.511111111111111,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+12),W (+12)
54.0,38.0,2023-02-10,33-168,PHI,NYK,1,37.266666666666666,7.0,16.0,.438,2.0,7.0,.286,4,5.0,.800,0.0,8.0,8.0,12.0,1.0,0.0,3.0,1.0,20.0,19.6,+16,9.0,5.0,0.5555555555555556,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,17.0,82.0,4.555555555555555,17.999999999999996,95.79999999999998,5.322222222222221,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-11),L (-11)
55.0,39.0,2023-02-11,33-169,PHI,BRK,1,36.7,9.0,20.0,.450,2.0,6.0,.333,9,9.0,1.000,2.0,4.0,6.0,6.0,1.0,1.0,3.0,2.0,29.0,23.3,-1,14.0,7.0,0.5,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,11.0,58.0,3.2222222222222223,19.700000000000006,49.19999999999999,2.7333333333333325,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-7),L (-7)
56.0,40.0,2023-02-13,33-171,PHI,HOU,1,31.633333333333333,9.0,18.0,.500,4.0,9.0,.444,6,7.0,.857,0.0,2.0,2.0,10.0,2.0,2.0,3.0,1.0,28.0,26.2,+12,9.0,5.0,0.5555555555555556,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,16.0,76.0,4.222222222222222,23.8,72.69999999999999,4.038888888888888,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+11),W (+11)
57.0,41.0,2023-02-15,33-173,PHI,CLE,1,38.31666666666667,5.0,11.0,.455,3.0,7.0,.429,6,6.0,1.000,0.0,4.0,4.0,12.0,1.0,1.0,3.0,1.0,19.0,21.2,+5,4.0,2.0,0.5,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,17.0,62.0,3.4444444444444446,18.8,68.0,3.7777777777777777,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+3),W (+3)
58.0,42.0,2023-02-23,33-181,PHI,MEM,1,39.61666666666667,10.0,16.0,.625,6.0,9.0,.667,5,7.0,.714,0.0,7.0,7.0,7.0,1.0,2.0,4.0,2.0,31.0,27.6,+5,7.0,4.0,0.5714285714285714,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,21.0,52.0,2.888888888888889,25.6,50.49999999999999,2.805555555555556,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+19),W (+19)
59.0,43.0,2023-02-25,33-183,PHI,BOS,1,41.38333333333333,5.0,16.0,.313,2.0,8.0,.250,9,9.0,1.000,1.0,5.0,6.0,8.0,3.0,0.0,4.0,1.0,21.0,18.2,+9,8.0,3.0,0.375,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,9.0,64.0,3.555555555555556,14.599999999999998,67.8,3.7666666666666666,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+6),W (+6)
60.0,44.0,2023-02-27,33-185,PHI,MIA,1,39.266666666666666,5.0,14.0,.357,3.0,8.0,.375,7,8.0,.875,1.0,5.0,6.0,12.0,2.0,0.0,4.0,1.0,20.0,20.0,+10,6.0,2.0,0.3333333333333333,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,14.0,39.0,2.1666666666666665,17.2,43.8,2.433333333333333,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+5),W (+5)
61.0,45.0,2023-03-01,33-187,PHI,MIA,1,36.61666666666667,6.0,15.0,.400,4.0,9.0,.444,7,7.0,1.000,2.0,5.0,7.0,5.0,0.0,1.0,3.0,2.0,23.0,18.2,+17,6.0,2.0,0.3333333333333333,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,11.0,79.0,4.388888888888889,15.4,80.4,4.466666666666667,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-3),L (-3)
62.0,46.0,2023-03-02,33-188,PHI,DAL,1,38.2,8.0,12.0,.667,5.0,7.0,.714,6,6.0,1.000,0.0,4.0,4.0,13.0,0.0,0.0,6.0,1.0,27.0,25.7,-21,5.0,3.0,0.6,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,20.0,60.0,3.333333333333333,23.300000000000004,75.0,4.166666666666667,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-2),L (-2)
63.0,47.0,2023-03-04,33-190,PHI,MIL,1,39.15,11.0,26.0,.423,5.0,9.0,.556,11,11.0,1.000,4.0,5.0,9.0,10.0,1.0,0.0,2.0,1.0,38.0,34.1,+5,17.0,6.0,0.3529411764705882,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,19.0,49.0,2.7222222222222223,29.700000000000003,65.60000000000001,3.644444444444445,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,,
64.0,48.0,2023-03-06,33-192,PHI,IND,1,39.53333333333333,3.0,11.0,.273,1.0,6.0,.167,7,9.0,.778,1.0,8.0,9.0,20.0,0.0,0.0,1.0,0.0,14.0,22.8,+13,5.0,2.0,0.4,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,22.0,68.0,3.7777777777777777,20.0,89.69999999999999,4.9833333333333325,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+23),W (+23)
65.0,,2023-03-07,33-193,PHI,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,91.0,5.055555555555555,0.0,89.80000000000001,4.98888888888889,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-7),L (-7)
66.0,49.0,2023-03-10,33-196,PHI,POR,1,39.16666666666666,6.0,14.0,.429,2.0,8.0,.250,5,5.0,1.000,1.0,8.0,9.0,8.0,0.0,0.0,2.0,3.0,19.0,17.1,-3,6.0,4.0,0.6666666666666666,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,15.0,75.0,4.166666666666667,15.099999999999998,85.7,4.761111111111111,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+3),W (+3)
67.0,50.0,2023-03-12,33-198,PHI,WAS,1,32.8,6.0,11.0,.545,3.0,7.0,.429,3,4.0,.750,0.0,2.0,2.0,14.0,1.0,0.0,3.0,0.0,18.0,20.7,+25,4.0,3.0,0.75,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,17.0,80.0,4.444444444444445,19.5,82.1,4.561111111111111,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+4),W (+4)
68.0,51.0,2023-03-15,33-201,PHI,CLE,1,40.38333333333333,8.0,18.0,.444,3.0,9.0,.333,9,12.0,.750,1.0,5.0,6.0,12.0,3.0,0.0,4.0,4.0,28.0,25.4,+16,9.0,5.0,0.5555555555555556,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,15.0,75.0,4.166666666666667,21.8,75.7,4.205555555555556,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+23),W (+23)
69.0,52.0,2023-03-17,33-203,PHI,CHO,1,31.383333333333333,4.0,15.0,.267,0.0,6.0,.000,3,4.0,.750,3.0,8.0,11.0,10.0,3.0,0.0,2.0,1.0,11.0,13.8,+25,9.0,4.0,0.4444444444444444,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,14.0,83.0,4.611111111111111,12.599999999999998,87.7,4.872222222222223,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+1),W (+1)
70.0,,2023-03-18,33-204,PHI,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,105.0,5.833333333333333,0.0,127.1,7.061111111111111,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+19),W (+19)
71.0,53.0,2023-03-20,33-206,PHI,CHI,1,46.61666666666667,2.0,14.0,.143,0.0,6.0,.000,1,1.0,1.000,0.0,7.0,7.0,12.0,1.0,1.0,5.0,2.0,5.0,2.4,-11,8.0,2.0,0.25,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,6.0,69.0,3.8333333333333335,1.999999999999997,72.2,4.011111111111111,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+9),W (+9)
72.0,,2023-03-22,33-208,PHI,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,89.0,4.944444444444445,0.0,88.39999999999999,4.911111111111111,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+39),W (+39)
73.0,,2023-03-24,33-210,PHI,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,73.0,4.055555555555555,0.0,81.50000000000001,4.527777777777779,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+20),W (+20)
74.0,,2023-03-25,33-211,PHI,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,65.0,3.611111111111111,0.0,75.50000000000001,4.1944444444444455,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-4),L (-4)
75.0,,2023-03-27,33-213,PHI,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,,55.0,3.055555555555556,0.0,66.99999999999999,3.722222222222221,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,W (+25),W (+25)
76.0,54.0,2023-03-29,33-215,PHI,DAL,1,38.35,4.0,14.0,.286,2.0,6.0,.333,5,7.0,.714,2.0,2.0,4.0,12.0,3.0,0.0,2.0,3.0,15.0,16.2,+3,8.0,2.0,0.25,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,11.0,70.0,3.888888888888889,14.200000000000005,77.2,4.288888888888889,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-8),L (-8)
77.0,55.0,2023-03-31,33-217,PHI,TOR,1,37.1,9.0,14.0,.643,3.0,6.0,.500,2,2.0,1.000,1.0,2.0,3.0,11.0,2.0,1.0,6.0,2.0,23.0,21.7,,8.0,6.0,0.75,36,56,18,55,8,51,1,2,36,41,55,45,2,52,54,47,56.0,77.0,37.0,78.0,16.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.6428571428571429,0.7272727272727273,0.4864864864864865,0.7051282051282052,0.5,0.7727272727272727,0.0,1.0,1.0,0.5070422535211268,0.0,0.7192982456140351,0.7333333333333333,0.6521739130434783,0.08,0.6842105263157895,0.7297297297297297,0.7833333333333333,15,5,38.0,79.0,80.0,0.1875,0.131578947368421,0.0,18,18.0,58.0,3.2222222222222223,20.90000000000001,61.99999999999999,3.444444444444444,21.6,8.4,5.4,5.1,0.3,0.1287044877222692,0.607,0.496,0.429,4.0,5.8,L (-20),L (-20)
