Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
50,49,47,2023-01-30,37-270,PHI,,ORL,L (-10),1,27:56,0.0,1.0,.000,0.0,0.0,,0,0.0,,2.0,2.0,4.0,2.0,0.0,1.0,0.0,3.0,0.0,2.2,+2,1.0,0.0,0.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,6.0,66.0,3.473684210526316,2.2,70.69999999999999,3.7210526315789467
51,50,48,2023-02-01,37-272,PHI,,ORL,W (+11),1,12:54,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,1.7,+2,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,3.0,73.0,3.842105263157895,1.6999999999999993,85.4,4.494736842105263
52,51,49,2023-02-03,37-274,PHI,@,SAS,W (+12),1,21:53,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,-0.5,+4,1.0,0.0,0.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,1.0,86.0,4.526315789473684,-0.4999999999999998,105.19999999999996,5.536842105263156
53,52,50,2023-02-05,37-276,PHI,@,NYK,L (-11),1,26:46,4.0,6.0,.667,2.0,4.0,.500,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,4.0,10.0,6.8,+11,2.0,2.0,1.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,7.0,49.0,2.5789473684210527,6.799999999999999,60.60000000000001,3.189473684210527
54,53,51,2023-02-08,37-279,PHI,@,BOS,L (-7),1,24:59,3.0,4.0,.750,2.0,3.0,.667,0,0.0,,0.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,8.0,8.6,+2,1.0,1.0,1.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,10.0,47.0,2.473684210526316,8.599999999999996,61.30000000000001,3.2263157894736847
55,54,52,2023-02-10,37-281,PHI,,NYK,W (+11),1,30:54,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,2.0,4.0,6.0,1.0,0.0,0.0,0.0,2.0,5.0,6.2,+2,1.0,1.0,1.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,9.0,90.0,4.7368421052631575,6.199999999999998,107.6,5.663157894736842
56,55,53,2023-02-11,37-282,PHI,@,BRK,W (+3),1,26:52,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.3,-3,1.0,1.0,1.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,2.0,67.0,3.526315789473684,1.2999999999999998,67.6,3.5578947368421048
57,56,54,2023-02-13,37-284,PHI,,HOU,W (+19),1,6:34,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.4,0,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,-1.0,93.0,4.894736842105263,-1.4,97.89999999999998,5.152631578947367
58,57,55,2023-02-15,37-286,PHI,,CLE,W (+6),1,20:53,4.0,5.0,.800,2.0,2.0,1.000,0,0.0,,2.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,10.0,10.0,+19,3.0,2.0,0.6666666666666666,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,9.0,70.0,3.684210526315789,10.0,76.80000000000001,4.042105263157896
59,58,56,2023-02-23,37-294,PHI,,MEM,W (+5),1,32:12,2.0,3.0,.667,2.0,3.0,.667,0,0.0,,2.0,4.0,6.0,1.0,1.0,0.0,1.0,4.0,6.0,6.4,+11,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,10.0,63.0,3.3157894736842106,6.399999999999999,69.69999999999999,3.668421052631578
60,59,57,2023-02-25,37-296,PHI,,BOS,L (-3),1,37:32,2.0,7.0,.286,2.0,4.0,.500,1,2.0,.500,5.0,11.0,16.0,1.0,0.0,0.0,0.0,1.0,7.0,9.6,+21,3.0,0.0,0.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,15.0,58.0,3.0526315789473686,9.2,73.2,3.8526315789473684
61,60,58,2023-02-27,37-298,PHI,,MIA,L (-2),1,33:16,2.0,2.0,1.000,2.0,2.0,1.000,2,2.0,1.000,1.0,3.0,4.0,0.0,2.0,0.0,1.0,2.0,8.0,9.2,-7,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,9.0,44.0,2.3157894736842106,8.399999999999999,52.60000000000001,2.7684210526315796
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,,0.0,0.0,0.0,0.0,0.0
63,61,59,2023-03-01,37-300,PHI,@,MIA,W (+23),1,19:16,2.0,6.0,.333,1.0,5.0,.200,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,5.0,2.0,-3,1.0,1.0,1.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,3.0,87.0,4.578947368421052,2.0000000000000004,93.8,4.936842105263158
64,62,60,2023-03-02,37-301,PHI,@,DAL,L (-7),1,24:13,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.8,-30,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,1.0,79.0,4.157894736842105,0.7999999999999998,97.5,5.131578947368421
65,63,61,2023-03-04,37-303,PHI,@,MIL,W (+3),1,19:27,1.0,4.0,.250,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,0.7,-4,1.0,1.0,1.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,2.0,66.0,3.473684210526316,0.7000000000000002,94.6,4.978947368421053
66,64,,2023-03-06,37-305,PHI,@,IND,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,,90.0,4.7368421052631575,0.0,109.7,5.773684210526316
67,65,62,2023-03-07,37-306,PHI,@,MIN,W (+23),1,21:34,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8,+14,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,0.0,91.0,4.789473684210527,-0.8,90.6,4.768421052631578
68,66,63,2023-03-10,37-309,PHI,,POR,W (+1),1,20:37,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,2.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,2.9,-18,1.0,1.0,1.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,5.0,85.0,4.473684210526316,2.8999999999999995,97.9,5.152631578947369
69,67,64,2023-03-12,37-311,PHI,,WAS,W (+19),1,21:26,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,5.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,4.9,+13,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,10.0,87.0,4.578947368421052,4.9,96.70000000000002,5.089473684210527
70,68,65,2023-03-15,37-314,PHI,@,CLE,W (+9),1,34:59,2.0,5.0,.400,1.0,3.0,.333,0,1.0,.000,4.0,2.0,6.0,3.0,3.0,0.0,2.0,2.0,5.0,7.6,+22,2.0,1.0,0.5,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,9.0,81.0,4.2631578947368425,7.599999999999998,89.90000000000002,4.731578947368422
71,69,66,2023-03-17,37-316,PHI,@,CHO,W (+39),1,22:03,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,5.0,5.0,1.0,2.0,0.0,0.0,2.0,0.0,2.7,+15,1.0,0.0,0.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,7.0,90.0,4.7368421052631575,2.7,97.6,5.136842105263158
72,70,,2023-03-18,37-317,PHI,@,IND,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,,105.0,5.526315789473684,0.0,127.1,6.689473684210526
73,71,,2023-03-20,37-319,PHI,,CHI,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,,75.0,3.947368421052632,0.0,74.19999999999999,3.905263157894736
74,72,67,2023-03-22,37-321,PHI,@,CHI,W (+25),1,24:06,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,0.0,4.0,5.0,5.1,+34,1.0,1.0,1.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,7.0,82.0,4.315789473684211,5.1,83.3,4.38421052631579
75,73,68,2023-03-24,37-323,PHI,@,GSW,L (-8),1,25:15,0.0,5.0,.000,0.0,5.0,.000,0,0.0,,0.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,-2.4,-11,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,-1.0,74.0,3.8947368421052633,-2.4000000000000004,83.90000000000002,4.415789473684211
76,74,69,2023-03-25,37-324,PHI,@,PHO,L (-20),1,28:14,2.0,2.0,1.000,1.0,1.0,1.000,0,0.0,,2.0,2.0,4.0,0.0,0.0,1.0,0.0,3.0,5.0,5.9,-6,1.0,1.0,1.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,8.0,57.0,3.0,5.899999999999998,69.60000000000001,3.6631578947368424
77,75,70,2023-03-27,37-326,PHI,@,DEN,L (-5),1,22:35,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.8,-23,0.0,0.0,,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,-2.0,57.0,3.0,-1.7999999999999998,68.8,3.621052631578947
78,76,71,2023-03-29,37-328,PHI,,DAL,W (+8),1,19:10,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,-6,2.0,1.0,0.5,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,5.0,76.0,4.0,2.5,88.9,4.678947368421053
79,77,72,2023-03-31,37-330,PHI,,TOR,W (+7),1,25:43,3.0,7.0,.429,3.0,6.0,.500,0,0.0,,2.0,4.0,6.0,1.0,0.0,0.0,1.0,2.0,9.0,6.8,,1.0,0.0,0.0,49,72,32,72,12,55,62,2,1,2,47,53,62,2,69,70,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,69.0,25.0,76.0,74.0,60.0,0.875,0.935064935064935,0.8648648648648649,0.9230769230769232,0.75,0.9482758620689656,0.9393939393939394,0.1176470588235294,1.0,1.0,0.6619718309859155,0.0,0.9298245614035088,0.8985507246376812,0.08,0.9078947368421052,0.945945945945946,0.9333333333333332,17,6,38.0,79.0,80.0,0.2125,0.1578947368421052,0.0,19,8.0,68.0,3.5789473684210527,6.799999999999998,76.10000000000001,4.0052631578947375
