Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Michael Foster Jr.,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey
10,11,,2022-11-07,21-131,PHI,,PHO,W (+12),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
11,12,,2022-11-10,21-134,PHI,@,ATL,L (-9),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
12,13,,2022-11-12,21-136,PHI,,ATL,W (+12),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
13,14,,2022-11-13,21-137,PHI,,UTA,W (+7),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
14,15,,2022-11-18,21-142,PHI,,MIL,W (+8),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
15,16,,2022-11-19,21-143,PHI,,MIN,L (-3),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
16,17,1,2022-11-22,21-146,PHI,,BRK,W (+9),0,1.3833333333333333,0.0,1.0,.000,0.0,0.0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-5,1.0,0.0,0.0,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
17,18,,2022-11-23,21-147,PHI,@,CHO,L (-6),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
18,19,,2022-11-25,21-149,PHI,@,ORL,W (+8),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
19,20,2,2022-11-27,21-151,PHI,@,ORL,W (+30),0,5.283333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0,,0,0,0,0,1,0,0,0,0,0.3,+1,0.0,0.0,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
20,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
21,21,,2022-11-28,21-152,PHI,,ATL,W (+3),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
22,22,,2022-11-30,21-154,PHI,@,CLE,L (-28),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
23,23,,2022-12-02,21-156,PHI,@,MEM,L (-8),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
24,24,,2022-12-05,21-159,PHI,@,HOU,L (-9),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
25,25,,2022-12-09,21-163,PHI,,LAL,W (+11),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
26,26,,2022-12-11,21-165,PHI,,CHO,W (+18),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
27,27,,2022-12-13,21-167,PHI,,SAC,W (+20),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
28,28,,2022-12-16,21-170,PHI,,GSW,W (+12),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
29,29,,2022-12-19,21-173,PHI,,TOR,W (+3),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
30,30,,2022-12-21,21-175,PHI,,DET,W (+20),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
31,31,,2022-12-23,21-177,PHI,,LAC,W (+5),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
32,32,,2022-12-25,21-179,PHI,@,NYK,W (+7),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
33,33,,2022-12-27,21-181,PHI,@,WAS,L (-5),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
