Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with Royce O'Neale,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Moses Brown,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Dorian Finney-Smith,co_inf with Spencer Dinwiddie,co_inf with Nerlens Noel,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Payton Pritchard,Total Shared Players,CO_EFF,EFF,CO_HGS,HGS,avg_EFF,avg_HGS
48,47,35,2023-01-25,32-155,BRK,@,PHI,L (-4),0,34:40,11.0,20.0,.550,7.0,10.0,.700,3,3.0,1.000,0.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,32.0,23.4,+5,10.0,4.0,0.4,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,12.0,82.0,22.2,96.2,3.727272727272727,4.372727272727273
49,48,,2023-01-26,32-156,BRK,,DET,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,,74.0,0.0,97.0,3.363636363636364,4.409090909090909
50,49,36,2023-01-28,32-158,BRK,,NYK,W (+7),1,32:55,5.0,9.0,.556,2.0,3.0,.667,2,2.0,1.000,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,14.0,11.7,-6,6.0,3.0,0.5,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,7.0,127.0,10.899999999999997,146.6,5.7727272727272725,6.663636363636363
51,50,37,2023-01-30,32-160,BRK,,LAL,W (+17),1,21:48,3.0,11.0,.273,0.0,5.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,-0.3,-9,6.0,3.0,0.5,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,-3.0,143.0,-0.2999999999999995,163.9,6.5,7.45
52,51,38,2023-02-01,32-162,BRK,@,BOS,L (-43),1,24:39,3.0,9.0,.333,1.0,5.0,.200,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,7.0,2.8,-24,4.0,2.0,0.5,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,0.0,89.0,2.799999999999999,130.9,4.045454545454546,5.95
53,52,39,2023-02-04,32-165,BRK,,WAS,W (+2),1,19:41,3.0,6.0,.500,3.0,4.0,.750,0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,9.0,7.9,-21,2.0,0.0,0.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,6.0,98.0,7.899999999999999,129.29999999999998,4.454545454545454,5.877272727272726
54,53,,2023-02-06,32-167,BRK,,LAC,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,,105.0,0.0,126.59999999999998,4.7727272727272725,5.754545454545454
55,54,,2023-02-07,32-168,BRK,,PHO,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,,81.0,0.0,111.80000000000004,3.6818181818181817,5.081818181818184
56,55,,2023-02-09,32-170,BRK,,CHI,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,,87.0,0.0,109.6,3.954545454545455,4.9818181818181815
57,56,,2023-02-11,32-172,BRK,,PHI,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,,52.0,0.0,65.19999999999999,2.363636363636364,2.963636363636363
58,57,,2023-02-13,32-174,BRK,@,NYK,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,,61.0,0.0,79.29999999999998,2.772727272727273,3.6045454545454536
59,58,40,2023-02-15,32-176,BRK,,MIA,W (+11),0,9:42,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.1,-4,1.0,0.0,0.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,-4.0,71.0,-3.1,74.1,3.227272727272727,3.3681818181818177
60,59,41,2023-02-24,32-185,BRK,@,CHI,L (-44),0,21:18,8.0,11.0,.727,3.0,6.0,.500,0,0.0,,2.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,19.0,15.2,-11,5.0,5.0,1.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,11.0,50.0,15.199999999999996,66.49999999999999,2.272727272727273,3.022727272727272
61,60,42,2023-02-26,32-187,BRK,@,ATL,L (-2),0,6:57,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.3,-9,2.0,1.0,0.5,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,1.0,77.0,1.2999999999999998,95.39999999999998,3.5,4.336363636363635
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,,0.0,0.0,0.0,0.0,0.0
63,61,43,2023-02-28,32-189,BRK,,MIL,L (-14),0,5:29,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1,-5,1.0,0.0,0.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,-1.0,47.0,-1.1,42.10000000000001,2.136363636363636,1.913636363636364
64,62,44,2023-03-01,32-190,BRK,@,NYK,L (-24),0,23:10,4.0,10.0,.400,1.0,7.0,.143,1,1.0,1.000,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,10.0,6.9,-14,3.0,3.0,1.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,3.0,89.0,6.499999999999998,101.9,4.045454545454546,4.631818181818182
65,63,45,2023-03-03,32-192,BRK,@,BOS,W (+10),0,13:48,4.0,8.0,.500,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,8.0,6.9,+14,5.0,4.0,0.8,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,4.0,63.0,6.9,71.4,2.863636363636364,3.2454545454545456
66,64,46,2023-03-05,32-194,BRK,,CHO,W (+16),0,16:10,0.0,8.0,.000,0.0,5.0,.000,2,2.0,1.000,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,-1.6,0,3.0,0.0,0.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,-5.0,69.0,-2.3999999999999995,82.3,3.136363636363636,3.7409090909090907
67,65,47,2023-03-07,32-196,BRK,@,HOU,W (+22),0,21:39,4.0,6.0,.667,0.0,1.0,.000,4,4.0,1.000,0.0,3.0,3.0,2.0,1.0,0.0,2.0,1.0,12.0,10.3,+15,5.0,4.0,0.8,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,6.0,98.0,8.7,117.1,4.454545454545454,5.322727272727272
68,66,48,2023-03-09,32-198,BRK,@,MIL,L (-5),1,11:05,1.0,4.0,.250,0.0,0.0,,3,3.0,1.000,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,4.6,-14,4.0,1.0,0.25,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,1.0,107.0,3.4000000000000004,131.00000000000003,4.863636363636363,5.954545454545456
69,67,49,2023-03-10,32-199,BRK,@,MIN,W (+1),0,17:14,4.0,7.0,.571,2.0,4.0,.500,1,1.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,11.0,8.6,+7,3.0,2.0,0.6666666666666666,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,6.0,53.0,8.2,68.60000000000001,2.409090909090909,3.1181818181818186
70,68,50,2023-03-12,32-201,BRK,@,DEN,W (+2),0,19:04,5.0,8.0,.625,1.0,3.0,.333,1,1.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,12.0,8.9,+7,5.0,4.0,0.8,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,6.0,35.0,8.499999999999998,40.49999999999999,1.5909090909090908,1.8409090909090906
71,69,51,2023-03-14,32-203,BRK,@,OKC,L (-14),0,18:31,3.0,6.0,.500,2.0,5.0,.400,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,8.0,5.9,+2,1.0,1.0,1.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,5.0,44.0,5.899999999999999,67.20000000000002,2.0,3.054545454545455
72,70,52,2023-03-16,32-205,BRK,,SAC,L (-5),0,21:51,5.0,10.0,.500,3.0,5.0,.600,1,1.0,1.000,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,14.0,9.6,+1,5.0,2.0,0.4,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,5.0,79.0,9.2,87.59999999999998,3.590909090909091,3.981818181818181
