Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario ?ari?,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario ?ari?,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Torrey Craig,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Dorian Finney-Smith,Shared Games with Dru Smith,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Moses Brown,Shared Games with Nerlens Noel,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with Spencer Dinwiddie,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Bogdan Bogdanović,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Dorian Finney-Smith,Dru Smith,Edmond Sumner,Joe Harris,Moses Brown,Nerlens Noel,Nic Claxton,Patty Mills,Payton Pritchard,RaiQuan Gray,Royce O'Neale,Seth Curry,Spencer Dinwiddie,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Bogdan Bogdanović,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Dorian Finney-Smith,co_inf with Dru Smith,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Moses Brown,co_inf with Nerlens Noel,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with Payton Pritchard,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with Spencer Dinwiddie,co_inf with Yuta Watanabe,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,11,2022/11/9,26-071,PHO,@,MIN,W (+12),1,42:19:00,12.0,20.0,0.6,2.0,6.0,0.333,5,5.0,1,2.0,7.0,9.0,5.0,4.0,1.0,2.0,1.0,31.0,31.1,12,14.0,10.0,0.714285714,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,23.0,75.0,2.5,29.1,83.29999999999998,2.776666666666666
11,12,12,2022/11/11,26-073,PHO,@,ORL,L (-17),1,37:38:00,3.0,13.0,0.231,2.0,6.0,0.333,0,0.0,,1.0,3.0,4.0,6.0,0.0,0.0,1.0,2.0,8.0,4.1,-16,7.0,1.0,0.142857143,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,4.0,103.0,3.433333333333333,4.099999999999999,101.29999999999998,3.376666666666666
12,13,13,2022/11/14,26-076,PHO,@,MIA,L (-1),1,40:52:00,7.0,14.0,0.5,1.0,3.0,0.333,0,0.0,,1.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,15.0,11.6,-1,11.0,6.0,0.545454545,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,9.0,81.0,2.7,11.599999999999998,97.1,3.2366666666666664
13,14,14,2022/11/16,26-078,PHO,,GSW,W (+11),1,41:47:00,6.0,11.0,0.545,5.0,8.0,0.625,6,6.0,1,2.0,7.0,9.0,9.0,1.0,0.0,2.0,3.0,23.0,25.3,23,3.0,1.0,0.333333333,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,23.0,57.0,1.9,22.899999999999995,70.6,2.353333333333333
14,15,15,2022/11/18,26-080,PHO,@,UTA,L (-1),1,34:47:00,6.0,12.0,0.5,0.0,2.0,0,1,2.0,0.5,0.0,6.0,6.0,2.0,2.0,3.0,2.0,3.0,13.0,10.7,0,10.0,6.0,0.6,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,10.0,74.0,2.466666666666667,10.299999999999995,93.0,3.1
15,16,16,2022/11/20,26-082,PHO,,NYK,W (+21),1,32:38:00,6.0,11.0,0.545,1.0,3.0,0.333,0,0.0,,1.0,5.0,6.0,5.0,2.0,1.0,1.0,1.0,13.0,14.7,16,8.0,5.0,0.625,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,15.0,76.0,2.533333333333333,14.7,69.89999999999998,2.329999999999999
16,17,17,2022/11/22,26-084,PHO,,LAL,W (+10),1,41:24:00,10.0,17.0,0.588,5.0,7.0,0.714,0,0.0,,0.0,6.0,6.0,3.0,1.0,1.0,0.0,3.0,25.0,21.5,6,10.0,5.0,0.5,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,19.0,99.0,3.3,21.500000000000004,96.09999999999998,3.2033333333333327
17,18,18,2022/11/25,26-087,PHO,,DET,W (+6),1,34:40:00,6.0,17.0,0.353,3.0,6.0,0.5,0,0.0,,1.0,1.0,2.0,2.0,2.0,0.0,1.0,4.0,15.0,7.3,3,11.0,3.0,0.272727273,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,3.0,77.0,2.566666666666667,7.299999999999999,78.5,2.6166666666666667
18,19,19,2022/11/26,26-088,PHO,,UTA,W (+1),1,40:53:00,7.0,10.0,0.7,0.0,1.0,0,2,2.0,1,0.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,16.0,14.3,3,9.0,7.0,0.777777778,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,10.0,90.0,3.0,13.499999999999996,99.7,3.3233333333333333
19,20,20,2022/11/28,26-090,PHO,@,SAC,W (+5),1,40:29:00,6.0,14.0,0.429,1.0,6.0,0.167,0,1.0,0,2.0,6.0,8.0,7.0,3.0,3.0,2.0,0.0,13.0,16.4,-3,8.0,5.0,0.625,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,17.0,60.0,2.0,16.400000000000006,61.20000000000001,2.0400000000000005
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,,0.0,0.0,0.0,0.0,0.0
21,21,21,2022/11/30,26-092,PHO,,CHI,W (+19),1,38:25:00,3.0,13.0,0.231,0.0,4.0,0,2,2.0,1,2.0,2.0,4.0,3.0,0.0,2.0,0.0,3.0,8.0,4.4,13,9.0,3.0,0.333333333,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,2.0,56.0,1.8666666666666667,3.6,61.09999999999999,2.036666666666666
22,22,22,2022/12/2,26-094,PHO,,HOU,L (-1),1,36:31:00,8.0,16.0,0.5,3.0,7.0,0.429,3,3.0,1,2.0,6.0,8.0,2.0,1.0,0.0,3.0,5.0,22.0,14.6,4,9.0,5.0,0.555555556,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,11.0,60.0,2.0,13.4,52.5,1.75
23,23,23,2022/12/4,26-096,PHO,@,SAS,W (+38),1,25:32:00,7.0,11.0,0.636,6.0,7.0,0.857,0,0.0,,1.0,3.0,4.0,3.0,0.0,0.0,0.0,2.0,20.0,18,30,4.0,1.0,0.25,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,16.0,49.0,1.6333333333333333,18.0,46.99999999999999,1.5666666666666664
24,24,24,2022/12/5,26-097,PHO,@,DAL,L (-19),1,29:35:00,4.0,11.0,0.364,2.0,6.0,0.333,3,3.0,1,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,13.0,7.5,-14,5.0,2.0,0.4,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,2.0,72.0,2.4,6.299999999999998,81.5,2.716666666666667
25,25,25,2022/12/7,26-099,PHO,,BOS,L (-27),1,27:40:00,2.0,12.0,0.167,0.0,5.0,0,0,0.0,,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,4.0,-2.7,-33,7.0,2.0,0.285714286,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,-5.0,50.0,1.6666666666666667,-2.699999999999999,52.8,1.76
26,26,26,2022/12/9,26-101,PHO,@,NOP,L (-11),1,35:16:00,4.0,12.0,0.333,3.0,5.0,0.6,0,0.0,,2.0,3.0,5.0,3.0,2.0,0.0,1.0,5.0,11.0,7.6,-7,7.0,1.0,0.142857143,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,8.0,86.0,2.8666666666666667,7.600000000000001,103.9,3.4633333333333334
27,27,27,2022/12/11,26-103,PHO,@,NOP,L (-5),1,44:34:00,10.0,23.0,0.435,5.0,13.0,0.385,2,2.0,1,3.0,2.0,5.0,3.0,2.0,0.0,1.0,1.0,27.0,20.3,-9,10.0,5.0,0.5,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,11.0,85.0,2.833333333333333,19.500000000000007,83.9,2.796666666666667
28,28,28,2022/12/13,26-105,PHO,@,HOU,L (-14),1,38:04:00,4.0,24.0,0.167,2.0,10.0,0.2,8,8.0,1,1.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,18.0,6,-14,14.0,2.0,0.142857143,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,-7.0,69.0,2.3,2.8000000000000025,96.1,3.203333333333333
29,29,29,2022/12/15,26-107,PHO,@,LAC,W (+16),1,39:07:00,11.0,18.0,0.611,2.0,5.0,0.4,3,4.0,0.75,1.0,5.0,6.0,0.0,1.0,2.0,1.0,1.0,27.0,21.6,8,13.0,9.0,0.692307692,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,13.0,54.0,1.8,20.4,57.69999999999999,1.923333333333333
30,30,30,2022/12/17,26-109,PHO,,NOP,W (+4),1,37:14:00,5.0,13.0,0.385,3.0,9.0,0.333,2,2.0,1,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,15.0,13.2,11,4.0,2.0,0.5,43,42,28,35,56,37,47,30,31,38,47,46,30,53,61,42.0,48,59,74,57,67,53,31,60,18,69,72,40,79,0.7049180327868853,1.0,0.5833333333333334,0.5932203389830508,0.7567567567567568,0.7014925373134329,0.5660377358490566,1.0,0.6333333333333333,0.0,0.6811594202898551,0.6388888888888888,0.75,0.6708860759493671,1,17,7,16,25,3,7,24,2,3,23,4,22,22,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3787878787878788,0.2,0.1320754716981132,0.3243243243243243,0.0555555555555555,0.1764705882352941,0.3026315789473684,0.1,0.0,0.0,0.2894736842105263,0.360655737704918,0.3164556962025316,0.2586206896551724,30,8.0,73.0,2.433333333333333,12.399999999999997,69.4,2.3133333333333335
