Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dorian Finney-Smith,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Shared Games with Justin Holiday,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Shared Games with Moses Brown,Shared Games with Nerlens Noel,Alondes Williams,Ben Simmons,Bogdan Bogdanović,Cam Thomas,Cameron Johnson,David Duke Jr.,Day'Ron Sharpe,Dru Smith,Edmond Sumner,Joe Harris,Mikal Bridges,Moses Brown,Nerlens Noel,Nic Claxton,Patty Mills,Payton Pritchard,RaiQuan Gray,Royce O'Neale,Seth Curry,Yuta Watanabe,co_inf with Ben Simmons,co_inf with Bogdan Bogdanović,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with Payton Pritchard,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with Yuta Watanabe,co_inf with Alondes Williams,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Moses Brown,co_inf with Nerlens Noel,co_inf with RaiQuan Gray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
46,45,44,2023-01-15,29-284,DAL,@,POR,L (-17),1,34:54,7.0,15.0,.467,2.0,6.0,.333,12,14.0,.857,0.0,0.0,0.0,9.0,0.0,0.0,1.0,5.0,28.0,22.8,-18,9.0,5.0,0.5555555555555556,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,7.0,84.0,2.27027027027027,18.0,86.49999999999999,2.3378378378378373
47,46,45,2023-01-18,29-287,DAL,,ATL,L (-8),1,39:25,8.0,18.0,.444,4.0,10.0,.400,0,2.0,.000,1.0,3.0,4.0,7.0,2.0,0.0,3.0,1.0,20.0,14.9,-5,8.0,4.0,0.5,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,10.0,107.0,2.891891891891892,14.899999999999997,132.39999999999998,3.578378378378378
48,47,46,2023-01-20,29-289,DAL,,MIA,W (+25),1,30:42,5.0,12.0,.417,3.0,10.0,.300,6,6.0,1.000,0.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,19.0,12.7,+13,2.0,2.0,1.0,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,5.0,89.0,2.4054054054054053,10.299999999999995,108.1,2.9216216216216213
49,48,47,2023-01-22,29-291,DAL,,LAC,L (-14),1,35:39,8.0,18.0,.444,1.0,5.0,.200,4,5.0,.800,1.0,3.0,4.0,5.0,0.0,0.0,2.0,4.0,21.0,12.7,-8,13.0,7.0,0.5384615384615384,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,5.0,69.0,1.864864864864865,11.099999999999996,85.89999999999998,2.3216216216216212
50,49,48,2023-01-24,29-293,DAL,,WAS,L (-1),1,34:41,6.0,15.0,.400,3.0,7.0,.429,5,5.0,1.000,0.0,1.0,1.0,8.0,0.0,0.0,2.0,3.0,20.0,14.6,+16,8.0,3.0,0.375,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,7.0,127.0,3.4324324324324325,12.599999999999998,144.9,3.9162162162162164
51,50,49,2023-01-26,29-295,DAL,@,PHO,W (+4),1,39:41,10.0,18.0,.556,5.0,6.0,.833,11,14.0,.786,0.0,6.0,6.0,9.0,0.0,0.0,1.0,0.0,36.0,33.3,+9,12.0,5.0,0.4166666666666667,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,18.0,122.0,3.2972972972972974,28.89999999999999,134.7,3.6405405405405404
52,51,50,2023-01-28,29-297,DAL,@,UTA,L (-8),1,41:31,11.0,23.0,.478,6.0,11.0,.545,7,10.0,.700,0.0,4.0,4.0,8.0,1.0,1.0,3.0,1.0,35.0,27.2,-7,12.0,5.0,0.4166666666666667,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,13.0,76.0,2.054054054054054,24.40000000000001,109.29999999999998,2.9540540540540534
53,52,51,2023-01-30,29-299,DAL,,DET,W (+6),1,31:46,5.0,16.0,.313,0.0,6.0,.000,2,4.0,.500,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,12.0,3.5,-4,10.0,5.0,0.5,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,-3.0,107.0,2.891891891891892,2.700000000000001,134.5,3.635135135135135
54,53,52,2023-02-02,29-302,DAL,,NOP,W (+5),1,36:08,4.0,19.0,.211,2.0,6.0,.333,11,12.0,.917,1.0,2.0,3.0,4.0,1.0,2.0,3.0,3.0,21.0,11.2,-4,13.0,2.0,0.1538461538461538,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,-3.0,108.0,2.918918918918919,6.800000000000001,119.79999999999998,3.237837837837837
55,54,53,2023-02-04,29-304,DAL,@,GSW,L (-6),1,32:37,9.0,17.0,.529,3.0,6.0,.500,4,5.0,.800,0.0,4.0,4.0,4.0,1.0,0.0,3.0,2.0,25.0,17.5,-8,11.0,6.0,0.5454545454545454,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,9.0,72.0,1.945945945945946,15.900000000000002,95.9,2.591891891891892
56,55,,2023-02-06,29-306,BRK,,LAC,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,,87.0,2.351351351351352,0.0,109.6,2.962162162162162
57,56,,2023-02-07,29-307,BRK,,PHO,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,,52.0,1.4054054054054057,0.0,65.19999999999999,1.762162162162162
58,57,54,2023-02-09,29-309,BRK,,CHI,W (+11),1,38:34,8.0,17.0,.471,2.0,7.0,.286,7,9.0,.778,1.0,4.0,5.0,6.0,4.0,0.0,1.0,1.0,25.0,24.2,+25,10.0,6.0,0.6,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,13.0,48.0,1.2972972972972974,21.4,57.9,1.5648648648648649
59,58,55,2023-02-11,29-311,BRK,,PHI,L (-3),1,31:10,2.0,10.0,.200,0.0,4.0,.000,5,6.0,.833,0.0,6.0,6.0,6.0,1.0,0.0,3.0,3.0,9.0,5.2,+2,6.0,2.0,0.3333333333333333,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,3.0,64.0,1.7297297297297298,3.2,67.79999999999998,1.832432432432432
60,59,56,2023-02-13,29-313,BRK,@,NYK,L (-18),1,32:55,8.0,21.0,.381,3.0,10.0,.300,9,9.0,1.000,0.0,3.0,3.0,4.0,1.0,0.0,2.0,2.0,28.0,18.4,-4,11.0,5.0,0.4545454545454545,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,4.0,57.0,1.5405405405405406,14.799999999999995,66.89999999999998,1.8081081081081074
61,60,57,2023-02-15,29-315,BRK,,MIA,W (+11),1,35:32,3.0,4.0,.750,3.0,4.0,.750,0,0.0,,0.0,4.0,4.0,5.0,0.0,0.0,1.0,4.0,9.0,9.5,+6,0.0,0.0,,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,13.0,65.0,1.7567567567567568,9.499999999999998,87.19999999999999,2.3567567567567567
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,,0.0,0.0,0.0,0.0,0.0
63,61,58,2023-02-24,29-324,BRK,@,CHI,L (-44),1,24:26,0.0,6.0,.000,0.0,3.0,.000,2,3.0,.667,0.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,2.0,-0.2,-31,3.0,0.0,0.0,41,64,49,34,31,24,29,34,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0,2,18,8,17,7,24,19,23,26,19,23,4,22,21,23,16,21,25,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.3157894736842105,0.3478260869565217,0.3541666666666667,0.1320754716981132,0.3243243243243243,0.3026315789473684,0.1,0.0,0.2894736842105263,0.3442622950819672,0.2758620689655172,0.0,0.5952380952380952,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,-2.0,48.0,1.2972972972972974,-0.9999999999999996,42.00000000000001,1.1351351351351353
