Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alondes Williams,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with RaiQuan Gray,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Dorian Finney-Smith,co_inf with Spencer Dinwiddie,co_inf with Nerlens Noel,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Payton Pritchard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
48,47,39,2023-01-25,27-025,BRK,@,PHI,L (-4),0,4:03,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.7,-2,0.0,0.0,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,1.0,93.0,4.043478260869565,1.7000000000000002,116.7,5.073913043478261
49,48,40,2023-01-26,27-026,BRK,,DET,L (-8),0,19:13,7.0,10.0,.700,2.0,2.0,1.000,8,8.0,1.000,0.0,5.0,5.0,3.0,0.0,0.0,2.0,5.0,24.0,19.4,-7,8.0,5.0,0.625,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,12.0,62.0,2.6956521739130435,16.2,80.8,3.5130434782608693
50,49,41,2023-01-28,27-028,BRK,,NYK,W (+7),0,9:31,2.0,4.0,.500,2.0,2.0,1.000,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,6.0,2.8,-6,2.0,0.0,0.0,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,4.0,130.0,5.652173913043479,2.799999999999999,154.7,6.726086956521739
51,50,42,2023-01-30,27-030,BRK,,LAL,W (+17),0,8:24,1.0,5.0,.200,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.6,+7,4.0,1.0,0.25,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,0.0,140.0,6.086956521739131,0.5999999999999996,163.0,7.086956521739131
52,51,43,2023-02-01,27-032,BRK,@,BOS,L (-43),0,12:26,1.0,4.0,.250,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.2,-1,2.0,0.0,0.0,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,1.0,88.0,3.8260869565217392,1.2000000000000002,132.5,5.760869565217392
53,52,44,2023-02-04,27-035,BRK,,WAS,W (+2),1,39:06,9.0,19.0,.474,2.0,9.0,.222,9,10.0,.900,0.0,2.0,2.0,3.0,1.0,1.0,2.0,5.0,29.0,19.3,+10,10.0,7.0,0.7,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,5.0,99.0,4.304347826086956,15.70000000000001,121.5,5.282608695652174
54,53,45,2023-02-06,27-037,BRK,,LAC,L (-8),1,32:37,9.0,17.0,.529,2.0,3.0,.667,3,3.0,1.000,1.0,4.0,5.0,3.0,0.0,1.0,0.0,5.0,23.0,17.4,+10,14.0,7.0,0.5,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,12.0,93.0,4.043478260869565,16.200000000000003,110.4,4.8
55,54,46,2023-02-07,27-038,BRK,,PHO,L (-4),0,16:18,1.0,4.0,.250,1.0,2.0,.500,4,4.0,1.000,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,7.0,5.0,-5,2.0,0.0,0.0,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,0.0,81.0,3.5217391304347827,3.4000000000000004,108.40000000000002,4.713043478260871
56,55,,2023-02-09,27-040,BRK,,CHI,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,87.0,3.782608695652174,0.0,109.6,4.765217391304348
57,56,,2023-02-11,27-042,BRK,,PHI,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,52.0,2.260869565217391,0.0,65.19999999999999,2.834782608695652
58,57,,2023-02-13,27-044,BRK,@,NYK,L (-18),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,61.0,2.652173913043478,0.0,79.29999999999998,3.447826086956521
59,58,,2023-02-15,27-046,BRK,,MIA,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,67.0,2.9130434782608696,0.0,70.99999999999999,3.08695652173913
60,59,,2023-02-24,27-055,BRK,@,CHI,L (-44),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,61.0,2.652173913043478,0.0,81.69999999999999,3.552173913043478
61,60,,2023-02-26,27-057,BRK,@,ATL,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,78.0,3.391304347826087,0.0,96.7,4.2043478260869565
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-28,27-059,BRK,,MIL,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,46.0,2.0,0.0,41.00000000000001,1.7826086956521743
64,62,,2023-03-01,27-060,BRK,@,NYK,L (-24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,92.0,4.0,0.0,108.4,4.71304347826087
65,63,,2023-03-03,27-062,BRK,@,BOS,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,67.0,2.9130434782608696,0.0,78.30000000000001,3.404347826086957
66,64,,2023-03-05,27-064,BRK,,CHO,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,64.0,2.782608695652174,0.0,79.89999999999999,3.4739130434782606
67,65,,2023-03-07,27-066,BRK,@,HOU,W (+22),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,104.0,4.521739130434782,0.0,125.8,5.469565217391304
68,66,47,2023-03-09,27-068,BRK,@,MIL,L (-5),0,13:01,2.0,7.0,.286,1.0,2.0,.500,4,4.0,1.000,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,9.0,7.2,+1,5.0,1.0,0.2,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,2.0,106.0,4.608695652173913,5.600000000000001,128.8,5.6000000000000005
69,67,,2023-03-10,27-069,BRK,@,MIN,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,59.0,2.565217391304348,0.0,76.8,3.3391304347826085
70,68,,2023-03-12,27-071,BRK,@,DEN,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,41.0,1.7826086956521738,0.0,48.99999999999999,2.1304347826086953
71,69,,2023-03-14,27-073,BRK,@,OKC,L (-14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,49.0,2.130434782608696,0.0,73.10000000000001,3.178260869565218
72,70,48,2023-03-16,27-075,BRK,,SAC,L (-5),0,8:45,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.2,+2,0.0,0.0,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,2.0,82.0,3.565217391304348,1.2000000000000002,95.59999999999998,4.156521739130434
