Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-07,22-291,MIA,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,,81.0,4.5,0.0,90.89999999999998,5.049999999999999,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,L (-3),L (-3)
12.0,,2022-11-10,22-294,MIA,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,,59.0,3.2777777777777777,0.0,80.8,4.488888888888889,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+5),W (+5)
13.0,,2022-11-12,22-296,MIA,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,,96.0,5.333333333333333,0.0,111.89999999999998,6.216666666666665,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+17),W (+17)
14.0,,2022-11-14,22-298,MIA,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,,65.0,3.611111111111111,0.0,77.19999999999999,4.288888888888888,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+1),W (+1)
15.0,,2022-11-16,22-300,MIA,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,,75.0,4.166666666666667,0.0,82.0,4.555555555555555,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,L (-8),L (-8)
16.0,,2022-11-18,22-302,MIA,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,,45.0,2.5,0.0,58.9,3.272222222222222,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,L (-1),L (-1)
17.0,,2022-11-20,22-304,MIA,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,,37.0,2.055555555555556,0.0,52.99999999999999,2.944444444444444,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,L (-26),L (-26)
18.0,,2022-11-21,22-305,MIA,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,,52.0,2.888888888888889,0.0,62.1,3.45,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,L (-4),L (-4)
19.0,11.0,2022-11-23,22-307,MIA,WAS,1.0,29.383333333333333,6.0,15.0,0.4,5.0,10.0,0.5,0.0,2.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,3.0,3.0,17.0,7.5,-10.0,5.0,1.0,0.2,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,5.0,80.0,4.444444444444445,7.5,89.60000000000001,4.977777777777778,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+8),W (+8)
20.0,12.0,2022-11-25,22-309,MIA,WAS,1.0,38.65,4.0,18.0,0.222,2.0,10.0,0.2,1.0,1.0,1.0,0.0,5.0,5.0,10.0,0.0,1.0,5.0,1.0,11.0,3.8,8.0,8.0,2.0,0.25,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,3.0,59.0,3.2777777777777777,3.4000000000000004,69.50000000000001,3.861111111111112,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+3),W (+3)
21.0,13.0,2022-11-27,22-311,MIA,ATL,1.0,39.91666666666666,3.0,13.0,0.231,0.0,8.0,0.0,5.0,5.0,1.0,1.0,10.0,11.0,10.0,1.0,0.0,2.0,3.0,11.0,11.6,7.0,5.0,3.0,0.6,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,13.0,54.0,3.0,9.599999999999998,57.8,3.211111111111111,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,,
22.0,14.0,2022-11-30,22-314,MIA,BOS,1.0,37.28333333333333,9.0,17.0,0.529,2.0,6.0,0.333,2.0,2.0,1.0,2.0,4.0,6.0,9.0,0.0,1.0,4.0,2.0,22.0,18.5,-10.0,11.0,7.0,0.6363636363636364,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,15.0,85.0,4.722222222222222,17.700000000000003,92.39999999999998,5.133333333333332,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+8),W (+8)
23.0,15.0,2022-12-02,22-316,MIA,BOS,1.0,38.95,10.0,19.0,0.526,6.0,10.0,0.6,0.0,0.0,,0.0,5.0,5.0,3.0,3.0,0.0,5.0,2.0,26.0,17.5,7.0,9.0,4.0,0.4444444444444444,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,13.0,83.0,4.611111111111111,17.500000000000004,86.30000000000001,4.794444444444445,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,L (-13),L (-13)
24.0,16.0,2022-12-05,22-319,MIA,MEM,1.0,39.73333333333333,8.0,20.0,0.4,3.0,11.0,0.273,4.0,4.0,1.0,2.0,11.0,13.0,5.0,1.0,0.0,2.0,0.0,23.0,19.4,1.0,9.0,5.0,0.5555555555555556,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,16.0,46.0,2.555555555555556,17.799999999999997,53.6,2.977777777777778,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,W (+4),W (+4)
25.0,17.0,2022-12-06,22-320,MIA,DET,1.0,37.25,12.0,17.0,0.706,2.0,4.0,0.5,8.0,8.0,1.0,0.0,3.0,3.0,6.0,1.0,0.0,1.0,1.0,34.0,31.6,-6.0,13.0,10.0,0.7692307692307693,64,60,13,21,3,34,56,43,9,53,46,65,10,8,22,7,37,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,7.0,42.0,0.8533333333333334,0.8450704225352113,0.8666666666666667,0.5526315789473685,0.2,0.8095238095238095,0.8235294117647058,0.7962962962962963,0.5,0.0,0.828125,0.8363636363636363,0.8125,0.6666666666666666,0.8888888888888888,0.7096774193548387,1.0,0.8809523809523809,19,62.0,23.0,0.3064516129032258,0.0,18,18.0,39.0,2.1666666666666665,28.399999999999995,36.4,2.022222222222222,15.3,3.5,0.6,1.5,-0.8,0.1500501281051576,0.566,0.484,0.164,1.6,1.1,L (-8),L (-8)
