Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-07,19-151,MIA,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,81.0,5.0625,0.0,84.79999999999998,5.299999999999999,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-3),L (-3)
12.0,,2022-11-10,19-154,MIA,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,59.0,3.6875,0.0,74.5,4.65625,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+5),W (+5)
13.0,4.0,2022-11-12,19-156,MIA,CHO,0,1.6333333333333333,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.7,0,0.0,0.0,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,1.0,95.0,5.9375,1.7000000000000002,101.79999999999998,6.362499999999999,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+17),W (+17)
14.0,,2022-11-14,19-158,MIA,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,65.0,4.0625,0.0,72.29999999999998,4.518749999999999,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+1),W (+1)
15.0,5.0,2022-11-16,19-160,MIA,TOR,1,23.816666666666663,4.0,8.0,.500,1.0,3.0,.333,4,4.0,1.000,1.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,13.0,9.6,-3,5.0,3.0,0.6,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,4.0,71.0,4.4375,7.999999999999998,68.3,4.26875,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-8),L (-8)
16.0,6.0,2022-11-18,19-162,MIA,WAS,1,30.23333333333333,4.0,10.0,.400,1.0,3.0,.333,9,10.0,.900,2.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,18.0,14.0,+6,7.0,3.0,0.4285714285714285,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,4.0,41.0,2.5625,10.4,48.5,3.03125,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-1),L (-1)
17.0,7.0,2022-11-20,19-164,MIA,CLE,1,32.21666666666667,2.0,9.0,.222,1.0,6.0,.167,2,2.0,1.000,2.0,2.0,4.0,5.0,1.0,0.0,1.0,2.0,7.0,6.2,-7,3.0,1.0,0.3333333333333333,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,5.0,32.0,2.0,5.4,47.49999999999999,2.96875,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-26),L (-26)
18.0,8.0,2022-11-21,19-165,MIA,MIN,1,22.883333333333333,1.0,5.0,.200,0.0,3.0,.000,2,2.0,1.000,1.0,4.0,5.0,3.0,1.0,0.0,1.0,1.0,4.0,4.5,-2,2.0,1.0,0.5,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,5.0,47.0,2.9375,3.7,58.39999999999999,3.65,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-4),L (-4)
19.0,9.0,2022-11-23,19-167,MIA,WAS,1,12.466666666666669,3.0,7.0,.429,1.0,3.0,.333,0,0.0,,0.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,7.0,2.8,-8,4.0,2.0,0.5,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,3.0,82.0,5.125,2.8,94.3,5.89375,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+8),W (+8)
20.0,10.0,2022-11-25,19-169,MIA,WAS,1,14.466666666666669,3.0,6.0,.500,0.0,3.0,.000,1,1.0,1.000,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,7.0,5.6,-1,3.0,3.0,1.0,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,3.0,59.0,3.6875,5.199999999999999,67.70000000000002,4.231250000000001,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+3),W (+3)
21.0,,2022-11-27,19-171,MIA,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,67.0,4.1875,0.0,67.4,4.2125,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,,
22.0,,2022-11-30,19-174,MIA,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,100.0,6.25,0.0,110.09999999999998,6.881249999999999,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+8),W (+8)
23.0,,2022-12-02,19-176,MIA,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,96.0,6.0,0.0,92.9,5.80625,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-13),L (-13)
24.0,,2022-12-05,19-179,MIA,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,62.0,3.875,0.0,71.19999999999999,4.449999999999999,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+4),W (+4)
25.0,11.0,2022-12-06,19-180,MIA,DET,0,9.0,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,2.3,-9,1.0,1.0,1.0,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,1.0,56.0,3.5,2.3000000000000003,63.2,3.95,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-8),L (-8)
26.0,,2022-12-08,19-182,MIA,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,86.0,5.375,0.0,88.1,5.50625,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-20),L (-20)
