Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
57.0,,2023-02-11,19-247,MIA,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,59.0,3.6875,0.0,69.0,4.3125,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+5),W (+5)
58.0,,2023-02-13,19-249,MIA,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,44.0,2.75,0.0,64.1,4.00625,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+2),W (+2)
59.0,,2023-02-15,19-251,MIA,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,49.0,3.0625,0.0,70.19999999999999,4.387499999999999,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+4),W (+4)
60.0,,2023-02-24,19-260,MIA,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,29.0,1.8125,0.0,48.8,3.05,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-4),L (-4)
61.0,,2023-02-25,19-261,MIA,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,29.0,1.8125,0.0,47.000000000000014,2.937500000000001,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-11),L (-11)
62.0,,2023-02-27,19-263,MIA,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,64.0,4.0,0.0,67.4,4.2125,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-29),L (-29)
63.0,,2023-03-01,19-265,MIA,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,52.0,3.25,0.0,50.09999999999999,3.131249999999999,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,,
64.0,,2023-03-03,19-267,MIA,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,63.0,3.9375,0.0,79.3,4.95625,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-5),L (-5)
65.0,,2023-03-04,19-268,MIA,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,70.0,4.375,0.0,74.89999999999999,4.68125,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+2),W (+2)
66.0,,2023-03-06,19-270,MIA,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,80.0,5.0,0.0,98.5,6.15625,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-23),L (-23)
67.0,,2023-03-08,19-272,MIA,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,37.0,2.3125,0.0,54.00000000000001,3.3750000000000004,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-2),L (-2)
68.0,,2023-03-10,19-274,MIA,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,72.0,4.5,0.0,85.7,5.35625,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+8),W (+8)
69.0,,2023-03-11,19-275,MIA,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,50.0,3.125,0.0,63.8,3.9875,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+2),W (+2)
70.0,,2023-03-13,19-277,MIA,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,65.0,4.0625,0.0,81.50000000000001,5.093750000000001,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-4),L (-4)
71.0,,2023-03-15,19-279,MIA,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,94.0,5.875,0.0,108.7,6.79375,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+4),W (+4)
72.0,,2023-03-18,19-282,MIA,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,47.0,2.9375,0.0,64.6,4.0375,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-12),L (-12)
73.0,,2023-03-19,19-283,MIA,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,80.0,5.0,0.0,80.5,5.03125,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+4),W (+4)
74.0,,2023-03-22,19-286,MIA,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,74.0,4.625,0.0,95.5,5.96875,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+19),W (+19)
75.0,,2023-03-25,19-289,MIA,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,60.0,3.75,0.0,62.5,3.90625,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-14),L (-14)
76.0,,2023-03-28,19-292,MIA,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,44.0,2.75,0.0,53.6,3.35,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+12),W (+12)
77.0,,2023-03-29,19-293,MIA,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,48.0,3.0,0.0,53.19999999999998,3.324999999999999,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+7),W (+7)
78.0,,2023-04-01,19-296,MIA,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,60.0,3.75,0.0,71.3,4.45625,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-29),L (-29)
79.0,,2023-04-04,19-299,MIA,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,75.0,4.6875,0.0,91.1,5.69375,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-14),L (-14)
80.0,,2023-04-06,19-301,MIA,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,102.0,6.375,0.0,106.7,6.66875,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,L (-9),L (-9)
81.0,,2023-04-07,19-302,MIA,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,59.0,3.6875,0.0,49.1,3.06875,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+7),W (+7)
82.0,,2023-04-09,19-304,MIA,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,80.0,5.0,0.0,72.30000000000001,4.518750000000001,10.6,0.2,-3.4,-3.4,0.0,0.0091344547176116,0.53,0.507,0.275,-0.1,0.0,W (+13),W (+13)
