Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
57.0,55.0,2023-02-11,26-320,MIA,ORL,0.0,39.18333333333333,4.0,12.0,0.333,4.0,11.0,0.364,0.0,0.0,,1.0,3.0,4.0,7.0,0.0,0.0,3.0,4.0,12.0,7.1,1.0,1.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,8.0,51.0,2.833333333333333,7.1,61.900000000000006,3.438888888888889,0.1028183134677509,W (+5),W (+5)
58.0,56.0,2023-02-13,26-322,MIA,DEN,1.0,41.6,8.0,20.0,0.4,4.0,14.0,0.286,3.0,5.0,0.6,1.0,6.0,7.0,4.0,1.0,0.0,1.0,1.0,23.0,16.3,2.0,6.0,4.0,0.6666666666666666,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,9.0,35.0,1.9444444444444444,15.1,49.0,2.7222222222222223,0.1028183134677509,W (+2),W (+2)
59.0,57.0,2023-02-15,26-324,MIA,BRK,1.0,39.28333333333333,7.0,15.0,0.467,2.0,9.0,0.222,2.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,3.0,18.0,10.5,-8.0,6.0,5.0,0.8333333333333334,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,5.0,44.0,2.4444444444444446,9.7,60.49999999999999,3.3611111111111107,0.1028183134677509,W (+4),W (+4)
60.0,58.0,2023-02-24,26-333,MIA,MIL,0.0,26.65,1.0,7.0,0.143,1.0,4.0,0.25,2.0,3.0,0.667,2.0,2.0,4.0,4.0,0.0,1.0,0.0,3.0,5.0,4.4,-16.0,3.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,4.0,25.0,1.3888888888888888,3.5999999999999988,45.2,2.511111111111111,0.1028183134677509,L (-4),L (-4)
61.0,59.0,2023-02-25,26-334,MIA,CHO,0.0,18.683333333333334,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,-0.9,-8.0,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,2.0,27.0,1.5,-0.8999999999999997,47.900000000000006,2.6611111111111114,0.1028183134677509,L (-11),L (-11)
62.0,60.0,2023-02-27,26-336,MIA,PHI,0.0,23.9,4.0,9.0,0.444,3.0,8.0,0.375,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,13.0,7.8,6.0,1.0,1.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,3.0,61.0,3.388888888888889,6.999999999999999,64.10000000000001,3.561111111111112,0.1028183134677509,L (-29),L (-29)
63.0,61.0,2023-03-01,26-338,MIA,PHI,0.0,30.28333333333333,5.0,11.0,0.455,2.0,7.0,0.286,1.0,1.0,1.0,1.0,4.0,5.0,2.0,0.0,0.0,2.0,5.0,13.0,6.6,-18.0,4.0,3.0,0.75,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,6.0,46.0,2.555555555555556,6.1999999999999975,55.59999999999999,3.088888888888888,0.1028183134677509,,
64.0,62.0,2023-03-03,26-340,MIA,NYK,0.0,18.65,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,5.0,3.7,-15.0,2.0,1.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,3.0,60.0,3.333333333333333,3.6999999999999993,81.69999999999999,4.538888888888888,0.1028183134677509,L (-5),L (-5)
65.0,63.0,2023-03-04,26-341,MIA,ATL,0.0,18.383333333333333,2.0,4.0,0.5,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,4.6,5.0,2.0,2.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,6.0,64.0,3.555555555555556,4.599999999999999,75.39999999999999,4.188888888888888,0.1028183134677509,W (+2),W (+2)
66.0,64.0,2023-03-06,26-343,MIA,ATL,1.0,22.35,3.0,4.0,0.75,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,7.0,-8.0,1.0,1.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,5.0,75.0,4.166666666666667,6.999999999999999,98.79999999999998,5.488888888888888,0.1028183134677509,L (-23),L (-23)
67.0,65.0,2023-03-08,26-345,MIA,CLE,0.0,21.016666666666666,2.0,8.0,0.25,2.0,8.0,0.25,3.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,9.0,4.7,3.0,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,1.0,36.0,2.0,3.5,53.80000000000001,2.9888888888888894,0.1028183134677509,L (-2),L (-2)
68.0,66.0,2023-03-10,26-347,MIA,CLE,0.0,25.9,5.0,8.0,0.625,4.0,7.0,0.571,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,1.0,2.0,4.0,14.0,10.5,11.0,1.0,1.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,11.0,61.0,3.388888888888889,10.5,75.2,4.177777777777778,0.1028183134677509,W (+8),W (+8)
69.0,67.0,2023-03-11,26-348,MIA,ORL,0.0,32.233333333333334,3.0,5.0,0.6,2.0,4.0,0.5,0.0,0.0,,1.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,8.0,8.6,-7.0,1.0,1.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,9.0,41.0,2.2777777777777777,8.599999999999998,61.7,3.427777777777778,0.1028183134677509,W (+2),W (+2)
70.0,68.0,2023-03-13,26-350,MIA,UTA,0.0,7.383333333333334,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.1,-8.0,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,0.0,65.0,3.611111111111111,-0.0999999999999999,87.9,4.883333333333334,0.1028183134677509,L (-4),L (-4)
71.0,69.0,2023-03-15,26-352,MIA,MEM,0.0,32.56666666666667,4.0,11.0,0.364,2.0,6.0,0.333,2.0,2.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,12.0,10.3,18.0,5.0,2.0,0.4,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,7.0,87.0,4.833333333333333,9.499999999999998,105.5,5.861111111111111,0.1028183134677509,W (+4),W (+4)
72.0,70.0,2023-03-18,26-355,MIA,CHI,0.0,30.966666666666665,7.0,16.0,0.438,5.0,13.0,0.385,1.0,1.0,1.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,20.0,15.3,-23.0,3.0,2.0,0.6666666666666666,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,10.0,37.0,2.055555555555556,14.9,56.1,3.1166666666666667,0.1028183134677509,L (-12),L (-12)
73.0,71.0,2023-03-19,26-356,MIA,DET,0.0,24.15,2.0,9.0,0.222,1.0,7.0,0.143,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0,-0.2,12.0,2.0,1.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,-2.0,82.0,4.555555555555555,-0.2000000000000001,89.7,4.983333333333333,0.1028183134677509,W (+4),W (+4)
74.0,72.0,2023-03-22,26-359,MIA,NYK,0.0,32.483333333333334,4.0,5.0,0.8,3.0,4.0,0.75,0.0,0.0,,0.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,11.0,10.9,10.0,1.0,1.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,10.0,64.0,3.555555555555556,10.9,87.5,4.861111111111111,0.1028183134677509,W (+19),W (+19)
75.0,73.0,2023-03-25,26-362,MIA,BRK,0.0,34.483333333333334,9.0,14.0,0.643,5.0,9.0,0.556,0.0,0.0,,1.0,4.0,5.0,2.0,0.0,0.0,0.0,3.0,23.0,18.9,-13.0,5.0,4.0,0.8,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,16.0,44.0,2.4444444444444446,18.9,54.1,3.0055555555555555,0.1028183134677509,L (-14),L (-14)
76.0,74.0,2023-03-28,27-000,MIA,TOR,0.0,26.7,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,0.2,-12.0,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,1.0,43.0,2.388888888888889,0.2000000000000006,58.8,3.2666666666666666,0.1028183134677509,W (+12),W (+12)
77.0,75.0,2023-03-29,27-001,MIA,NYK,0.0,2.8833333333333333,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-1.2,-5.0,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,0.0,48.0,2.6666666666666665,-1.2000000000000002,59.29999999999998,3.2944444444444434,0.1028183134677509,W (+7),W (+7)
78.0,76.0,2023-04-01,27-004,MIA,DAL,1.0,30.15,6.0,11.0,0.545,6.0,9.0,0.667,0.0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,2.0,3.0,18.0,11.8,-7.0,2.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,10.0,50.0,2.7777777777777777,11.799999999999995,62.900000000000006,3.494444444444445,0.1028183134677509,L (-29),L (-29)
79.0,77.0,2023-04-04,27-007,MIA,DET,1.0,29.35,3.0,10.0,0.3,2.0,8.0,0.25,1.0,2.0,0.5,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,9.0,4.3,-10.0,2.0,1.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,2.0,73.0,4.055555555555555,3.9,90.6,5.033333333333333,0.1028183134677509,L (-14),L (-14)
80.0,78.0,2023-04-06,27-009,MIA,PHI,1.0,24.3,5.0,9.0,0.556,4.0,8.0,0.5,0.0,0.0,,0.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,14.0,11.0,16.0,1.0,1.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,9.0,93.0,5.166666666666667,11.0,110.1,6.116666666666666,0.1028183134677509,L (-9),L (-9)
81.0,79.0,2023-04-07,27-010,MIA,WAS,1.0,25.866666666666667,4.0,10.0,0.4,3.0,7.0,0.429,0.0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,11.0,6.5,-24.0,3.0,1.0,0.3333333333333333,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,5.0,54.0,3.0,6.499999999999999,56.49999999999999,3.1388888888888884,0.1028183134677509,W (+7),W (+7)
82.0,80.0,2023-04-09,27-012,MIA,ORL,1.0,10.633333333333333,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6,2.0,1.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,2.0,78.0,4.333333333333333,0.6,85.9,4.772222222222222,0.1028183134677509,W (+13),W (+13)
